,what,were,ntl,'s,services,rebranded,as,?
digital,0.1757969856262207,0.1534881591796875,0.3209278881549835,0.14468993246555328,0.24792709946632385,0.30739840865135193,0.14300262928009033,0.12982943654060364
terrestrial,0.13171201944351196,0.19144080579280853,0.16436900198459625,0.16496802866458893,0.19079391658306122,0.22207234799861908,0.1771073043346405,0.09166651964187622
platform,0.14918605983257294,0.07843393832445145,0.3012632131576538,0.0657176822423935,0.2947505712509155,0.240574449300766,0.17198772728443146,0.12602278590202332
",",0.3087472915649414,0.36755475401878357,0.25562870502471924,-0.0016132977325469255,0.24788528680801392,0.2713417112827301,0.48816442489624023,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.2721331715583801,0.06895173341035843,0.30811867117881775,0.24874085187911987,0.49487000703811646,0.20544172823429108
on,0.34226128458976746,0.2774328887462616,0.22365735471248627,0.0026888418942689896,0.22515536844730377,0.2645025849342346,0.36047765612602234,0.2714994251728058
the,0.42745697498321533,0.3906462490558624,0.25437963008880615,-0.01540423184633255,0.2381475418806076,0.2794581651687622,0.48381632566452026,0.22068053483963013
same,0.3764382302761078,0.27093493938446045,0.17286820709705353,0.0036877936217933893,0.18335050344467163,0.21150071918964386,0.3727807104587555,0.22649677097797394
day,0.2990210950374603,0.23235180974006653,0.2489498406648636,0.03448042273521423,0.18359427154064178,0.22865018248558044,0.23300392925739288,0.2141837179660797
that,0.6297725439071655,0.35517072677612305,0.240937277674675,0.04397977516055107,0.2574901282787323,0.23906686902046204,0.4735107421875,0.32716336846351624
ntl,0.28533488512039185,0.13560603559017181,1.0,0.1083257794380188,0.25775712728500366,0.34884822368621826,0.20952725410461426,0.31824302673339844
's,0.02692362666130066,0.007088581565767527,0.1083257794380188,0.9999999403953552,0.0342075377702713,0.011175509542226791,-0.05775856226682663,-0.023395681753754616
services,0.16048473119735718,0.19147804379463196,0.25775712728500366,0.0342075377702713,1.0,0.2810671627521515,0.2673030495643616,0.1328447163105011
re-branded,0.18635530769824982,0.3437994122505188,0.2760305106639862,-0.02097051963210106,0.24711067974567413,0.8890158534049988,0.2624415159225464,0.16268296539783478
as,0.31749409437179565,0.3025437891483307,0.20952725410461426,-0.05775856226682663,0.2673030495643616,0.24511797726154327,1.0,0.27043893933296204
virgin,0.1343110352754593,0.1581590473651886,0.2922471761703491,0.04354345053434372,0.2483265995979309,0.34088218212127686,0.12715885043144226,0.11987020075321198
media,0.18292108178138733,0.13317883014678955,0.2897900640964508,0.07690927386283875,0.223776713013649,0.2875141203403473,0.19105610251426697,0.1571006178855896
.,0.3567904531955719,0.3378238379955292,0.321963369846344,-0.003708066651597619,0.2179025262594223,0.2769361734390259,0.515582263469696,0.4130953550338745
