,what,does,the,world,'s,first,museum,of,posters,have,one,of,the,largest,collections,of,in,the,world,?
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2828933000564575,-0.03817026689648628,0.3536086082458496,0.23314370214939117,1.0,0.20409858226776123,0.3802283704280853,0.4999135136604309,1.0,0.733189046382904,0.36650770902633667,0.3185039758682251,1.0,0.5696388483047485,0.733189046382904,0.2828933000564575,0.1826142966747284
posters,0.2328856736421585,0.18502506613731384,0.2461826205253601,0.2288265973329544,0.11637319624423981,0.1925377994775772,0.21230600774288177,0.20409858226776123,1.0,0.25625213980674744,0.25657299160957336,0.20409858226776123,0.2461826205253601,0.11778199672698975,0.36449554562568665,0.20409858226776123,0.23700222373008728,0.2461826205253601,0.2288265973329544,0.21716934442520142
boasting,0.33775630593299866,0.24763807654380798,0.3384164273738861,0.18556241691112518,0.043584857136011124,0.2669137120246887,0.18012958765029907,0.31618496775627136,0.20054775476455688,0.3273068368434906,0.3286602199077606,0.31618496775627136,0.3384164273738861,0.12579263746738434,0.14284342527389526,0.31618496775627136,0.26482847332954407,0.3384164273738861,0.18556241691112518,0.24996808171272278
one,0.376489520072937,0.2924913763999939,0.5514441132545471,0.36872437596321106,0.06913424283266068,0.4552372097969055,0.20303620398044586,0.4999135136604309,0.25657299160957336,0.4507926106452942,1.0000001192092896,0.4999135136604309,0.5514441132545471,0.3001094460487366,0.29809001088142395,0.4999135136604309,0.4129433035850525,0.5514441132545471,0.36872437596321106,0.2673267424106598
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2828933000564575,-0.03817026689648628,0.3536086082458496,0.23314370214939117,1.0,0.20409858226776123,0.3802283704280853,0.4999135136604309,1.0,0.733189046382904,0.36650770902633667,0.3185039758682251,1.0,0.5696388483047485,0.733189046382904,0.2828933000564575,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.33604270219802856,-0.01540423184633255,0.49448907375335693,0.24861779808998108,0.733189046382904,0.2461826205253601,0.40389683842658997,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.27174001932144165,0.733189046382904,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
largest,0.13463157415390015,0.18477381765842438,0.3757036626338959,0.344524085521698,-0.02050611935555935,0.25420719385147095,0.28500592708587646,0.36650770902633667,0.11778199672698975,0.18489506840705872,0.3001094460487366,0.36650770902633667,0.3757036626338959,0.9999999403953552,0.23511838912963867,0.36650770902633667,0.3017216920852661,0.3757036626338959,0.344524085521698,0.12401245534420013
collections,0.22708594799041748,0.112778440117836,0.27174001932144165,0.2178148776292801,0.006817140616476536,0.22346942126750946,0.447247713804245,0.3185039758682251,0.36449554562568665,0.29878637194633484,0.29809001088142395,0.3185039758682251,0.27174001932144165,0.23511838912963867,0.9999998807907104,0.3185039758682251,0.2719179093837738,0.27174001932144165,0.2178148776292801,0.1873358190059662
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2828933000564575,-0.03817026689648628,0.3536086082458496,0.23314370214939117,1.0,0.20409858226776123,0.3802283704280853,0.4999135136604309,1.0,0.733189046382904,0.36650770902633667,0.3185039758682251,1.0,0.5696388483047485,0.733189046382904,0.2828933000564575,0.1826142966747284
art,0.19292277097702026,0.2125045508146286,0.20297785103321075,0.16422805190086365,-0.0026162867434322834,0.185503751039505,0.5128974318504333,0.22648051381111145,0.36214709281921387,0.14591436088085175,0.17770402133464813,0.22648051381111145,0.20297785103321075,0.14760227501392365,0.3595452308654785,0.22648051381111145,0.2282189577817917,0.20297785103321075,0.16422805190086365,0.138971745967865
posters,0.2328856736421585,0.18502506613731384,0.2461826205253601,0.2288265973329544,0.11637319624423981,0.1925377994775772,0.21230600774288177,0.20409858226776123,1.0,0.25625213980674744,0.25657299160957336,0.20409858226776123,0.2461826205253601,0.11778199672698975,0.36449554562568665,0.20409858226776123,0.23700222373008728,0.2461826205253601,0.2288265973329544,0.21716934442520142
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.3038199245929718,-0.037580832839012146,0.4127444326877594,0.2407650351524353,0.5696388483047485,0.23700222373008728,0.36843645572662354,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3017216920852661,0.2719179093837738,0.5696388483047485,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,1.0,0.33604270219802856,-0.01540423184633255,0.49448907375335693,0.24861779808998108,0.733189046382904,0.2461826205253601,0.40389683842658997,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.27174001932144165,0.733189046382904,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
world,0.21669597923755646,0.15434256196022034,0.33604270219802856,1.0000001192092896,0.11877062171697617,0.31190985441207886,0.19023655354976654,0.2828933000564575,0.2288265973329544,0.2620723843574524,0.36872437596321106,0.2828933000564575,0.33604270219802856,0.344524085521698,0.2178148776292801,0.2828933000564575,0.3038199245929718,0.33604270219802856,1.0000001192092896,0.17579582333564758
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.26091980934143066,-0.0016132977325469255,0.34503069519996643,0.20741747319698334,0.4946078956127167,0.1399090588092804,0.3541618287563324,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.2696824073791504,0.4946078956127167,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
museum,0.1771627515554428,0.1064787358045578,0.24861779808998108,0.19023655354976654,-0.011753248050808907,0.19499869644641876,1.0000001192092896,0.23314370214939117,0.21230600774288177,0.11209996789693832,0.20303620398044586,0.23314370214939117,0.24861779808998108,0.28500592708587646,0.447247713804245,0.23314370214939117,0.2407650351524353,0.24861779808998108,0.19023655354976654,0.14128351211547852
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2828933000564575,-0.03817026689648628,0.3536086082458496,0.23314370214939117,1.0,0.20409858226776123,0.3802283704280853,0.4999135136604309,1.0,0.733189046382904,0.36650770902633667,0.3185039758682251,1.0,0.5696388483047485,0.733189046382904,0.2828933000564575,0.1826142966747284
hunting,0.21647632122039795,0.1449282169342041,0.2975936233997345,0.14009667932987213,0.06653569638729095,0.16784365475177765,0.14739659428596497,0.23968064785003662,0.13137879967689514,0.25059863924980164,0.2129209041595459,0.23968064785003662,0.2975936233997345,0.12867313623428345,0.19983746111392975,0.23968064785003662,0.21091331541538239,0.2975936233997345,0.14009667932987213,0.1138605922460556
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.3246132433414459,0.06895173341035843,0.3167642652988434,0.21554097533226013,0.5116966962814331,0.17983676493167877,0.4711785912513733,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.24602696299552917,0.2914140522480011,0.5116966962814331,0.4954058527946472,0.5171257257461548,0.3246132433414459,0.20544172823429108
riding,0.18595094978809357,0.161981463432312,0.2104644775390625,0.11375583708286285,0.028812088072299957,0.14895080029964447,0.07337016612291336,0.1758982092142105,0.19360928237438202,0.1772730052471161,0.1517072468996048,0.1758982092142105,0.2104644775390625,0.09621874988079071,0.16469624638557434,0.1758982092142105,0.21468152105808258,0.2104644775390625,0.11375583708286285,0.07419754564762115
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.3246132433414459,0.06895173341035843,0.3167642652988434,0.21554097533226013,0.5116966962814331,0.17983676493167877,0.4711785912513733,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.24602696299552917,0.2914140522480011,0.5116966962814331,0.4954058527946472,0.5171257257461548,0.3246132433414459,0.20544172823429108
the,0.42745697498321533,0.35928019881248474,1.0,0.33604270219802856,-0.01540423184633255,0.49448907375335693,0.24861779808998108,0.733189046382904,0.2461826205253601,0.40389683842658997,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.27174001932144165,0.733189046382904,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
railway,0.16704553365707397,0.12357934564352036,0.2692219316959381,0.15220041573047638,0.04776231199502945,0.17453445494174957,0.2568841576576233,0.21322962641716003,0.15700316429138184,0.1520480364561081,0.2131599336862564,0.21322962641716003,0.2692219316959381,0.19985198974609375,0.17245450615882874,0.21322962641716003,0.2326211929321289,0.2692219316959381,0.15220041573047638,0.07994066178798676
museum,0.1771627515554428,0.1064787358045578,0.24861779808998108,0.19023655354976654,-0.011753248050808907,0.19499869644641876,1.0000001192092896,0.23314370214939117,0.21230600774288177,0.11209996789693832,0.20303620398044586,0.23314370214939117,0.24861779808998108,0.28500592708587646,0.447247713804245,0.23314370214939117,0.2407650351524353,0.24861779808998108,0.19023655354976654,0.14128351211547852
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.3177160322666168,-0.003708066651597619,0.4345304071903229,0.19497929513454437,0.5352458953857422,0.22289316356182098,0.41614407300949097,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.18871670961380005,0.30024775862693787,0.5352458953857422,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.4130953550338745
