,in,addition,to,a,new,body,",",what,else,changes,about,the,doctor,?
time,0.3431483507156372,0.23906861245632172,0.3679993152618408,0.3292340338230133,0.2320125252008438,0.22374941408634186,0.3029961884021759,0.36319252848625183,0.25494056940078735,0.25666987895965576,0.305572509765625,0.43061500787734985,0.22827142477035522,0.27391523122787476
lords,0.2174140363931656,0.14887845516204834,0.20793196558952332,0.22270889580249786,0.14094483852386475,0.15775208175182343,0.1824820190668106,0.16539262235164642,0.1336439549922943,0.1918790191411972,0.11334404349327087,0.32976827025413513,0.18355132639408112,0.04780716821551323
through,0.38533157110214233,0.2040313184261322,0.4062686562538147,0.3399752974510193,0.23775440454483032,0.19350562989711761,0.3060276508331299,0.23167094588279724,0.18242378532886505,0.2564226984977722,0.29083409905433655,0.44071322679519653,0.17974799871444702,0.16913433372974396
which,0.4840516746044159,0.38366198539733887,0.5345056653022766,0.56894451379776,0.33739399909973145,0.3445165753364563,0.3658004403114319,0.5261979103088379,0.3094225227832794,0.3407791256904602,0.4059852957725525,0.6521818041801453,0.19030126929283142,0.25814583897590637
the,0.6662389636039734,0.32955414056777954,0.535392165184021,0.5829201340675354,0.3845241069793701,0.31682634353637695,0.4933079481124878,0.42745697498321533,0.19370581209659576,0.3427845537662506,0.37995871901512146,1.0,0.2820442318916321,0.22068053483963013
character,0.20910993218421936,0.1611134260892868,0.2381577491760254,0.3054544925689697,0.1614871472120285,0.23306229710578918,0.21002258360385895,0.22097444534301758,0.15476256608963013,0.2127954512834549,0.1603221744298935,0.25992274284362793,0.3171660602092743,0.18056271970272064
of,0.5696388483047485,0.27503931522369385,0.41548454761505127,0.5052502155303955,0.343457967042923,0.25063133239746094,0.4946078956127167,0.33290785551071167,0.1318979412317276,0.25827232003211975,0.40939709544181824,0.733189046382904,0.16895952820777893,0.1826142966747284
the,0.6662389636039734,0.32955414056777954,0.535392165184021,0.5829201340675354,0.3845241069793701,0.31682634353637695,0.4933079481124878,0.42745697498321533,0.19370581209659576,0.3427845537662506,0.37995871901512146,1.0,0.2820442318916321,0.22068053483963013
doctor,0.25567495822906494,0.12147238850593567,0.22950075566768646,0.22883038222789764,0.12563565373420715,0.23570314049720764,0.20407600700855255,0.20870667695999146,0.16227465867996216,0.12270297855138779,0.18911071121692657,0.2820442318916321,0.9999999403953552,0.1462511420249939
takes,0.2945663630962372,0.10212364047765732,0.29472896456718445,0.3491862416267395,0.19436563551425934,0.23342855274677277,0.2755669057369232,0.15264007449150085,0.17045927047729492,0.21262525022029877,0.28133144974708557,0.33578023314476013,0.21762970089912415,0.10935472697019577
on,0.46853652596473694,0.2673063576221466,0.41031414270401,0.3848365545272827,0.31106263399124146,0.20112086832523346,0.49057599902153015,0.34226128458976746,0.19637921452522278,0.30173325538635254,0.322975218296051,0.5107308030128479,0.1636410653591156,0.2714994251728058
a,0.539380669593811,0.2617819607257843,0.45503583550453186,1.0,0.3214259147644043,0.26263290643692017,0.427140474319458,0.3320399522781372,0.22029639780521393,0.26482418179512024,0.34171196818351746,0.5829201340675354,0.22883038222789764,0.23916715383529663
new,0.3758552670478821,0.2189747393131256,0.33159172534942627,0.3214259147644043,0.9999999403953552,0.15883728861808777,0.36073189973831177,0.2130378633737564,0.18226130306720734,0.25531503558158875,0.20587114989757538,0.3845241069793701,0.12563565373420715,0.14782847464084625
body,0.2549867033958435,0.16189619898796082,0.307265043258667,0.26263290643692017,0.15883728861808777,1.0,0.22437527775764465,0.2143840193748474,0.21712006628513336,0.24727711081504822,0.21537575125694275,0.31682634353637695,0.23570314049720764,0.20136451721191406
and,0.4954058527946472,0.3508087992668152,0.48971283435821533,0.3739250600337982,0.31402453780174255,0.2872275710105896,0.6633074283599854,0.31309178471565247,0.2664144039154053,0.27557092905044556,0.3875081241130829,0.5171257257461548,0.21673844754695892,0.20544172823429108
",",0.5201468467712402,0.3040202856063843,0.44245919585227966,0.427140474319458,0.36073189973831177,0.22437527775764465,1.0000001192092896,0.3087472915649414,0.2643522322177887,0.23045918345451355,0.3877100944519043,0.4933079481124878,0.20407600700855255,0.31091248989105225
to,0.45010748505592346,0.29394859075546265,1.0,0.45503583550453186,0.33159172534942627,0.307265043258667,0.44245919585227966,0.455847829580307,0.36551961302757263,0.32918253540992737,0.391953706741333,0.535392165184021,0.22950075566768646,0.29463258385658264
some,0.4010399878025055,0.41850700974464417,0.4636894166469574,0.34539633989334106,0.3095579743385315,0.27714428305625916,0.42400437593460083,0.4491020441055298,0.30569812655448914,0.2973841726779938,0.42107653617858887,0.4566698372364044,0.22398865222930908,0.2562315762042999
extent,0.1923665851354599,0.3014349937438965,0.26711156964302063,0.20074869692325592,0.13595707714557648,0.17005139589309692,0.2477271556854248,0.369102418422699,0.2203473150730133,0.20905759930610657,0.2609988749027252,0.2727625370025635,0.02997581847012043,0.1940663903951645
",",0.5201468467712402,0.3040202856063843,0.44245919585227966,0.427140474319458,0.36073189973831177,0.22437527775764465,1.0000001192092896,0.3087472915649414,0.2643522322177887,0.23045918345451355,0.3877100944519043,0.4933079481124878,0.20407600700855255,0.31091248989105225
new,0.3758552670478821,0.2189747393131256,0.33159172534942627,0.3214259147644043,0.9999999403953552,0.15883728861808777,0.36073189973831177,0.2130378633737564,0.18226130306720734,0.25531503558158875,0.20587114989757538,0.3845241069793701,0.12563565373420715,0.14782847464084625
personality,0.19275175034999847,0.13099859654903412,0.19448167085647583,0.23649786412715912,0.21756532788276672,0.23876778781414032,0.26486343145370483,0.2489047348499298,0.12046725302934647,0.15579338371753693,0.17846733331680298,0.1821916401386261,0.23017868399620056,0.1765366792678833
",",0.5201468467712402,0.3040202856063843,0.44245919585227966,0.427140474319458,0.36073189973831177,0.22437527775764465,1.0000001192092896,0.3087472915649414,0.2643522322177887,0.23045918345451355,0.3877100944519043,0.4933079481124878,0.20407600700855255,0.31091248989105225
which,0.4840516746044159,0.38366198539733887,0.5345056653022766,0.56894451379776,0.33739399909973145,0.3445165753364563,0.3658004403114319,0.5261979103088379,0.3094225227832794,0.3407791256904602,0.4059852957725525,0.6521818041801453,0.19030126929283142,0.25814583897590637
occurs,0.3241814076900482,0.1945815235376358,0.17478640377521515,0.30202820897102356,0.11719296872615814,0.22666297852993011,0.2801711857318878,0.18880343437194824,0.17051813006401062,0.22793395817279816,0.19915686547756195,0.30771008133888245,0.06342266499996185,0.15104985237121582
after,0.44050168991088867,0.14735285937786102,0.37890323996543884,0.3831600844860077,0.2620960772037506,0.17152558267116547,0.38860568404197693,0.21973377466201782,0.16963118314743042,0.2278626561164856,0.2603839039802551,0.4565047025680542,0.1885940581560135,0.16608688235282898
sustaining,0.3014850914478302,0.28442859649658203,0.30471253395080566,0.31114739179611206,0.20099756121635437,0.23768430948257446,0.28455543518066406,0.20614078640937805,0.21487152576446533,0.21891571581363678,0.23086567223072052,0.2449815720319748,0.13927195966243744,0.20325817167758942
an,0.2605783939361572,0.25149449706077576,0.3138085603713989,0.44552403688430786,0.19160676002502441,0.22158053517341614,0.3581022024154663,0.2821882665157318,0.2285265028476715,0.17787626385688782,0.2700941264629364,0.4207492768764496,0.1790127456188202,0.19793890416622162
injury,0.25140535831451416,0.13044150173664093,0.24385890364646912,0.27168452739715576,0.05853317305445671,0.29548636078834534,0.23598910868167877,0.2131611406803131,0.2063763588666916,0.1984274536371231,0.12885701656341553,0.22097580134868622,0.22041058540344238,0.1309780478477478
which,0.4840516746044159,0.38366198539733887,0.5345056653022766,0.56894451379776,0.33739399909973145,0.3445165753364563,0.3658004403114319,0.5261979103088379,0.3094225227832794,0.3407791256904602,0.4059852957725525,0.6521818041801453,0.19030126929283142,0.25814583897590637
would,0.30461156368255615,0.31241896748542786,0.5965728163719177,0.398599237203598,0.30488598346710205,0.22848527133464813,0.32586824893951416,0.45766422152519226,0.3899669647216797,0.30861663818359375,0.2849528193473816,0.4133751392364502,0.16451218724250793,0.37178951501846313
be,0.3481820821762085,0.34787413477897644,0.4972836375236511,0.39883795380592346,0.22046978771686554,0.28826382756233215,0.39254459738731384,0.3929833769798279,0.40874364972114563,0.4154367744922638,0.26362910866737366,0.4248143136501312,0.1729569286108017,0.3324260413646698
fatal,0.20197328925132751,0.17478692531585693,0.11517301201820374,0.23200225830078125,0.0652732104063034,0.24241042137145996,0.21586118638515472,0.16336281597614288,0.1316194385290146,0.12895627319812775,0.1307813674211502,0.19357211887836456,0.28212618827819824,0.16077253222465515
to,0.45010748505592346,0.29394859075546265,1.0,0.45503583550453186,0.33159172534942627,0.307265043258667,0.44245919585227966,0.455847829580307,0.36551961302757263,0.32918253540992737,0.391953706741333,0.535392165184021,0.22950075566768646,0.29463258385658264
most,0.41416558623313904,0.3290538787841797,0.321603000164032,0.3508910834789276,0.23625826835632324,0.19582925736904144,0.3636029064655304,0.3219912350177765,0.20249462127685547,0.16354431211948395,0.2816680371761322,0.47635307908058167,0.17011499404907227,0.2107497900724411
other,0.39989137649536133,0.3792383074760437,0.4193183183670044,0.2806335389614105,0.2957918047904968,0.30363401770591736,0.4446498453617096,0.341873437166214,0.2914620637893677,0.2861965298652649,0.3130497336387634,0.44152235984802246,0.21788395941257477,0.24682199954986572
species,0.2179255336523056,0.21356117725372314,0.2193736732006073,0.22986134886741638,0.1811152547597885,0.22446997463703156,0.2223871648311615,0.14617158472537994,0.1801302582025528,0.1755397915840149,0.24729883670806885,0.2522439956665039,0.14574511349201202,0.1957087516784668
.,0.5591574311256409,0.27481022477149963,0.4645031690597534,0.50484299659729,0.35031336545944214,0.29751062393188477,0.6812511086463928,0.3567904531955719,0.30548352003097534,0.29733169078826904,0.42038556933403015,0.5934505462646484,0.22361043095588684,0.4130953550338745
