,what,is,an,example,of,a,measurement,within,a,complexity,class,that,would,create,a,bigger,set,of,problems,if,the,bounds,were,relaxed,?
is,0.28837618231773376,1.0,0.4654068350791931,0.36737263202667236,0.4854315221309662,0.658733606338501,0.29067936539649963,0.30135563015937805,0.658733606338501,0.2541271150112152,0.1275252103805542,0.3995479643344879,0.33626067638397217,0.2645336091518402,0.658733606338501,0.20644411444664001,0.21148966252803802,0.4854315221309662,0.16985496878623962,0.30927813053131104,0.5823672413825989,0.2745935618877411,0.29386836290359497,0.22967283427715302,0.22961433231830597
desirable,0.3137534558773041,0.22090104222297668,0.25602054595947266,0.3670874834060669,0.278685063123703,0.23222856223583221,0.27129533886909485,0.3422304391860962,0.23222856223583221,0.3865700662136078,0.23265865445137024,0.35769787430763245,0.37771540880203247,0.3162499964237213,0.23222856223583221,0.23393410444259644,0.2038455456495285,0.278685063123703,0.22984354197978973,0.3301098346710205,0.27018237113952637,0.27795103192329407,0.21518287062644958,0.29207324981689453,0.2832947075366974
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.45503583550453186,0.2653844356536865,0.34980177879333496,0.45503583550453186,0.28336837887763977,0.18696844577789307,0.5436353087425232,0.5965728163719177,0.41124165058135986,0.45503583550453186,0.3106972873210907,0.320547491312027,0.41548454761505127,0.28989166021347046,0.4559597074985504,0.535392165184021,0.320420503616333,0.31913647055625916,0.37449362874031067,0.29463258385658264
prove,0.38846930861473083,0.23555342853069305,0.25823715329170227,0.2763005197048187,0.22006440162658691,0.26881837844848633,0.2558569610118866,0.13181516528129578,0.26881837844848633,0.2677066922187805,0.10406158864498138,0.4621013104915619,0.3682846128940582,0.31966614723205566,0.26881837844848633,0.08581431210041046,0.2334001064300537,0.22006440162658691,0.28863734006881714,0.4457527697086334,0.22804732620716095,0.2208806425333023,0.23192048072814941,0.18768958747386932,0.3306812047958374
that,0.6297725439071655,0.3995479643344879,0.365763783454895,0.429897665977478,0.41498205065727234,0.47537946701049805,0.3125736713409424,0.33798906207084656,0.47537946701049805,0.3234518766403198,0.23035554587841034,1.0,0.5895259380340576,0.3917232155799866,0.47537946701049805,0.34145042300224304,0.2916346788406372,0.41498205065727234,0.3758413791656494,0.5634250640869141,0.5473989248275757,0.2735392451286316,0.35517072677612305,0.33092644810676575,0.32716336846351624
relaxing,0.26338475942611694,0.22464725375175476,0.15624797344207764,0.30027246475219727,0.20509083569049835,0.25714510679244995,0.3010232746601105,0.20956937968730927,0.25714510679244995,0.30517998337745667,0.1269683837890625,0.35401180386543274,0.25888925790786743,0.2790170907974243,0.25714510679244995,0.26186639070510864,0.15166331827640533,0.20509083569049835,0.3224831223487854,0.28297188878059387,0.25503551959991455,0.1768978238105774,0.12961868941783905,0.7720891833305359,0.09551996737718582
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.3755223751068115,0.733189046382904,0.5829201340675354,0.2747146487236023,0.39827480912208557,0.5829201340675354,0.21171598136425018,0.18034407496452332,0.5473989248275757,0.4133751392364502,0.25265660881996155,0.5829201340675354,0.35439056158065796,0.2927955985069275,0.733189046382904,0.2659202516078949,0.33724796772003174,1.0,0.30338889360427856,0.3906462490558624,0.21774186193943024,0.22068053483963013
requirements,0.32438647747039795,0.23105266690254211,0.22398975491523743,0.30217474699020386,0.2509140372276306,0.24776260554790497,0.34486696124076843,0.30841881036758423,0.24776260554790497,0.4081214666366577,0.17521418631076813,0.40566104650497437,0.37586820125579834,0.26710444688796997,0.24776260554790497,0.15259841084480286,0.21049320697784424,0.2509140372276306,0.3630228340625763,0.413532555103302,0.26905253529548645,0.24801811575889587,0.21074138581752777,0.21717782318592072,0.2940613329410553
on,0.34226128458976746,0.3635730445384979,0.3192969560623169,0.22160455584526062,0.3966929316520691,0.3848365545272827,0.19465982913970947,0.2702226936817169,0.3848365545272827,0.22000707685947418,0.1869632750749588,0.42569106817245483,0.35589995980262756,0.23459671437740326,0.3848365545272827,0.27489739656448364,0.23748746514320374,0.3966929316520691,0.22423362731933594,0.24549968540668488,0.5107308030128479,0.23293337225914001,0.2774328887462616,0.20701248943805695,0.2714994251728058
(,0.2411840260028839,0.35393038392066956,0.286407470703125,0.23614145815372467,0.35032153129577637,0.3206180930137634,0.23249028623104095,0.21063244342803955,0.3206180930137634,0.19830146431922913,0.1344621777534485,0.2264307141304016,0.21630488336086273,0.22872920334339142,0.3206180930137634,0.15544407069683075,0.14486102759838104,0.35032153129577637,0.1654568463563919,0.26899856328964233,0.33289089798927307,0.2746313214302063,0.14743882417678833,0.09907308220863342,0.40561532974243164
say,0.5386801958084106,0.3160853683948517,0.2514885663986206,0.37379348278045654,0.30290520191192627,0.3464781641960144,0.22608433663845062,0.1797385960817337,0.3464781641960144,0.2492472529411316,0.18201754987239838,0.5852095484733582,0.46688976883888245,0.31450754404067993,0.3464781641960144,0.28300008177757263,0.18085388839244843,0.30290520191192627,0.27744555473327637,0.46269670128822327,0.3200206458568573,0.1559460312128067,0.28210389614105225,0.21866083145141602,0.4357808530330658
),0.26259949803352356,0.37732169032096863,0.2873353958129883,0.26101627945899963,0.3680361211299896,0.3640355169773102,0.2277601659297943,0.2227933555841446,0.3640355169773102,0.21122688055038452,0.16039183735847473,0.23478686809539795,0.2093871831893921,0.21898718178272247,0.3640355169773102,0.17308765649795532,0.17004531621932983,0.3680361211299896,0.17140987515449524,0.2878422141075134,0.3456730246543884,0.2621079683303833,0.1566188633441925,0.0939665362238884,0.42300865054130554
computation,0.31098654866218567,0.2451949268579483,0.22280944883823395,0.3708140254020691,0.2480347454547882,0.27461811900138855,0.486523300409317,0.1953861266374588,0.27461811900138855,0.6341383457183838,0.13978300988674164,0.3183630406856537,0.25753405690193176,0.25765371322631836,0.27461811900138855,0.1404198855161667,0.26044049859046936,0.2480347454547882,0.3971659541130066,0.37278562784194946,0.20380710065364838,0.25352755188941956,0.12369442731142044,0.17413458228111267,0.2260068953037262
time,0.36319252848625183,0.25187405943870544,0.17594800889492035,0.31812599301338196,0.35127586126327515,0.3292340338230133,0.2724420130252838,0.2541442811489105,0.3292340338230133,0.2680857479572296,0.13982057571411133,0.388528436422348,0.3781263828277588,0.2207014411687851,0.3292340338230133,0.22996056079864502,0.258029967546463,0.35127586126327515,0.2643886208534241,0.36530032753944397,0.43061500787734985,0.2507743537425995,0.3104150593280792,0.2554100751876831,0.27391523122787476
indeed,0.43548738956451416,0.2642308473587036,0.227213054895401,0.3051265776157379,0.31494295597076416,0.29258593916893005,0.23046840727329254,0.21064631640911102,0.29258593916893005,0.34962955117225647,0.16619127988815308,0.5188959240913391,0.44933441281318665,0.2900609076023102,0.29258593916893005,0.2345581352710724,0.1832597851753235,0.31494295597076416,0.2997185289859772,0.47815585136413574,0.3078708052635193,0.19674034416675568,0.2645116150379181,0.23731961846351624,0.3642158806324005
defines,0.3243766129016876,0.30292779207229614,0.23641544580459595,0.3616412580013275,0.3077020049095154,0.28742772340774536,0.4554382264614105,0.3858776092529297,0.28742772340774536,0.35524025559425354,0.1904049515724182,0.3000619411468506,0.21317726373672485,0.28530433773994446,0.28742772340774536,0.15275850892066956,0.2863522469997406,0.3077020049095154,0.2349761426448822,0.2954196035861969,0.27586790919303894,0.24178676307201385,0.12441401928663254,0.23963432013988495,0.2590562403202057
a,0.3320399522781372,0.658733606338501,0.44552403688430786,0.40234753489494324,0.5052502155303955,1.0,0.2956489324569702,0.3858051896095276,1.0,0.27206721901893616,0.23462694883346558,0.47537946701049805,0.398599237203598,0.3041161596775055,1.0,0.27918514609336853,0.2540091574192047,0.5052502155303955,0.21523453295230865,0.41272827982902527,0.5829201340675354,0.269717276096344,0.17203083634376526,0.23551808297634125,0.23916715383529663
bigger,0.263278067111969,0.20644411444664001,0.22362378239631653,0.3002166748046875,0.3085831105709076,0.27918514609336853,0.21905294060707092,0.24590206146240234,0.27918514609336853,0.20244485139846802,0.1344064623117447,0.34145042300224304,0.3031826615333557,0.2550746500492096,0.27918514609336853,1.0,0.21009023487567902,0.3085831105709076,0.263405978679657,0.2884739935398102,0.35439056158065796,0.20400774478912354,0.23498542606830597,0.21311530470848083,0.16528849303722382
set,0.28954121470451355,0.21148966252803802,0.19075638055801392,0.30543550848960876,0.20671486854553223,0.2540091574192047,0.21872377395629883,0.2636004388332367,0.2540091574192047,0.2327800840139389,0.1506776660680771,0.2916346788406372,0.2767912447452545,0.29248180985450745,0.2540091574192047,0.21009023487567902,1.0000001192092896,0.20671486854553223,0.17702552676200867,0.2913972735404968,0.2927955985069275,0.28931814432144165,0.24437576532363892,0.21399125456809998,0.1698019951581955
of,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.3570667505264282,1.0,0.5052502155303955,0.26198503375053406,0.39594778418540955,0.5052502155303955,0.23338180780410767,0.19740594923496246,0.41498205065727234,0.3353942930698395,0.23675619065761566,0.5052502155303955,0.3085831105709076,0.20671486854553223,1.0,0.2450421154499054,0.2557544410228729,0.733189046382904,0.24635128676891327,0.34038281440734863,0.143231600522995,0.1826142966747284
problems,0.3306994140148163,0.16985496878623962,0.1804785281419754,0.27446338534355164,0.2450421154499054,0.21523453295230865,0.20407909154891968,0.15260569751262665,0.21523453295230865,0.45911696553230286,0.18972691893577576,0.3758413791656494,0.30150145292282104,0.27016422152519226,0.21523453295230865,0.263405978679657,0.17702552676200867,0.2450421154499054,1.0,0.3437747657299042,0.2659202516078949,0.16229407489299774,0.2077484428882599,0.27531135082244873,0.2638136148452759
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.50484299659729,0.2378474473953247,0.2984525263309479,0.50484299659729,0.21340465545654297,0.24688394367694855,0.4460422694683075,0.35067233443260193,0.2916513681411743,0.50484299659729,0.32102319598197937,0.2928885817527771,0.5352458953857422,0.2602308988571167,0.421799898147583,0.5934505462646484,0.24761569499969482,0.3378238379955292,0.17344513535499573,0.4130953550338745
