,who,designed,the,plaster,work,in,the,art,library,?
was,0.3318818509578705,0.28384989500045776,0.48711544275283813,0.23018226027488708,0.24745555222034454,0.45514053106307983,0.48711544275283813,0.20564036071300507,0.1691625416278839,0.18412111699581146
the,0.3733934462070465,0.2559613883495331,1.0,0.26503533124923706,0.2704800069332123,0.6662389636039734,1.0,0.20297785103321075,0.19920319318771362,0.22068053483963013
first,0.39065709710121155,0.201524555683136,0.49448907375335693,0.23134572803974152,0.24996063113212585,0.4127444326877594,0.49448907375335693,0.185503751039505,0.1616559624671936,0.18701928853988647
part,0.19576206803321838,0.1781352460384369,0.527681291103363,0.17834234237670898,0.2006094753742218,0.4499994218349457,0.527681291103363,0.19549208879470825,0.1945875734090805,0.08557961881160736
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.24593962728977203,0.23473061621189117,0.5696388483047485,0.733189046382904,0.22648051381111145,0.21889357268810272,0.1826142966747284
the,0.3733934462070465,0.2559613883495331,1.0,0.26503533124923706,0.2704800069332123,0.6662389636039734,1.0,0.20297785103321075,0.19920319318771362,0.22068053483963013
museum,0.14649315178394318,0.19523267447948456,0.24861779808998108,0.2668601870536804,0.1728498339653015,0.2407650351524353,0.24861779808998108,0.5128974318504333,0.3657669126987457,0.14128351211547852
to,0.42656609416007996,0.3077097535133362,0.535392165184021,0.25190791487693787,0.3482864499092102,0.45010748505592346,0.535392165184021,0.22068513929843903,0.19252733886241913,0.29463258385658264
have,0.39246654510498047,0.163482204079628,0.40389683842658997,0.2280077189207077,0.3236905336380005,0.36843645572662354,0.40389683842658997,0.14591436088085175,0.11320055276155472,0.32991164922714233
electric,0.19416284561157227,0.22202123701572418,0.21345196664333344,0.22322630882263184,0.15643328428268433,0.19779469072818756,0.21345196664333344,0.11527880281209946,0.07819800078868866,0.15674720704555511
lighting,0.16933706402778625,0.42378100752830505,0.2831954061985016,0.3192044794559479,0.3278091251850128,0.254514217376709,0.2831954061985016,0.19910567998886108,0.15147729218006134,0.13502714037895203
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.254328191280365,0.33121398091316223,0.5591574311256409,0.5934505462646484,0.21795564889907837,0.23675528168678284,0.4130953550338745
