,approximately,how,many,british,watercolours,are,in,the,v,&,a,collection,?
miniatures,0.20023414492607117,0.23870152235031128,0.34368860721588135,0.09559523314237595,0.38319963216781616,0.35961923003196716,0.22277434170246124,0.2262277603149414,0.12864738702774048,0.08902262151241302,0.2800702452659607,0.2489285171031952,0.19297140836715698
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.25734075903892517,0.29345136880874634,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
for,0.2190973162651062,0.3308170735836029,0.40972793102264404,0.1970057189464569,0.2556024193763733,0.3895993232727051,0.4322226941585541,0.4739971458911896,0.13933385908603668,0.15479104220867157,0.44038116931915283,0.22454001009464264,0.264628142118454
which,0.3551456928253174,0.4852597713470459,0.5168171525001526,0.2002234309911728,0.2936632037162781,0.42922598123550415,0.4840516746044159,0.6521818041801453,0.1653934270143509,0.16294614970684052,0.56894451379776,0.30199134349823,0.25814583897590637
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.28973397612571716,0.2635783851146698,0.40399202704429626,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
museum,0.16942159831523895,0.08534817397594452,0.16926175355911255,0.1519032120704651,0.28153136372566223,0.12469582259654999,0.2407650351524353,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.4441815912723541,0.14128351211547852
holds,0.24105525016784668,0.1431668996810913,0.20790909230709076,0.13055145740509033,0.15692740678787231,0.22953253984451294,0.2876984775066376,0.28190866112709045,0.10173993557691574,0.14777152240276337,0.2758602797985077,0.2581349015235901,0.11379207670688629
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.28973397612571716,0.2635783851146698,0.40399202704429626,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
national,0.22460122406482697,0.13248363137245178,0.21160955727100372,0.2093299925327301,0.2680416703224182,0.17082279920578003,0.28915393352508545,0.32739606499671936,0.10848595201969147,0.1480441838502884,0.27889734506607056,0.217006117105484,0.15643028914928436
collection,0.15115109086036682,0.11592676490545273,0.24966391921043396,0.15021207928657532,0.3406969904899597,0.22862131893634796,0.23004686832427979,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.9999998807907104,0.20069393515586853
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.23159366846084595,0.2707920968532562,0.3452940285205841,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.4130953550338745
