,before,super,bowl,50,",",what,was,the,coach,'s,name,that,coached,both,teams,for,their,last,super,bowl,appearances,?
their,0.3135907053947449,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.3045167922973633,0.35142919421195984,0.2396296262741089,0.516537070274353,0.14400330185890198,-0.005530759692192078,0.18092210590839386,0.4266771972179413,0.17421233654022217,0.42909732460975647,0.2674952447414398,0.3406745493412018,1.0,0.17057138681411743,0.14342328906059265,0.1663845032453537,0.22363287210464478,0.1898253709077835
last,0.4677324891090393,0.17231976985931396,0.20327796041965485,0.07732744514942169,0.29026782512664795,0.23175878822803497,0.32424551248550415,0.3698786795139313,0.2016354352235794,0.03682802617549896,0.22709712386131287,0.31652477383613586,0.21817530691623688,0.19526274502277374,0.17543965578079224,0.3043119013309479,0.17057138681411743,1.0,0.17231976985931396,0.20327796041965485,0.2610858976840973,0.22371746599674225
super,0.16279493272304535,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.22322475910186768,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.14526855945587158,0.09726737439632416,0.15042594075202942,0.18258553743362427,0.17820677161216736,0.20366154611110687,0.26333683729171753,0.22938419878482819,0.14342328906059265,0.17231976985931396,1.0000001192092896,0.4848237931728363,0.2672627866268158,0.166326642036438
bowl,0.19842083752155304,0.4848237931728363,1.0,0.005446359980851412,0.1810409277677536,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.2445603609085083,-0.02838491089642048,0.10893726348876953,0.10987387597560883,0.2819303572177887,0.15468505024909973,0.2752957046031952,0.24430087208747864,0.1663845032453537,0.20327796041965485,0.4848237931728363,1.0,0.23921391367912292,0.21118052303791046
appearance,0.16225261986255646,0.2683286964893341,0.22287850081920624,0.11332543939352036,0.2185479998588562,0.17546585202217102,0.2275954782962799,0.2678116261959076,0.1279672533273697,0.060523033142089844,0.27355536818504333,0.2286599576473236,0.1654777079820633,0.2150295525789261,0.1319190114736557,0.23348291218280792,0.24974052608013153,0.24309749901294708,0.2683286964893341,0.22287850081920624,0.8407605886459351,0.17315366864204407
prior,0.5305277109146118,0.22880366444587708,0.22557669878005981,0.06129007041454315,0.27105793356895447,0.2537507116794586,0.29096508026123047,0.33782097697257996,0.1211300939321518,-0.0369880273938179,0.13387131690979004,0.23541377484798431,0.20870892703533173,0.1783214509487152,0.22088028490543365,0.31561535596847534,0.24109920859336853,0.38755184412002563,0.22880366444587708,0.22557669878005981,0.19083069264888763,0.16978254914283752
to,0.4190867841243744,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.44245919585227966,0.455847829580307,0.3636345863342285,0.535392165184021,0.19063067436218262,0.03782717138528824,0.27806994318962097,0.5436353087425232,0.18176661431789398,0.3897709250450134,0.2634691894054413,0.4451248347759247,0.44619059562683105,0.30156898498535156,0.17783479392528534,0.16993016004562378,0.2405281811952591,0.29463258385658264
super,0.16279493272304535,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.22322475910186768,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.14526855945587158,0.09726737439632416,0.15042594075202942,0.18258553743362427,0.17820677161216736,0.20366154611110687,0.26333683729171753,0.22938419878482819,0.14342328906059265,0.17231976985931396,1.0000001192092896,0.4848237931728363,0.2672627866268158,0.166326642036438
bowl,0.19842083752155304,0.4848237931728363,1.0,0.005446359980851412,0.1810409277677536,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.2445603609085083,-0.02838491089642048,0.10893726348876953,0.10987387597560883,0.2819303572177887,0.15468505024909973,0.2752957046031952,0.24430087208747864,0.1663845032453537,0.20327796041965485,0.4848237931728363,1.0,0.23921391367912292,0.21118052303791046
50,0.0403943732380867,0.0833745002746582,0.005446359980851412,0.9999999403953552,-0.025195008143782616,-0.04124141484498978,-0.0011744623770937324,0.03602437674999237,-0.01023964025080204,-0.01041578408330679,-0.0409264862537384,-0.014119508676230907,0.05786232277750969,0.016993142664432526,0.09035295248031616,0.029183456674218178,0.06537782400846481,0.07732744514942169,0.0833745002746582,0.005446359980851412,0.10673414915800095,0.030512850731611252
.,0.36693984270095825,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.20588655769824982,-0.003708066651597619,0.24737101793289185,0.4460422694683075,0.2293955385684967,0.42281273007392883,0.23459066450595856,0.4726039469242096,0.34427863359451294,0.3548945486545563,0.2757420241832733,0.21516893804073334,0.2694583237171173,0.4130953550338745
