,who,did,tesla,refuse,to,see,following,the,accident,?
were,0.3188014328479767,0.4162326455116272,0.1222306564450264,0.20959344506263733,0.31913647055625916,0.24102480709552765,0.168174147605896,0.3906462490558624,0.1904745101928711,0.17890112102031708
broken,0.15729020535945892,0.1885390281677246,0.11497274041175842,0.1627984642982483,0.1961265206336975,0.2803535759449005,0.22204722464084625,0.27700477838516235,0.22188834846019745,0.1915387511253357
in,0.2792111933231354,0.2593238651752472,0.17097744345664978,0.2069590985774994,0.45010748505592346,0.2973747253417969,0.355264812707901,0.6662389636039734,0.23779717087745667,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,0.1324402391910553,0.28405678272247314,0.535392165184021,0.3770301640033722,0.39779382944107056,1.0,0.18348170816898346,0.22068053483963013
accident,0.17268308997154236,0.19161365926265717,0.1518668681383133,0.13198915123939514,0.16931231319904327,0.17216098308563232,0.22419215738773346,0.18348170816898346,1.0000001192092896,0.13474830985069275
(,0.2443375140428543,0.18979617953300476,0.2156914919614792,0.14472176134586334,0.30882009863853455,0.29499587416648865,0.1340836137533188,0.33289089798927307,0.09467023611068726,0.40561532974243164
the,0.3733934462070465,0.34736719727516174,0.1324402391910553,0.28405678272247314,0.535392165184021,0.3770301640033722,0.39779382944107056,1.0,0.18348170816898346,0.22068053483963013
full,0.18801523745059967,0.21422791481018066,0.19109073281288147,0.21244961023330688,0.2671089768409729,0.23862288892269135,0.2816260755062103,0.2988807260990143,0.12062130123376846,0.168479785323143
extent,0.18034863471984863,0.24440979957580566,0.09796749800443649,0.21116143465042114,0.26711156964302063,0.2994464337825775,0.18810035288333893,0.2727625370025635,0.08552682399749756,0.1940663903951645
of,0.2827862501144409,0.2513895630836487,0.18837453424930573,0.2180326282978058,0.41548454761505127,0.33962661027908325,0.3576679527759552,0.733189046382904,0.1727704554796219,0.1826142966747284
his,0.44966956973075867,0.3546801507472992,0.1580733060836792,0.29335230588912964,0.3715193271636963,0.14544357359409332,0.2390999048948288,0.4394008219242096,0.2630104422569275,0.18075084686279297
injuries,0.2513408958911896,0.24862822890281677,0.16495175659656525,0.18493019044399261,0.23464561998844147,0.17322757840156555,0.2184162139892578,0.20518366992473602,0.550218939781189,0.14870837330818176
will,0.24651563167572021,0.40638336539268494,0.1795932650566101,0.4142357409000397,0.5091033577919006,0.37655484676361084,0.24742724001407623,0.3635469079017639,0.16559144854545593,0.35046905279159546
never,0.36659350991249084,0.4329567551612854,0.09116636961698532,0.294364869594574,0.386821448802948,0.2698217034339905,0.17698673903942108,0.31617826223373413,0.21560312807559967,0.24137508869171143
be,0.3371641933917999,0.22657383978366852,0.15180771052837372,0.26977264881134033,0.4972836375236511,0.4665897786617279,0.27440395951271057,0.4248143136501312,0.17710791528224945,0.3324260413646698
known,0.24757125973701477,0.25943970680236816,0.09137910604476929,0.1247335821390152,0.14337651431560516,0.18843646347522736,0.17343874275684357,0.3624623417854309,0.08512433618307114,0.18314571678638458
;,0.007937713526189327,0.10727239400148392,-0.03835732489824295,0.06863784790039062,0.0979827418923378,0.1164579689502716,0.019849862903356552,0.09152708947658539,-0.03674071654677391,0.10349778085947037
tesla,0.1520961970090866,0.09757418930530548,0.9999999403953552,0.10325124114751816,0.17548894882202148,0.1577616184949875,0.0097203329205513,0.1324402391910553,0.1518668681383133,0.10250775516033173
refused,0.3154688775539398,0.5581128597259521,0.04939310997724533,0.8223352432250977,0.41818010807037354,0.2113429754972458,0.23961065709590912,0.2606237530708313,0.13972243666648865,0.14580921828746796
to,0.42656609416007996,0.4452643394470215,0.17548894882202148,0.471379816532135,1.0,0.3792734146118164,0.31711265444755554,0.535392165184021,0.16931231319904327,0.29463258385658264
consult,0.33360469341278076,0.2501526474952698,0.11172518879175186,0.305370032787323,0.3136545419692993,0.33460530638694763,0.1888473480939865,0.18182523548603058,0.16747629642486572,0.290117084980011
a,0.36608949303627014,0.2552328109741211,0.2211925983428955,0.2521035671234131,0.45503583550453186,0.3039536476135254,0.27489006519317627,0.5829201340675354,0.20516344904899597,0.23916715383529663
doctor—an,0.306501567363739,0.24735131859779358,0.23936335742473602,0.20424377918243408,0.21236343681812286,0.19220365583896637,0.1325424164533615,0.2132158726453781,0.25856688618659973,0.18673060834407806
almost,0.27838051319122314,0.29008886218070984,0.12138834595680237,0.19379785656929016,0.2893180847167969,0.2079133242368698,0.1819903403520584,0.3341992199420929,0.13886219263076782,0.1372147500514984
lifelong,0.3699602484703064,0.2311333268880844,0.08505642414093018,0.2231919765472412,0.21574552357196808,0.13741041719913483,0.1280170977115631,0.20506247878074646,0.17563548684120178,0.18965497612953186
custom,0.1411016434431076,0.17086392641067505,0.19330346584320068,0.16992996633052826,0.2791418433189392,0.2277422398328781,0.24847903847694397,0.20443080365657806,0.12123028934001923,0.26820895075798035
),0.2457384318113327,0.18584993481636047,0.22692398726940155,0.12404140830039978,0.31236231327056885,0.29296672344207764,0.14027400314807892,0.3456730246543884,0.11269913613796234,0.42300865054130554
.,0.3541337847709656,0.35288307070732117,0.17949827015399933,0.25066500902175903,0.4645031690597534,0.3851161599159241,0.30538758635520935,0.5934505462646484,0.22204282879829407,0.4130953550338745
