,what,comedy,block,debuted,in,1989,for,abc,?
referenced,0.32221609354019165,0.19526678323745728,0.21808497607707977,0.21459902822971344,0.24979080259799957,0.053140006959438324,0.2980940341949463,0.10186808556318283,0.35227951407432556
stood,0.2212754786014557,0.1441808044910431,0.13650287687778473,0.16666103899478912,0.20745345950126648,-0.005001639947295189,0.2500189542770386,0.12149252742528915,0.12488352507352829
for,0.3017193675041199,0.22553135454654694,0.2480357587337494,0.19117262959480286,0.4322226941585541,-0.06098385527729988,0.9999999403953552,0.22510288655757904,0.264628142118454
``,0.008517155423760414,-0.053558725863695145,0.1250908523797989,-0.0596371591091156,0.04765888676047325,-0.002708947751671076,0.01270448137074709,-0.04806871339678764,0.0685480609536171
thank,0.3728628158569336,0.19734486937522888,0.30112728476524353,0.18983712792396545,0.15241998434066772,0.022361624985933304,0.30523526668548584,0.11384541541337967,0.5172257423400879
goodness,0.4231394827365875,0.1741267293691635,0.24370135366916656,0.11451182514429092,0.15325196087360382,-0.027941467240452766,0.29505324363708496,0.19846342504024506,0.330630362033844
it,0.45803478360176086,0.20392665266990662,0.2823525071144104,0.22073976695537567,0.5130809545516968,-0.006629664916545153,0.32171204686164856,0.17324577271938324,0.25732165575027466
's,0.02692362666130066,0.09444256871938705,0.02706337347626686,0.025340793654322624,-0.037580832839012146,0.06551578640937805,-0.07241261005401611,0.06670809537172318,-0.023395681753754616
funny,0.37906503677368164,0.4084243178367615,0.2612530589103699,0.19843043386936188,0.23656335473060608,-0.018448010087013245,0.2286243736743927,0.2086116373538971,0.2938595414161682
'',0.08143015950918198,0.11094330251216888,0.013385987840592861,-0.044387973845005035,0.07432962208986282,-0.043100129812955856,-0.04479556903243065,-0.05768610164523125,0.018684765323996544
),0.26259949803352356,0.20077310502529144,0.20438170433044434,0.20853063464164734,0.3326910734176636,0.2141755372285843,0.3639558255672455,0.18381085991859436,0.42300865054130554
.,0.3567904531955719,0.2036953866481781,0.24829226732254028,0.2639025151729584,0.5591574311256409,0.0880250409245491,0.4726039469242096,0.2567209303379059,0.4130953550338745
