,what,series,is,the,longest,running,program,in,abc,history,?
and,0.31309178471565247,0.26972857117652893,0.3859752118587494,0.5171257257461548,0.2112683802843094,0.29286429286003113,0.24895258247852325,0.4954058527946472,0.16453155875205994,0.23541007936000824,0.20544172823429108
the,0.42745697498321533,0.31376904249191284,0.5823672413825989,1.0,0.36807993054389954,0.28883472084999084,0.22986935079097748,0.6662389636039734,0.2068762183189392,0.33215048909187317,0.22068053483963013
soap,0.17847999930381775,0.34729132056236267,0.192221000790596,0.19385820627212524,0.1909424066543579,0.2485848069190979,0.19975809752941132,0.27619147300720215,0.30289196968078613,0.11206014454364777,0.1800997406244278
opera,0.19126243889331818,0.22588227689266205,0.1781812608242035,0.21712259948253632,0.14847412705421448,0.2264072299003601,0.20696921646595,0.27592000365257263,0.28884679079055786,0.19588184356689453,0.12079104036092758
general,0.24928055703639984,0.16525214910507202,0.20144300162792206,0.28634732961654663,0.13918443024158478,0.12340916693210602,0.15059489011764526,0.259066641330719,0.1430114507675171,0.15911300480365753,0.1972234547138214
hospital,0.14525319635868073,0.1328432857990265,0.18439237773418427,0.17318566143512726,0.09521563351154327,0.14096318185329437,0.18648160994052887,0.3125908672809601,0.1614045947790146,0.09343180805444717,0.12508831918239594
",",0.3087472915649414,0.24060699343681335,0.4691906273365021,0.4933079481124878,0.21878951787948608,0.24165967106819153,0.17760658264160156,0.5201468467712402,0.2097204476594925,0.2728564441204071,0.31091248989105225
the,0.42745697498321533,0.31376904249191284,0.5823672413825989,1.0,0.36807993054389954,0.28883472084999084,0.22986935079097748,0.6662389636039734,0.2068762183189392,0.33215048909187317,0.22068053483963013
latter,0.25606152415275574,0.12814903259277344,0.23252339661121368,0.37523433566093445,0.21510747075080872,0.1659332662820816,0.09659294039011002,0.27519580721855164,0.09004172682762146,0.172185480594635,0.12733961641788483
of,0.33290785551071167,0.22268271446228027,0.4854315221309662,0.733189046382904,0.32879963517189026,0.2329012006521225,0.17376001179218292,0.5696388483047485,0.14607268571853638,0.31014925241470337,0.1826142966747284
which,0.5261979103088379,0.2484029233455658,0.4457404911518097,0.6521818041801453,0.2766876220703125,0.30427414178848267,0.3116832673549652,0.4840516746044159,0.1991286277770996,0.2426081746816635,0.25814583897590637
is,0.28837618231773376,0.20355552434921265,1.0,0.5823672413825989,0.28321096301078796,0.23768527805805206,0.17881494760513306,0.5394441485404968,0.16037321090698242,0.1751103699207306,0.22961433231830597
the,0.42745697498321533,0.31376904249191284,0.5823672413825989,1.0,0.36807993054389954,0.28883472084999084,0.22986935079097748,0.6662389636039734,0.2068762183189392,0.33215048909187317,0.22068053483963013
longest-running,0.25799840688705444,0.27566590905189514,0.3526526689529419,0.44636663794517517,0.7870076298713684,0.7285907864570618,0.22795385122299194,0.3834376931190491,0.2706085741519928,0.29400140047073364,0.22539764642715454
entertainment,0.21648827195167542,0.26880231499671936,0.15301001071929932,0.19077853858470917,0.15956442058086395,0.11127250641584396,0.24792075157165527,0.20493005216121674,0.28069135546684265,0.11617587506771088,0.11855241656303406
program,0.25047802925109863,0.27202239632606506,0.17881494760513306,0.22986935079097748,0.09945917129516602,0.32144293189048767,1.0,0.1994907110929489,0.28949791193008423,0.19003461301326752,0.1440187245607376
in,0.30808621644973755,0.2914260923862457,0.5394441485404968,0.6662389636039734,0.3027363419532776,0.2874506413936615,0.1994907110929489,1.0,0.1697147786617279,0.29215577244758606,0.20430970191955566
the,0.42745697498321533,0.31376904249191284,0.5823672413825989,1.0,0.36807993054389954,0.28883472084999084,0.22986935079097748,0.6662389636039734,0.2068762183189392,0.33215048909187317,0.22068053483963013
history,0.28630873560905457,0.1914491206407547,0.1751103699207306,0.33215048909187317,0.30498120188713074,0.15590925514698029,0.19003461301326752,0.29215577244758606,0.23723183572292328,1.0000001192092896,0.2501974403858185
of,0.33290785551071167,0.22268271446228027,0.4854315221309662,0.733189046382904,0.32879963517189026,0.2329012006521225,0.17376001179218292,0.5696388483047485,0.14607268571853638,0.31014925241470337,0.1826142966747284
the,0.42745697498321533,0.31376904249191284,0.5823672413825989,1.0,0.36807993054389954,0.28883472084999084,0.22986935079097748,0.6662389636039734,0.2068762183189392,0.33215048909187317,0.22068053483963013
abc,0.1317344456911087,0.38518208265304565,0.16037321090698242,0.2068762183189392,0.2002073973417282,0.2262323647737503,0.28949791193008423,0.1697147786617279,1.0000001192092896,0.23723183572292328,0.19065172970294952
television,0.19838058948516846,0.6111506819725037,0.21374565362930298,0.24569597840309143,0.22588631510734558,0.21610966324806213,0.36510443687438965,0.2689782977104187,0.46871840953826904,0.174644336104393,0.16825827956199646
network,0.16917307674884796,0.38316288590431213,0.2196272611618042,0.27187061309814453,0.21502944827079773,0.3003406822681427,0.4167900085449219,0.19496823847293854,0.4295894205570221,0.15908129513263702,0.17853789031505585
",",0.3087472915649414,0.24060699343681335,0.4691906273365021,0.4933079481124878,0.21878951787948608,0.24165967106819153,0.17760658264160156,0.5201468467712402,0.2097204476594925,0.2728564441204071,0.31091248989105225
having,0.34064167737960815,0.13027936220169067,0.29556408524513245,0.3821379244327545,0.19114583730697632,0.3082962930202484,0.15920570492744446,0.32022708654403687,0.13503289222717285,0.19075344502925873,0.22418256103992462
aired,0.1692323386669159,0.5169695615768433,0.15216220915317535,0.2525516450405121,0.25914090871810913,0.2677019536495209,0.3666286766529083,0.21521411836147308,0.5025622844696045,0.1964181661605835,0.22283338010311127
since,0.29783400893211365,0.22507761418819427,0.3567592203617096,0.4054957628250122,0.32667118310928345,0.2255501002073288,0.21781446039676666,0.4325680434703827,0.20685888826847076,0.34275075793266296,0.2876587212085724
1963,-0.01284969411790371,0.038042102009058,0.07947119325399399,0.03728247061371803,0.09569651633501053,0.07658180594444275,0.0013812995748594403,0.09972909837961197,-0.006677213590592146,-0.05447344854474068,0.03411978855729103
.,0.3567904531955719,0.3121925890445709,0.4569662809371948,0.5934505462646484,0.2187548726797104,0.27780240774154663,0.18964338302612305,0.5591574311256409,0.2567209303379059,0.30310705304145813,0.4130953550338745
