,what,separates,the,neuroimmune,system,and,peripheral,immune,system,in,humans,?
and,0.31309178471565247,0.31766200065612793,0.5171257257461548,0.1817026287317276,0.231138214468956,1.0,0.23786334693431854,0.14400269091129303,0.231138214468956,0.4954058527946472,0.36259907484054565,0.20544172823429108
similar,0.30608364939689636,0.2270210087299347,0.2963123023509979,0.1689448058605194,0.22617121040821075,0.3316260874271393,0.2284044474363327,0.2106502503156662,0.22617121040821075,0.28091391921043396,0.28265616297721863,0.23309361934661865
fluid–brain,0.2789808213710785,0.35321083664894104,0.3120822608470917,0.5627766847610474,0.33530017733573914,0.31846773624420166,0.5277569890022278,0.42123711109161377,0.33530017733573914,0.2219521403312683,0.3674272298812866,0.22036683559417725
barriers,0.22092224657535553,0.3222901523113251,0.2820606231689453,0.27188822627067566,0.31584006547927856,0.28109604120254517,0.28554606437683105,0.2772504687309265,0.31584006547927856,0.19009177386760712,0.3405665159225464,0.12831342220306396
separate,0.33215096592903137,0.7433018684387207,0.3612915575504303,0.09779000282287598,0.2237393707036972,0.334524005651474,0.2774367034435272,0.10710752010345459,0.2237393707036972,0.3099668025970459,0.1639307737350464,0.16835719347000122
the,0.42745697498321533,0.3609418272972107,1.0,0.2567606568336487,0.3233085572719574,0.5171257257461548,0.24567924439907074,0.21364226937294006,0.3233085572719574,0.6662389636039734,0.29565489292144775,0.22068053483963013
peripheral,0.1982114464044571,0.33034807443618774,0.24567924439907074,0.49767643213272095,0.44155988097190857,0.23786334693431854,1.0,0.3523324728012085,0.44155988097190857,0.1917923092842102,0.2647393047809601,0.11398136615753174
immune,0.2410416603088379,0.0759970173239708,0.21364226937294006,0.8182319402694702,0.3962631821632385,0.14400269091129303,0.3523324728012085,1.0,0.3962631821632385,0.14682820439338684,0.3791846036911011,0.16080476343631744
system,0.23557309806346893,0.2156643569469452,0.3233085572719574,0.33386150002479553,1.0000001192092896,0.231138214468956,0.44155988097190857,0.3962631821632385,1.0000001192092896,0.21978288888931274,0.2241804003715515,0.15556083619594574
from,0.2737620174884796,0.338457316160202,0.40150508284568787,0.1862141638994217,0.22092437744140625,0.3601827025413513,0.2616989314556122,0.13325795531272888,0.22092437744140625,0.4274188280105591,0.15765094757080078,0.19969791173934937
the,0.42745697498321533,0.3609418272972107,1.0,0.2567606568336487,0.3233085572719574,0.5171257257461548,0.24567924439907074,0.21364226937294006,0.3233085572719574,0.6662389636039734,0.29565489292144775,0.22068053483963013
neuroimmune,0.23245127499103546,0.11604257673025131,0.2567606568336487,1.0,0.33386150002479553,0.1817026287317276,0.49767643213272095,0.8182319402694702,0.33386150002479553,0.23048920929431915,0.4153596758842468,0.15523016452789307
system,0.23557309806346893,0.2156643569469452,0.3233085572719574,0.33386150002479553,1.0000001192092896,0.231138214468956,0.44155988097190857,0.3962631821632385,1.0000001192092896,0.21978288888931274,0.2241804003715515,0.15556083619594574
which,0.5261979103088379,0.3851484954357147,0.6521818041801453,0.2989997863769531,0.37390631437301636,0.506277859210968,0.357757568359375,0.3153325319290161,0.37390631437301636,0.4840516746044159,0.3488728106021881,0.25814583897590637
protects,0.20048509538173676,0.3186303377151489,0.27843186259269714,0.20346738398075104,0.22980353236198425,0.26970621943473816,0.1592891365289688,0.2820536196231842,0.22980353236198425,0.15226095914840698,0.28380081057548523,0.15145233273506165
the,0.42745697498321533,0.3609418272972107,1.0,0.2567606568336487,0.3233085572719574,0.5171257257461548,0.24567924439907074,0.21364226937294006,0.3233085572719574,0.6662389636039734,0.29565489292144775,0.22068053483963013
brain,0.26156795024871826,0.20624183118343353,0.25109198689460754,0.5736228823661804,0.1890234649181366,0.25777825713157654,0.44477418065071106,0.3895399272441864,0.1890234649181366,0.21897459030151367,0.36943626403808594,0.17415454983711243
.,0.3567904531955719,0.22198770940303802,0.5934505462646484,0.226358562707901,0.2277725487947464,0.588965117931366,0.1677653044462204,0.18267881870269775,0.2277725487947464,0.5591574311256409,0.2638982832431793,0.4130953550338745
