,the,influence,of,india,can,be,seen,in,which,religious,art,objects,from,thailand,",",burma,and,cambodia,?
hooks,0.21807821094989777,0.04215339943766594,0.13327883183956146,0.09244741499423981,0.3142945170402527,0.29102542996406555,0.1776629239320755,0.1529219001531601,0.2034696340560913,0.08932057023048401,0.16614897549152374,0.20276066660881042,0.19389009475708008,0.1358851194381714,0.2545131742954254,0.09149572253227234,0.2405625730752945,0.09818900376558304,0.27736684679985046
.,0.5934505462646484,0.2734014391899109,0.5352458953857422,0.29068249464035034,0.35783761739730835,0.4383580684661865,0.30320122838020325,0.5591574311256409,0.45942068099975586,0.23880675435066223,0.21795564889907837,0.23188386857509613,0.41536515951156616,0.2365119904279709,0.6812511086463928,0.1883242279291153,0.588965117931366,0.15125113725662231,0.4130953550338745
,the,influence,of,india,can,be,seen,in,which,religious,art,objects,from,thailand,",",burma,and,cambodia,?
art,0.20297785103321075,0.2847062051296234,0.22648051381111145,0.16512785851955414,0.15099897980690002,0.11737168580293655,0.2148737609386444,0.2282189577817917,0.19862167537212372,0.2608799338340759,1.0,0.27836379408836365,0.2182932198047638,0.07086338102817535,0.2700960636138916,0.1736237108707428,0.2631918787956238,0.11938856542110443,0.138971745967865
from,0.40150508284568787,0.19930168986320496,0.4249346852302551,0.1848762482404709,0.2516351342201233,0.3107333183288574,0.24460692703723907,0.4274188280105591,0.38755592703819275,0.14288437366485596,0.2182932198047638,0.22604778409004211,1.0,0.14932303130626678,0.39760664105415344,0.13672004640102386,0.3601827025413513,0.1391548216342926,0.19969791173934937
thailand,0.20311841368675232,0.08925315737724304,0.24186524748802185,0.46993958950042725,0.1740003526210785,0.21496175229549408,0.1419680267572403,0.21851105988025665,0.18901468813419342,0.20525814592838287,0.07086338102817535,0.15329256653785706,0.14932303130626678,0.9999999403953552,0.21077974140644073,0.5143043994903564,0.2133157104253769,0.5916000604629517,0.20348422229290009
",",0.4933079481124878,0.2585834860801697,0.4946078956127167,0.2621418535709381,0.3139454126358032,0.39254459738731384,0.28642043471336365,0.5201468467712402,0.3658004403114319,0.2753547728061676,0.2700960636138916,0.21213118731975555,0.39760664105415344,0.21077974140644073,1.0000001192092896,0.2341701090335846,0.6633074283599854,0.17942862212657928,0.31091248989105225
burma,0.22032786905765533,0.11248892545700073,0.23701615631580353,0.5050508975982666,0.12679778039455414,0.12774723768234253,0.09332180768251419,0.17244836688041687,0.2179129272699356,0.16417871415615082,0.1736237108707428,0.11405038088560104,0.13672004640102386,0.5143043994903564,0.2341701090335846,1.0000001192092896,0.18490535020828247,0.5551033616065979,0.1819905936717987
",",0.4933079481124878,0.2585834860801697,0.4946078956127167,0.2621418535709381,0.3139454126358032,0.39254459738731384,0.28642043471336365,0.5201468467712402,0.3658004403114319,0.2753547728061676,0.2700960636138916,0.21213118731975555,0.39760664105415344,0.21077974140644073,1.0000001192092896,0.2341701090335846,0.6633074283599854,0.17942862212657928,0.31091248989105225
cambodia,0.21302706003189087,0.11870600283145905,0.2602715492248535,0.44460195302963257,0.14427869021892548,0.1418772041797638,0.10698031634092331,0.1948133260011673,0.22306615114212036,0.20406553149223328,0.11938856542110443,0.11247402429580688,0.1391548216342926,0.5916000604629517,0.17942862212657928,0.5551033616065979,0.19507674872875214,0.9999999403953552,0.1719997674226761
",",0.4933079481124878,0.2585834860801697,0.4946078956127167,0.2621418535709381,0.3139454126358032,0.39254459738731384,0.28642043471336365,0.5201468467712402,0.3658004403114319,0.2753547728061676,0.2700960636138916,0.21213118731975555,0.39760664105415344,0.21077974140644073,1.0000001192092896,0.2341701090335846,0.6633074283599854,0.17942862212657928,0.31091248989105225
indonesia,0.19986388087272644,0.1508176475763321,0.19257915019989014,0.4643346667289734,0.15095411241054535,0.21201831102371216,0.18561016023159027,0.19155552983283997,0.22677357494831085,0.20604382455348969,0.12095494568347931,0.12481572479009628,0.17884260416030884,0.5240155458450317,0.22406326234340668,0.4610619843006134,0.22749024629592896,0.4150349795818329,0.18501737713813782
and,0.5171257257461548,0.34756016731262207,0.5116966962814331,0.2782815098762512,0.3675691485404968,0.41766801476478577,0.2522655725479126,0.4954058527946472,0.506277859210968,0.30280056595802307,0.2631918787956238,0.2794862985610962,0.3601827025413513,0.2133157104253769,0.6633074283599854,0.18490535020828247,1.0,0.19507674872875214,0.20544172823429108
sri,0.20438434183597565,0.10457540303468704,0.2203943282365799,0.5710453391075134,0.15968532860279083,0.18238802254199982,0.12491553276777267,0.191408172249794,0.1461811512708664,0.2160307615995407,0.17147918045520782,0.16055211424827576,0.14994516968727112,0.5160476565361023,0.21703927218914032,0.4697136878967285,0.2587973475456238,0.5209778547286987,0.14642220735549927
lanka,0.20959500968456268,0.08718304336071014,0.23636451363563538,0.5615895986557007,0.1953580677509308,0.16964426636695862,0.1294710636138916,0.19198627769947052,0.17291995882987976,0.15327931940555573,0.13871800899505615,0.17745725810527802,0.13706015050411224,0.5246239900588989,0.193298801779747,0.47535383701324463,0.24132545292377472,0.5350220203399658,0.146053284406662
in,0.6662389636039734,0.26119694113731384,0.5696388483047485,0.27070173621177673,0.26527702808380127,0.3481820821762085,0.28402701020240784,1.0,0.4840516746044159,0.24099457263946533,0.2282189577817917,0.23406893014907837,0.4274188280105591,0.21851105988025665,0.5201468467712402,0.17244836688041687,0.4954058527946472,0.1948133260011673,0.20430970191955566
gold,0.27136439085006714,0.061670009046792984,0.2101457566022873,0.13145588338375092,0.1390160322189331,0.1839652806520462,0.12366560101509094,0.21206732094287872,0.2007036805152893,0.04889968782663345,0.13402432203292847,0.19525331258773804,0.18462617695331573,0.10675967484712601,0.28787803649902344,0.11997289210557938,0.26129499077796936,0.13777543604373932,0.11542754620313644
",",0.4933079481124878,0.2585834860801697,0.4946078956127167,0.2621418535709381,0.3139454126358032,0.39254459738731384,0.28642043471336365,0.5201468467712402,0.3658004403114319,0.2753547728061676,0.2700960636138916,0.21213118731975555,0.39760664105415344,0.21077974140644073,1.0000001192092896,0.2341701090335846,0.6633074283599854,0.17942862212657928,0.31091248989105225
silver,0.2600913643836975,0.07170508056879044,0.18475119769573212,0.09144250303506851,0.17311085760593414,0.20303954184055328,0.12805908918380737,0.2021934986114502,0.2163364291191101,0.07394583523273468,0.12464466691017151,0.17939405143260956,0.14321425557136536,0.06917267292737961,0.2779683470726013,0.10128839313983917,0.25048989057540894,0.11917930096387863,0.11920861899852753
",",0.4933079481124878,0.2585834860801697,0.4946078956127167,0.2621418535709381,0.3139454126358032,0.39254459738731384,0.28642043471336365,0.5201468467712402,0.3658004403114319,0.2753547728061676,0.2700960636138916,0.21213118731975555,0.39760664105415344,0.21077974140644073,1.0000001192092896,0.2341701090335846,0.6633074283599854,0.17942862212657928,0.31091248989105225
bronze,0.2526973485946655,0.1144595518708229,0.2355436533689499,0.15899932384490967,0.12470647692680359,0.17763787508010864,0.12158159911632538,0.1848762184381485,0.19257061183452606,0.11581894010305405,0.1786264032125473,0.265851229429245,0.16964833438396454,0.061921898275613785,0.2434660792350769,0.12736649811267853,0.23318837583065033,0.21285760402679443,0.12390820682048798
",",0.4933079481124878,0.2585834860801697,0.4946078956127167,0.2621418535709381,0.3139454126358032,0.39254459738731384,0.28642043471336365,0.5201468467712402,0.3658004403114319,0.2753547728061676,0.2700960636138916,0.21213118731975555,0.39760664105415344,0.21077974140644073,1.0000001192092896,0.2341701090335846,0.6633074283599854,0.17942862212657928,0.31091248989105225
stone,0.2695024907588959,0.18229316174983978,0.2815621793270111,0.1382015347480774,0.18874946236610413,0.20338238775730133,0.12147149443626404,0.20180901885032654,0.2408628612756729,0.14436252415180206,0.13756096363067627,0.2777973711490631,0.2036299705505371,0.17869870364665985,0.2640876770019531,0.13675662875175476,0.27368447184562683,0.14879345893859863,0.11966012418270111
",",0.4933079481124878,0.2585834860801697,0.4946078956127167,0.2621418535709381,0.3139454126358032,0.39254459738731384,0.28642043471336365,0.5201468467712402,0.3658004403114319,0.2753547728061676,0.2700960636138916,0.21213118731975555,0.39760664105415344,0.21077974140644073,1.0000001192092896,0.2341701090335846,0.6633074283599854,0.17942862212657928,0.31091248989105225
terracotta,0.2803131341934204,0.1868225634098053,0.2926011085510254,0.24601395428180695,0.1869135946035385,0.2602209746837616,0.24583567678928375,0.2623767554759979,0.3260422348976135,0.20409254729747772,0.2791813313961029,0.3437766432762146,0.24810604751110077,0.1814451366662979,0.24902358651161194,0.23607385158538818,0.2836885452270508,0.2548007369041443,0.11132478713989258
and,0.5171257257461548,0.34756016731262207,0.5116966962814331,0.2782815098762512,0.3675691485404968,0.41766801476478577,0.2522655725479126,0.4954058527946472,0.506277859210968,0.30280056595802307,0.2631918787956238,0.2794862985610962,0.3601827025413513,0.2133157104253769,0.6633074283599854,0.18490535020828247,1.0,0.19507674872875214,0.20544172823429108
ivory,0.2150457501411438,0.08574045449495316,0.18637466430664062,0.20580138266086578,0.09540904313325882,0.13735567033290863,0.10921534895896912,0.11369050294160843,0.23664973676204681,0.1457933783531189,0.1108304038643837,0.1552886664867401,0.1703532338142395,0.16517674922943115,0.28446608781814575,0.2577722668647766,0.2290346324443817,0.2326425313949585,0.1248474270105362
represents,0.3328246772289276,0.22542443871498108,0.3967677056789398,0.19209973514080048,0.22953443229198456,0.2604670822620392,0.2539704144001007,0.28071391582489014,0.28697195649147034,0.18374378979206085,0.10231570899486542,0.2751159965991974,0.26013752818107605,0.22221693396568298,0.24179992079734802,0.14282110333442688,0.25101107358932495,0.15777930617332458,0.1586666852235794
these,0.49086877703666687,0.2587232291698456,0.42684608697891235,0.22818656265735626,0.4833051562309265,0.4507283866405487,0.35854941606521606,0.3791837692260742,0.5959210991859436,0.28210684657096863,0.1676383912563324,0.3956793546676636,0.2928802967071533,0.1248665452003479,0.37613096833229065,0.1569235473871231,0.5314885973930359,0.12408848106861115,0.2571668326854706
rich,0.2007024586200714,0.25034675002098083,0.23752830922603607,0.14140722155570984,0.17140555381774902,0.20173071324825287,0.18579959869384766,0.21139568090438843,0.2625499963760376,0.19144867360591888,0.1952282339334488,0.1694238930940628,0.18646635115146637,0.12444957345724106,0.272274911403656,0.16398057341575623,0.33923646807670593,0.17098402976989746,0.13849185407161713
and,0.5171257257461548,0.34756016731262207,0.5116966962814331,0.2782815098762512,0.3675691485404968,0.41766801476478577,0.2522655725479126,0.4954058527946472,0.506277859210968,0.30280056595802307,0.2631918787956238,0.2794862985610962,0.3601827025413513,0.2133157104253769,0.6633074283599854,0.18490535020828247,1.0,0.19507674872875214,0.20544172823429108
complex,0.25326284766197205,0.17861564457416534,0.24271073937416077,0.1740793138742447,0.23634649813175201,0.3090525269508362,0.19920693337917328,0.26918336749076843,0.36717817187309265,0.17639081180095673,0.13257211446762085,0.2437499612569809,0.16958864033222198,0.15160763263702393,0.2636418044567108,0.13619565963745117,0.2597591280937195,0.14460913836956024,0.17752902209758759
cultures,0.2909663915634155,0.3822994828224182,0.2692214250564575,0.2695627510547638,0.2623487412929535,0.2879282236099243,0.24975329637527466,0.2573188841342926,0.275738924741745,0.393607497215271,0.3009156584739685,0.3250961899757385,0.2233029156923294,0.1849622279405594,0.25762316584587097,0.21495285630226135,0.3095247149467468,0.18465599417686462,0.1482744663953781
",",0.4933079481124878,0.2585834860801697,0.4946078956127167,0.2621418535709381,0.3139454126358032,0.39254459738731384,0.28642043471336365,0.5201468467712402,0.3658004403114319,0.2753547728061676,0.2700960636138916,0.21213118731975555,0.39760664105415344,0.21077974140644073,1.0000001192092896,0.2341701090335846,0.6633074283599854,0.17942862212657928,0.31091248989105225
the,1.0,0.3039984107017517,0.733189046382904,0.3108653426170349,0.312528520822525,0.4248143136501312,0.3442007005214691,0.6662389636039734,0.6521818041801453,0.22950971126556396,0.20297785103321075,0.24716724455356598,0.40150508284568787,0.20311841368675232,0.4933079481124878,0.22032786905765533,0.5171257257461548,0.21302706003189087,0.22068053483963013
displays,0.287814199924469,0.1535913050174713,0.25520673394203186,0.13791121542453766,0.2774147391319275,0.30100423097610474,0.2867106795310974,0.23497463762760162,0.3360707461833954,0.13822898268699646,0.2755057215690613,0.30864834785461426,0.12375916540622711,0.15873318910598755,0.16609801352024078,0.16140197217464447,0.23311617970466614,0.10303628444671631,0.13452474772930145
span,0.2050493061542511,0.18016080558300018,0.17238636314868927,0.08767245709896088,0.23140953481197357,0.18958480656147003,0.1463702917098999,0.18513190746307373,0.2148035168647766,0.05687476694583893,0.15175732970237732,0.13119713962078094,0.10917722433805466,0.17624300718307495,0.14359015226364136,0.07807813584804535,0.19597582519054413,0.17559273540973663,0.20459811389446259
the,1.0,0.3039984107017517,0.733189046382904,0.3108653426170349,0.312528520822525,0.4248143136501312,0.3442007005214691,0.6662389636039734,0.6521818041801453,0.22950971126556396,0.20297785103321075,0.24716724455356598,0.40150508284568787,0.20311841368675232,0.4933079481124878,0.22032786905765533,0.5171257257461548,0.21302706003189087,0.22068053483963013
6th,0.26967379450798035,0.0913950502872467,0.1798519492149353,0.12513095140457153,0.1326364129781723,0.16401337087154388,0.12973424792289734,0.15743380784988403,0.2059890180826187,0.1378692239522934,0.09572657197713852,0.15550634264945984,0.15037570893764496,0.07313921302556992,0.1626082956790924,0.05613797903060913,0.2545376420021057,0.036351632326841354,0.05849769711494446
to,0.535392165184021,0.23180463910102844,0.41548454761505127,0.23679906129837036,0.4979398250579834,0.4972836375236511,0.2634880542755127,0.45010748505592346,0.5345056653022766,0.24161745607852936,0.22068513929843903,0.2695634961128235,0.4069952368736267,0.16734495759010315,0.44245919585227966,0.19763673841953278,0.48971283435821533,0.15366831421852112,0.29463258385658264
19th,0.24964287877082825,0.12920671701431274,0.16605104506015778,0.1646912842988968,0.16960541903972626,0.1781952679157257,0.1404687464237213,0.15408828854560852,0.2196694165468216,0.11335155367851257,0.11339211463928223,0.19943617284297943,0.15403886139392853,0.1168118342757225,0.16815264523029327,0.09412714093923569,0.2922728657722473,0.0787632167339325,0.004712673369795084
centuries,0.32166481018066406,0.34590691328048706,0.2695758044719696,0.25481271743774414,0.1539314091205597,0.18906614184379578,0.19947364926338196,0.2558690905570984,0.2743915021419525,0.29561662673950195,0.16909919679164886,0.20942120254039764,0.2564999461174011,0.13724969327449799,0.1864481121301651,0.13995499908924103,0.29204583168029785,0.16463477909564972,0.13179439306259155
.,0.5934505462646484,0.2734014391899109,0.5352458953857422,0.29068249464035034,0.35783761739730835,0.4383580684661865,0.30320122838020325,0.5591574311256409,0.45942068099975586,0.23880675435066223,0.21795564889907837,0.23188386857509613,0.41536515951156616,0.2365119904279709,0.6812511086463928,0.1883242279291153,0.588965117931366,0.15125113725662231,0.4130953550338745
