,who,is,taught,at,teacher,'s,colleges,?
operate,0.19872014224529266,0.24157488346099854,0.18380163609981537,0.19789652526378632,0.13689784705638885,0.020892245694994926,0.25442659854888916,0.16664595901966095
teacher,0.35707929730415344,0.2001669555902481,0.6244673132896423,0.1889720857143402,0.9999998807907104,0.026857737451791763,0.3632963299751282,0.1797819435596466
's,0.05599616840481758,0.02396530658006668,0.015992429107427597,-0.08481216430664062,0.026857737451791763,0.9999999403953552,0.039614032953977585,-0.023395681753754616
colleges,0.2428450733423233,0.20791567862033844,0.383139431476593,0.21822024881839752,0.3632963299751282,0.039614032953977585,1.0000001192092896,0.15586905181407928
",",0.3365725874900818,0.4691906273365021,0.2902868986129761,0.38314947485923767,0.2884024977684021,-0.0016132977325469255,0.2773089110851288,0.31091248989105225
which,0.3688730001449585,0.4457404911518097,0.14987538754940033,0.3286694884300232,0.1306145042181015,0.03856118768453598,0.2149154096841812,0.25814583897590637
are,0.27294138073921204,0.5330929756164551,0.15458330512046814,0.2074895054101944,0.09182974696159363,-0.008927806280553341,0.26040151715278625,0.24591213464736938
generally,0.3352776765823364,0.4094115197658539,0.15261298418045044,0.23514722287654877,0.12230245023965836,0.017207007855176926,0.20395493507385254,0.23411904275417328
established,0.20118318498134613,0.1754443645477295,0.24809369444847107,0.211637482047081,0.16652779281139374,-0.05163693428039551,0.2759760022163391,0.15917523205280304
to,0.42656609416007996,0.42745086550712585,0.25677984952926636,0.36524343490600586,0.1991342306137085,0.03782717138528824,0.25310638546943665,0.29463258385658264
serve,0.2677389681339264,0.22737301886081696,0.17658455669879913,0.1923348307609558,0.12982116639614105,-0.06989327818155289,0.16427384316921234,0.19925682246685028
and,0.41279885172843933,0.3859752118587494,0.2735629677772522,0.3571503460407257,0.27571162581443787,0.06895173341035843,0.309615820646286,0.20544172823429108
protect,0.2736601233482361,0.17850741744041443,0.16593317687511444,0.14391009509563446,0.05453856289386749,-0.06260327994823456,0.08960570394992828,0.20180222392082214
the,0.3733934462070465,0.5823672413825989,0.17271466553211212,0.457212895154953,0.17760860919952393,-0.01540423184633255,0.2200278788805008,0.22068053483963013
public,0.18950407207012177,0.1980048567056656,0.24131853878498077,0.2642328441143036,0.23250755667686462,0.060657959431409836,0.32225629687309265,0.19872993230819702
interest,0.28795894980430603,0.19835616648197174,0.26469165086746216,0.2276461273431778,0.27719631791114807,-0.04592332988977432,0.19122526049613953,0.2411724328994751
through,0.17793183028697968,0.27805060148239136,0.16042537987232208,0.2170695960521698,0.12142515927553177,-0.020649312064051628,0.17891529202461243,0.16913433372974396
certifying,0.11853426694869995,0.1820870339870453,0.23295922577381134,0.18534360826015472,0.2559151351451874,-0.06454572826623917,0.2905690670013428,0.28355228900909424
",",0.3365725874900818,0.4691906273365021,0.2902868986129761,0.38314947485923767,0.2884024977684021,-0.0016132977325469255,0.2773089110851288,0.31091248989105225
governing,0.19595405459403992,0.22579121589660645,0.19039365649223328,0.16123126447200775,0.10246554017066956,0.027716519311070442,0.23003964126110077,0.15836504101753235
and,0.41279885172843933,0.3859752118587494,0.2735629677772522,0.3571503460407257,0.27571162581443787,0.06895173341035843,0.309615820646286,0.20544172823429108
enforcing,0.332251638174057,0.21140210330486298,0.21000687777996063,0.1440717875957489,0.14574910700321198,-0.01609990745782852,0.15448130667209625,0.24808692932128906
the,0.3733934462070465,0.5823672413825989,0.17271466553211212,0.457212895154953,0.17760860919952393,-0.01540423184633255,0.2200278788805008,0.22068053483963013
standards,0.2396330088376999,0.19850283861160278,0.22625963389873505,0.20157352089881897,0.13633975386619568,-0.015006564557552338,0.25785207748413086,0.2011813372373581
of,0.2827862501144409,0.4854315221309662,0.23614580929279327,0.42558613419532776,0.19968076050281525,-0.03817026689648628,0.31927260756492615,0.1826142966747284
practice,0.29065191745758057,0.21584326028823853,0.3513796627521515,0.17058232426643372,0.27965492010116577,0.06984969228506088,0.28272709250450134,0.21386858820915222
for,0.37110671401023865,0.43268078565597534,0.20868510007858276,0.34237727522850037,0.23373261094093323,-0.07241261005401611,0.2304772138595581,0.264628142118454
the,0.3733934462070465,0.5823672413825989,0.17271466553211212,0.457212895154953,0.17760860919952393,-0.01540423184633255,0.2200278788805008,0.22068053483963013
teaching,0.2535073459148407,0.16213442385196686,0.6623127460479736,0.2309790551662445,0.6199770569801331,-0.021572323516011238,0.392909437417984,0.20424684882164001
profession,0.3416728973388672,0.24903449416160583,0.37021127343177795,0.18967412412166595,0.439242959022522,-0.000873688084539026,0.3113911747932434,0.13789935410022736
.,0.3541337847709656,0.4569662809371948,0.25649359822273254,0.4549728035926819,0.225234717130661,-0.003708066651597619,0.2763740122318268,0.4130953550338745
