,how,many,times,have,the,panthers,been,in,the,super,bowl,?
patriots,0.1273394525051117,0.14814959466457367,0.15762411057949066,0.17782911658287048,0.2345433384180069,0.40226617455482483,0.11039688438177109,0.22389881312847137,0.2345433384180069,0.3206230401992798,0.37643110752105713,0.11474817991256714
a,0.29312583804130554,0.2872205972671509,0.2745400369167328,0.338716596364975,0.5829201340675354,0.2255268394947052,0.3315402865409851,0.539380669593811,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
chance,0.32987135648727417,0.24259953200817108,0.25455448031425476,0.3650003671646118,0.26683303713798523,0.1615428328514099,0.24765153229236603,0.14831462502479553,0.26683303713798523,0.12130912393331528,0.1688411682844162,0.274066299200058
to,0.44169697165489197,0.40243685245513916,0.32875269651412964,0.4544740617275238,0.535392165184021,0.2185782641172409,0.34945759177207947,0.45010748505592346,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
defend,0.1746169626712799,0.21673715114593506,0.22730900347232819,0.2930724620819092,0.2784505784511566,0.1791408360004425,0.19674570858478546,0.25465187430381775,0.2784505784511566,0.16312596201896667,0.14746296405792236,0.21878457069396973
their,0.3316696584224701,0.4574248492717743,0.22920946776866913,0.523270845413208,0.516537070274353,0.20130555331707,0.25529929995536804,0.34976133704185486,0.516537070274353,0.14342328906059265,0.1663845032453537,0.1898253709077835
title,0.1412888765335083,0.12735196948051453,0.1912950724363327,0.1687968373298645,0.27465343475341797,0.1660211831331253,0.17005306482315063,0.2263992726802826,0.27465343475341797,0.22950704395771027,0.21912378072738647,0.34551161527633667
from,0.22939439117908478,0.33099696040153503,0.25679540634155273,0.30702701210975647,0.40150508284568787,0.2251167893409729,0.27624839544296265,0.4274188280105591,0.40150508284568787,0.15985457599163055,0.09946706146001816,0.19969791173934937
super,0.11920704692602158,0.17302978038787842,0.19135531783103943,0.19903038442134857,0.21959073841571808,0.27118441462516785,0.16475224494934082,0.18576006591320038,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.25533148646354675,0.19536113739013672,0.21576224267482758,0.34713199734687805,0.17613008618354797,0.17236235737800598,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
xlix,0.13336868584156036,0.14802561700344086,0.22528362274169922,0.1719338744878769,0.28379157185554504,0.3844044506549835,0.17732803523540497,0.264173686504364,0.28379157185554504,0.4939202070236206,0.5432188510894775,0.2639070451259613
by,0.34370526671409607,0.3409687578678131,0.18494531512260437,0.3359639644622803,0.4408751428127289,0.16948609054088593,0.39107078313827515,0.370934396982193,0.4408751428127289,0.15233319997787476,0.12992306053638458,0.17966607213020325
defeating,0.0834885910153389,0.1449481099843979,0.23418547213077545,0.1040588989853859,0.31832075119018555,0.23520338535308838,0.09524079412221909,0.25722265243530273,0.31832075119018555,0.2544234097003937,0.27912637591362,0.15296590328216553
them,0.5142028331756592,0.5119333863258362,0.2510025203227997,0.5357621312141418,0.4788833558559418,0.21159003674983978,0.36031466722488403,0.29119014739990234,0.4788833558559418,0.17214158177375793,0.16690661013126373,0.35435691475868225
20–18,0.13523833453655243,0.2417566478252411,0.10733433067798615,0.14017139375209808,0.07738925516605377,-0.06351368874311447,0.22097952663898468,0.1783762127161026,0.07738925516605377,-0.0583694688975811,-0.01371762901544571,0.10603919625282288
in,0.2601168751716614,0.41474202275276184,0.2427823841571808,0.36843645572662354,0.6662389636039734,0.2115829735994339,0.3515113592147827,1.0,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.40389683842658997,1.0,0.2602776288986206,0.3563927710056305,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
afc,0.08736693859100342,0.1375444233417511,0.21822525560855865,0.1852124035358429,0.25863510370254517,0.33692118525505066,0.1291203796863556,0.20746317505836487,0.25863510370254517,0.37206512689590454,0.41199249029159546,0.2026895433664322
championship,0.10684323310852051,0.16601915657520294,0.27100425958633423,0.14082325994968414,0.2540402412414551,0.40219083428382874,0.14858293533325195,0.20047812163829803,0.2540402412414551,0.28836938738822937,0.3428266644477844,0.1390383541584015
game,0.215279221534729,0.21957436203956604,0.17801880836486816,0.2211744487285614,0.285271555185318,0.26323550939559937,0.2056262195110321,0.23986028134822845,0.285271555185318,0.3480181396007538,0.2413962334394455,0.1829071193933487
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.41614407300949097,0.5934505462646484,0.23446570336818695,0.33645182847976685,0.5591574311256409,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
,how,many,times,have,the,panthers,been,in,the,super,bowl,?
they,0.43247655034065247,0.5400822758674622,0.29107025265693665,0.6542890071868896,0.49925389885902405,0.23642724752426147,0.410590261220932,0.4330179989337921,0.49925389885902405,0.1988932192325592,0.18658970296382904,0.2753053903579712
defeated,0.10988643020391464,0.14528289437294006,0.22212350368499756,0.11409564316272736,0.2833898365497589,0.23061460256576538,0.15019004046916962,0.24813973903656006,0.2833898365497589,0.22541621327400208,0.24224305152893066,0.1413237303495407
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.40389683842658997,1.0,0.2602776288986206,0.3563927710056305,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
arizona,0.10044962912797928,0.19047409296035767,0.1005290076136589,0.1832590252161026,0.22572119534015656,0.3588832914829254,0.23733855783939362,0.2594328224658966,0.22572119534015656,0.11506326496601105,0.19239425659179688,0.14315035939216614
cardinals,0.1037716194987297,0.20175302028656006,0.2186891734600067,0.24780523777008057,0.2451406717300415,0.47018635272979736,0.16623204946517944,0.19347693026065826,0.2451406717300415,0.21392318606376648,0.3667908310890198,0.13200661540031433
49–15,0.04852207005023956,0.19625228643417358,0.06918404996395111,0.2226988673210144,0.09043944627046585,0.020930055528879166,0.11944624036550522,0.03759656473994255,0.09043944627046585,0.05862809345126152,0.008281170390546322,-0.055436357855796814
in,0.2601168751716614,0.41474202275276184,0.2427823841571808,0.36843645572662354,0.6662389636039734,0.2115829735994339,0.3515113592147827,1.0,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.40389683842658997,1.0,0.2602776288986206,0.3563927710056305,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
nfc,0.11678441613912582,0.15288913249969482,0.2511131465435028,0.23123566806316376,0.2545439600944519,0.472109317779541,0.18628492951393127,0.20630285143852234,0.2545439600944519,0.373574823141098,0.47588562965393066,0.15073348581790924
championship,0.10684323310852051,0.16601915657520294,0.27100425958633423,0.14082325994968414,0.2540402412414551,0.40219083428382874,0.14858293533325195,0.20047812163829803,0.2540402412414551,0.28836938738822937,0.3428266644477844,0.1390383541584015
game,0.215279221534729,0.21957436203956604,0.17801880836486816,0.2211744487285614,0.285271555185318,0.26323550939559937,0.2056262195110321,0.23986028134822845,0.285271555185318,0.3480181396007538,0.2413962334394455,0.1829071193933487
and,0.33647966384887695,0.5296266674995422,0.2611900568008423,0.4711785912513733,0.5171257257461548,0.2230100929737091,0.3424558639526367,0.4954058527946472,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
advanced,0.1992558091878891,0.2530747354030609,0.1695527881383896,0.22519676387310028,0.2635994255542755,0.1759907454252243,0.251110315322876,0.2200557142496109,0.2635994255542755,0.26157358288764954,0.044162921607494354,0.1806638389825821
to,0.44169697165489197,0.40243685245513916,0.32875269651412964,0.4544740617275238,0.535392165184021,0.2185782641172409,0.34945759177207947,0.45010748505592346,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
their,0.3316696584224701,0.4574248492717743,0.22920946776866913,0.523270845413208,0.516537070274353,0.20130555331707,0.25529929995536804,0.34976133704185486,0.516537070274353,0.14342328906059265,0.1663845032453537,0.1898253709077835
second,0.16459402441978455,0.1634775847196579,0.24258649349212646,0.20638011395931244,0.4620301127433777,0.2124287188053131,0.1757621020078659,0.34510284662246704,0.4620301127433777,0.25671592354774475,0.20302696526050568,0.17239587008953094
super,0.11920704692602158,0.17302978038787842,0.19135531783103943,0.19903038442134857,0.21959073841571808,0.27118441462516785,0.16475224494934082,0.18576006591320038,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.25533148646354675,0.19536113739013672,0.21576224267482758,0.34713199734687805,0.17613008618354797,0.17236235737800598,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
appearance,0.19089558720588684,0.2333027571439743,0.234752357006073,0.23007911443710327,0.2678116261959076,0.17733480036258698,0.21659526228904724,0.26000332832336426,0.2678116261959076,0.2683286964893341,0.22287850081920624,0.17315366864204407
since,0.2347431182861328,0.34386345744132996,0.3803291618824005,0.47784632444381714,0.4054957628250122,0.12518474459648132,0.6581953763961792,0.4325680434703827,0.4054957628250122,0.13119962811470032,0.14065173268318176,0.2876587212085724
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.40389683842658997,1.0,0.2602776288986206,0.3563927710056305,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
franchise,0.1421767622232437,0.1937589943408966,0.161258265376091,0.2292424738407135,0.30872398614883423,0.3353862166404724,0.23195692896842957,0.29437172412872314,0.30872398614883423,0.3508962392807007,0.2876890301704407,0.13445523381233215
was,0.16678167879581451,0.260356068611145,0.2859917879104614,0.2863433063030243,0.48711544275283813,0.2605615258216858,0.518218457698822,0.45514053106307983,0.48711544275283813,0.21420986950397491,0.21915455162525177,0.18412111699581146
founded,0.08764468133449554,0.15480440855026245,0.1738736629486084,0.06283813714981079,0.2840350568294525,0.21910612285137177,0.1308959275484085,0.24877111613750458,0.2840350568294525,0.08753274381160736,0.08054791390895844,0.09119737893342972
in,0.2601168751716614,0.41474202275276184,0.2427823841571808,0.36843645572662354,0.6662389636039734,0.2115829735994339,0.3515113592147827,1.0,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
1995,0.09899485856294632,0.041754432022571564,0.0015323336701840162,0.02573351189494133,-0.025311529636383057,-0.16547462344169617,0.041634541004896164,-0.06584297865629196,-0.025311529636383057,-0.1293802559375763,-0.05069708451628685,0.14293554425239563
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.41614407300949097,0.5934505462646484,0.23446570336818695,0.33645182847976685,0.5591574311256409,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
