,what,is,another,word,for,the,earth,'s,upper,mantle,?
into,0.2180619090795517,0.2619607150554657,0.3257308304309845,0.21055036783218384,0.231735959649086,0.39493247866630554,0.1798887848854065,0.00961404386907816,0.20585064589977264,0.2516057789325714,0.15662476420402527
a,0.3320399522781372,0.658733606338501,0.6191956996917725,0.3246598243713379,0.44038116931915283,0.5829201340675354,0.21121151745319366,0.04866964742541313,0.26226839423179626,0.16546060144901276,0.23916715383529663
number,0.23046229779720306,0.22390379011631012,0.27583494782447815,0.1635836809873581,0.2861633002758026,0.35145696997642517,0.1736718863248825,0.033178191632032394,0.15260401368141174,0.14628303050994873,0.19256845116615295
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.23799116909503937,0.4185989499092102,0.733189046382904,0.2329314798116684,-0.03817026689648628,0.25818127393722534,0.19364143908023834,0.1826142966747284
tectonic,0.267217755317688,0.22087347507476807,0.282388299703598,0.1585961878299713,0.1442413330078125,0.3249375522136688,0.439670592546463,0.018740825355052948,0.3098442554473877,0.507690966129303,0.18071772158145905
plates,0.18082769215106964,0.19400210678577423,0.22926729917526245,0.09430058300495148,0.13969239592552185,0.2566349506378174,0.27481165528297424,0.062453415244817734,0.1645357608795166,0.38017600774765015,0.15258446335792542
that,0.6297725439071655,0.3995479643344879,0.5273378491401672,0.31071701645851135,0.4137635827064514,0.5473989248275757,0.33014219999313354,0.04397977516055107,0.19780731201171875,0.2387177050113678,0.32716336846351624
move,0.30861297249794006,0.2520518898963928,0.3259005546569824,0.13452476263046265,0.21230614185333252,0.29817628860473633,0.2092873901128769,0.03534839302301407,0.18075840175151825,0.20177608728408813,0.24440962076187134
across,0.24809791147708893,0.21617691218852997,0.29479652643203735,0.19424112141132355,0.20198741555213928,0.3816230297088623,0.2092452049255371,0.010988947004079819,0.2768201231956482,0.18347744643688202,0.17034576833248138
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2835540175437927,0.4739971458911896,1.0,0.2801888585090637,-0.01540423184633255,0.35289278626441956,0.24731530249118805,0.22068053483963013
plastically,0.22901691496372223,0.28724217414855957,0.2960173487663269,0.11544902622699738,0.2750178575515747,0.30712050199508667,0.25636741518974304,-0.012485400773584843,0.1528378427028656,0.3099694848060608,0.12775133550167084
deforming,0.25628918409347534,0.2724478840827942,0.3482232093811035,0.11448635160923004,0.23196843266487122,0.3174557089805603,0.33064886927604675,-0.050211913883686066,0.21812774240970612,0.4283140301704407,0.17095476388931274
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.24605005979537964,0.4464869201183319,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.22235287725925446,0.15361756086349487,0.31091248989105225
solid,0.2455693930387497,0.22751952707767487,0.2133343368768692,0.14476503431797028,0.21398313343524933,0.21678750216960907,0.2537035644054413,-0.02246733196079731,0.1527896225452423,0.3054182231426239,0.2297065705060959
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.24605005979537964,0.4464869201183319,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.22235287725925446,0.15361756086349487,0.31091248989105225
upper,0.1592642068862915,0.2177516371011734,0.1494065225124359,0.08719321340322495,0.12166716158390045,0.35289278626441956,0.1664598137140274,0.01445639319717884,1.0000001192092896,0.3616568446159363,0.051342256367206573
mantle,0.20894600450992584,0.21450211107730865,0.16693325340747833,0.1269424855709076,0.11542624980211258,0.24731530249118805,0.4542229175567627,-0.043731871992349625,0.3616568446159363,1.0,0.16224074363708496
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.24605005979537964,0.4464869201183319,0.4933079481124878,0.23186853528022766,-0.0016132977325469255,0.22235287725925446,0.15361756086349487,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.5561438798904419,0.3399123549461365,0.44095608592033386,0.6521818041801453,0.26013901829719543,0.03856118768453598,0.2984105050563812,0.3182186186313629,0.25814583897590637
is,0.28837618231773376,1.0,0.41278526186943054,0.29004693031311035,0.43268078565597534,0.5823672413825989,0.26888176798820496,0.02396530658006668,0.2177516371011734,0.21450211107730865,0.22961433231830597
called,0.3235960602760315,0.430266410112381,0.4362754225730896,0.3621441423892975,0.29870352149009705,0.489897221326828,0.20788531005382538,-0.021773243322968483,0.19935820996761322,0.21155734360218048,0.18963319063186646
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.2835540175437927,0.4739971458911896,1.0,0.2801888585090637,-0.01540423184633255,0.35289278626441956,0.24731530249118805,0.22068053483963013
asthenosphere,0.25394147634506226,0.2557235658168793,0.23062044382095337,0.12010733783245087,0.16874656081199646,0.289126455783844,0.5979546904563904,-0.000585569126997143,0.37088677287101746,0.5866947770118713,0.1568097174167633
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.13155406713485718,0.4726039469242096,0.5934505462646484,0.2542925775051117,-0.003708066651597619,0.23727275431156158,0.16694815456867218,0.4130953550338745
