,commensal,flora,can,change,what,specific,conditions,of,their,environment,in,the,gastrointestinal,tract,?
with,0.24400529265403748,0.10284765809774399,0.3572797477245331,0.22604717314243317,0.2464839518070221,0.305841326713562,0.2560398578643799,0.41827285289764404,0.4258328378200531,0.2171572744846344,0.4080928862094879,0.4223487675189972,0.20012834668159485,0.16478216648101807,0.2433311939239502
pathogenic,0.5627498030662537,0.3043495714664459,0.35301321744918823,0.2588464021682739,0.24710004031658173,0.3740697503089905,0.37467122077941895,0.24349939823150635,0.2759729325771332,0.4018237888813019,0.17798255383968353,0.22214651107788086,0.6113376617431641,0.4223136305809021,0.18786093592643738
bacteria,0.4393136501312256,0.3093762993812561,0.3052942752838135,0.1842779517173767,0.1863701492547989,0.3017837405204773,0.36518990993499756,0.17966590821743011,0.2543930113315582,0.3002525568008423,0.1903567910194397,0.1839996725320816,0.5087213516235352,0.3538498878479004,0.18786604702472687
for,0.2683046758174896,0.12300649285316467,0.35690054297447205,0.28146812319755554,0.3017193675041199,0.36453771591186523,0.27253004908561707,0.4185989499092102,0.3406745493412018,0.2984005808830261,0.4322226941585541,0.4739971458911896,0.19403333961963654,0.0944834053516388,0.264628142118454
food,0.2925644516944885,0.24901370704174042,0.28453150391578674,0.177633598446846,0.23540689051151276,0.267636775970459,0.29767802357673645,0.2602803111076355,0.3252806067466736,0.31110668182373047,0.21391697227954865,0.3025728166103363,0.37986621260643005,0.18159888684749603,0.15376032888889313
and,0.2978975176811218,0.2078494280576706,0.3675691485404968,0.2438346892595291,0.31309178471565247,0.25608575344085693,0.252461701631546,0.5116966962814331,0.45114588737487793,0.2753470242023468,0.4954058527946472,0.5171257257461548,0.2560664713382721,0.22782114148139954,0.20544172823429108
space,0.14665542542934418,0.07651949673891068,0.2952559292316437,0.1950293928384781,0.20525942742824554,0.21797367930412292,0.11391065269708633,0.21300287544727325,0.1777881532907486,0.21811065077781677,0.17648501694202423,0.24495907127857208,0.19364137947559357,0.0760963186621666,0.1885536164045334
and,0.2978975176811218,0.2078494280576706,0.3675691485404968,0.2438346892595291,0.31309178471565247,0.25608575344085693,0.252461701631546,0.5116966962814331,0.45114588737487793,0.2753470242023468,0.4954058527946472,0.5171257257461548,0.2560664713382721,0.22782114148139954,0.20544172823429108
",",0.27843400835990906,0.29082822799682617,0.3139454126358032,0.2752361297607422,0.3087472915649414,0.24305859208106995,0.17239321768283844,0.4946078956127167,0.3045167922973633,0.2742449939250946,0.5201468467712402,0.4933079481124878,0.28480273485183716,0.22688284516334534,0.31091248989105225
in,0.2702420651912689,0.17919102311134338,0.26527702808380127,0.2510564923286438,0.30808621644973755,0.26078200340270996,0.2580132484436035,0.5696388483047485,0.34976133704185486,0.2854640781879425,1.0,0.6662389636039734,0.221413254737854,0.1937946081161499,0.20430970191955566
some,0.3558255434036255,0.16840019822120667,0.5319128632545471,0.3311195373535156,0.4491020441055298,0.3696664273738861,0.3181972801685333,0.4300730526447296,0.5109887719154358,0.28926461935043335,0.4010399878025055,0.4566698372364044,0.2884630560874939,0.2245301455259323,0.2562315762042999
cases,0.2793489098548889,0.02710169181227684,0.4646691083908081,0.2513004541397095,0.2612028121948242,0.35412123799324036,0.3183797001838684,0.31000128388404846,0.3162762224674225,0.20352861285209656,0.24487079679965973,0.33415094017982483,0.38264933228492737,0.23696988821029663,0.25599566102027893
",",0.27843400835990906,0.29082822799682617,0.3139454126358032,0.2752361297607422,0.3087472915649414,0.24305859208106995,0.17239321768283844,0.4946078956127167,0.3045167922973633,0.2742449939250946,0.5201468467712402,0.4933079481124878,0.28480273485183716,0.22688284516334534,0.31091248989105225
by,0.20237919688224792,0.17452411353588104,0.29642900824546814,0.2329561412334442,0.2455483376979828,0.2610040307044983,0.18849025666713715,0.3646814823150635,0.3242124021053314,0.15333500504493713,0.370934396982193,0.4408751428127289,0.13902083039283752,0.21239453554153442,0.17966607213020325
changing,0.2407625913619995,0.10729094594717026,0.38155150413513184,0.6286051273345947,0.34731432795524597,0.3961631953716278,0.2707984149456024,0.2740551233291626,0.3343636095523834,0.3604290187358856,0.2604178786277771,0.3233613073825836,0.19756005704402924,0.1454845517873764,0.2747461497783661
the,0.27972808480262756,0.20268896222114563,0.312528520822525,0.3641999065876007,0.42745697498321533,0.3501757085323334,0.2622014284133911,0.733189046382904,0.516537070274353,0.25819888710975647,0.6662389636039734,1.0,0.2552933990955353,0.2717020511627197,0.22068053483963013
conditions,0.3458162546157837,0.19646815955638885,0.31035202741622925,0.3007681369781494,0.27960067987442017,0.31969690322875977,1.0,0.2074868083000183,0.2503899037837982,0.3684968650341034,0.2580132484436035,0.2622014284133911,0.34380507469177246,0.2894268035888672,0.17021824419498444
in,0.2702420651912689,0.17919102311134338,0.26527702808380127,0.2510564923286438,0.30808621644973755,0.26078200340270996,0.2580132484436035,0.5696388483047485,0.34976133704185486,0.2854640781879425,1.0,0.6662389636039734,0.221413254737854,0.1937946081161499,0.20430970191955566
their,0.2885262072086334,0.08677040785551071,0.3564860224723816,0.28483736515045166,0.35142919421195984,0.3369782567024231,0.2503899037837982,0.4329940676689148,1.0,0.25516194105148315,0.34976133704185486,0.516537070274353,0.25564125180244446,0.22872160375118256,0.1898253709077835
environment,0.3516058921813965,0.28607767820358276,0.32819056510925293,0.3555658459663391,0.213022843003273,0.31258425116539,0.3684968650341034,0.2659151554107666,0.25516194105148315,0.9999998807907104,0.2854640781879425,0.25819888710975647,0.2547709345817566,0.15835601091384888,0.19478057324886322
",",0.27843400835990906,0.29082822799682617,0.3139454126358032,0.2752361297607422,0.3087472915649414,0.24305859208106995,0.17239321768283844,0.4946078956127167,0.3045167922973633,0.2742449939250946,0.5201468467712402,0.4933079481124878,0.28480273485183716,0.22688284516334534,0.31091248989105225
such,0.38278356194496155,0.11956426501274109,0.396209716796875,0.3325091004371643,0.23989605903625488,0.36387842893600464,0.3232220411300659,0.3209529519081116,0.30566170811653137,0.29007771611213684,0.2704046070575714,0.3575236201286316,0.23311887681484222,0.11520398408174515,0.17851735651493073
as,0.32741084694862366,0.170885369181633,0.3245031237602234,0.37273192405700684,0.31749409437179565,0.25336480140686035,0.23607788980007172,0.3886612355709076,0.29218852519989014,0.24648141860961914,0.3887844979763031,0.48381632566452026,0.17139308154582977,0.13274075090885162,0.27043893933296204
ph,0.25477665662765503,0.19075694680213928,0.2175014764070511,0.2108282446861267,0.13175469636917114,0.14344608783721924,0.1916341930627823,0.20143760740756989,0.09229599684476852,0.25733307003974915,0.24498184025287628,0.1419791877269745,0.2672145962715149,0.15204137563705444,0.16463516652584076
or,0.3612734079360962,0.07481026649475098,0.5614996552467346,0.3169957101345062,0.33867141604423523,0.43150246143341064,0.36241093277931213,0.3792596757411957,0.42146000266075134,0.3513406813144684,0.3586423695087433,0.4174870550632477,0.32208868861198425,0.28499361872673035,0.32389625906944275
available,0.30978700518608093,0.13648436963558197,0.3795528709888458,0.2474759817123413,0.22032985091209412,0.33253446221351624,0.22891326248645782,0.2416580766439438,0.25499746203422546,0.250961571931839,0.1939793825149536,0.26723232865333557,0.20978036522865295,0.14857248961925507,0.2501629889011383
iron,0.15061645209789276,0.12956750392913818,0.18961428105831146,0.12425152212381363,0.1444280743598938,0.11869784444570541,0.1255427747964859,0.263920396566391,0.16435928642749786,0.23414891958236694,0.2270619124174118,0.27578672766685486,0.13117459416389465,0.11305736750364304,0.1309053897857666
.,0.22495555877685547,0.26614508032798767,0.35783761739730835,0.3244723975658417,0.3567904531955719,0.2631765305995941,0.17719176411628723,0.5352458953857422,0.34427863359451294,0.31864476203918457,0.5591574311256409,0.5934505462646484,0.26511478424072266,0.19527077674865723,0.4130953550338745
,commensal,flora,can,change,what,specific,conditions,of,their,environment,in,the,gastrointestinal,tract,?
there,0.267259418964386,0.08684747666120529,0.36423051357269287,0.2861633896827698,0.35085538029670715,0.34578293561935425,0.3210534155368805,0.44397735595703125,0.3165968358516693,0.24590319395065308,0.5361666083335876,0.47025805711746216,0.22327084839344025,0.13728101551532745,0.29405656456947327
is,0.3129228353500366,0.1863151341676712,0.44256699085235596,0.33028605580329895,0.28837618231773376,0.27748769521713257,0.22178798913955688,0.4854315221309662,0.2101074606180191,0.2787531912326813,0.5394441485404968,0.5823672413825989,0.2260807901620865,0.1942809820175171,0.22961433231830597
good,0.2804606258869171,0.08537674695253372,0.29485663771629333,0.2940443754196167,0.3916934132575989,0.2507254481315613,0.2876167893409729,0.2696770131587982,0.31324175000190735,0.2046537548303604,0.2152448445558548,0.2735973596572876,0.18143269419670105,0.09960919618606567,0.3187684714794159
evidence,0.3156062066555023,0.20220856368541718,0.21698229014873505,0.2078196108341217,0.33425694704055786,0.2751808762550354,0.29210570454597473,0.2471507489681244,0.2037634402513504,0.15653811395168304,0.16157563030719757,0.25031140446662903,0.24440741539001465,0.1668824702501297,0.24151235818862915
that,0.31715017557144165,0.15628235042095184,0.4522190988063812,0.3988441526889801,0.6297725439071655,0.38467007875442505,0.32457053661346436,0.41498205065727234,0.4266771972179413,0.28900691866874695,0.435920387506485,0.5473989248275757,0.260055273771286,0.23845048248767853,0.32716336846351624
re-introduction,0.24191932380199432,0.22929607331752777,0.14645415544509888,0.26905298233032227,0.22026772797107697,0.22639912366867065,0.1796479970216751,0.26656675338745117,0.19539955258369446,0.23750713467597961,0.256239652633667,0.33405065536499023,0.16334198415279388,0.19787880778312683,0.2511938810348511
of,0.30649134516716003,0.21338418126106262,0.2603091299533844,0.2569013833999634,0.33290785551071167,0.2744234502315521,0.2074868083000183,1.0,0.4329940676689148,0.2659151554107666,0.5696388483047485,0.733189046382904,0.28050732612609863,0.20875340700149536,0.1826142966747284
probiotic,0.5106024742126465,0.3313746750354767,0.3297668993473053,0.23111066222190857,0.2780015468597412,0.32112976908683777,0.41391292214393616,0.2751539647579193,0.2952354848384857,0.39764082431793213,0.2643083930015564,0.2676568627357483,0.4878790080547333,0.3817853629589081,0.22813498973846436
flora,0.37043219804763794,1.0000001192092896,0.09986542165279388,0.09988155961036682,0.13238652050495148,0.12689638137817383,0.19646815955638885,0.21338418126106262,0.08677040785551071,0.28607767820358276,0.17919102311134338,0.20268896222114563,0.30680158734321594,0.2382756620645523,0.1372746229171753
",",0.27843400835990906,0.29082822799682617,0.3139454126358032,0.2752361297607422,0.3087472915649414,0.24305859208106995,0.17239321768283844,0.4946078956127167,0.3045167922973633,0.2742449939250946,0.5201468467712402,0.4933079481124878,0.28480273485183716,0.22688284516334534,0.31091248989105225
such,0.38278356194496155,0.11956426501274109,0.396209716796875,0.3325091004371643,0.23989605903625488,0.36387842893600464,0.3232220411300659,0.3209529519081116,0.30566170811653137,0.29007771611213684,0.2704046070575714,0.3575236201286316,0.23311887681484222,0.11520398408174515,0.17851735651493073
as,0.32741084694862366,0.170885369181633,0.3245031237602234,0.37273192405700684,0.31749409437179565,0.25336480140686035,0.23607788980007172,0.3886612355709076,0.29218852519989014,0.24648141860961914,0.3887844979763031,0.48381632566452026,0.17139308154582977,0.13274075090885162,0.27043893933296204
pure,0.22473520040512085,0.05116032063961029,0.270551472902298,0.19965335726737976,0.19111844897270203,0.2234629988670349,0.19060193002223969,0.2222386747598648,0.19080142676830292,0.21900054812431335,0.18685252964496613,0.20113824307918549,0.15873673558235168,0.16512328386306763,0.06826777756214142
cultures,0.2847501337528229,0.24881760776042938,0.2623487412929535,0.2034880518913269,0.22179487347602844,0.2983185350894928,0.266581654548645,0.2692214250564575,0.3098534643650055,0.2795582711696625,0.2573188841342926,0.2909663915634155,0.31115689873695374,0.24760417640209198,0.1482744663953781
of,0.30649134516716003,0.21338418126106262,0.2603091299533844,0.2569013833999634,0.33290785551071167,0.2744234502315521,0.2074868083000183,1.0,0.4329940676689148,0.2659151554107666,0.5696388483047485,0.733189046382904,0.28050732612609863,0.20875340700149536,0.1826142966747284
the,0.27972808480262756,0.20268896222114563,0.312528520822525,0.3641999065876007,0.42745697498321533,0.3501757085323334,0.2622014284133911,0.733189046382904,0.516537070274353,0.25819888710975647,0.6662389636039734,1.0,0.2552933990955353,0.2717020511627197,0.22068053483963013
lactobacilli,0.5176873803138733,0.34355485439300537,0.3109665811061859,0.2655189335346222,0.2210545390844345,0.33721107244491577,0.3817799985408783,0.2783871293067932,0.2711750566959381,0.3133712708950043,0.2540460228919983,0.247768372297287,0.5979630351066589,0.39825624227523804,0.19028325378894806
normally,0.26723676919937134,0.11540012061595917,0.5890818238258362,0.29849833250045776,0.30112072825431824,0.38014593720436096,0.31994202733039856,0.25552743673324585,0.34466809034347534,0.3390556275844574,0.27602890133857727,0.3523634970188141,0.2741890549659729,0.20609456300735474,0.20675471425056458
found,0.2798911929130554,0.1878606677055359,0.24230946600437164,0.18724682927131653,0.1796332150697708,0.16201619803905487,0.2201768159866333,0.2982911467552185,0.16267240047454834,0.1737753301858902,0.39141854643821716,0.3452354073524475,0.20689451694488525,0.16167651116847992,0.16790300607681274
in,0.2702420651912689,0.17919102311134338,0.26527702808380127,0.2510564923286438,0.30808621644973755,0.26078200340270996,0.2580132484436035,0.5696388483047485,0.34976133704185486,0.2854640781879425,1.0,0.6662389636039734,0.221413254737854,0.1937946081161499,0.20430970191955566
unpasteurized,0.42444971203804016,0.1712419092655182,0.37110355496406555,0.2542629539966583,0.25579872727394104,0.34445518255233765,0.37972110509872437,0.24926985800266266,0.31019559502601624,0.3128529489040375,0.25003039836883545,0.22129283845424652,0.5271145701408386,0.2677135169506073,0.18944405019283295
yogurt,0.28793081641197205,0.18401558697223663,0.3393181264400482,0.2637702226638794,0.2715398967266083,0.21993207931518555,0.223006010055542,0.18694950640201569,0.24869880080223083,0.16795136034488678,0.19820021092891693,0.23280158638954163,0.39833909273147583,0.2079356163740158,0.2210128903388977
",",0.27843400835990906,0.29082822799682617,0.3139454126358032,0.2752361297607422,0.3087472915649414,0.24305859208106995,0.17239321768283844,0.4946078956127167,0.3045167922973633,0.2742449939250946,0.5201468467712402,0.4933079481124878,0.28480273485183716,0.22688284516334534,0.31091248989105225
helps,0.23278167843818665,0.10695536434650421,0.47432851791381836,0.25460925698280334,0.2570236623287201,0.2735958397388458,0.24421344697475433,0.22412827610969543,0.29516515135765076,0.2909691035747528,0.19714516401290894,0.28157877922058105,0.2905575633049011,0.21174165606498718,0.20885655283927917
restore,0.1003904789686203,0.12478888034820557,0.198749378323555,0.3782186806201935,0.26890912652015686,0.16340148448944092,0.13303056359291077,0.25640997290611267,0.2310381382703781,0.1926622986793518,0.24718217551708221,0.3155142068862915,0.14845076203346252,0.1275501847267151,0.22407253086566925
a,0.28374674916267395,0.16544418036937714,0.3915780484676361,0.3047741651535034,0.3320399522781372,0.3531852960586548,0.24847128987312317,0.5052502155303955,0.29698723554611206,0.25667375326156616,0.539380669593811,0.5829201340675354,0.2440878450870514,0.2040528953075409,0.23916715383529663
healthy,0.3286832869052887,0.1998479664325714,0.33283811807632446,0.26048898696899414,0.2440870702266693,0.26099279522895813,0.35741758346557617,0.19522778689861298,0.3138769865036011,0.3853200078010559,0.2363462895154953,0.22004328668117523,0.47457414865493774,0.30674344301223755,0.15095935761928558
balance,0.21827490627765656,0.021922213956713676,0.30029603838920593,0.2869834005832672,0.25451838970184326,0.3016935884952545,0.33950066566467285,0.2267034351825714,0.26838409900665283,0.26850709319114685,0.1693015992641449,0.2858610153198242,0.2281937301158905,0.22299741208553314,0.2381676584482193
of,0.30649134516716003,0.21338418126106262,0.2603091299533844,0.2569013833999634,0.33290785551071167,0.2744234502315521,0.2074868083000183,1.0,0.4329940676689148,0.2659151554107666,0.5696388483047485,0.733189046382904,0.28050732612609863,0.20875340700149536,0.1826142966747284
microbial,0.5318424701690674,0.33596816658973694,0.3372252881526947,0.2021908015012741,0.18697287142276764,0.36119544506073,0.3777777850627899,0.25637492537498474,0.2756750285625458,0.3746362328529358,0.2542986571788788,0.2504192590713501,0.5134342312812805,0.37819918990135193,0.11559499055147171
populations,0.368821918964386,0.2555961608886719,0.24503934383392334,0.23375681042671204,0.19647875428199768,0.25230181217193604,0.30358073115348816,0.2561377286911011,0.2552761733531952,0.3145314157009125,0.29535284638404846,0.2796059846878052,0.28181248903274536,0.23261497914791107,0.17519071698188782
in,0.2702420651912689,0.17919102311134338,0.26527702808380127,0.2510564923286438,0.30808621644973755,0.26078200340270996,0.2580132484436035,0.5696388483047485,0.34976133704185486,0.2854640781879425,1.0,0.6662389636039734,0.221413254737854,0.1937946081161499,0.20430970191955566
intestinal,0.45778781175613403,0.29902514815330505,0.31357863545417786,0.21319113671779633,0.20363806188106537,0.27493372559547424,0.3253982365131378,0.26688259840011597,0.25240594148635864,0.22734570503234863,0.24327756464481354,0.24942444264888763,0.9116977453231812,0.5531177520751953,0.18538905680179596
infections,0.4238187372684479,0.22445836663246155,0.372295081615448,0.19433638453483582,0.19013865292072296,0.23626604676246643,0.3717328608036041,0.23916418850421906,0.24539858102798462,0.2805599868297577,0.2518177926540375,0.22791443765163422,0.6273687481880188,0.47359204292297363,0.19163957238197327
in,0.2702420651912689,0.17919102311134338,0.26527702808380127,0.2510564923286438,0.30808621644973755,0.26078200340270996,0.2580132484436035,0.5696388483047485,0.34976133704185486,0.2854640781879425,1.0,0.6662389636039734,0.221413254737854,0.1937946081161499,0.20430970191955566
children,0.1747639924287796,0.19802075624465942,0.11551477760076523,0.08645875006914139,0.22469459474086761,0.13521838188171387,0.18781107664108276,0.1978350728750229,0.22408495843410492,0.18024006485939026,0.2065156251192093,0.15654058754444122,0.2205306887626648,0.14917698502540588,0.21788206696510315
and,0.2978975176811218,0.2078494280576706,0.3675691485404968,0.2438346892595291,0.31309178471565247,0.25608575344085693,0.252461701631546,0.5116966962814331,0.45114588737487793,0.2753470242023468,0.4954058527946472,0.5171257257461548,0.2560664713382721,0.22782114148139954,0.20544172823429108
encouraging,0.29261061549186707,0.15971270203590393,0.2982921302318573,0.3067772090435028,0.26924481987953186,0.25079596042633057,0.20825254917144775,0.2627650797367096,0.3512919545173645,0.3432962894439697,0.24786950647830963,0.24877148866653442,0.1927664577960968,0.14981091022491455,0.23532812297344208
preliminary,0.2593187093734741,0.14917822182178497,0.1790396124124527,0.21592217683792114,0.3009800612926483,0.19196602702140808,0.2459985762834549,0.319134920835495,0.19899645447731018,0.15278871357440948,0.23688168823719025,0.3177361786365509,0.24311526119709015,0.1642625629901886,0.1416303664445877
data,0.15654432773590088,0.09190648049116135,0.21799646317958832,0.17488597333431244,0.23453554511070251,0.26137036085128784,0.13499586284160614,0.20013196766376495,0.15962152183055878,0.2091141641139984,0.17588379979133606,0.20546740293502808,0.14261920750141144,0.08805543184280396,0.17909851670265198
in,0.2702420651912689,0.17919102311134338,0.26527702808380127,0.2510564923286438,0.30808621644973755,0.26078200340270996,0.2580132484436035,0.5696388483047485,0.34976133704185486,0.2854640781879425,1.0,0.6662389636039734,0.221413254737854,0.1937946081161499,0.20430970191955566
studies,0.3190459609031677,0.2216830849647522,0.23696880042552948,0.23115642368793488,0.18772079050540924,0.18851226568222046,0.2057744562625885,0.26975658535957336,0.1990542709827423,0.31598860025405884,0.30442532896995544,0.22738903760910034,0.26644620299339294,0.19963468611240387,0.1388726830482483
on,0.23672382533550262,0.1686781942844391,0.2772369682788849,0.3118341565132141,0.34226128458976746,0.236932173371315,0.2553412914276123,0.3966929316520691,0.3598666191101074,0.20899061858654022,0.46853652596473694,0.5107308030128479,0.16845549643039703,0.21551042795181274,0.2714994251728058
bacterial,0.46771666407585144,0.26998305320739746,0.31806790828704834,0.21181924641132355,0.15751782059669495,0.3215283155441284,0.373810738325119,0.2418697476387024,0.2738353908061981,0.30280357599258423,0.22392700612545013,0.22637629508972168,0.5553576350212097,0.39030519127845764,0.1303567886352539
gastroenteritis,0.487061470746994,0.2896662652492523,0.3272092044353485,0.17458032071590424,0.22779062390327454,0.31573939323425293,0.3997516930103302,0.2995615601539612,0.22529147565364838,0.2827610373497009,0.26415252685546875,0.2727087438106537,0.8091217279434204,0.426389217376709,0.2305823266506195
",",0.27843400835990906,0.29082822799682617,0.3139454126358032,0.2752361297607422,0.3087472915649414,0.24305859208106995,0.17239321768283844,0.4946078956127167,0.3045167922973633,0.2742449939250946,0.5201468467712402,0.4933079481124878,0.28480273485183716,0.22688284516334534,0.31091248989105225
inflammatory,0.4185507893562317,0.11868670582771301,0.35302409529685974,0.25066491961479187,0.23803332448005676,0.3024396002292633,0.355875700712204,0.22032828629016876,0.2203458994626999,0.21973668038845062,0.17864444851875305,0.1926732063293457,0.6186267733573914,0.39192676544189453,0.22783194482326508
bowel,0.30343014001846313,0.17907580733299255,0.2986345589160919,0.2175009697675705,0.19195164740085602,0.2831842005252838,0.311460018157959,0.19991986453533173,0.2597866952419281,0.21159766614437103,0.23544953763484955,0.24889546632766724,0.5580010414123535,0.3835657835006714,0.21083183586597443
diseases,0.43054306507110596,0.24689981341362,0.32909324765205383,0.2553516626358032,0.276649534702301,0.29654261469841003,0.4622989594936371,0.25425323843955994,0.2604091763496399,0.2988736927509308,0.22360654175281525,0.2655201852321625,0.5983538627624512,0.40676602721214294,0.1916700154542923
",",0.27843400835990906,0.29082822799682617,0.3139454126358032,0.2752361297607422,0.3087472915649414,0.24305859208106995,0.17239321768283844,0.4946078956127167,0.3045167922973633,0.2742449939250946,0.5201468467712402,0.4933079481124878,0.28480273485183716,0.22688284516334534,0.31091248989105225
urinary,0.466414213180542,0.2392246127128601,0.3476567268371582,0.2058507353067398,0.21333225071430206,0.2314310520887375,0.31373101472854614,0.2788476049900055,0.2457118183374405,0.2225227653980255,0.2229442298412323,0.2372269630432129,0.7329055070877075,0.5801999568939209,0.17810630798339844
tract,0.3538529574871063,0.2382756620645523,0.2548646032810211,0.1812923103570938,0.23493309319019318,0.15414518117904663,0.2894268035888672,0.20875340700149536,0.22872160375118256,0.15835601091384888,0.1937946081161499,0.2717020511627197,0.5679513216018677,0.9999999403953552,0.1459975689649582
infection,0.3989330530166626,0.21022073924541473,0.2971855700016022,0.17743083834648132,0.17579561471939087,0.2001928836107254,0.30404016375541687,0.2276538908481598,0.1955384463071823,0.262454628944397,0.2487044632434845,0.21775591373443604,0.6052902340888977,0.472442626953125,0.18650056421756744
and,0.2978975176811218,0.2078494280576706,0.3675691485404968,0.2438346892595291,0.31309178471565247,0.25608575344085693,0.252461701631546,0.5116966962814331,0.45114588737487793,0.2753470242023468,0.4954058527946472,0.5171257257461548,0.2560664713382721,0.22782114148139954,0.20544172823429108
post-surgical,0.29645392298698425,0.1420937329530716,0.2150113731622696,0.22341668605804443,0.22939346730709076,0.2786737382411957,0.2617604732513428,0.3193846642971039,0.24224038422107697,0.1869117021560669,0.21758614480495453,0.28841349482536316,0.4837026000022888,0.2915031313896179,0.16354230046272278
infections,0.4238187372684479,0.22445836663246155,0.372295081615448,0.19433638453483582,0.19013865292072296,0.23626604676246643,0.3717328608036041,0.23916418850421906,0.24539858102798462,0.2805599868297577,0.2518177926540375,0.22791443765163422,0.6273687481880188,0.47359204292297363,0.19163957238197327
.,0.22495555877685547,0.26614508032798767,0.35783761739730835,0.3244723975658417,0.3567904531955719,0.2631765305995941,0.17719176411628723,0.5352458953857422,0.34427863359451294,0.31864476203918457,0.5591574311256409,0.5934505462646484,0.26511478424072266,0.19527077674865723,0.4130953550338745
