,the,steps,around,the,water,feature,can,be,drained,for,what,uses,?
there,0.47025805711746216,0.2641771137714386,0.3998771011829376,0.47025805711746216,0.2772720456123352,0.24982772767543793,0.36423051357269287,0.41019052267074585,0.1986081749200821,0.3728419542312622,0.35085538029670715,0.26267942786216736,0.29405656456947327
is,0.5823672413825989,0.21692372858524323,0.286477267742157,0.5823672413825989,0.2879090905189514,0.2553035318851471,0.44256699085235596,0.4819129705429077,0.2827836871147156,0.43268078565597534,0.28837618231773376,0.41359779238700867,0.22961433231830597
an,0.4207492768764496,0.1768025904893875,0.25606366991996765,0.4207492768764496,0.19103862345218658,0.22609657049179077,0.23671309649944305,0.33041056990623474,0.18445594608783722,0.3236706852912903,0.2821882665157318,0.2683957815170288,0.19793890416622162
elliptical,0.23766641318798065,0.1763523519039154,0.35369861125946045,0.23766641318798065,0.274955153465271,0.21730028092861176,0.30345234274864197,0.27291905879974365,0.21785910427570343,0.20268529653549194,0.2293611764907837,0.20204800367355347,0.13614435493946075
water,0.297396719455719,0.14330826699733734,0.2884896397590637,0.297396719455719,0.9999998807907104,0.17179641127586365,0.33822447061538696,0.3042290508747101,0.5148656368255615,0.189085453748703,0.17456887662410736,0.20436689257621765,0.14731885492801666
feature,0.3053930699825287,0.17806994915008545,0.19797396659851074,0.3053930699825287,0.17179641127586365,0.9999998807907104,0.23867934942245483,0.2583335041999817,0.16036608815193176,0.3259601891040802,0.23320603370666504,0.1947740614414215,0.2893312871456146
lined,0.31698378920555115,0.2135869711637497,0.31855836510658264,0.31698378920555115,0.38971495628356934,0.15981312096118927,0.28107449412345886,0.2435983121395111,0.47736433148384094,0.21545495092868805,0.1342983841896057,0.25694966316223145,0.1190037727355957
in,0.6662389636039734,0.16691924631595612,0.41294145584106445,0.6662389636039734,0.23966141045093536,0.24296961724758148,0.26527702808380127,0.3481820821762085,0.24517078697681427,0.4322226941585541,0.30808621644973755,0.2516363263130188,0.20430970191955566
stone,0.2695024907588959,0.23342376947402954,0.1920326054096222,0.2695024907588959,0.1772603690624237,0.1922888606786728,0.18874946236610413,0.20338238775730133,0.21714575588703156,0.19386178255081177,0.1478947550058365,0.1797347515821457,0.11966012418270111
with,0.4223487675189972,0.1454383134841919,0.3207509517669678,0.4223487675189972,0.20542247593402863,0.18796177208423615,0.3572797477245331,0.36101722717285156,0.2698804438114166,0.39140474796295166,0.2464839518070221,0.2903013229370117,0.2433311939239502
steps,0.252070814371109,1.0,0.12252365052700043,0.252070814371109,0.14330826699733734,0.17806994915008545,0.25183892250061035,0.2950053811073303,0.15036416053771973,0.23473642766475677,0.29850611090660095,0.2165057361125946,0.17527498304843903
around,0.40085816383361816,0.12252365052700043,1.0,0.40085816383361816,0.2884896397590637,0.19797396659851074,0.30482491850852966,0.2566564679145813,0.22180572152137756,0.3193374276161194,0.27475327253341675,0.24253934621810913,0.14729668200016022
the,1.0,0.252070814371109,0.40085816383361816,1.0,0.297396719455719,0.3053930699825287,0.312528520822525,0.4248143136501312,0.32451367378234863,0.4739971458911896,0.42745697498321533,0.2830192744731903,0.22068053483963013
edge,0.3453350365161896,0.17360663414001465,0.2607870101928711,0.3453350365161896,0.23458172380924225,0.24191181361675262,0.14199599623680115,0.1842338591814041,0.221617192029953,0.16210441291332245,0.2064312994480133,0.15403608977794647,0.06842754781246185
which,0.6521818041801453,0.277690589427948,0.3772764205932617,0.6521818041801453,0.3689718246459961,0.35925614833831787,0.41132649779319763,0.476310670375824,0.3270731270313263,0.44095608592033386,0.5261979103088379,0.33155566453933716,0.25814583897590637
may,0.2694292366504669,0.19528049230575562,0.19884301722049713,0.2694292366504669,0.16756772994995117,0.18233966827392578,0.43584567308425903,0.45514434576034546,0.1353977471590042,0.29255861043930054,0.25739946961402893,0.1897156685590744,0.2768254578113556
be,0.4248143136501312,0.2950053811073303,0.2566564679145813,0.4248143136501312,0.3042290508747101,0.2583335041999817,0.5791122913360596,1.0,0.2553987503051758,0.3801851272583008,0.3929833769798279,0.25802361965179443,0.3324260413646698
drained,0.32451367378234863,0.15036416053771973,0.22180572152137756,0.32451367378234863,0.5148656368255615,0.16036608815193176,0.2728158235549927,0.2553987503051758,1.0,0.18280288577079773,0.20504944026470184,0.17517343163490295,0.1679747998714447
to,0.535392165184021,0.2637169659137726,0.3591267168521881,0.535392165184021,0.27858173847198486,0.25759002566337585,0.4979398250579834,0.4972836375236511,0.23310157656669617,0.4451248347759247,0.455847829580307,0.3010925054550171,0.29463258385658264
use,0.34342584013938904,0.1732543408870697,0.29157665371894836,0.34342584013938904,0.2288510650396347,0.3357365131378174,0.5362023711204529,0.4528608024120331,0.2286423146724701,0.47655582427978516,0.3453877568244934,0.6821471452713013,0.32795652747154236
the,1.0,0.252070814371109,0.40085816383361816,1.0,0.297396719455719,0.3053930699825287,0.312528520822525,0.4248143136501312,0.32451367378234863,0.4739971458911896,0.42745697498321533,0.2830192744731903,0.22068053483963013
area,0.37834644317626953,0.05954154208302498,0.3866288661956787,0.37834644317626953,0.32517942786216736,0.22213292121887207,0.1519843488931656,0.20397496223449707,0.3710721731185913,0.20941852033138275,0.21965408325195312,0.14457601308822632,0.12640461325645447
for,0.4739971458911896,0.23473642766475677,0.3193374276161194,0.4739971458911896,0.189085453748703,0.3259601891040802,0.35690054297447205,0.3801851272583008,0.18280288577079773,0.9999999403953552,0.3017193675041199,0.39873167872428894,0.264628142118454
receptions,0.19359152019023895,0.16721662878990173,0.14427059888839722,0.19359152019023895,0.1507813185453415,0.2677178978919983,0.15332624316215515,0.16817963123321533,0.07327176630496979,0.25616052746772766,0.15346844494342804,0.1281224936246872,0.12913717329502106
",",0.4933079481124878,0.21803367137908936,0.3298884332180023,0.4933079481124878,0.26706066727638245,0.22241170704364777,0.3139454126358032,0.39254459738731384,0.2435433715581894,0.4464869201183319,0.3087472915649414,0.28387847542762756,0.31091248989105225
gatherings,0.3073239028453827,0.22237835824489594,0.2708699405193329,0.3073239028453827,0.25777390599250793,0.18796806037425995,0.2470124363899231,0.25050821900367737,0.23633265495300293,0.31485989689826965,0.24137108027935028,0.3037625551223755,0.11102838814258575
or,0.4174870550632477,0.2620362937450409,0.2888059616088867,0.4174870550632477,0.3301985263824463,0.2598951458930969,0.5614996552467346,0.5260903835296631,0.26031291484832764,0.4111599624156952,0.33867141604423523,0.37641197443008423,0.32389625906944275
exhibition,0.22614671289920807,0.11554467678070068,0.28078123927116394,0.22614671289920807,0.1573224812746048,0.22679370641708374,0.1121729388833046,0.09928307682275772,0.13473181426525116,0.269664466381073,0.1526671200990677,0.09566478431224823,0.11494685709476471
purposes,0.27476897835731506,0.1776285171508789,0.28604745864868164,0.27476897835731506,0.2049076408147812,0.15451954305171967,0.33877307176589966,0.31481555104255676,0.23289541900157928,0.43634605407714844,0.2370537966489792,0.46889105439186096,0.15262550115585327
.,0.5934505462646484,0.21762333810329437,0.3712388277053833,0.5934505462646484,0.26634910702705383,0.25145211815834045,0.35783761739730835,0.4383580684661865,0.23544380068778992,0.4726039469242096,0.3567904531955719,0.30030930042266846,0.4130953550338745
