,if,a,detention,asks,the,student,to,write,",",what,do,they,write,?
classroom,0.2157466560602188,0.24022886157035828,0.2489117980003357,0.18724195659160614,0.18035247921943665,0.4355435073375702,0.2640056908130646,0.19665510952472687,0.19432392716407776,0.2124699205160141,0.2328576296567917,0.22045190632343292,0.19665510952472687,0.23190370202064514
and,0.3498523235321045,0.3739250600337982,0.2764769494533539,0.26610857248306274,0.5171257257461548,0.2391568422317505,0.48971283435821533,0.2489921897649765,0.6633074283599854,0.31309178471565247,0.276123583316803,0.5073080658912659,0.2489921897649765,0.20544172823429108
do,0.4196736514568329,0.26237669587135315,0.11734329909086227,0.3164980709552765,0.30239659547805786,0.10608264058828354,0.38876664638519287,0.3304080665111542,0.3283645510673523,0.4609605669975281,1.0,0.4667694866657257,0.3304080665111542,0.4093979299068451
work,0.3051113784313202,0.266241192817688,0.21772970259189606,0.24342289566993713,0.2704800069332123,0.27804502844810486,0.3482864499092102,0.4361940622329712,0.3283594250679016,0.3762225806713104,0.3533625304698944,0.2948459982872009,0.4361940622329712,0.2621155381202698
",",0.257730096578598,0.427140474319458,0.24436593055725098,0.21464002132415771,0.4933079481124878,0.2261858433485031,0.44245919585227966,0.24658997356891632,1.0000001192092896,0.3087472915649414,0.3283645510673523,0.390799880027771,0.24658997356891632,0.31091248989105225
write,0.35500824451446533,0.29025161266326904,0.11567998677492142,0.3280911147594452,0.23380951583385468,0.3533819615840912,0.4184085726737976,1.0,0.24658997356891632,0.37596118450164795,0.3304080665111542,0.28765052556991577,1.0,0.3189060389995575
lines,0.21475845575332642,0.23604188859462738,0.11271388083696365,0.0543086938560009,0.28391990065574646,0.08089232444763184,0.26990512013435364,0.206638365983963,0.23323656618595123,0.21269705891609192,0.18965932726860046,0.2821621298789978,0.206638365983963,0.18324026465415955
or,0.508355975151062,0.48853766918182373,0.21027059853076935,0.2589421570301056,0.4174870550632477,0.1565832793712616,0.38921234011650085,0.26531505584716797,0.3769497275352478,0.33867141604423523,0.39439281821250916,0.4633304476737976,0.26531505584716797,0.32389625906944275
a,0.41272827982902527,1.0,0.27227821946144104,0.2615271806716919,0.5829201340675354,0.3207114636898041,0.45503583550453186,0.29025161266326904,0.427140474319458,0.3320399522781372,0.26237669587135315,0.3528250455856323,0.29025161266326904,0.23916715383529663
punishment,0.29907169938087463,0.1934642344713211,0.45940136909484863,0.26546499133110046,0.2503047287464142,0.14649443328380585,0.208286851644516,0.20742817223072052,0.2216428816318512,0.31300443410873413,0.22830727696418762,0.2663463056087494,0.20742817223072052,0.23842233419418335
essay,0.2030608355998993,0.1959872990846634,0.21803325414657593,0.15642789006233215,0.23527753353118896,0.22848555445671082,0.20905281603336334,0.35568326711654663,0.21124224364757538,0.3115626871585846,0.21418267488479614,0.12168289721012115,0.35568326711654663,0.28484269976615906
",",0.257730096578598,0.427140474319458,0.24436593055725098,0.21464002132415771,0.4933079481124878,0.2261858433485031,0.44245919585227966,0.24658997356891632,1.0000001192092896,0.3087472915649414,0.3283645510673523,0.390799880027771,0.24658997356891632,0.31091248989105225
or,0.508355975151062,0.48853766918182373,0.21027059853076935,0.2589421570301056,0.4174870550632477,0.1565832793712616,0.38921234011650085,0.26531505584716797,0.3769497275352478,0.33867141604423523,0.39439281821250916,0.4633304476737976,0.26531505584716797,0.32389625906944275
sit,0.23511181771755219,0.17888593673706055,0.1317848414182663,0.28112560510635376,0.21260488033294678,0.23189884424209595,0.21244771778583527,0.24863412976264954,0.15586790442466736,0.2215278148651123,0.3135092854499817,0.2934642732143402,0.24863412976264954,0.19120019674301147
quietly,0.3160764276981354,0.23469477891921997,0.2497936487197876,0.4217072129249573,0.2542266547679901,0.1826002597808838,0.35751476883888245,0.28496235609054565,0.22060486674308777,0.3190290033817291,0.2386288344860077,0.34947487711906433,0.28496235609054565,0.23372985422611237
.,0.421799898147583,0.50484299659729,0.23249125480651855,0.2312052994966507,0.5934505462646484,0.20994822680950165,0.4645031690597534,0.2647448778152466,0.6812511086463928,0.3567904531955719,0.3613996207714081,0.4510921239852905,0.2647448778152466,0.4130953550338745
