,what,is,the,highest,peak,in,victoria,?
the,0.42745697498321533,0.5823672413825989,1.0,0.36945265531539917,0.21859097480773926,0.6662389636039734,0.2204313427209854,0.22068053483963013
wet,0.19725444912910461,0.17449334263801575,0.2441951185464859,0.1225905641913414,0.13488653302192688,0.22038282454013824,0.19139112532138824,0.1574249267578125
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22094981372356415,0.23029130697250366,0.5201468467712402,0.2279360294342041,0.31091248989105225
temperate,0.19948610663414001,0.31046387553215027,0.2662523686885834,0.20255234837532043,0.2102118730545044,0.2677707076072693,0.2331869900226593,0.16631656885147095
climate,0.2854173183441162,0.26601269841194153,0.2693597674369812,0.1895628124475479,0.19672150909900665,0.24209141731262207,0.11261758953332901,0.19998492300510406
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3223685622215271,0.13134954869747162,0.5696388483047485,0.2505437433719635,0.1826142966747284
gippsland,0.15393725037574768,0.2669597268104553,0.3174530267715454,0.2394181489944458,0.2534826099872589,0.28040122985839844,0.550096333026886,0.126456618309021
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3400614559650421,0.19557836651802063,1.0,0.20823122560977936,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.36945265531539917,0.21859097480773926,0.6662389636039734,0.2204313427209854,0.22068053483963013
southeast,0.14982359111309052,0.26845720410346985,0.32264992594718933,0.26716551184654236,0.281971275806427,0.332625150680542,0.22859837114810944,0.1004139706492424
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.21947018802165985,0.1896090805530548,0.45010748505592346,0.18328198790550232,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.36945265531539917,0.21859097480773926,0.6662389636039734,0.2204313427209854,0.22068053483963013
snow-covered,0.22940486669540405,0.2904561460018158,0.33545103669166565,0.22940446436405182,0.293241411447525,0.3230433464050293,0.2865912914276123,0.1893220990896225
victorian,0.15513519942760468,0.1690170168876648,0.2753658890724182,0.25753647089004517,0.19915419816970825,0.21606117486953735,0.7158359885215759,0.07572567462921143
alpine,0.08638320118188858,0.1825626790523529,0.25914666056632996,0.22975288331508636,0.23009631037712097,0.26708051562309265,0.2514338195323944,0.08546924591064453
areas,0.23739881813526154,0.28282591700553894,0.3311663568019867,0.16119110584259033,0.2073148787021637,0.33029478788375854,0.19170348346233368,0.1273590475320816
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2561801075935364,0.14799931645393372,0.4840516746044159,0.17652179300785065,0.25814583897590637
rise,0.23887591063976288,0.1640702784061432,0.3404741883277893,0.27533119916915894,0.26661941409111023,0.1934409737586975,0.08068686723709106,0.10799103230237961
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.21947018802165985,0.1896090805530548,0.45010748505592346,0.18328198790550232,0.29463258385658264
almost,0.2467888444662094,0.29784226417541504,0.3341992199420929,0.15452370047569275,0.12305814027786255,0.3422279357910156,0.10460716485977173,0.1372147500514984
"2,000",-0.029682017862796783,-0.004002113360911608,0.06475643068552017,0.025540588423609734,-0.10920991748571396,0.04807119444012642,0.00944358017295599,-0.01396813802421093
m,0.23871465027332306,0.22669823467731476,0.15156042575836182,0.20332181453704834,0.27003756165504456,0.12893682718276978,0.18717366456985474,0.2618667185306549
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.17115482687950134,0.14035719633102417,0.3087427020072937,0.14948904514312744,0.40561532974243164
"6,600",-0.01556673925369978,0.10960208624601364,0.030615197494626045,0.10326680541038513,0.1584063619375229,0.038481034338474274,0.020113486796617508,-0.012842928059399128
ft,0.20828482508659363,0.17731311917304993,0.16553674638271332,0.3524453639984131,0.3495939075946808,0.1763954907655716,0.11696885526180267,0.17776548862457275
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.20505082607269287,0.1649707406759262,0.3326910734176636,0.17964273691177368,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22094981372356415,0.23029130697250366,0.5201468467712402,0.2279360294342041,0.31091248989105225
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.1758200079202652,0.13681577146053314,0.4080928862094879,0.1835653930902481,0.2433311939239502
mount,0.158494234085083,0.1771300882101059,0.26066282391548157,0.30869361758232117,0.39132216572761536,0.22216229140758514,0.21794220805168152,0.10283114016056061
bogong,0.17363202571868896,0.24653911590576172,0.35426923632621765,0.17169921100139618,0.2271503061056137,0.3008834719657898,0.42142900824546814,0.1891341507434845
the,0.42745697498321533,0.5823672413825989,1.0,0.36945265531539917,0.21859097480773926,0.6662389636039734,0.2204313427209854,0.22068053483963013
highest,0.19637788832187653,0.27460670471191406,0.36945265531539917,1.0,0.4816054105758667,0.3400614559650421,0.23788277804851532,0.11527936160564423
peak,0.16656412184238434,0.1868070513010025,0.21859097480773926,0.4816054105758667,1.0000001192092896,0.19557836651802063,0.2150939553976059,0.10670080035924911
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.23256371915340424,0.23180082440376282,0.4374977946281433,0.19641181826591492,0.21978627145290375
"1,986",0.12021495401859283,0.03509828448295593,0.08675702661275864,0.011461121961474419,-0.022013213485479355,0.08946499973535538,0.03995691239833832,0.14259347319602966
m,0.23871465027332306,0.22669823467731476,0.15156042575836182,0.20332181453704834,0.27003756165504456,0.12893682718276978,0.18717366456985474,0.2618667185306549
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.17115482687950134,0.14035719633102417,0.3087427020072937,0.14948904514312744,0.40561532974243164
"6,516",0.0447457991540432,0.11504422128200531,0.14138972759246826,0.12930825352668762,0.07602963596582413,0.22174665331840515,0.1774776428937912,0.029537279158830643
ft,0.20828482508659363,0.17731311917304993,0.16553674638271332,0.3524453639984131,0.3495939075946808,0.1763954907655716,0.11696885526180267,0.17776548862457275
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.20505082607269287,0.1649707406759262,0.3326910734176636,0.17964273691177368,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2254713773727417,0.19691497087478638,0.5591574311256409,0.23069117963314056,0.4130953550338745
