,who,designed,the,new,medieval,and,renaissance,galleries,which,opened,in,2009,?
mcinnes,0.21109728515148163,0.14668448269367218,0.22171658277511597,0.21213141083717346,0.23212604224681854,0.24201524257659912,0.1822384148836136,0.2909940183162689,0.11879804730415344,0.19552640616893768,0.22320401668548584,-0.14039333164691925,0.20567810535430908
usher,0.19167393445968628,0.15231920778751373,0.2138492316007614,0.2387557029724121,0.20010852813720703,0.2525593340396881,0.18713787198066711,0.14931155741214752,0.18631015717983246,0.14568880200386047,0.2215607762336731,0.06424873322248459,0.15287058055400848
mcknight,0.26257115602493286,0.15663127601146698,0.22681881487369537,0.17998342216014862,0.2793741524219513,0.301519513130188,0.2169918268918991,0.13820365071296692,0.1717253029346466,0.10448268800973892,0.23084640502929688,-0.0295688696205616,0.22159792482852936
architects,0.2187632918357849,0.546787679195404,0.20176702737808228,0.1983441561460495,0.273616760969162,0.22015763819217682,0.37215957045555115,0.3739338517189026,0.16262474656105042,0.2652687430381775,0.193654865026474,-0.18864805996418,0.1260584592819214
(,0.2443375140428543,0.1161717101931572,0.33289089798927307,0.24608564376831055,0.13381382822990417,0.4862271547317505,0.18639162182807922,0.14725898206233978,0.2589828372001648,0.17772996425628662,0.3087427020072937,-0.22776968777179718,0.40561532974243164
muma,0.25937944650650024,0.13351939618587494,0.25797951221466064,0.16889114677906036,0.1856560856103897,0.24179144203662872,0.17606395483016968,0.16139714419841766,0.24776139855384827,0.13820385932922363,0.2601373791694641,-0.19819007813930511,0.17914822697639465
),0.2457384318113327,0.08523888885974884,0.3456730246543884,0.253329336643219,0.13722628355026245,0.4961937665939331,0.1957700401544571,0.14673174917697906,0.2758678197860718,0.19286909699440002,0.3326910734176636,-0.22348248958587646,0.42300865054130554
were,0.3188014328479767,0.21924695372581482,0.3906462490558624,0.21711495518684387,0.18805795907974243,0.42175528407096863,0.20256757736206055,0.24707363545894623,0.2807837128639221,0.21289664506912231,0.3815755248069763,-0.20248553156852722,0.17890112102031708
responsible,0.2545164227485657,0.26215848326683044,0.3305104374885559,0.16433848440647125,0.04387029632925987,0.29945531487464905,0.07334252446889877,0.16011101007461548,0.2860240638256073,0.14476270973682404,0.24309778213500977,-0.20675234496593475,0.11367333680391312
for,0.37110671401023865,0.22817277908325195,0.4739971458911896,0.2700757384300232,0.18014349043369293,0.5064792633056641,0.19461236894130707,0.26795825362205505,0.44095608592033386,0.16583703458309174,0.4322226941585541,-0.20903140306472778,0.264628142118454
the,0.3733934462070465,0.2559613883495331,1.0,0.3845241069793701,0.28617456555366516,0.5171257257461548,0.2050212025642395,0.27603694796562195,0.6521818041801453,0.28544309735298157,0.6662389636039734,-0.23935742676258087,0.22068053483963013
new,0.2378052920103073,0.16224907338619232,0.3845241069793701,0.9999999403953552,0.1872807890176773,0.31402453780174255,0.22814880311489105,0.21453635394573212,0.33739399909973145,0.24727210402488708,0.3758552670478821,-0.18248754739761353,0.14782847464084625
cafe,0.19196628034114838,0.1799774020910263,0.19644680619239807,0.10978061705827713,0.1244911253452301,0.25647038221359253,0.14494548738002777,0.3159908652305603,0.19737578928470612,0.2353634536266327,0.14716064929962158,-0.0893721878528595,0.16589315235614777
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.31402453780174255,0.2673880457878113,1.0,0.25317543745040894,0.3095110058784485,0.506277859210968,0.22545495629310608,0.4954058527946472,-0.22857710719108582,0.20544172823429108
designed,0.21097040176391602,1.0,0.2559613883495331,0.16224907338619232,0.1954592913389206,0.2359010875225067,0.241072878241539,0.30086803436279297,0.3073212206363678,0.3401327133178711,0.22657902538776398,-0.19781352579593658,0.11213942617177963
the,0.3733934462070465,0.2559613883495331,1.0,0.3845241069793701,0.28617456555366516,0.5171257257461548,0.2050212025642395,0.27603694796562195,0.6521818041801453,0.28544309735298157,0.6662389636039734,-0.23935742676258087,0.22068053483963013
new,0.2378052920103073,0.16224907338619232,0.3845241069793701,0.9999999403953552,0.1872807890176773,0.31402453780174255,0.22814880311489105,0.21453635394573212,0.33739399909973145,0.24727210402488708,0.3758552670478821,-0.18248754739761353,0.14782847464084625
medieval,0.1664111316204071,0.1954592913389206,0.28617456555366516,0.1872807890176773,1.0,0.2673880457878113,0.5242851376533508,0.25168466567993164,0.26363545656204224,0.12405436486005783,0.2546980679035187,-0.22474075853824615,0.15571735799312592
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.31402453780174255,0.2673880457878113,1.0,0.25317543745040894,0.3095110058784485,0.506277859210968,0.22545495629310608,0.4954058527946472,-0.22857710719108582,0.20544172823429108
renaissance,0.2532185912132263,0.241072878241539,0.2050212025642395,0.22814880311489105,0.5242851376533508,0.25317543745040894,1.0,0.33940860629081726,0.1855861097574234,0.11912567913532257,0.20993053913116455,-0.1893671602010727,0.12260647863149643
galleries,0.16204048693180084,0.30086803436279297,0.27603694796562195,0.21453635394573212,0.25168466567993164,0.3095110058784485,0.33940860629081726,0.9999998807907104,0.28423401713371277,0.2789672017097473,0.2712664008140564,-0.22622942924499512,0.1957392692565918
which,0.3688730001449585,0.3073212206363678,0.6521818041801453,0.33739399909973145,0.26363545656204224,0.506277859210968,0.1855861097574234,0.28423401713371277,1.0,0.24361629784107208,0.4840516746044159,-0.23722223937511444,0.25814583897590637
opened,0.1488369107246399,0.3401327133178711,0.28544309735298157,0.24727210402488708,0.12405436486005783,0.22545495629310608,0.11912567913532257,0.2789672017097473,0.24361629784107208,1.0,0.2972770035266876,-0.18480047583580017,0.1934700310230255
in,0.2792111933231354,0.22657902538776398,0.6662389636039734,0.3758552670478821,0.2546980679035187,0.4954058527946472,0.20993053913116455,0.2712664008140564,0.4840516746044159,0.2972770035266876,1.0,-0.28531888127326965,0.20430970191955566
2009,-0.22352436184883118,-0.19781352579593658,-0.23935742676258087,-0.18248754739761353,-0.22474075853824615,-0.22857710719108582,-0.1893671602010727,-0.22622942924499512,-0.23722223937511444,-0.18480047583580017,-0.28531888127326965,1.0,-0.2287932187318802
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.35031336545944214,0.2585373520851135,0.588965117931366,0.23816460371017456,0.2919006645679474,0.45942068099975586,0.26111578941345215,0.5591574311256409,-0.3028804063796997,0.4130953550338745
,who,designed,the,new,medieval,and,renaissance,galleries,which,opened,in,2009,?
eva,0.1676698625087738,0.0776902511715889,0.0991697907447815,0.10176438093185425,0.17984558641910553,0.15611529350280762,0.08141999691724777,0.10570499300956726,0.091346874833107,0.2097073346376419,0.16104502975940704,-0.11955234408378601,0.1840759515762329
jiřičná,0.2253258228302002,0.15372435748577118,0.3430808484554291,0.15164630115032196,0.2652610242366791,0.2857194244861603,0.21758365631103516,0.23091855645179749,0.3051668107509613,0.15784038603305817,0.29742151498794556,-0.3375333845615387,0.24307343363761902
designed,0.21097040176391602,1.0,0.2559613883495331,0.16224907338619232,0.1954592913389206,0.2359010875225067,0.241072878241539,0.30086803436279297,0.3073212206363678,0.3401327133178711,0.22657902538776398,-0.19781352579593658,0.11213942617177963
the,0.3733934462070465,0.2559613883495331,1.0,0.3845241069793701,0.28617456555366516,0.5171257257461548,0.2050212025642395,0.27603694796562195,0.6521818041801453,0.28544309735298157,0.6662389636039734,-0.23935742676258087,0.22068053483963013
enhancements,0.18112576007843018,0.28469449281692505,0.2712669372558594,0.20490813255310059,0.15448595583438873,0.32390251755714417,0.1870238482952118,0.31953534483909607,0.35382190346717834,0.16264355182647705,0.19471846520900726,-0.12717406451702118,0.15151537954807281
to,0.42656609416007996,0.3077097535133362,0.535392165184021,0.33159172534942627,0.1536858230829239,0.48971283435821533,0.17294242978096008,0.2089657187461853,0.5345056653022766,0.18903055787086487,0.45010748505592346,-0.3018359839916229,0.29463258385658264
the,0.3733934462070465,0.2559613883495331,1.0,0.3845241069793701,0.28617456555366516,0.5171257257461548,0.2050212025642395,0.27603694796562195,0.6521818041801453,0.28544309735298157,0.6662389636039734,-0.23935742676258087,0.22068053483963013
main,0.18417203426361084,0.1976516991853714,0.38631999492645264,0.2215794324874878,0.1502767652273178,0.29831406474113464,0.07420042157173157,0.18755966424942017,0.37042954564094543,0.15276379883289337,0.28862449526786804,-0.2183777242898941,0.1665669083595276
entrance,0.19094887375831604,0.2455693483352661,0.31372344493865967,0.1739436686038971,0.255450963973999,0.24038183689117432,0.22810272872447968,0.30806025862693787,0.2874296009540558,0.40190932154655457,0.215397909283638,-0.13196061551570892,0.07963564246892929
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.31402453780174255,0.2673880457878113,1.0,0.25317543745040894,0.3095110058784485,0.506277859210968,0.22545495629310608,0.4954058527946472,-0.22857710719108582,0.20544172823429108
rotunda,0.1866818517446518,0.2934578061103821,0.2560749650001526,0.164351686835289,0.228667214512825,0.2146766483783722,0.22073864936828613,0.401292622089386,0.33298033475875854,0.2825402021408081,0.2481614053249359,-0.2315894067287445,0.11097706854343414
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.36073189973831177,0.18470603227615356,0.6633074283599854,0.23687973618507385,0.2487238645553589,0.3658004403114319,0.24598844349384308,0.5201468467712402,-0.3093184232711792,0.31091248989105225
the,0.3733934462070465,0.2559613883495331,1.0,0.3845241069793701,0.28617456555366516,0.5171257257461548,0.2050212025642395,0.27603694796562195,0.6521818041801453,0.28544309735298157,0.6662389636039734,-0.23935742676258087,0.22068053483963013
new,0.2378052920103073,0.16224907338619232,0.3845241069793701,0.9999999403953552,0.1872807890176773,0.31402453780174255,0.22814880311489105,0.21453635394573212,0.33739399909973145,0.24727210402488708,0.3758552670478821,-0.18248754739761353,0.14782847464084625
shop,0.24709650874137878,0.2252047061920166,0.15152516961097717,0.22856172919273376,0.1438559740781784,0.23448626697063446,0.1489061564207077,0.3665538728237152,0.210481196641922,0.3875994086265564,0.28132379055023193,-0.06488196551799774,0.1502307653427124
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.36073189973831177,0.18470603227615356,0.6633074283599854,0.23687973618507385,0.2487238645553589,0.3658004403114319,0.24598844349384308,0.5201468467712402,-0.3093184232711792,0.31091248989105225
the,0.3733934462070465,0.2559613883495331,1.0,0.3845241069793701,0.28617456555366516,0.5171257257461548,0.2050212025642395,0.27603694796562195,0.6521818041801453,0.28544309735298157,0.6662389636039734,-0.23935742676258087,0.22068053483963013
tunnel,0.10546323657035828,0.21523825824260712,0.2972690761089325,0.23925237357616425,0.12454847246408463,0.18876278400421143,0.15374621748924255,0.18913187086582184,0.23349545896053314,0.3505822718143463,0.2736896276473999,-0.164277121424675,0.12917466461658478
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.31402453780174255,0.2673880457878113,1.0,0.25317543745040894,0.3095110058784485,0.506277859210968,0.22545495629310608,0.4954058527946472,-0.22857710719108582,0.20544172823429108
the,0.3733934462070465,0.2559613883495331,1.0,0.3845241069793701,0.28617456555366516,0.5171257257461548,0.2050212025642395,0.27603694796562195,0.6521818041801453,0.28544309735298157,0.6662389636039734,-0.23935742676258087,0.22068053483963013
sculpture,0.1971929967403412,0.30310794711112976,0.23690329492092133,0.13942870497703552,0.26194873452186584,0.2538686692714691,0.36997923254966736,0.4911354184150696,0.2241707295179367,0.20814993977546692,0.23036405444145203,-0.18790943920612335,0.1571214497089386
galleries,0.16204048693180084,0.30086803436279297,0.27603694796562195,0.21453635394573212,0.25168466567993164,0.3095110058784485,0.33940860629081726,0.9999998807907104,0.28423401713371277,0.2789672017097473,0.2712664008140564,-0.22622942924499512,0.1957392692565918
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.35031336545944214,0.2585373520851135,0.588965117931366,0.23816460371017456,0.2919006645679474,0.45942068099975586,0.26111578941345215,0.5591574311256409,-0.3028804063796997,0.4130953550338745
