,what,was,luther,'s,disputation,of,martin,luther,on,the,power,and,efficacy,of,indulgences,later,called,?
luther,0.2134782373905182,0.19185513257980347,1.0,-0.009990512393414974,0.19034545123577118,0.1719115972518921,0.6228963136672974,1.0,0.19090485572814941,0.1759674996137619,0.09083929657936096,0.20796556770801544,0.291532963514328,0.1719115972518921,0.35804522037506104,0.23796728253364563,0.09754475206136703,0.1732746809720993
on,0.34226128458976746,0.3909217119216919,0.19090485572814941,0.0026888418942689896,0.21334058046340942,0.3966929316520691,0.212642639875412,0.19090485572814941,0.9999999403953552,0.5107308030128479,0.14738048613071442,0.4077630043029785,0.1303507685661316,0.3966929316520691,0.2323610931634903,0.30872204899787903,0.25462663173675537,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,0.1759674996137619,-0.01540423184633255,0.2932225465774536,0.733189046382904,0.22029393911361694,0.1759674996137619,0.5107308030128479,1.0,0.2647338807582855,0.5171257257461548,0.19550807774066925,0.733189046382904,0.24909545481204987,0.4060266613960266,0.489897221326828,0.22068053483963013
power,0.22216427326202393,0.1794997751712799,0.09083929657936096,0.05344679579138756,0.27487942576408386,0.25273123383522034,0.1279779076576233,0.09083929657936096,0.14738048613071442,0.2647338807582855,1.0000001192092896,0.27496716380119324,0.3338669240474701,0.25273123383522034,0.22302430868148804,0.2065335065126419,0.21258427202701569,0.15304024517536163
and,0.31309178471565247,0.3740963041782379,0.20796556770801544,0.06895173341035843,0.2832392156124115,0.5116966962814331,0.2544763386249542,0.20796556770801544,0.4077630043029785,0.5171257257461548,0.27496716380119324,1.0,0.2327818125486374,0.5116966962814331,0.19426552951335907,0.4216292202472687,0.3251761794090271,0.20544172823429108
efficacy,0.2638348937034607,0.10363763570785522,0.291532963514328,0.027652427554130554,0.4429337978363037,0.2377362996339798,0.19922737777233124,0.291532963514328,0.1303507685661316,0.19550807774066925,0.3338669240474701,0.2327818125486374,0.9999999403953552,0.2377362996339798,0.4856843650341034,0.11366967856884003,0.1580626368522644,0.21549080312252045
of,0.33290785551071167,0.4069072902202606,0.1719115972518921,-0.03817026689648628,0.2957129180431366,1.0,0.13722093403339386,0.1719115972518921,0.3966929316520691,0.733189046382904,0.25273123383522034,0.5116966962814331,0.2377362996339798,1.0,0.28176620602607727,0.3458743393421173,0.4222904443740845,0.1826142966747284
indulgences,0.28368377685546875,0.19507549703121185,0.35804522037506104,0.009167968295514584,0.4368114471435547,0.28176620602607727,0.23288580775260925,0.35804522037506104,0.2323610931634903,0.24909545481204987,0.22302430868148804,0.19426552951335907,0.4856843650341034,0.28176620602607727,1.0,0.2057572603225708,0.2018805891275406,0.21964608132839203
'',0.08143015950918198,0.04456103965640068,-0.04572787508368492,-0.04859459400177002,0.0421706847846508,0.13035868108272552,-0.10166443884372711,-0.04572787508368492,0.04238596186041832,0.041273195296525955,0.03610771894454956,0.021612688899040222,-0.015132025815546513,0.13035868108272552,-0.015701621770858765,-0.019435737282037735,0.021102847531437874,0.018684765323996544
",",0.3087472915649414,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.28876426815986633,0.4946078956127167,0.27058324217796326,0.23255878686904907,0.49057599902153015,0.4933079481124878,0.2231994867324829,0.6633074283599854,0.17438142001628876,0.4946078956127167,0.21256935596466064,0.35016918182373047,0.26549121737480164,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.17501473426818848,0.03856118768453598,0.3575133681297302,0.5011631846427917,0.16745753586292267,0.17501473426818848,0.4245251417160034,0.6521818041801453,0.2490626573562622,0.506277859210968,0.27662867307662964,0.5011631846427917,0.2764642536640167,0.39698365330696106,0.5573342442512512,0.25814583897590637
came,0.2728535234928131,0.4994563162326813,0.13847880065441132,0.03627123311161995,0.18566687405109406,0.3201526999473572,0.14895831048488617,0.13847880065441132,0.224246084690094,0.39390382170677185,0.19512872397899628,0.3049735128879547,0.11130613088607788,0.3201526999473572,0.11742361634969711,0.44318458437919617,0.3242399990558624,0.1739392727613449
to,0.455847829580307,0.3636345863342285,0.18029534816741943,0.03782717138528824,0.28639230132102966,0.41548454761505127,0.1691744029521942,0.18029534816741943,0.41031414270401,0.535392165184021,0.27001675963401794,0.48971283435821533,0.2997313141822815,0.41548454761505127,0.2608080208301544,0.393297016620636,0.2987143397331238,0.29463258385658264
be,0.3929833769798279,0.42228707671165466,0.15299063920974731,0.025217169895768166,0.31383851170539856,0.33904364705085754,0.12242191284894943,0.15299063920974731,0.37900757789611816,0.4248143136501312,0.20631518959999084,0.41766801476478577,0.2792631983757019,0.33904364705085754,0.23184441030025482,0.3267292380332947,0.2761072516441345,0.3324260413646698
known,0.20381177961826324,0.35203275084495544,0.12994661927223206,0.008368984796106815,0.2696993052959442,0.35814476013183594,0.1383569985628128,0.12994661927223206,0.19541868567466736,0.3624623417854309,0.15895025432109833,0.3468935489654541,0.15152619779109955,0.35814476013183594,0.1404869705438614,0.22918128967285156,0.4469456970691681,0.18314571678638458
as,0.31749409437179565,0.3677520453929901,0.20242992043495178,-0.05775856226682663,0.291130930185318,0.3886612355709076,0.13608874380588531,0.20242992043495178,0.36047765612602234,0.48381632566452026,0.20748355984687805,0.49487000703811646,0.2502055764198303,0.3886612355709076,0.20623062551021576,0.38482072949409485,0.2827680706977844,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,0.1759674996137619,-0.01540423184633255,0.2932225465774536,0.733189046382904,0.22029393911361694,0.1759674996137619,0.5107308030128479,1.0,0.2647338807582855,0.5171257257461548,0.19550807774066925,0.733189046382904,0.24909545481204987,0.4060266613960266,0.489897221326828,0.22068053483963013
ninety-five,0.17462097108364105,0.2918771803379059,0.2863119840621948,0.08229092508554459,0.1419050544500351,0.3793580234050751,0.2537873685359955,0.2863119840621948,0.32100188732147217,0.4041427671909332,0.22256629168987274,0.3848552405834198,0.14134322106838226,0.3793580234050751,0.23098139464855194,0.3226015269756317,0.23541106283664703,0.21024495363235474
theses,0.22175903618335724,0.11201588064432144,0.4810737073421478,0.054575804620981216,0.31233179569244385,0.27413663268089294,0.34156879782676697,0.4810737073421478,0.2588106691837311,0.32067108154296875,0.16327743232250214,0.30367252230644226,0.3419336676597595,0.27413663268089294,0.482329398393631,0.24614745378494263,0.17781969904899597,0.19188037514686584
.,0.3567904531955719,0.40146201848983765,0.24907569587230682,-0.003708066651597619,0.25750789046287537,0.5352458953857422,0.25235527753829956,0.24907569587230682,0.49257001280784607,0.5934505462646484,0.2141435295343399,0.588965117931366,0.20082207024097443,0.5352458953857422,0.2219848930835724,0.3488861322402954,0.300344854593277,0.4130953550338745
