,approximately,how,many,works,by,rodin,are,part,of,the,museum,collection,?
one,0.3318721354007721,0.3213292360305786,0.4223630726337433,0.2639932632446289,0.29445651173591614,0.19993633031845093,0.42537835240364075,0.38682618737220764,0.4999135136604309,0.5514441132545471,0.20303620398044586,0.29259923100471497,0.2673267424106598
of,0.34526896476745605,0.2480744868516922,0.37253960967063904,0.1964656114578247,0.3646814823150635,0.2017039805650711,0.39081433415412903,0.452393114566803,1.0,0.733189046382904,0.23314370214939117,0.2915455996990204,0.1826142966747284
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.26337864995002747,0.4408751428127289,0.22058722376823425,0.40399202704429626,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.25281965732574463,0.22068053483963013
largest,0.3624786138534546,0.08743762224912643,0.23644231259822845,0.06166195496916771,0.17839421331882477,0.05051018297672272,0.23992078006267548,0.3383965790271759,0.36650770902633667,0.3757036626338959,0.28500592708587646,0.22454601526260376,0.12401245534420013
collections,0.17409399151802063,0.1600850522518158,0.3478132486343384,0.3803873360157013,0.26559463143348694,0.3132130801677704,0.3220110833644867,0.2765542268753052,0.3185039758682251,0.27174001932144165,0.447247713804245,0.9249221086502075,0.1873358190059662
of,0.34526896476745605,0.2480744868516922,0.37253960967063904,0.1964656114578247,0.3646814823150635,0.2017039805650711,0.39081433415412903,0.452393114566803,1.0,0.733189046382904,0.23314370214939117,0.2915455996990204,0.1826142966747284
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.26337864995002747,0.4408751428127289,0.22058722376823425,0.40399202704429626,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.25281965732574463,0.22068053483963013
sculptor,0.1630188226699829,0.10731879621744156,0.15893852710723877,0.2459132820367813,0.18646323680877686,0.46118688583374023,0.10687992721796036,0.12138841301202774,0.1255505234003067,0.11254248023033142,0.3257938325405121,0.27856072783470154,0.13014136254787445
's,0.017990030348300934,-0.026164190843701363,0.01698932610452175,0.04286740720272064,-0.010884488001465797,0.07818061113357544,-0.008927806280553341,0.007562864106148481,-0.03817026689648628,-0.01540423184633255,-0.011753248050808907,0.003388406243175268,-0.023395681753754616
work,0.11231541633605957,0.38187548518180847,0.3578229546546936,0.6060804724693298,0.25005507469177246,0.24164479970932007,0.26678818464279175,0.2006094753742218,0.23473061621189117,0.2704800069332123,0.1728498339653015,0.2884133458137512,0.2621155381202698
outside,0.25451913475990295,0.2897700369358063,0.3308001160621643,0.17843855917453766,0.28780537843704224,0.18671123683452606,0.30540841817855835,0.3739430010318756,0.2973117530345917,0.3879719078540802,0.14980418980121613,0.18456105887889862,0.14839068055152893
france,0.16274741291999817,0.13197430968284607,0.24514140188694,0.1362081617116928,0.22743742167949677,0.27480971813201904,0.18000386655330658,0.26355621218681335,0.3265724182128906,0.35517507791519165,0.21940147876739502,0.1576608121395111,0.15069349110126495
;,0.022288853302598,0.07230665534734726,0.11763367056846619,0.08190732449293137,0.10469875484704971,0.02803831733763218,0.15315808355808258,0.17379768192768097,0.054534342139959335,0.09152708947658539,0.11569859832525253,0.06335505098104477,0.10349778085947037
these,0.2835526764392853,0.41104358434677124,0.7077717185020447,0.2942240834236145,0.33332425355911255,0.1386449784040451,0.7107698917388916,0.3325081169605255,0.42684608697891235,0.49086877703666687,0.13774710893630981,0.2830673158168793,0.2571668326854706
were,0.2386978566646576,0.2082374095916748,0.4804460406303406,0.19992011785507202,0.4406847059726715,0.2569185495376587,0.6489362716674805,0.25213372707366943,0.34038281440734863,0.3906462490558624,0.16107067465782166,0.22638525068759918,0.17890112102031708
given,0.19479218125343323,0.2367049753665924,0.2596621513366699,0.16241028904914856,0.25286126136779785,0.10211778432130814,0.20467253029346466,0.2036515772342682,0.39388060569763184,0.37508252263069153,0.11969904601573944,0.1906823068857193,0.2570464313030243
to,0.27967149019241333,0.44169697165489197,0.40243685245513916,0.22564561665058136,0.33534231781959534,0.1395432949066162,0.3504326641559601,0.2875264883041382,0.41548454761505127,0.535392165184021,0.1640389859676361,0.15417452156543732,0.29463258385658264
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.26337864995002747,0.4408751428127289,0.22058722376823425,0.40399202704429626,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.25281965732574463,0.22068053483963013
museum,0.16942159831523895,0.08534817397594452,0.16926175355911255,0.2308025360107422,0.15592984855175018,0.2495928704738617,0.12469582259654999,0.2040945291519165,0.23314370214939117,0.24861779808998108,1.0000001192092896,0.4441815912723541,0.14128351211547852
by,0.2594222128391266,0.34370526671409607,0.3409687578678131,0.2887086570262909,1.0000001192092896,0.17763222754001617,0.37842893600463867,0.28271573781967163,0.3646814823150635,0.4408751428127289,0.15592984855175018,0.2678082287311554,0.17966607213020325
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.26337864995002747,0.4408751428127289,0.22058722376823425,0.40399202704429626,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.25281965732574463,0.22068053483963013
sculptor,0.1630188226699829,0.10731879621744156,0.15893852710723877,0.2459132820367813,0.18646323680877686,0.46118688583374023,0.10687992721796036,0.12138841301202774,0.1255505234003067,0.11254248023033142,0.3257938325405121,0.27856072783470154,0.13014136254787445
in,0.3145860731601715,0.2601168751716614,0.41474202275276184,0.2656683027744293,0.370934396982193,0.22827556729316711,0.3841303884983063,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.2407650351524353,0.23004686832427979,0.20430970191955566
1914,0.10664604604244232,0.10380815714597702,0.09078340232372284,0.07366572320461273,0.11939019709825516,0.07776375114917755,0.22844663262367249,0.1313156932592392,0.08154571056365967,0.04474614933133125,-0.017011720687150955,0.018130548298358917,0.14893388748168945
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.29211118817329407,0.3680937886238098,0.20436488091945648,0.4062570035457611,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.20741747319698334,0.2277175933122635,0.31091248989105225
as,0.2236957550048828,0.33782753348350525,0.4070141911506653,0.2642597258090973,0.3815547823905945,0.12369494885206223,0.3826591968536377,0.2563304007053375,0.3886612355709076,0.48381632566452026,0.15384963154792786,0.23568034172058105,0.27043893933296204
acknowledgement,0.15821458399295807,0.27837440371513367,0.21286703646183014,0.23770606517791748,0.23546960949897766,0.21051056683063507,0.18205542862415314,0.23608435690402985,0.33074092864990234,0.3058605194091797,0.17270365357398987,0.22261688113212585,0.3101827800273895
of,0.34526896476745605,0.2480744868516922,0.37253960967063904,0.1964656114578247,0.3646814823150635,0.2017039805650711,0.39081433415412903,0.452393114566803,1.0,0.733189046382904,0.23314370214939117,0.2915455996990204,0.1826142966747284
britain,0.17122909426689148,0.21808192133903503,0.31913602352142334,0.16244414448738098,0.20873384177684784,0.1785481870174408,0.19201767444610596,0.24129699170589447,0.28899943828582764,0.29784059524536133,0.17979341745376587,0.1765190064907074,0.1268460750579834
's,0.017990030348300934,-0.026164190843701363,0.01698932610452175,0.04286740720272064,-0.010884488001465797,0.07818061113357544,-0.008927806280553341,0.007562864106148481,-0.03817026689648628,-0.01540423184633255,-0.011753248050808907,0.003388406243175268,-0.023395681753754616
support,0.12724138796329498,0.28316521644592285,0.25043240189552307,0.19586293399333954,0.16184203326702118,0.19214895367622375,0.24883949756622314,0.21745705604553223,0.2307697981595993,0.22984638810157776,0.1303071230649948,0.18624186515808105,0.22626608610153198
of,0.34526896476745605,0.2480744868516922,0.37253960967063904,0.1964656114578247,0.3646814823150635,0.2017039805650711,0.39081433415412903,0.452393114566803,1.0,0.733189046382904,0.23314370214939117,0.2915455996990204,0.1826142966747284
france,0.16274741291999817,0.13197430968284607,0.24514140188694,0.1362081617116928,0.22743742167949677,0.27480971813201904,0.18000386655330658,0.26355621218681335,0.3265724182128906,0.35517507791519165,0.21940147876739502,0.1576608121395111,0.15069349110126495
in,0.3145860731601715,0.2601168751716614,0.41474202275276184,0.2656683027744293,0.370934396982193,0.22827556729316711,0.3841303884983063,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.2407650351524353,0.23004686832427979,0.20430970191955566
world,0.2201811820268631,0.25969967246055603,0.3418862819671631,0.20587126910686493,0.22306372225284576,0.19171959161758423,0.22463127970695496,0.25128042697906494,0.2828933000564575,0.33604270219802856,0.19023655354976654,0.1882934868335724,0.17579582333564758
war,0.16186648607254028,0.22947508096694946,0.28938722610473633,0.13822628557682037,0.18974854052066803,0.21641598641872406,0.15206748247146606,0.2434709668159485,0.31680163741111755,0.366199791431427,0.19376973807811737,0.15837211906909943,0.15510529279708862
i,0.12287800759077072,0.3186261057853699,0.22270812094211578,0.19791482388973236,0.2243548333644867,0.16918878257274628,0.21339178085327148,0.20275843143463135,0.25849398970603943,0.26687872409820557,0.09310842305421829,0.12749454379081726,0.4695145785808563
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.29211118817329407,0.3680937886238098,0.20436488091945648,0.4062570035457611,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.20741747319698334,0.2277175933122635,0.31091248989105225
although,0.23951788246631622,0.26196205615997314,0.36542749404907227,0.21862201392650604,0.2373359203338623,0.1718357503414154,0.30740880966186523,0.2338426411151886,0.3024747669696808,0.3265823423862457,0.10328499972820282,0.18157918751239777,0.15541206300258636
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.26337864995002747,0.4408751428127289,0.22058722376823425,0.40399202704429626,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.25281965732574463,0.22068053483963013
statue,0.1324656903743744,0.10908415913581848,0.196601003408432,0.17962248623371124,0.17129749059677124,0.2912133038043976,0.08063298463821411,0.13623970746994019,0.2287396490573883,0.21746210753917694,0.38310307264328003,0.2620778977870941,0.08672746270895004
of,0.34526896476745605,0.2480744868516922,0.37253960967063904,0.1964656114578247,0.3646814823150635,0.2017039805650711,0.39081433415412903,0.452393114566803,1.0,0.733189046382904,0.23314370214939117,0.2915455996990204,0.1826142966747284
st,0.13919726014137268,0.12344545125961304,0.1763658970594406,0.15457113087177277,0.22418929636478424,0.15831437706947327,0.10307276248931885,0.11404494196176529,0.2636793851852417,0.27966225147247314,0.15835145115852356,0.15601705014705658,0.13298600912094116
john,0.14995338022708893,0.16882067918777466,0.12777787446975708,0.1147821769118309,0.2502059042453766,0.14636489748954773,0.12806348502635956,0.10001262277364731,0.2407056987285614,0.2230520099401474,0.14412403106689453,0.14187732338905334,0.13162356615066528
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.26337864995002747,0.4408751428127289,0.22058722376823425,0.40399202704429626,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.25281965732574463,0.22068053483963013
baptist,0.16613024473190308,0.091237373650074,0.15639126300811768,0.12567360699176788,0.2141943871974945,0.23511458933353424,0.1338435262441635,0.1516854614019394,0.2294047474861145,0.19322502613067627,0.14935070276260376,0.19426120817661285,0.13512451946735382
had,0.24734267592430115,0.2549138069152832,0.40130746364593506,0.1697332113981247,0.37294110655784607,0.2538527250289917,0.3489702045917511,0.27259039878845215,0.37755560874938965,0.3875846862792969,0.16651499271392822,0.23588888347148895,0.20728366076946259
been,0.25008624792099,0.26456597447395325,0.4963826537132263,0.2609843611717224,0.39107078313827515,0.18607540428638458,0.4703826308250427,0.21233350038528442,0.31685134768486023,0.3563927710056305,0.16552354395389557,0.19439023733139038,0.24354910850524902
purchased,0.2389317750930786,0.11293011158704758,0.21595831215381622,0.1783738136291504,0.29243284463882446,0.19210918247699738,0.10425971448421478,0.172052264213562,0.20983272790908813,0.21101699769496918,0.1967359185218811,0.2734678089618683,0.04121813923120499
in,0.3145860731601715,0.2601168751716614,0.41474202275276184,0.2656683027744293,0.370934396982193,0.22827556729316711,0.3841303884983063,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.2407650351524353,0.23004686832427979,0.20430970191955566
1902,0.019753023982048035,0.10361063480377197,0.19812090694904327,0.12961120903491974,0.10219275206327438,0.3605773448944092,0.12653835117816925,0.040199439972639084,0.14709116518497467,0.1322304904460907,0.0896390900015831,0.16978216171264648,0.0625530481338501
by,0.2594222128391266,0.34370526671409607,0.3409687578678131,0.2887086570262909,1.0000001192092896,0.17763222754001617,0.37842893600463867,0.28271573781967163,0.3646814823150635,0.4408751428127289,0.15592984855175018,0.2678082287311554,0.17966607213020325
public,0.12050662934780121,0.15624697506427765,0.25114959478378296,0.2564946413040161,0.23323717713356018,0.19991926848888397,0.18111367523670197,0.1572943478822708,0.2391265481710434,0.22857438027858734,0.27653977274894714,0.2861367166042328,0.19872993230819702
subscription,0.309116393327713,0.15150225162506104,0.20439748466014862,0.2454439401626587,0.19184285402297974,0.07117857784032822,0.20064759254455566,0.16881950199604034,0.20247460901737213,0.26760369539260864,0.14549218118190765,0.31610268354415894,0.22697269916534424
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.28871041536331177,0.3936232924461365,0.24872076511383057,0.3452940285205841,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.19497929513454437,0.2516246736049652,0.4130953550338745
