,what,occurs,when,electron,clouds,overlap,from,different,atoms,?
direction,0.25776705145835876,0.18588730692863464,0.21485374867916107,0.3323458731174469,0.2285919040441513,0.21588613092899323,0.19012711942195892,0.242609903216362,0.2078135907649994,0.10739318281412125
normal,0.32813265919685364,0.3452296257019043,0.3445010781288147,0.2554883658885956,0.19444654881954193,0.2735983729362488,0.24054940044879913,0.4374157190322876,0.24343141913414001,0.19617988169193268
to,0.455847829580307,0.17478640377521515,0.5423505902290344,0.24389632046222687,0.2417530119419098,0.24122630059719086,0.4069952368736267,0.3617510497570038,0.24628525972366333,0.29463258385658264
the,0.42745697498321533,0.30771008133888245,0.5091903209686279,0.20653016865253448,0.23017536103725433,0.24004118144512177,0.40150508284568787,0.36412742733955383,0.1997222602367401,0.22068053483963013
surface,0.23580394685268402,0.2889070212841034,0.24400591850280762,0.3462519645690918,0.37647193670272827,0.29181987047195435,0.15501615405082703,0.27449265122413635,0.3255249559879303,0.14613434672355652
interface,0.24331238865852356,0.2278597354888916,0.153120756149292,0.27732062339782715,0.13568410277366638,0.32978081703186035,0.11310631036758423,0.3205474317073822,0.2287246286869049,0.2825547456741333
between,0.2462156116962433,0.33623453974723816,0.38258615136146545,0.2028384804725647,0.16005466878414154,0.3340489864349365,0.3269653618335724,0.3495357930660248,0.2636514902114868,0.12887074053287506
two,0.23363454639911652,0.232353076338768,0.3743424117565155,0.24031871557235718,0.196406289935112,0.295221209526062,0.25732070207595825,0.48983854055404663,0.29314860701560974,0.19645625352859497
objects,0.24020016193389893,0.24040007591247559,0.24618467688560486,0.35558074712753296,0.34734874963760376,0.3488858640193939,0.22604778409004211,0.3494793772697449,0.40703707933425903,0.15479016304016113
.,0.3567904531955719,0.1716700792312622,0.475719153881073,0.2088456153869629,0.17247745394706726,0.2359609752893448,0.41536515951156616,0.31511759757995605,0.26239243149757385,0.4130953550338745
