,what,term,do,islamists,think,should,be,applied,to,them,?
are,0.29724663496017456,0.1909082531929016,0.41111594438552856,0.3053312599658966,0.3769446313381195,0.39900562167167664,0.5556803941726685,0.19391080737113953,0.3504326641559601,0.5206625461578369,0.24591213464736938
not,0.5449194312095642,0.2823779284954071,0.6619802713394165,0.3051680028438568,0.5479815602302551,0.5875406265258789,0.5788898468017578,0.3071693181991577,0.5149973034858704,0.5272393822669983,0.41942933201789856
muslims,0.26523277163505554,0.1205134466290474,0.2774776518344879,0.6645000576972961,0.26169267296791077,0.2891825735569,0.22797735035419464,0.1495448648929596,0.2779776453971863,0.3445546329021454,0.18742211163043976
",",0.3087472915649414,0.21599270403385162,0.3283645510673523,0.1822616159915924,0.3095206320285797,0.2706286907196045,0.39254459738731384,0.28330111503601074,0.44245919585227966,0.3985835015773773,0.31091248989105225
but,0.5029441118240356,0.27162063121795654,0.4077886939048767,0.29694437980651855,0.5420777797698975,0.4225175678730011,0.5764366984367371,0.2761210799217224,0.5542377829551697,0.5369928479194641,0.27921953797340393
islamists,0.26342982053756714,0.18487533926963806,0.26649510860443115,1.0000001192092896,0.31346267461776733,0.3024614155292511,0.25897660851478577,0.21079331636428833,0.28735893964767456,0.3468588590621948,0.17165705561637878
and,0.31309178471565247,0.22272127866744995,0.276123583316803,0.24194714426994324,0.30740439891815186,0.27632346749305725,0.41766801476478577,0.26963624358177185,0.48971283435821533,0.48717668652534485,0.20544172823429108
believe,0.46656209230422974,0.2133886069059372,0.40309545397758484,0.36846551299095154,0.7078027725219727,0.4326027035713196,0.3950888514518738,0.18712051212787628,0.34598591923713684,0.4002757668495178,0.3329349160194397
in,0.30808621644973755,0.27866655588150024,0.23402775824069977,0.19650150835514069,0.23837615549564362,0.23054338991641998,0.3481820821762085,0.2475845366716385,0.45010748505592346,0.29119014739990234,0.20430970191955566
islamism,0.28119760751724243,0.22878535091876984,0.2039509117603302,0.8159639239311218,0.3066081702709198,0.2680445909500122,0.18793043494224548,0.24398255348205566,0.23028403520584106,0.19905023276805878,0.19147449731826782
",",0.3087472915649414,0.21599270403385162,0.3283645510673523,0.1822616159915924,0.3095206320285797,0.2706286907196045,0.39254459738731384,0.28330111503601074,0.44245919585227966,0.3985835015773773,0.31091248989105225
not,0.5449194312095642,0.2823779284954071,0.6619802713394165,0.3051680028438568,0.5479815602302551,0.5875406265258789,0.5788898468017578,0.3071693181991577,0.5149973034858704,0.5272393822669983,0.41942933201789856
[,0.010752761736512184,-0.01425798237323761,-0.02353133261203766,0.15448859333992004,-0.005531487055122852,-0.04905978962779045,0.02023543231189251,-0.01340312696993351,0.07649242132902145,0.08587491512298584,0.011015460826456547
just,0.5854880809783936,0.26521801948547363,0.42837050557136536,0.23900969326496124,0.5950762033462524,0.4441318213939667,0.4862116277217865,0.22782590985298157,0.5153104066848755,0.5028610229492188,0.4144178032875061
],-0.03775298595428467,0.04175752028822899,0.019922751933336258,-0.053082145750522614,0.009576196782290936,0.020891034975647926,-0.0038522027898579836,0.03629133850336075,-0.04249158129096031,-0.054058730602264404,-0.0022520492784678936
islam,0.23237212002277374,0.14762575924396515,0.23242424428462982,0.6555707454681396,0.2613517940044403,0.2698900103569031,0.1987190544605255,0.192557230591774,0.2398901730775833,0.22376085817813873,0.18358638882637024
?,0.5051238536834717,0.1901002675294876,0.4093979299068451,0.17165705561637878,0.5312306880950928,0.4442402422428131,0.3324260413646698,0.15585725009441376,0.29463258385658264,0.35435691475868225,1.0
'',0.08143015950918198,0.13619764149188995,-0.00043653504690155387,-0.03431199491024017,0.03370605781674385,0.09159162640571594,0.08835477381944656,0.0562097392976284,-0.009905828163027763,-0.061781175434589386,0.018684765323996544
