,browlee,also,applies,that,civil,disobedience,is,okay,regarding,?
private,0.24512635171413422,0.23910270631313324,0.16400711238384247,0.20570282638072968,0.2123924046754837,0.25349682569503784,0.1420905888080597,0.15567468106746674,0.2466718703508377,0.14389030635356903
universities,0.14393894374370575,0.25673484802246094,0.2064361721277237,0.19889220595359802,0.21765971183776855,0.21679674088954926,0.2421088069677353,0.09767480939626694,0.17761443555355072,0.16836881637573242
can,0.12177403271198273,0.4861826002597809,0.37797990441322327,0.4522190988063812,0.12476041913032532,0.15718160569667816,0.44256699085235596,0.3342604339122772,0.241890549659729,0.3226337134838104
be,0.21368815004825592,0.48342031240463257,0.3767883777618408,0.6036020517349243,0.18061059713363647,0.2944406270980835,0.4819129705429077,0.38680779933929443,0.31820258498191833,0.3324260413646698
justified,0.17906200885772705,0.19376401603221893,0.33417320251464844,0.4198513627052307,0.1624336540699005,0.30395132303237915,0.16052663326263428,0.41917628049850464,0.40575844049453735,0.38761505484580994
if,0.19795143604278564,0.41293784976005554,0.379311203956604,0.5634250640869141,0.12512178719043732,0.20446431636810303,0.30927813053131104,0.47397541999816895,0.32327011227607727,0.4441644251346588
it,0.2215719372034073,0.542508602142334,0.2413882613182068,0.5921133160591125,0.17707513272762299,0.2648297846317291,0.6328473687171936,0.3255486786365509,0.21965941786766052,0.25732165575027466
reflects,0.1333949863910675,0.18664053082466125,0.2849336862564087,0.29182741045951843,0.08639799058437347,0.20951804518699646,0.2728630006313324,0.1865845024585724,0.3123394250869751,0.13998140394687653
``,-0.0472908690571785,0.000636551936622709,0.11053863912820816,0.05285148695111275,0.06784805655479431,0.06214885041117668,0.058766357600688934,0.0587163046002388,-0.06146683171391487,0.0685480609536171
a,0.2882627546787262,0.5149940252304077,0.30046921968460083,0.47537946701049805,0.21693918108940125,0.25352153182029724,0.658733606338501,0.2308751493692398,0.22400012612342834,0.23916715383529663
larger,0.1253509521484375,0.31522679328918457,0.23064443469047546,0.3079192042350769,0.11561470478773117,0.11257342249155045,0.24218857288360596,0.14337840676307678,0.1263331025838852,0.1602165699005127
challenge,0.22404888272285461,0.2442193329334259,0.1873081624507904,0.27817201614379883,0.19776199758052826,0.27969086170196533,0.20774854719638824,0.24469749629497528,0.21522802114486694,0.2207598239183426
to,0.20155704021453857,0.5348826050758362,0.3004893660545349,0.5436353087425232,0.2019355595111847,0.30665844678878784,0.42745086550712585,0.28073519468307495,0.29117533564567566,0.29463258385658264
the,0.21537820994853973,0.6021018624305725,0.2765985429286957,0.5473989248275757,0.2477465271949768,0.30963727831840515,0.5823672413825989,0.21400150656700134,0.29280903935432434,0.22068053483963013
legal,0.1694723665714264,0.29402315616607666,0.2659728527069092,0.27556097507476807,0.34212639927864075,0.37078002095222473,0.20037926733493805,0.23230716586112976,0.383471816778183,0.2143220454454422
system,0.12667135894298553,0.25791773200035095,0.26228067278862,0.3088737428188324,0.12898217141628265,0.16900348663330078,0.2282046526670456,0.15177783370018005,0.19370661675930023,0.15556083619594574
that,0.22036775946617126,0.6005857586860657,0.3473225235939026,1.0,0.16867391765117645,0.3551425039768219,0.3995479643344879,0.39667847752571106,0.40174636244773865,0.32716336846351624
permits,0.16049684584140778,0.238924041390419,0.39477360248565674,0.29530638456344604,0.1106685921549797,0.3114771544933319,0.2122938334941864,0.22988614439964294,0.34930774569511414,0.1309078186750412
those,0.18080052733421326,0.4003083109855652,0.3592855632305145,0.5085503458976746,0.1422404944896698,0.2966557443141937,0.2352088838815689,0.3184288740158081,0.374082088470459,0.3328189253807068
decisions,0.16569553315639496,0.26944777369499207,0.3290964663028717,0.3629890978336334,0.24488519132137299,0.3744994103908539,0.2378915399312973,0.2802700698375702,0.4332033395767212,0.29068708419799805
to,0.20155704021453857,0.5348826050758362,0.3004893660545349,0.5436353087425232,0.2019355595111847,0.30665844678878784,0.42745086550712585,0.28073519468307495,0.29117533564567566,0.29463258385658264
be,0.21368815004825592,0.48342031240463257,0.3767883777618408,0.6036020517349243,0.18061059713363647,0.2944406270980835,0.4819129705429077,0.38680779933929443,0.31820258498191833,0.3324260413646698
taken,0.07694946974515915,0.26899775862693787,0.17771382629871368,0.35460543632507324,0.12793612480163574,0.20292720198631287,0.19185791909694672,0.20798644423484802,0.2998083531856537,0.17662954330444336
'',-0.005491713061928749,0.05102188512682915,0.049931351095438004,0.007880004122853279,-0.062313709408044815,0.003403886454179883,0.0793738141655922,-0.018771396949887276,0.023724932223558426,0.018684765323996544
.,0.28041550517082214,0.49166762828826904,0.29075032472610474,0.4460422694683075,0.2541380822658539,0.2603943943977356,0.4569662809371948,0.2619057595729828,0.27343305945396423,0.4130953550338745
