,what,is,the,hottest,temperature,record,for,fresno,?
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.2849971652030945,0.2164885550737381,0.24107255041599274,0.36199691891670227,0.25826847553253174,0.2714994251728058
july,0.22688010334968567,0.22825419902801514,0.2371699959039688,0.23148173093795776,0.15729358792304993,0.21154463291168213,0.28973108530044556,0.20112155377864838,0.2897891402244568
8,-0.005443718284368515,-0.08846429735422134,0.0063715726137161255,0.0862930491566658,-0.03631405904889107,-0.08426061272621155,-0.08449628204107285,-0.05215795338153839,-0.04056251794099808
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2737334370613098,0.2439086139202118,0.28093910217285156,0.4464869201183319,0.2561432421207428,0.31091248989105225
1905,0.160391703248024,-0.038582418113946915,0.11463959515094757,0.03035205416381359,0.012874898500740528,0.08830542862415314,0.10220088809728622,0.0887061208486557,0.1770307421684265
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2737334370613098,0.2439086139202118,0.28093910217285156,0.4464869201183319,0.2561432421207428,0.31091248989105225
while,0.35511791706085205,0.2713196575641632,0.39804592728614807,0.15829910337924957,0.13355524837970734,0.19198688864707947,0.4232339859008789,0.25144585967063904,0.21076419949531555
the,0.42745697498321533,0.5823672413825989,1.0,0.3094172775745392,0.27585095167160034,0.23569516837596893,0.4739971458911896,0.22571885585784912,0.22068053483963013
official,0.18967986106872559,0.21236078441143036,0.3133983910083771,0.2546497881412506,0.10557214915752411,0.19880719482898712,0.2504976987838745,0.20035749673843384,0.18097688257694244
record,0.1772487461566925,0.19413821399211884,0.23569516837596893,0.21841546893119812,0.1647869348526001,1.0,0.24185582995414734,0.22083361446857452,0.14407116174697876
low,0.20743566751480103,0.19289205968379974,0.2544175982475281,0.30419883131980896,0.3774601221084595,0.22555136680603027,0.19718985259532928,0.14483340084552765,0.10658930987119675
is,0.28837618231773376,1.0,0.5823672413825989,0.2664426267147064,0.2979726195335388,0.19413821399211884,0.43268078565597534,0.2127077877521515,0.22961433231830597
17,0.1129629984498024,0.07654670625925064,0.10537172853946686,0.12051156163215637,0.21122880280017853,0.08668690919876099,0.08391384035348892,0.23544639348983765,0.17603135108947754
°f,0.20015408098697662,0.23312681913375854,0.22598426043987274,0.5212192535400391,0.7363657355308533,0.24168512225151062,0.13414621353149414,0.3039827346801758,0.19986218214035034
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.1971469670534134,0.20595431327819824,0.19420307874679565,0.3357032239437103,0.188642680644989,0.40561532974243164
−8,0.0016173009062185884,0.01515280082821846,-0.06579666584730148,-0.1358833909034729,-0.10696060210466385,-0.0004139253287576139,0.06602340191602707,-0.1063208281993866,0.04228828847408295
°c,0.2101275473833084,0.22964106500148773,0.1833128035068512,0.51189124584198,0.7912421226501465,0.1526637226343155,0.11803197115659714,0.21984682977199554,0.2095707356929779
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.20172502100467682,0.2232651710510254,0.22039180994033813,0.3639558255672455,0.20478583872318268,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2737334370613098,0.2439086139202118,0.28093910217285156,0.4464869201183319,0.2561432421207428,0.31091248989105225
set,0.28954121470451355,0.21148966252803802,0.2927955985069275,0.12935344874858856,0.17841605842113495,0.22965846955776215,0.30194196105003357,0.17552098631858826,0.1698019951581955
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.2849971652030945,0.2164885550737381,0.24107255041599274,0.36199691891670227,0.25826847553253174,0.2714994251728058
january,0.19257698953151703,0.23742131888866425,0.2467057853937149,0.20668871700763702,0.1657637655735016,0.17207415401935577,0.27304044365882874,0.23321998119354248,0.28608936071395874
6,0.05088282376527786,0.11145748198032379,0.041227471083402634,-0.007976905442774296,0.058944471180438995,0.059176668524742126,0.03396032005548477,0.033682771027088165,0.045001473277807236
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2737334370613098,0.2439086139202118,0.28093910217285156,0.4464869201183319,0.2561432421207428,0.31091248989105225
1913,-0.1935167759656906,-0.0743713453412056,-0.19087299704551697,0.021467387676239014,0.03517762944102287,-0.048504382371902466,-0.17832984030246735,0.017763325944542885,-0.05730247497558594
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2672623097896576,0.2795942425727844,0.2186054140329361,0.4726039469242096,0.2480216920375824,0.4130953550338745
