,when,were,the,daleks,reintroduced,in,the,revival,series,?
icons,0.14975962042808533,0.1842346489429474,0.2446059137582779,0.17257291078567505,0.14603160321712494,0.17035558819770813,0.2446059137582779,0.2804681360721588,0.11654561012983322,0.26966553926467896
of,0.3757161796092987,0.34038281440734863,0.733189046382904,0.2067384421825409,0.2668437659740448,0.5696388483047485,0.733189046382904,0.2109367549419403,0.22268271446228027,0.1826142966747284
doctor,0.16867952048778534,0.11412792652845383,0.2820442318916321,0.3440004587173462,0.057668522000312805,0.25567495822906494,0.2820442318916321,0.13733609020709991,0.2712797522544861,0.1462511420249939
who,0.48282691836357117,0.3188014328479767,0.3733934462070465,0.3263576030731201,0.15612532198429108,0.2792111933231354,0.3733934462070465,0.1408388912677765,0.21484537422657013,0.26220351457595825
one,0.38307374715805054,0.3453167676925659,0.5514441132545471,0.21213337779045105,0.2396758645772934,0.4129433035850525,0.5514441132545471,0.19037717580795288,0.21504130959510803,0.2673267424106598
step,0.21440967917442322,0.11764166504144669,0.20505109429359436,0.11661197990179062,0.12066416442394257,0.14272142946720123,0.20505109429359436,0.20179465413093567,0.18983137607574463,0.23299238085746765
at,0.38876327872276306,0.2947486639022827,0.457212895154953,0.11061011254787445,0.14159296452999115,0.4374977946281433,0.457212895154953,0.18902744352817535,0.1310107558965683,0.21978627145290375
a,0.44397395849227905,0.17203083634376526,0.5829201340675354,0.22038860619068146,0.24718229472637177,0.539380669593811,0.5829201340675354,0.21610143780708313,0.23966510593891144,0.23916715383529663
time,0.4363728165626526,0.3104150593280792,0.43061500787734985,0.26842865347862244,0.26524487137794495,0.3431483507156372,0.43061500787734985,0.2668016850948334,0.2359362095594406,0.27391523122787476
:,-0.04432349652051926,-0.04773278534412384,-0.03403344005346298,-0.07904883474111557,-0.06481581181287766,0.020521078258752823,-0.03403344005346298,-0.03913514316082001,-0.02288590557873249,-0.07156077772378922
the,0.5091903209686279,0.3906462490558624,1.0,0.3154934346675873,0.30385175347328186,0.6662389636039734,1.0,0.30452626943588257,0.31376904249191284,0.22068053483963013
autons,0.24572445452213287,0.259186327457428,0.25020739436149597,0.28327107429504395,0.12774918973445892,0.2192157804965973,0.25020739436149597,0.18861371278762817,0.1462990790605545,0.2637922167778015
with,0.5075214505195618,0.3179011940956116,0.4223487675189972,0.17157858610153198,0.2640404999256134,0.4080928862094879,0.4223487675189972,0.1361679881811142,0.17767351865768433,0.2433311939239502
the,0.5091903209686279,0.3906462490558624,1.0,0.3154934346675873,0.30385175347328186,0.6662389636039734,1.0,0.30452626943588257,0.31376904249191284,0.22068053483963013
nestene,0.23786455392837524,0.1341472715139389,0.21356748044490814,0.2081475406885147,0.09278935194015503,0.1622651070356369,0.21356748044490814,0.14877471327781677,0.1394670158624649,0.17806750535964966
consciousness,0.1837022602558136,0.11936187744140625,0.18007954955101013,0.3563418984413147,0.10245038568973541,0.1551416665315628,0.18007954955101013,0.21610122919082642,0.14545568823814392,0.13624824583530426
and,0.4716290831565857,0.42175528407096863,0.5171257257461548,0.20103956758975983,0.30158916115760803,0.4954058527946472,0.5171257257461548,0.2417616993188858,0.26972857117652893,0.20544172823429108
daleks,0.1899241954088211,0.26682645082473755,0.3154934346675873,0.9999999403953552,0.2835054397583008,0.2037806212902069,0.3154934346675873,0.15950314700603485,0.37795311212539673,0.13693755865097046
in,0.4431333839893341,0.3815755248069763,0.6662389636039734,0.2037806212902069,0.3000187873840332,1.0,0.6662389636039734,0.2631177604198456,0.2914260923862457,0.20430970191955566
series,0.2194245308637619,0.264431357383728,0.31376904249191284,0.37795311212539673,0.23645876348018646,0.2914260923862457,0.31376904249191284,0.22159305214881897,1.0000001192092896,0.1709602326154709
1,-0.2683585286140442,-0.20452795922756195,-0.1554475575685501,-0.27290675044059753,-0.1489703357219696,-0.10660158097743988,-0.1554475575685501,-0.17069876194000244,-0.265503853559494,-0.249979168176651
",",0.36674630641937256,0.36755475401878357,0.4933079481124878,0.14506761729717255,0.27687403559684753,0.5201468467712402,0.4933079481124878,0.2530691921710968,0.24060699343681335,0.31091248989105225
cybermen,0.21688365936279297,0.305755078792572,0.3392564654350281,0.49033474922180176,0.2089252471923828,0.1918153464794159,0.3392564654350281,0.24775958061218262,0.3721328675746918,0.18790490925312042
in,0.4431333839893341,0.3815755248069763,0.6662389636039734,0.2037806212902069,0.3000187873840332,1.0,0.6662389636039734,0.2631177604198456,0.2914260923862457,0.20430970191955566
series,0.2194245308637619,0.264431357383728,0.31376904249191284,0.37795311212539673,0.23645876348018646,0.2914260923862457,0.31376904249191284,0.22159305214881897,1.0000001192092896,0.1709602326154709
2,-0.02478109858930111,-0.013789876364171505,-0.019434669986367226,0.012512321583926678,-0.060314539819955826,0.01447046548128128,-0.019434669986367226,0.023895785212516785,0.005733609665185213,0.001977203879505396
",",0.36674630641937256,0.36755475401878357,0.4933079481124878,0.14506761729717255,0.27687403559684753,0.5201468467712402,0.4933079481124878,0.2530691921710968,0.24060699343681335,0.31091248989105225
the,0.5091903209686279,0.3906462490558624,1.0,0.3154934346675873,0.30385175347328186,0.6662389636039734,1.0,0.30452626943588257,0.31376904249191284,0.22068053483963013
macra,0.16098473966121674,0.10834752768278122,0.195128932595253,0.290645569562912,0.23303817212581635,0.1927022635936737,0.195128932595253,0.26848864555358887,0.28772640228271484,0.1673469841480255
and,0.4716290831565857,0.42175528407096863,0.5171257257461548,0.20103956758975983,0.30158916115760803,0.4954058527946472,0.5171257257461548,0.2417616993188858,0.26972857117652893,0.20544172823429108
the,0.5091903209686279,0.3906462490558624,1.0,0.3154934346675873,0.30385175347328186,0.6662389636039734,1.0,0.30452626943588257,0.31376904249191284,0.22068053483963013
master,0.12157983332872391,0.1516946405172348,0.19769129157066345,0.28939545154571533,0.06131366640329361,0.17882928252220154,0.19769129157066345,0.16481631994247437,0.203135147690773,0.11915034055709839
in,0.4431333839893341,0.3815755248069763,0.6662389636039734,0.2037806212902069,0.3000187873840332,1.0,0.6662389636039734,0.2631177604198456,0.2914260923862457,0.20430970191955566
series,0.2194245308637619,0.264431357383728,0.31376904249191284,0.37795311212539673,0.23645876348018646,0.2914260923862457,0.31376904249191284,0.22159305214881897,1.0000001192092896,0.1709602326154709
3,0.06927181035280228,-0.03975234925746918,0.06283142417669296,-0.041933368891477585,-0.05812498554587364,0.06326868385076523,0.06283142417669296,0.08567776530981064,0.03619242459535599,0.005975271109491587
",",0.36674630641937256,0.36755475401878357,0.4933079481124878,0.14506761729717255,0.27687403559684753,0.5201468467712402,0.4933079481124878,0.2530691921710968,0.24060699343681335,0.31091248989105225
the,0.5091903209686279,0.3906462490558624,1.0,0.3154934346675873,0.30385175347328186,0.6662389636039734,1.0,0.30452626943588257,0.31376904249191284,0.22068053483963013
sontarans,0.20137687027454376,0.25647926330566406,0.35187485814094543,0.3321610689163208,0.1954016387462616,0.3023048937320709,0.35187485814094543,0.13564209640026093,0.2848365604877472,0.18271717429161072
and,0.4716290831565857,0.42175528407096863,0.5171257257461548,0.20103956758975983,0.30158916115760803,0.4954058527946472,0.5171257257461548,0.2417616993188858,0.26972857117652893,0.20544172823429108
davros,0.2359391152858734,0.2259330451488495,0.30321943759918213,0.5186195373535156,0.17751452326774597,0.1976603865623474,0.30321943759918213,0.10963471233844757,0.23133742809295654,0.15493494272232056
in,0.4431333839893341,0.3815755248069763,0.6662389636039734,0.2037806212902069,0.3000187873840332,1.0,0.6662389636039734,0.2631177604198456,0.2914260923862457,0.20430970191955566
series,0.2194245308637619,0.264431357383728,0.31376904249191284,0.37795311212539673,0.23645876348018646,0.2914260923862457,0.31376904249191284,0.22159305214881897,1.0000001192092896,0.1709602326154709
4,0.06794765591621399,0.08416327089071274,0.15499350428581238,-0.011942592449486256,0.06456394493579865,0.08310048282146454,0.15499350428581238,0.000271635566605255,0.015015640296041965,0.010515431873500347
",",0.36674630641937256,0.36755475401878357,0.4933079481124878,0.14506761729717255,0.27687403559684753,0.5201468467712402,0.4933079481124878,0.2530691921710968,0.24060699343681335,0.31091248989105225
and,0.4716290831565857,0.42175528407096863,0.5171257257461548,0.20103956758975983,0.30158916115760803,0.4954058527946472,0.5171257257461548,0.2417616993188858,0.26972857117652893,0.20544172823429108
the,0.5091903209686279,0.3906462490558624,1.0,0.3154934346675873,0.30385175347328186,0.6662389636039734,1.0,0.30452626943588257,0.31376904249191284,0.22068053483963013
time,0.4363728165626526,0.3104150593280792,0.43061500787734985,0.26842865347862244,0.26524487137794495,0.3431483507156372,0.43061500787734985,0.2668016850948334,0.2359362095594406,0.27391523122787476
lords,0.18473218381404877,0.21994438767433167,0.32976827025413513,0.3316384255886078,0.14821094274520874,0.2174140363931656,0.32976827025413513,0.22609779238700867,0.20341430604457855,0.04780716821551323
(,0.2459595799446106,0.14743882417678833,0.33289089798927307,0.04743315652012825,0.19426323473453522,0.3087427020072937,0.33289089798927307,0.16181129217147827,0.21145714819431305,0.40561532974243164
rassilon,0.21534669399261475,0.1677948534488678,0.22537344694137573,0.2469770610332489,0.2202681005001068,0.20521603524684906,0.22537344694137573,0.14656414091587067,0.20013166964054108,0.17856156826019287
),0.2538422644138336,0.1566188633441925,0.3456730246543884,0.046147752553224564,0.17973464727401733,0.3326910734176636,0.3456730246543884,0.15965843200683594,0.20434704422950745,0.42300865054130554
in,0.4431333839893341,0.3815755248069763,0.6662389636039734,0.2037806212902069,0.3000187873840332,1.0,0.6662389636039734,0.2631177604198456,0.2914260923862457,0.20430970191955566
the,0.5091903209686279,0.3906462490558624,1.0,0.3154934346675873,0.30385175347328186,0.6662389636039734,1.0,0.30452626943588257,0.31376904249191284,0.22068053483963013
2009–10,-0.1468888372182846,0.09307990223169327,0.06815633177757263,-0.019743844866752625,0.10765869915485382,0.045138854533433914,0.06815633177757263,0.10859006643295288,0.05894802510738373,-0.08292136341333389
specials,0.17881999909877777,0.2882882356643677,0.2759421467781067,0.22446665167808533,0.2170770913362503,0.2802408039569855,0.2759421467781067,0.26726800203323364,0.4298047423362732,0.2582153379917145
.,0.475719153881073,0.3378238379955292,0.5934505462646484,0.23017093539237976,0.3462313711643219,0.5591574311256409,0.5934505462646484,0.1816873699426651,0.3121925890445709,0.4130953550338745
