,who,took,isaacs,place,as,provost,in,2016,?
andrew,0.23309755325317383,0.1457093507051468,0.3502996861934662,0.1330546885728836,0.20365013182163239,0.23672638833522797,0.17072397470474243,-0.08360068500041962,0.13208141922950745
alper,0.28370237350463867,0.19022245705127716,0.32327568531036377,0.19958552718162537,0.23501279950141907,0.3423523008823395,0.2809445559978485,-0.15405888855457306,0.15966255962848663
",",0.3365725874900818,0.27655306458473206,0.3370625674724579,0.34068408608436584,0.48816442489624023,0.3075591027736664,0.5201468467712402,-0.10076791793107986,0.31091248989105225
and,0.41279885172843933,0.25750628113746643,0.2662905156612396,0.2813849449157715,0.49487000703811646,0.28576719760894775,0.4954058527946472,-0.004591997247189283,0.20544172823429108
the,0.3733934462070465,0.31657639145851135,0.20259414613246918,0.4179787337779999,0.48381632566452026,0.24716104567050934,0.6662389636039734,0.11571308970451355,0.22068053483963013
president,0.22565458714962006,0.23178637027740479,0.27451807260513306,0.17595967650413513,0.2031671553850174,0.3538593053817749,0.18811661005020142,0.048469435423612595,0.14148259162902832
of,0.2827862501144409,0.2766268849372864,0.20017272233963013,0.2685627043247223,0.3886612355709076,0.2888787090778351,0.5696388483047485,0.1386374831199646,0.1826142966747284
the,0.3733934462070465,0.31657639145851135,0.20259414613246918,0.4179787337779999,0.48381632566452026,0.24716104567050934,0.6662389636039734,0.11571308970451355,0.22068053483963013
university,0.2115909904241562,0.14843371510505676,0.28071311116218567,0.1335231363773346,0.21858684718608856,0.35588493943214417,0.3201795518398285,0.1521492451429367,0.11887256056070328
is,0.24293622374534607,0.18076173961162567,0.25726214051246643,0.3122972249984741,0.43216490745544434,0.17981943488121033,0.5394441485404968,0.04464074596762657,0.22961433231830597
robert,0.2748492956161499,0.16297975182533264,0.3203335106372833,0.08777225017547607,0.18202318251132965,0.32543468475341797,0.22155319154262543,-0.07790037244558334,0.11293095350265503
zimmer,0.24199406802654266,0.16889111697673798,0.33483263850212097,0.055521827191114426,0.2648891806602478,0.2805454432964325,0.2750321626663208,-0.11513412743806839,0.1572284698486328
.,0.3541337847709656,0.2481018751859665,0.30646806955337524,0.2844318151473999,0.515582263469696,0.21104936301708221,0.5591574311256409,-0.0580042228102684,0.4130953550338745
,who,took,isaacs,place,as,provost,in,2016,?
isaacs,0.2770562767982483,0.19439193606376648,1.0,0.12452990561723709,0.23935145139694214,0.31602340936660767,0.2177148312330246,-0.1527940034866333,0.15460693836212158
was,0.3318818509578705,0.48213186860084534,0.35831284523010254,0.26867109537124634,0.3677520453929901,0.264859676361084,0.45514053106307983,-0.009529631584882736,0.18412111699581146
replaced,0.1576022207736969,0.2081984132528305,0.19397982954978943,0.13872383534908295,0.33300021290779114,0.1886620670557022,0.2068215310573578,-0.010107986629009247,0.14945141971111298
as,0.3923053741455078,0.2319253534078598,0.23935145139694214,0.24125029146671295,1.0,0.25073137879371643,0.3887844979763031,0.04721202328801155,0.27043893933296204
provost,0.27112260460853577,0.23964619636535645,0.31602340936660767,0.15640820562839508,0.25073137879371643,0.9999998807907104,0.19382263720035553,-0.08016826212406158,0.12816457450389862
in,0.2792111933231354,0.2818296551704407,0.2177148312330246,0.38128477334976196,0.3887844979763031,0.19382263720035553,1.0,0.05308714509010315,0.20430970191955566
march,0.22332389652729034,0.2380620837211609,0.20532011985778809,0.22125975787639618,0.2616936266422272,0.2638942003250122,0.29730337858200073,-0.1650945395231247,0.2802562415599823
2016,0.040347352623939514,0.03248544782400131,-0.1527940034866333,0.06014300510287285,0.04721202328801155,-0.08016826212406158,0.05308714509010315,0.9999999403953552,-0.12147852033376694
by,0.39727845788002014,0.21169665455818176,0.27196967601776123,0.22235022485256195,0.3815547823905945,0.20384050905704498,0.370934396982193,0.019253838807344437,0.17966607213020325
daniel,0.2651176154613495,0.055560383945703506,0.33050715923309326,0.09240468591451645,0.15492023527622223,0.20050778985023499,0.1751832365989685,-0.12863564491271973,0.1540297418832779
diermeier,0.29226136207580566,0.18115964531898499,0.3837699592113495,0.14861434698104858,0.2659126818180084,0.4041176438331604,0.2996927499771118,-0.20190934836864471,0.19825944304466248
.,0.3541337847709656,0.2481018751859665,0.30646806955337524,0.2844318151473999,0.515582263469696,0.21104936301708221,0.5591574311256409,-0.0580042228102684,0.4130953550338745
