,how,did,their,lawyer,suggest,they,would,plea,?
arrested,0.07845745980739594,0.2683548331260681,0.19056613743305206,0.3289045989513397,0.08581811934709549,0.2593623399734497,0.21707992255687714,0.3315747380256653,0.15566205978393555
persons,0.23837141692638397,0.1736184060573578,0.2909320294857025,0.25477489829063416,0.26353269815444946,0.2669198513031006,0.31079044938087463,0.17572997510433197,0.22290422022342682
",",0.22659391164779663,0.3015086054801941,0.3045167922973633,0.2853246331214905,0.2924377918243408,0.390799880027771,0.32586824893951416,0.21992337703704834,0.31091248989105225
advising,0.3041061460971832,0.3283223807811737,0.24687957763671875,0.30160123109817505,0.28110724687576294,0.17280708253383636,0.3771587014198303,0.2402038723230362,0.18198339641094208
them,0.5142028331756592,0.44189682602882385,0.6078340411186218,0.18800029158592224,0.3894192576408386,0.6924025416374207,0.5105606913566589,0.2504555881023407,0.35435691475868225
to,0.44169697165489197,0.4452643394470215,0.44619059562683105,0.2520906627178192,0.3512662351131439,0.5452046394348145,0.5965728163719177,0.24961312115192413,0.29463258385658264
plead,0.20809277892112732,0.28545185923576355,0.2225312441587448,0.36172428727149963,0.24571485817432404,0.20187684893608093,0.3149575889110565,0.771485447883606,0.23760166764259338
``,-0.01591024175286293,-0.029888948425650597,0.05465886741876602,0.11320935189723969,0.09577585011720657,0.0819322019815445,0.08063928782939911,0.0052652740851044655,0.0685480609536171
nolo,0.06888866424560547,0.09525281190872192,0.07685916870832443,0.25169333815574646,0.07259420305490494,0.10050869733095169,0.0830429419875145,0.05363913252949715,0.18420672416687012
contendere,0.15759462118148804,0.2278762012720108,0.21451322734355927,0.26377394795417786,0.14980448782444,0.1710529774427414,0.2912003993988037,0.20520290732383728,0.23534166812896729
'',-0.0029843549709767103,0.01978493109345436,0.011550518684089184,-0.004079230595380068,0.08810777962207794,-0.006317874416708946,0.02574172429740429,-0.06017336994409561,0.018684765323996544
",",0.22659391164779663,0.3015086054801941,0.3045167922973633,0.2853246331214905,0.2924377918243408,0.390799880027771,0.32586824893951416,0.21992337703704834,0.31091248989105225
as,0.33782753348350525,0.3596470057964325,0.29218852519989014,0.24098654091358185,0.2946849763393402,0.3294360637664795,0.3824005722999573,0.13612988591194153,0.27043893933296204
an,0.2520636022090912,0.22598257660865784,0.19624626636505127,0.21128855645656586,0.22040964663028717,0.2435421496629715,0.2650099992752075,0.16276799142360687,0.19793890416622162
alternative,0.22395983338356018,0.15411242842674255,0.25240665674209595,0.10632063448429108,0.31642499566078186,0.23265960812568665,0.2580938935279846,0.14389874041080475,0.22607778012752533
to,0.44169697165489197,0.4452643394470215,0.44619059562683105,0.2520906627178192,0.3512662351131439,0.5452046394348145,0.5965728163719177,0.24961312115192413,0.29463258385658264
pleading,0.26185929775238037,0.2999393343925476,0.22249984741210938,0.35286885499954224,0.3068378269672394,0.21269962191581726,0.36227068305015564,0.671013355255127,0.28710174560546875
either,0.35004037618637085,0.27443668246269226,0.3655652403831482,0.18971964716911316,0.32813864946365356,0.3926966190338135,0.4276939034461975,0.2518646717071533,0.31498292088508606
guilty,0.18598181009292603,0.27672329545021057,0.14438366889953613,0.35459375381469727,0.1593804657459259,0.2222183346748352,0.2626497447490692,0.3787485659122467,0.17103199660778046
or,0.3378981947898865,0.28211739659309387,0.42146000266075134,0.11685958504676819,0.3063017725944519,0.4633304476737976,0.39548179507255554,0.20612454414367676,0.32389625906944275
not-guilty,0.18565088510513306,0.31238916516304016,0.20065800845623016,0.3572640120983124,0.1702674776315689,0.23578305542469025,0.275594562292099,0.37514132261276245,0.21627378463745117
.,0.3287222981452942,0.35288307070732117,0.34427863359451294,0.23699504137039185,0.23171280324459076,0.4510921239852905,0.35067233443260193,0.14726075530052185,0.4130953550338745
