,where,was,the,central,secretariat,based,?
the,0.5003893971443176,0.48711544275283813,1.0,0.3417201042175293,0.29265260696411133,0.29860720038414,0.22068053483963013
dynasty,0.11917287111282349,0.24324211478233337,0.26267939805984497,0.18005789816379547,0.17675668001174927,0.1108563095331192,0.15884074568748474
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.2465941160917282,0.22919902205467224,0.2660958170890808,0.20544172823429108
directly,0.38755154609680176,0.22806373238563538,0.4502958655357361,0.2712244689464569,0.19541238248348236,0.22847886383533478,0.2187996357679367
governed,0.2142609804868698,0.2891733646392822,0.3389590084552765,0.22182463109493256,0.34403303265571594,0.23122404515743256,0.12964454293251038
by,0.2641284465789795,0.4752357602119446,0.4408751428127289,0.14742699265480042,0.1638614386320114,0.3462308943271637,0.17966607213020325
the,0.5003893971443176,0.48711544275283813,1.0,0.3417201042175293,0.29265260696411133,0.29860720038414,0.22068053483963013
central,0.24971573054790497,0.21519865095615387,0.3417201042175293,1.0,0.23767314851284027,0.1569724678993225,0.14787602424621582
secretariat,0.19490720331668854,0.2092844396829605,0.29265260696411133,0.23767314851284027,1.0,0.1728849560022354,0.11597823351621628
(,0.1970011591911316,0.2980341613292694,0.33289089798927307,0.2010512501001358,0.1984415203332901,0.17193058133125305,0.40561532974243164
or,0.3651050925254822,0.2330796718597412,0.4174870550632477,0.17267680168151855,0.22344015538692474,0.24218778312206268,0.32389625906944275
zhongshu,0.23350252211093903,0.19729340076446533,0.30974340438842773,0.27910247445106506,0.2287532240152359,0.11241862177848816,0.15122734010219574
sheng,0.18033021688461304,0.19630596041679382,0.1920003890991211,0.1522541642189026,0.16850611567497253,0.1227191612124443,0.20650209486484528
),0.20711064338684082,0.3267642855644226,0.3456730246543884,0.19551944732666016,0.2023649960756302,0.1946181356906891,0.42300865054130554
at,0.4402937591075897,0.36707764863967896,0.457212895154953,0.22031977772712708,0.2091977745294571,0.17453226447105408,0.21978627145290375
khanbaliq,0.16485704481601715,0.21765540540218353,0.20302322506904602,0.22901533544063568,0.3005297780036926,0.12953634560108185,0.20082160830497742
(,0.1970011591911316,0.2980341613292694,0.33289089798927307,0.2010512501001358,0.1984415203332901,0.17193058133125305,0.40561532974243164
modern,0.2249264419078827,0.23571695387363434,0.3283970355987549,0.15431827306747437,0.15096843242645264,0.24341998994350433,0.12475407868623734
beijing,0.22842998802661896,0.2369360625743866,0.2713945806026459,0.2520451545715332,0.19135208427906036,0.12720908224582672,0.16358482837677002
),0.20711064338684082,0.3267642855644226,0.3456730246543884,0.19551944732666016,0.2023649960756302,0.1946181356906891,0.42300865054130554
;,-0.020392686128616333,0.0754367932677269,0.09152708947658539,0.11202020943164825,0.032182127237319946,0.11460742354393005,0.10349778085947037
similarly,0.3466280698776245,0.22495980560779572,0.33859682083129883,0.11995356529951096,0.2166489064693451,0.3217260539531708,0.23036029934883118
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.2587154507637024,0.21162110567092896,0.27976205945014954,0.31091248989105225
another,0.42079871892929077,0.34961897134780884,0.5019711852073669,0.21102069318294525,0.1756673902273178,0.23041412234306335,0.295511931180954
top-level,0.2409742772579193,0.11540833115577698,0.30067139863967896,0.25559669733047485,0.2974125146865845,0.13444644212722778,0.23824462294578552
administrative,0.19455289840698242,0.17269738018512726,0.25410786271095276,0.28531965613365173,0.3521052896976471,0.16235707700252533,0.15912041068077087
department,0.1931867003440857,0.22511546313762665,0.32582083344459534,0.21654441952705383,0.4466720223426819,0.18606412410736084,0.1343645304441452
called,0.3857341706752777,0.33927658200263977,0.489897221326828,0.2023940086364746,0.16167385876178741,0.31727442145347595,0.18963319063186646
the,0.5003893971443176,0.48711544275283813,1.0,0.3417201042175293,0.29265260696411133,0.29860720038414,0.22068053483963013
bureau,0.131097212433815,0.21380817890167236,0.26302388310432434,0.2702780067920685,0.3731929063796997,0.24908015131950378,0.12716132402420044
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.3415789008140564,0.2976089119911194,0.3033197224140167,0.1826142966747284
buddhist,0.15073847770690918,0.16299016773700714,0.20901480317115784,0.1773739904165268,0.2087627798318863,0.14267918467521667,0.15461066365242004
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.2465941160917282,0.22919902205467224,0.2660958170890808,0.20544172823429108
tibetan,0.1560230702161789,0.08740386366844177,0.2316000759601593,0.24610181152820587,0.20796632766723633,0.12963508069515228,0.14673879742622375
affairs,0.08428273350000381,0.22749462723731995,0.22447159886360168,0.178047776222229,0.5331644415855408,0.055866539478302,0.11928717792034149
(,0.1970011591911316,0.2980341613292694,0.33289089798927307,0.2010512501001358,0.1984415203332901,0.17193058133125305,0.40561532974243164
or,0.3651050925254822,0.2330796718597412,0.4174870550632477,0.17267680168151855,0.22344015538692474,0.24218778312206268,0.32389625906944275
xuanzheng,0.21649587154388428,0.2660960257053375,0.2646876275539398,0.21977141499519348,0.24063082039356232,0.1243373230099678,0.24503181874752045
yuan,0.05394682660698891,0.19482262432575226,0.2548272907733917,0.16617019474506378,0.20263373851776123,0.11150135099887848,0.12871281802654266
),0.20711064338684082,0.3267642855644226,0.3456730246543884,0.19551944732666016,0.2023649960756302,0.1946181356906891,0.42300865054130554
held,0.27823105454444885,0.30231067538261414,0.32185450196266174,0.15937039256095886,0.24398253858089447,0.16468992829322815,0.14103956520557404
administrative,0.19455289840698242,0.17269738018512726,0.25410786271095276,0.28531965613365173,0.3521052896976471,0.16235707700252533,0.15912041068077087
rule,0.2516975700855255,0.19895824790000916,0.29894936084747314,0.03152582421898842,0.17954127490520477,0.125030055642128,0.1955260932445526
over,0.33514800667762756,0.24486446380615234,0.39856547117233276,0.2639354467391968,0.18283283710479736,0.14253529906272888,0.25742942094802856
the,0.5003893971443176,0.48711544275283813,1.0,0.3417201042175293,0.29265260696411133,0.29860720038414,0.22068053483963013
whole,0.3123922348022461,0.22826434671878815,0.4517841339111328,0.27735430002212524,0.19693663716316223,0.24430721998214722,0.21052291989326477
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.3415789008140564,0.2976089119911194,0.3033197224140167,0.1826142966747284
modern-day,0.2282845824956894,0.3210471272468567,0.3206247389316559,0.19775381684303284,0.25942203402519226,0.26873883605003357,0.2257315069437027
tibet,0.20937839150428772,0.1067204475402832,0.23859025537967682,0.25338640809059143,0.2276919186115265,0.11755218356847763,0.17537984251976013
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.2465941160917282,0.22919902205467224,0.2660958170890808,0.20544172823429108
a,0.40997210144996643,0.4508470594882965,0.5829201340675354,0.26925721764564514,0.22453421354293823,0.2977409064769745,0.23916715383529663
part,0.3328706920146942,0.3407018780708313,0.527681291103363,0.3872494101524353,0.2563398778438568,0.24656914174556732,0.08557961881160736
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.3415789008140564,0.2976089119911194,0.3033197224140167,0.1826142966747284
sichuan,0.17158377170562744,0.1795976310968399,0.2397954910993576,0.26241081953048706,0.15995311737060547,0.10139525681734085,0.12777219712734222
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.2587154507637024,0.21162110567092896,0.27976205945014954,0.31091248989105225
qinghai,0.22286292910575867,0.23994594812393188,0.3059384524822235,0.32425427436828613,0.2885369658470154,0.1264326423406601,0.20057429373264313
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.2465941160917282,0.22919902205467224,0.2660958170890808,0.20544172823429108
kashmir,0.20680491626262665,0.17328153550624847,0.2859722673892975,0.22828508913516998,0.25900378823280334,0.09942208975553513,0.06440603733062744
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.3193301260471344,0.25253239274024963,0.29699069261550903,0.4130953550338745
