,living,from,973–1048,ce,he,was,one,of,the,earliest,persian,geologists,",",what,was,his,name,?
are,0.2966900169849396,0.2674213647842407,-0.07580798119306564,0.16285234689712524,0.22751110792160034,0.3076191842556,0.42537835240364075,0.39081433415412903,0.40399202704429626,0.23689374327659607,0.13948935270309448,0.2732352316379547,0.4062570035457611,0.29724663496017456,0.3076191842556,0.1785505712032318,0.17349179089069366,0.24591213464736938
of,0.3499443829059601,0.4249346852302551,0.06593843549489975,0.1586742401123047,0.38706058263778687,0.4069072902202606,0.4999135136604309,1.0,0.733189046382904,0.33267632126808167,0.20058591663837433,0.21582631766796112,0.4946078956127167,0.33290785551071167,0.4069072902202606,0.38364991545677185,0.24075818061828613,0.1826142966747284
the,0.3127744197845459,0.40150508284568787,0.057330165058374405,0.2043403536081314,0.4571082592010498,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.24001385271549225,0.29488950967788696,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.4394008219242096,0.3171212375164032,0.22068053483963013
opinion,0.128402441740036,0.1647053211927414,0.04606723412871361,0.0819845050573349,0.23076966404914856,0.23842191696166992,0.26820582151412964,0.20495454967021942,0.22474613785743713,0.14809972047805786,0.12985245883464813,0.15323716402053833,0.30441099405288696,0.41087794303894043,0.23842191696166992,0.26037362217903137,0.19999420642852783,0.38472914695739746
that,0.2670987546443939,0.3477667272090912,-0.010054298676550388,0.11898010969161987,0.36068853735923767,0.33670201897621155,0.5133185982704163,0.41498205065727234,0.5473989248275757,0.32193127274513245,0.2087990790605545,0.325063556432724,0.4137537479400635,0.6297725439071655,0.33670201897621155,0.3173833191394806,0.27224332094192505,0.32716336846351624
the,0.3127744197845459,0.40150508284568787,0.057330165058374405,0.2043403536081314,0.4571082592010498,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.24001385271549225,0.29488950967788696,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.4394008219242096,0.3171212375164032,0.22068053483963013
origin,0.23291805386543274,0.36795946955680847,-0.03124966472387314,0.12302576750516891,0.1470811516046524,0.20749133825302124,0.16148081421852112,0.23941168189048767,0.24161343276500702,0.29849669337272644,0.18492044508457184,0.2839767634868622,0.2943580448627472,0.20149369537830353,0.20749133825302124,0.1305711418390274,0.3408733308315277,0.12716172635555267
of,0.3499443829059601,0.4249346852302551,0.06593843549489975,0.1586742401123047,0.38706058263778687,0.4069072902202606,0.4999135136604309,1.0,0.733189046382904,0.33267632126808167,0.20058591663837433,0.21582631766796112,0.4946078956127167,0.33290785551071167,0.4069072902202606,0.38364991545677185,0.24075818061828613,0.1826142966747284
the,0.3127744197845459,0.40150508284568787,0.057330165058374405,0.2043403536081314,0.4571082592010498,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.24001385271549225,0.29488950967788696,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.4394008219242096,0.3171212375164032,0.22068053483963013
science,0.19459673762321472,0.22525878250598907,-0.09352701157331467,0.09379778802394867,0.256134569644928,0.22005605697631836,0.19862592220306396,0.2616958022117615,0.24037593603134155,0.20700135827064514,0.11938180029392242,0.30502620339393616,0.2623405158519745,0.2612018585205078,0.22005605697631836,0.18606998026371002,0.15842750668525696,0.17974960803985596
of,0.3499443829059601,0.4249346852302551,0.06593843549489975,0.1586742401123047,0.38706058263778687,0.4069072902202606,0.4999135136604309,1.0,0.733189046382904,0.33267632126808167,0.20058591663837433,0.21582631766796112,0.4946078956127167,0.33290785551071167,0.4069072902202606,0.38364991545677185,0.24075818061828613,0.1826142966747284
geology,0.1909204125404358,0.2046470046043396,-0.025288406759500504,0.07947194576263428,0.1507582813501358,0.11747080832719803,0.1852773129940033,0.2915674149990082,0.214850515127182,0.20930859446525574,0.17894859611988068,0.6594966650009155,0.21413999795913696,0.27770960330963135,0.11747080832719803,0.16538992524147034,0.14689163863658905,0.1570872962474823
can,0.1219123899936676,0.2516351342201233,-0.10274822264909744,0.16986528038978577,0.20159964263439178,0.23099195957183838,0.34032124280929565,0.2603091299533844,0.312528520822525,0.1863265484571457,0.17883779108524323,0.22955827414989471,0.3139454126358032,0.34502777457237244,0.23099195957183838,0.13348791003227234,0.1310177892446518,0.3226337134838104
be,0.1676788628101349,0.3107333183288574,-0.012587339617311954,0.15265928208827972,0.3325980603694916,0.42228707671165466,0.4154875874519348,0.33904364705085754,0.4248143136501312,0.22464895248413086,0.1957932710647583,0.23381906747817993,0.39254459738731384,0.3929833769798279,0.42228707671165466,0.21738691627979279,0.19639723002910614,0.3324260413646698
traced,0.16938945651054382,0.33633938431739807,0.048017535358667374,0.20883522927761078,0.2749512195587158,0.3115761876106262,0.2493009716272354,0.325751930475235,0.34548765420913696,0.38792476058006287,0.3105832636356354,0.2509728670120239,0.2596147656440735,0.22912096977233887,0.3115761876106262,0.24782752990722656,0.19027705490589142,0.10152046382427216
to,0.2300543487071991,0.4069952368736267,-0.060652464628219604,0.1249978169798851,0.385390967130661,0.3636345863342285,0.4025384783744812,0.41548454761505127,0.535392165184021,0.20613901317119598,0.17904242873191833,0.24980248510837555,0.44245919585227966,0.455847829580307,0.3636345863342285,0.3715193271636963,0.27806994318962097,0.29463258385658264
persia,0.09657233208417892,0.20195290446281433,-0.03151045739650726,0.3679686188697815,0.22601766884326935,0.20144842565059662,0.19941861927509308,0.25637543201446533,0.24922017753124237,0.2401697188615799,0.7983201742172241,0.1675255000591278,0.19838698208332062,0.23393623530864716,0.20144842565059662,0.26081565022468567,0.1714048683643341,0.14247620105743408
after,0.09166904538869858,0.4051513373851776,0.08800262212753296,0.12197244167327881,0.3936046361923218,0.49306565523147583,0.3593756854534149,0.3867455720901489,0.4565047025680542,0.19450479745864868,0.15249191224575043,0.17579694092273712,0.38860568404197693,0.21973377466201782,0.49306565523147583,0.41949746012687683,0.2467648833990097,0.16608688235282898
the,0.3127744197845459,0.40150508284568787,0.057330165058374405,0.2043403536081314,0.4571082592010498,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.24001385271549225,0.29488950967788696,0.4933079481124878,0.42745697498321533,0.48711544275283813,0.4394008219242096,0.3171212375164032,0.22068053483963013
muslim,0.13798682391643524,0.14690551161766052,-0.036174435168504715,0.33429139852523804,0.2504630386829376,0.230477973818779,0.23468495905399323,0.267849862575531,0.28099653124809265,0.12978917360305786,0.43652185797691345,0.2087508738040924,0.21974200010299683,0.2631456255912781,0.230477973818779,0.22091786563396454,0.06530079245567322,0.17456822097301483
conquests,0.14820872247219086,0.16094450652599335,0.05495261028409004,0.3454953730106354,0.2177954763174057,0.22138141095638275,0.21283459663391113,0.2998427450656891,0.347616046667099,0.21362324059009552,0.38075825572013855,0.284334272146225,0.20157155394554138,0.23276212811470032,0.22138141095638275,0.2919858694076538,0.18285705149173737,0.14706142246723175
had,0.22717885673046112,0.3075238764286041,0.09151482582092285,0.12344343215227127,0.43657350540161133,0.5927209258079529,0.3595404326915741,0.37755560874938965,0.3875846862792969,0.24244049191474915,0.11232663691043854,0.20951126515865326,0.35487717390060425,0.23849567770957947,0.5927209258079529,0.4401516616344452,0.1840408891439438,0.20728366076946259
come,0.17983996868133545,0.32651904225349426,-0.0051084477454423904,0.11862586438655853,0.25002989172935486,0.1758924275636673,0.31002354621887207,0.3194141983985901,0.36020293831825256,0.21980896592140198,0.20214511454105377,0.2794947624206543,0.350309282541275,0.39461299777030945,0.1758924275636673,0.22726254165172577,0.18453148007392883,0.22318024933338165
to,0.2300543487071991,0.4069952368736267,-0.060652464628219604,0.1249978169798851,0.385390967130661,0.3636345863342285,0.4025384783744812,0.41548454761505127,0.535392165184021,0.20613901317119598,0.17904242873191833,0.24980248510837555,0.44245919585227966,0.455847829580307,0.3636345863342285,0.3715193271636963,0.27806994318962097,0.29463258385658264
an,0.11388735473155975,0.20876385271549225,-0.006812260486185551,0.0757952630519867,0.281929612159729,0.3694365322589874,0.2829729914665222,0.32280945777893066,0.4207492768764496,0.20667658746242523,0.16677013039588928,0.1826680600643158,0.3581022024154663,0.2821882665157318,0.3694365322589874,0.24025635421276093,0.22033736109733582,0.19793890416622162
end,0.15230035781860352,0.31609439849853516,0.06565210968255997,0.1856408566236496,0.25187915563583374,0.19220198690891266,0.27769872546195984,0.2215006798505783,0.39658910036087036,0.22837091982364655,0.10955442488193512,0.17452430725097656,0.25448864698410034,0.29234179854393005,0.19220198690891266,0.18775546550750732,0.1902262419462204,0.12543344497680664
.,0.27785244584083557,0.41536515951156616,-0.006800178904086351,0.28067639470100403,0.38061028718948364,0.40146201848983765,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.21521835029125214,0.21353885531425476,0.20061980187892914,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.3119256794452667,0.24737101793289185,0.4130953550338745
