,what,company,did,the,abc,network,'s,parent,company,merge,with,in,the,1980s,?
espn,0.20291002094745636,0.2073420286178589,0.16097742319107056,0.19345609843730927,0.42660194635391235,0.4269711971282959,0.03143302723765373,0.15008798241615295,0.2073420286178589,0.10405042767524719,0.2131955921649933,0.12142056226730347,0.19345609843730927,0.028940638527274132,0.1709517240524292
",",0.3087472915649414,0.2697763442993164,0.3015086054801941,0.4933079481124878,0.2097204476594925,0.1932937651872635,-0.0016132977325469255,0.23819732666015625,0.2697763442993164,0.24273967742919922,0.4120737314224243,0.5201468467712402,0.4933079481124878,0.012025163508951664,0.31091248989105225
the,0.42745697498321533,0.26591673493385315,0.34736719727516174,1.0,0.2068762183189392,0.27187061309814453,-0.01540423184633255,0.2354632169008255,0.26591673493385315,0.26616451144218445,0.4223487675189972,0.6662389636039734,1.0,0.07890266180038452,0.22068053483963013
network,0.16917307674884796,0.28571397066116333,0.08572790026664734,0.27187061309814453,0.4295894205570221,1.0000001192092896,0.07819218933582306,0.21580679714679718,0.28571397066116333,0.16834674775600433,0.2153671681880951,0.19496823847293854,0.27187061309814453,0.14011655747890472,0.17853789031505585
's,0.02692362666130066,0.003266559913754463,0.05069678649306297,-0.01540423184633255,0.06670809537172318,0.07819218933582306,0.9999999403953552,-0.025626735761761665,0.003266559913754463,0.038100097328424454,-0.04624466598033905,-0.037580832839012146,-0.01540423184633255,0.1363120675086975,-0.023395681753754616
parent,0.2041042447090149,0.2895146310329437,0.10150361806154251,0.2354632169008255,0.21705441176891327,0.21580679714679718,-0.025626735761761665,1.0,0.2895146310329437,0.27236485481262207,0.24343998730182648,0.15339559316635132,0.2354632169008255,0.09684117138385773,0.19855059683322906
merged,0.13653609156608582,0.22689929604530334,0.156179741024971,0.22961698472499847,0.0735054463148117,0.17110659182071686,-0.018622204661369324,0.18595971167087555,0.22689929604530334,0.7338131070137024,0.1912609189748764,0.20397168397903442,0.22961698472499847,0.18740299344062805,0.16063673794269562
with,0.2464839518070221,0.24132338166236877,0.25472134351730347,0.4223487675189972,0.17432008683681488,0.2153671681880951,-0.04624466598033905,0.24343998730182648,0.24132338166236877,0.2009592354297638,0.9999999403953552,0.4080928862094879,0.4223487675189972,0.04422835260629654,0.2433311939239502
capital,0.17967931926250458,0.1646019071340561,0.08427972346544266,0.3049491047859192,0.2084534764289856,0.1755395531654358,0.01144334115087986,0.1409013867378235,0.1646019071340561,0.1931392252445221,0.13558538258075714,0.3233928978443146,0.3049491047859192,0.12939603626728058,0.0907452180981636
cities,0.161918506026268,0.1966787576675415,0.13977929949760437,0.2621172070503235,0.124558225274086,0.20787976682186127,0.006531212944537401,0.07055453956127167,0.1966787576675415,0.1565958559513092,0.22294199466705322,0.32293570041656494,0.2621172070503235,0.11712931096553802,0.13339310884475708
communications,0.18950708210468292,0.30990004539489746,0.18106533586978912,0.2746332883834839,0.25629571080207825,0.4788267910480499,0.06583338230848312,0.222987100481987,0.30990004539489746,0.1820821464061737,0.2486184537410736,0.1869867891073227,0.2746332883834839,0.16614581644535065,0.09561901539564133
",",0.3087472915649414,0.2697763442993164,0.3015086054801941,0.4933079481124878,0.2097204476594925,0.1932937651872635,-0.0016132977325469255,0.23819732666015625,0.2697763442993164,0.24273967742919922,0.4120737314224243,0.5201468467712402,0.4933079481124878,0.012025163508951664,0.31091248989105225
owner,0.149997740983963,0.4391859173774719,0.16312608122825623,0.22181597352027893,0.22089536488056183,0.20671480894088745,0.025602707639336586,0.2854132056236267,0.4391859173774719,0.13915668427944183,0.18321305513381958,0.21050013601779938,0.22181597352027893,0.21263077855110168,0.1461835652589798
of,0.33290785551071167,0.20467796921730042,0.2513895630836487,0.733189046382904,0.14607268571853638,0.21800683438777924,-0.03817026689648628,0.18322299420833588,0.20467796921730042,0.19220814108848572,0.41827285289764404,0.5696388483047485,0.733189046382904,0.11110851913690567,0.1826142966747284
several,0.22446060180664062,0.1799900233745575,0.24080568552017212,0.40559855103492737,0.1428346037864685,0.18919797241687775,-0.012985157780349255,0.13830596208572388,0.1799900233745575,0.13452070951461792,0.3401424288749695,0.39405709505081177,0.40559855103492737,0.08841635286808014,0.15595775842666626
print,0.2667001783847809,0.24355317652225494,0.22203360497951508,0.1922312080860138,0.22562679648399353,0.2045057713985443,0.05308292806148529,0.1562146097421646,0.24355317652225494,0.13998828828334808,0.13057541847229004,0.18454425036907196,0.1922312080860138,0.12614805996418,0.19833904504776
publications,0.18124917149543762,0.2374565154314041,0.16112129390239716,0.17345446348190308,0.1660967916250229,0.20121051371097565,-0.02636771649122238,0.09923328459262848,0.2374565154314041,0.14478549361228943,0.1337476521730423,0.19806735217571259,0.17345446348190308,0.009480730630457401,0.20990557968616486
",",0.3087472915649414,0.2697763442993164,0.3015086054801941,0.4933079481124878,0.2097204476594925,0.1932937651872635,-0.0016132977325469255,0.23819732666015625,0.2697763442993164,0.24273967742919922,0.4120737314224243,0.5201468467712402,0.4933079481124878,0.012025163508951664,0.31091248989105225
and,0.31309178471565247,0.23788511753082275,0.34479495882987976,0.5171257257461548,0.16453155875205994,0.27591994404792786,0.06895173341035843,0.2105613499879837,0.23788511753082275,0.18629194796085358,0.5477725267410278,0.4954058527946472,0.5171257257461548,0.016964120790362358,0.20544172823429108
television,0.19838058948516846,0.25623777508735657,0.17055591940879822,0.24569597840309143,0.46871840953826904,0.4371747076511383,0.11021530628204346,0.20287534594535828,0.25623777508735657,0.10483648627996445,0.17469868063926697,0.2689782977104187,0.24569597840309143,0.017650892958045006,0.16825827956199646
and,0.31309178471565247,0.23788511753082275,0.34479495882987976,0.5171257257461548,0.16453155875205994,0.27591994404792786,0.06895173341035843,0.2105613499879837,0.23788511753082275,0.18629194796085358,0.5477725267410278,0.4954058527946472,0.5171257257461548,0.016964120790362358,0.20544172823429108
radio,0.16863368451595306,0.13528293371200562,0.16486462950706482,0.23511973023414612,0.35354745388031006,0.3433379530906677,0.13450658321380615,0.12193582206964493,0.13528293371200562,0.1601216197013855,0.15850627422332764,0.22625693678855896,0.23511973023414612,0.027458516880869865,0.08763375133275986
stations,0.1621520221233368,0.24801203608512878,0.16568200290203094,0.24762700498104095,0.23858611285686493,0.4009798467159271,0.029389679431915283,0.1302921324968338,0.24801203608512878,0.18623663485050201,0.1949257254600525,0.25864288210868835,0.24762700498104095,0.19842278957366943,0.13192185759544373
.,0.3567904531955719,0.266353577375412,0.35288307070732117,0.5934505462646484,0.2567209303379059,0.23909442126750946,-0.003708066651597619,0.2628137767314911,0.266353577375412,0.2164151519536972,0.4446153938770294,0.5591574311256409,0.5934505462646484,0.033740852028131485,0.4130953550338745
