,when,had,the,brotherhood,renounced,violence,as,a,means,of,achieving,its,goals,?
direction,0.21485374867916107,0.14310456812381744,0.28851455450057983,0.2196749597787857,0.07636965811252594,0.1906408667564392,0.24169524013996124,0.22025705873966217,0.19751788675785065,0.18922415375709534,0.24460892379283905,0.21673481166362762,0.19445295631885529,0.10739318281412125
.,0.475719153881073,0.37348684668540955,0.5934505462646484,0.15035925805568695,0.24507474899291992,0.22271575033664703,0.515582263469696,0.50484299659729,0.18089891970157623,0.5352458953857422,0.23635470867156982,0.3566088080406189,0.16114914417266846,0.4130953550338745
,when,had,the,brotherhood,renounced,violence,as,a,means,of,achieving,its,goals,?
by,0.4376842677593231,0.37294110655784607,0.4408751428127289,0.25664007663726807,0.2307318150997162,0.21456557512283325,0.3815547823905945,0.32094135880470276,0.16834649443626404,0.3646814823150635,0.15675674378871918,0.24398943781852722,0.08820318430662155,0.17966607213020325
the,0.5091903209686279,0.3875846862792969,1.0,0.2368839830160141,0.2572559416294098,0.25465771555900574,0.48381632566452026,0.5829201340675354,0.32225894927978516,0.733189046382904,0.35560527443885803,0.559237003326416,0.11426310986280441,0.22068053483963013
1970s,0.011553144082427025,0.04497331380844116,0.004102230537682772,-0.008980230428278446,0.03873006999492645,0.07416295260190964,0.05110866576433182,-0.008740115910768509,0.032805174589157104,0.060115184634923935,0.02244533784687519,-0.011291023343801498,0.07327955961227417,0.03861190751194954
",",0.36674630641937256,0.35487717390060425,0.4933079481124878,0.21324464678764343,0.259053111076355,0.2299048751592636,0.48816442489624023,0.427140474319458,0.24041147530078888,0.4946078956127167,0.22593005001544952,0.33157986402511597,0.18402206897735596,0.31091248989105225
the,0.5091903209686279,0.3875846862792969,1.0,0.2368839830160141,0.2572559416294098,0.25465771555900574,0.48381632566452026,0.5829201340675354,0.32225894927978516,0.733189046382904,0.35560527443885803,0.559237003326416,0.11426310986280441,0.22068053483963013
brotherhood,0.18140225112438202,0.17602314054965973,0.2368839830160141,0.9999998807907104,0.29788753390312195,0.3257770240306854,0.22813482582569122,0.22638042271137238,0.1824917495250702,0.2067413628101349,0.33212292194366455,0.16818004846572876,0.22052080929279327,0.1117945984005928
had,0.37526828050613403,0.9999999403953552,0.3875846862792969,0.17602314054965973,0.3798111081123352,0.1851709485054016,0.3393979072570801,0.34897568821907043,0.19668522477149963,0.37755560874938965,0.26441437005996704,0.32081788778305054,0.15134531259536743,0.20728366076946259
renounced,0.23693574965000153,0.3798111081123352,0.2572559416294098,0.29788753390312195,1.0,0.3152857720851898,0.24009916186332703,0.23372997343540192,0.20120467245578766,0.26389017701148987,0.250030517578125,0.20610298216342926,0.22087951004505157,0.1873418241739273
violence,0.2319701910018921,0.1851709485054016,0.25465771555900574,0.3257770240306854,0.3152857720851898,1.0000001192092896,0.22102874517440796,0.2158076912164688,0.1999896615743637,0.21331627666950226,0.25524044036865234,0.22270320355892181,0.17886625230312347,0.20634515583515167
as,0.4437963366508484,0.3393979072570801,0.48381632566452026,0.22813482582569122,0.24009916186332703,0.22102874517440796,1.0,0.39550232887268066,0.19043149054050446,0.3886612355709076,0.25743404030799866,0.31874480843544006,0.1147177442908287,0.27043893933296204
a,0.44397395849227905,0.34897568821907043,0.5829201340675354,0.22638042271137238,0.23372997343540192,0.2158076912164688,0.39550232887268066,1.0,0.34418490529060364,0.5052502155303955,0.3357015550136566,0.4424409866333008,0.10896897315979004,0.23916715383529663
means,0.28682997822761536,0.19668522477149963,0.32225894927978516,0.1824917495250702,0.20120467245578766,0.1999896615743637,0.19043149054050446,0.34418490529060364,1.0000001192092896,0.29942914843559265,0.2973116338253021,0.309122234582901,0.05137045681476593,0.21233566105365753
of,0.3757161796092987,0.37755560874938965,0.733189046382904,0.2067413628101349,0.26389017701148987,0.21331627666950226,0.3886612355709076,0.5052502155303955,0.29942914843559265,1.0,0.3275443911552429,0.48690423369407654,0.10088890790939331,0.1826142966747284
achieving,0.21675123274326324,0.26441437005996704,0.35560527443885803,0.33212292194366455,0.250030517578125,0.25524044036865234,0.25743404030799866,0.3357015550136566,0.2973116338253021,0.3275443911552429,1.0,0.3698858916759491,0.269756019115448,0.16495080292224884
its,0.34032323956489563,0.32081788778305054,0.559237003326416,0.16818004846572876,0.20610298216342926,0.22270320355892181,0.31874480843544006,0.4424409866333008,0.309122234582901,0.48690423369407654,0.3698858916759491,1.0,0.11332490295171738,0.15103481709957123
goals,0.08947751671075821,0.15134531259536743,0.11426310986280441,0.22052080929279327,0.22087951004505157,0.17886625230312347,0.1147177442908287,0.10896897315979004,0.05137045681476593,0.10088890790939331,0.269756019115448,0.11332490295171738,1.0,0.16318443417549133
.,0.475719153881073,0.37348684668540955,0.5934505462646484,0.15035925805568695,0.24507474899291992,0.22271575033664703,0.515582263469696,0.50484299659729,0.18089891970157623,0.5352458953857422,0.23635470867156982,0.3566088080406189,0.16114914417266846,0.4130953550338745
