,in,what,way,do,idea,strings,transmit,tesion,forces,?
objects,0.23406893014907837,0.24020016193389893,0.37016376852989197,0.23098859190940857,0.28776514530181885,0.3049676716327667,0.29008394479751587,0.32103925943374634,0.2820701003074646,0.15479016304016113
are,0.3841303884983063,0.29724663496017456,0.3754369020462036,0.41111594438552856,0.2155904471874237,0.27861738204956055,0.2551005482673645,0.26358282566070557,0.22039441764354706,0.24591213464736938
connected,0.28792381286621094,0.21880124509334564,0.3008604645729065,0.21595774590969086,0.21738368272781372,0.19222204387187958,0.3806140720844269,0.30263862013816833,0.19366692006587982,0.11086785048246384
by,0.370934396982193,0.2455483376979828,0.3228684663772583,0.1481526494026184,0.2571745216846466,0.1604236662387848,0.1929088830947876,0.20876984298229218,0.294624388217926,0.17966607213020325
an,0.2605783939361572,0.2821882665157318,0.2338123321533203,0.25865980982780457,0.1786234825849533,0.17022031545639038,0.18195407092571259,0.2476576268672943,0.16929563879966736,0.19793890416622162
ideal,0.23391234874725342,0.31059911847114563,0.40200531482696533,0.17037837207317352,0.4919416904449463,0.20553980767726898,0.1716097742319107,0.3261019289493561,0.16517361998558044,0.13358637690544128
string,0.14018605649471283,0.17737996578216553,0.2426961362361908,0.15976986289024353,0.24170929193496704,0.8632242679595947,0.18097572028636932,0.2907056212425232,0.13715556263923645,0.16560307145118713
",",0.5201468467712402,0.3087472915649414,0.2861018478870392,0.3283645510673523,0.22699743509292603,0.25902312994003296,0.17895877361297607,0.24260753393173218,0.2544684410095215,0.31091248989105225
any,0.3135753571987152,0.43670421838760376,0.3869442641735077,0.4126444458961487,0.3080126643180847,0.23531946539878845,0.2976824939250946,0.3137904405593872,0.22960515320301056,0.4113408327102661
force,0.21744468808174133,0.16915984451770782,0.20701614022254944,0.20164671540260315,0.20167315006256104,0.1759941577911377,0.17084498703479767,0.3518097996711731,0.6498695015907288,0.1650998443365097
directed,0.1949853003025055,0.1783117949962616,0.1782713681459427,0.13397130370140076,0.20568281412124634,0.14555273950099945,0.11066634207963943,0.1423293501138687,0.1359156221151352,0.1359327733516693
along,0.3603311777114868,0.22421957552433014,0.34825634956359863,0.1786094307899475,0.14274290204048157,0.13759174942970276,0.21829572319984436,0.1986745446920395,0.24654287099838257,0.17134909331798553
the,0.6662389636039734,0.42745697498321533,0.36217406392097473,0.30239659547805786,0.2839161455631256,0.19122597575187683,0.2503734529018402,0.27476078271865845,0.3134811818599701,0.22068053483963013
string,0.14018605649471283,0.17737996578216553,0.2426961362361908,0.15976986289024353,0.24170929193496704,0.8632242679595947,0.18097572028636932,0.2907056212425232,0.13715556263923645,0.16560307145118713
by,0.370934396982193,0.2455483376979828,0.3228684663772583,0.1481526494026184,0.2571745216846466,0.1604236662387848,0.1929088830947876,0.20876984298229218,0.294624388217926,0.17966607213020325
the,0.6662389636039734,0.42745697498321533,0.36217406392097473,0.30239659547805786,0.2839161455631256,0.19122597575187683,0.2503734529018402,0.27476078271865845,0.3134811818599701,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.2823508083820343,0.19137287139892578,0.2836466133594513,0.10410881042480469,0.17589303851127625,0.1889517456293106,0.20469938218593597,0.18701928853988647
object,0.18661287426948547,0.25733083486557007,0.3356300890445709,0.216600239276886,0.2936149835586548,0.25868672132492065,0.24583075940608978,0.337815523147583,0.23975132405757904,0.19573666155338287
is,0.5394441485404968,0.28837618231773376,0.31685471534729004,0.30895981192588806,0.21963010728359222,0.16193276643753052,0.20121359825134277,0.2728806138038635,0.18792390823364258,0.22961433231830597
accompanied,0.18386249244213104,0.16123847663402557,0.2184489518404007,0.16472923755645752,0.08426021039485931,0.2542124390602112,0.1279379278421402,0.18640263378620148,0.16934794187545776,0.14135776460170746
by,0.370934396982193,0.2455483376979828,0.3228684663772583,0.1481526494026184,0.2571745216846466,0.1604236662387848,0.1929088830947876,0.20876984298229218,0.294624388217926,0.17966607213020325
a,0.539380669593811,0.3320399522781372,0.3330821096897125,0.26237669587135315,0.3483608067035675,0.13769476115703583,0.23485954105854034,0.2975173890590668,0.17848460376262665,0.23916715383529663
force,0.21744468808174133,0.16915984451770782,0.20701614022254944,0.20164671540260315,0.20167315006256104,0.1759941577911377,0.17084498703479767,0.3518097996711731,0.6498695015907288,0.1650998443365097
directed,0.1949853003025055,0.1783117949962616,0.1782713681459427,0.13397130370140076,0.20568281412124634,0.14555273950099945,0.11066634207963943,0.1423293501138687,0.1359156221151352,0.1359327733516693
along,0.3603311777114868,0.22421957552433014,0.34825634956359863,0.1786094307899475,0.14274290204048157,0.13759174942970276,0.21829572319984436,0.1986745446920395,0.24654287099838257,0.17134909331798553
the,0.6662389636039734,0.42745697498321533,0.36217406392097473,0.30239659547805786,0.2839161455631256,0.19122597575187683,0.2503734529018402,0.27476078271865845,0.3134811818599701,0.22068053483963013
string,0.14018605649471283,0.17737996578216553,0.2426961362361908,0.15976986289024353,0.24170929193496704,0.8632242679595947,0.18097572028636932,0.2907056212425232,0.13715556263923645,0.16560307145118713
in,1.0,0.30808621644973755,0.30444321036338806,0.23402775824069977,0.20288406312465668,0.11179190874099731,0.14338745176792145,0.2222808450460434,0.2565164566040039,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.36217406392097473,0.30239659547805786,0.2839161455631256,0.19122597575187683,0.2503734529018402,0.27476078271865845,0.3134811818599701,0.22068053483963013
opposite,0.2634362578392029,0.2760887145996094,0.35428932309150696,0.24732781946659088,0.23828279972076416,0.18686413764953613,0.21403922140598297,0.37024736404418945,0.2651841342449188,0.0778411254286766
direction,0.17485231161117554,0.25776705145835876,0.3743983507156372,0.18628260493278503,0.2432095855474472,0.20296739041805267,0.2455809861421585,0.31492266058921814,0.24017015099525452,0.10739318281412125
by,0.370934396982193,0.2455483376979828,0.3228684663772583,0.1481526494026184,0.2571745216846466,0.1604236662387848,0.1929088830947876,0.20876984298229218,0.294624388217926,0.17966607213020325
the,0.6662389636039734,0.42745697498321533,0.36217406392097473,0.30239659547805786,0.2839161455631256,0.19122597575187683,0.2503734529018402,0.27476078271865845,0.3134811818599701,0.22068053483963013
second,0.34510284662246704,0.19948028028011322,0.21293188631534576,0.15643955767154694,0.22184477746486664,0.10773277282714844,0.15146435797214508,0.1841164231300354,0.23856960237026215,0.17239587008953094
object,0.18661287426948547,0.25733083486557007,0.3356300890445709,0.216600239276886,0.2936149835586548,0.25868672132492065,0.24583075940608978,0.337815523147583,0.23975132405757904,0.19573666155338287
.,0.5591574311256409,0.3567904531955719,0.33520638942718506,0.3613996207714081,0.26084083318710327,0.22129419445991516,0.20934782922267914,0.28371164202690125,0.21802116930484772,0.4130953550338745
