,why,does,competition,among,workers,drive,down,wages,?
there,0.41627052426338196,0.2930194139480591,0.2303357571363449,0.2721496820449829,0.21683305501937866,0.18423660099506378,0.23563720285892487,0.2281825989484787,0.29405656456947327
are,0.3273901343345642,0.3126322329044342,0.20166118443012238,0.3811550438404083,0.21967428922653198,0.18835781514644623,0.20758381485939026,0.17474032938480377,0.24591213464736938
many,0.38531482219696045,0.30303922295570374,0.27233198285102844,0.4631800651550293,0.271828830242157,0.18613727390766144,0.2625267207622528,0.2219092845916748,0.2124512493610382
workers,0.1646035760641098,0.19339993596076965,0.1193387508392334,0.21785743534564972,1.0000001192092896,0.22282765805721283,0.162458136677742,0.5291796326637268,0.1706571877002716
willing,0.3968503773212433,0.441863089799881,0.20832876861095428,0.1953350007534027,0.2843675911426544,0.28420963883399963,0.2389032393693924,0.3957147002220154,0.4091795086860657
to,0.4100138247013092,0.4391997456550598,0.20617300271987915,0.26594701409339905,0.2307046800851822,0.291306734085083,0.33130598068237305,0.24337364733219147,0.29463258385658264
work,0.26832085847854614,0.2975199520587921,0.19160880148410797,0.20581555366516113,0.3850453495979309,0.25011005997657776,0.2043389528989792,0.3667152523994446,0.2621155381202698
a,0.2667238116264343,0.38201746344566345,0.2435162365436554,0.1789381206035614,0.25033822655677795,0.24929353594779968,0.2387222796678543,0.19376714527606964,0.23916715383529663
large,0.2002812922000885,0.22553202509880066,0.16768121719360352,0.23958538472652435,0.2584909498691559,0.16854433715343475,0.23214374482631683,0.23274043202400208,0.1355665624141693
amount,0.268189013004303,0.2951430082321167,0.20616449415683746,0.20413140952587128,0.18263402581214905,0.2423618882894516,0.2253407984972,0.3576105237007141,0.17984020709991455
of,0.28464117646217346,0.3119818866252899,0.2000187635421753,0.3679063022136688,0.20827822387218475,0.17806991934776306,0.23279321193695068,0.17478904128074646,0.1826142966747284
time,0.3247860372066498,0.2519678771495819,0.24673621356487274,0.2540733516216278,0.22932037711143494,0.19006572663784027,0.23906539380550385,0.28229790925979614,0.27391523122787476
(,0.23387731611728668,0.2728188931941986,0.14655764400959015,0.1510712206363678,0.11125283688306808,0.15493731200695038,0.14931032061576843,0.12913045287132263,0.40561532974243164
high,0.1454300731420517,0.2028418332338333,0.2065102905035019,0.2089914232492447,0.14008451998233795,0.1258660852909088,0.20752109587192535,0.19796505570411682,0.11137914657592773
supply,0.21133366227149963,0.2317395657300949,0.19089461863040924,0.18477018177509308,0.22504031658172607,0.23411673307418823,0.2367417961359024,0.3687954545021057,0.14298182725906372
),0.25356316566467285,0.2575884759426117,0.16494549810886383,0.1445360779762268,0.1238962784409523,0.16511255502700806,0.1588357537984848,0.12380184978246689,0.42300865054130554
competing,0.23646605014801025,0.19284848868846893,0.6802564859390259,0.28056371212005615,0.2097894698381424,0.23290646076202393,0.15562374889850616,0.2776069641113281,0.1428171843290329
for,0.3869043290615082,0.35159170627593994,0.3370633125305176,0.2832789719104767,0.2527289092540741,0.2716398239135742,0.22538931667804718,0.28834453225135803,0.264628142118454
a,0.2667238116264343,0.38201746344566345,0.2435162365436554,0.1789381206035614,0.25033822655677795,0.24929353594779968,0.2387222796678543,0.19376714527606964,0.23916715383529663
job,0.24622799456119537,0.258744478225708,0.19034159183502197,0.10736539214849472,0.32602551579475403,0.16961996257305145,0.17859843373298645,0.31373345851898193,0.22160480916500092
that,0.5601457357406616,0.4764937460422516,0.28371796011924744,0.3136374354362488,0.22227567434310913,0.24714359641075134,0.3273264467716217,0.24100205302238464,0.32716336846351624
few,0.328403502702713,0.25845640897750854,0.19692231714725494,0.26727843284606934,0.20546524226665497,0.21253442764282227,0.21440646052360535,0.21250316500663757,0.2334265559911728
require,0.31660178303718567,0.35531991720199585,0.16254615783691406,0.18911997973918915,0.21597722172737122,0.22615045309066772,0.12781500816345215,0.2938002943992615,0.2463286817073822
(,0.23387731611728668,0.2728188931941986,0.14655764400959015,0.1510712206363678,0.11125283688306808,0.15493731200695038,0.14931032061576843,0.12913045287132263,0.40561532974243164
low,0.23409032821655273,0.22342078387737274,0.17612291872501373,0.19385850429534912,0.1825234442949295,0.1806117743253708,0.26292017102241516,0.33431440591812134,0.10658930987119675
demand,0.2423383742570877,0.27838435769081116,0.2827230989933014,0.19409199059009552,0.2342347502708435,0.19381511211395264,0.26132553815841675,0.4190327823162079,0.13359291851520538
),0.25356316566467285,0.2575884759426117,0.16494549810886383,0.1445360779762268,0.1238962784409523,0.16511255502700806,0.1588357537984848,0.12380184978246689,0.42300865054130554
will,0.3575431704521179,0.583926260471344,0.2194470316171646,0.13209764659404755,0.2307453602552414,0.22300639748573303,0.2583003044128418,0.2829979956150055,0.35046905279159546
result,0.27512499690055847,0.18998359143733978,0.15272462368011475,0.1712818741798401,0.15530286729335785,0.22408083081245422,0.22082675993442535,0.251219242811203,0.17218433320522308
in,0.23227278888225555,0.214483380317688,0.26072463393211365,0.3211768567562103,0.2254374474287033,0.16816924512386322,0.2321847528219223,0.16484716534614563,0.20430970191955566
a,0.2667238116264343,0.38201746344566345,0.2435162365436554,0.1789381206035614,0.25033822655677795,0.24929353594779968,0.2387222796678543,0.19376714527606964,0.23916715383529663
low,0.23409032821655273,0.22342078387737274,0.17612291872501373,0.19385850429534912,0.1825234442949295,0.1806117743253708,0.26292017102241516,0.33431440591812134,0.10658930987119675
wage,0.19576898217201233,0.22616682946681976,0.25197502970695496,0.1037670150399208,0.4480087161064148,0.22914376854896545,0.11709146201610565,0.8402002453804016,0.21983641386032104
for,0.3869043290615082,0.35159170627593994,0.3370633125305176,0.2832789719104767,0.2527289092540741,0.2716398239135742,0.22538931667804718,0.28834453225135803,0.264628142118454
that,0.5601457357406616,0.4764937460422516,0.28371796011924744,0.3136374354362488,0.22227567434310913,0.24714359641075134,0.3273264467716217,0.24100205302238464,0.32716336846351624
job,0.24622799456119537,0.258744478225708,0.19034159183502197,0.10736539214849472,0.32602551579475403,0.16961996257305145,0.17859843373298645,0.31373345851898193,0.22160480916500092
.,0.32909876108169556,0.3022993505001068,0.2138785570859909,0.22495509684085846,0.17509925365447998,0.21262511610984802,0.2362249493598938,0.22644665837287903,0.4130953550338745
