,who,did,rollo,sign,the,treaty,of,saint-clair-sur-epte,with,?
francia,0.21510417759418488,0.2047673910856247,0.4008486568927765,0.1130405068397522,0.292795330286026,0.2761184275150299,0.26509004831314087,0.3682141900062561,0.1743364781141281,0.14648514986038208
and,0.41279885172843933,0.34479495882987976,0.20745417475700378,0.1664041429758072,0.5171257257461548,0.1592116355895996,0.5116966962814331,0.2944619953632355,0.5477725267410278,0.20544172823429108
the,0.3733934462070465,0.34736719727516174,0.2636377513408661,0.22875791788101196,1.0,0.2690109610557556,0.733189046382904,0.3720186650753021,0.4223487675189972,0.22068053483963013
famed,0.3050541877746582,0.22407425940036774,0.23811833560466766,0.06239814683794975,0.306949257850647,0.07120268046855927,0.2470959573984146,0.21046267449855804,0.18527540564537048,0.0736510157585144
viking,0.20529624819755554,0.17692700028419495,0.3216826617717743,0.14075280725955963,0.2372916340827942,0.20176911354064941,0.15501448512077332,0.3247986137866974,0.09744656085968018,0.07309859246015549
ruler,0.2611336410045624,0.19686377048492432,0.27385011315345764,0.14684973657131195,0.23322275280952454,0.291283518075943,0.28001952171325684,0.2606297433376312,0.16538824141025543,0.14533701539039612
rollo,0.2844695448875427,0.19816716015338898,1.0000001192092896,0.21282756328582764,0.2636377513408661,0.3143545389175415,0.2584439516067505,0.36704161763191223,0.22438575327396393,0.18782676756381989
",",0.3365725874900818,0.3015086054801941,0.2308034598827362,0.21768593788146973,0.4933079481124878,0.21270246803760529,0.4946078956127167,0.36502605676651,0.4120737314224243,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.20745417475700378,0.1664041429758072,0.5171257257461548,0.1592116355895996,0.5116966962814331,0.2944619953632355,0.5477725267410278,0.20544172823429108
was,0.3318818509578705,0.41399896144866943,0.2316606491804123,0.10542256385087967,0.48711544275283813,0.2409621626138687,0.4069072902202606,0.3370159864425659,0.27411898970603943,0.18412111699581146
situated,0.08904851227998734,0.07626539468765259,0.0944124236702919,0.05498582124710083,0.3139766454696655,0.19869326055049896,0.2818121910095215,0.30294081568717957,0.14404119551181793,0.039639271795749664
in,0.2792111933231354,0.2593238651752472,0.20574958622455597,0.1645301878452301,0.6662389636039734,0.22333456575870514,0.5696388483047485,0.3138427138328552,0.4080928862094879,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,0.2636377513408661,0.22875791788101196,1.0,0.2690109610557556,0.733189046382904,0.3720186650753021,0.4223487675189972,0.22068053483963013
former,0.25351381301879883,0.0988369733095169,0.10982176661491394,0.14453405141830444,0.2251449078321457,0.15831296145915985,0.30415382981300354,0.29866692423820496,0.16752652823925018,0.10570605844259262
frankish,0.27351266145706177,0.18380106985569,0.41830241680145264,0.1134970411658287,0.3168545961380005,0.34458452463150024,0.30483976006507874,0.4131527841091156,0.1745271384716034,0.152495339512825
kingdom,0.15265370905399323,0.15448923408985138,0.23039594292640686,0.15518490970134735,0.3143408000469208,0.27886345982551575,0.3218171298503876,0.2505551874637604,0.16312327980995178,0.12927088141441345
of,0.2827862501144409,0.2513895630836487,0.2584439516067505,0.201818585395813,0.733189046382904,0.2602092921733856,1.0,0.378733366727829,0.41827285289764404,0.1826142966747284
neustria,0.2184828221797943,0.12894344329833984,0.3855879008769989,0.20052535831928253,0.3413887917995453,0.2940026521682739,0.3333515524864197,0.39682990312576294,0.2521071135997772,0.16237951815128326
.,0.3541337847709656,0.35288307070732117,0.1936076283454895,0.25322678685188293,0.5934505462646484,0.17410176992416382,0.5352458953857422,0.3614504635334015,0.4446153938770294,0.4130953550338745
