,what,is,the,definition,of,agency,as,it,relates,to,capabilities,?
person,0.41527870297431946,0.35233089327812195,0.3487054407596588,0.2793857455253601,0.27674683928489685,0.22530317306518555,0.18760068714618683,0.35048896074295044,0.24195942282676697,0.33486208319664,0.23281067609786987,0.324093222618103
values,0.28629231452941895,0.22639602422714233,0.23992402851581573,0.3382570147514343,0.21286797523498535,0.15067285299301147,0.2389872968196869,0.22828373312950134,0.29060664772987366,0.2971996068954468,0.3823873996734619,0.23432563245296478
doing,0.5205235481262207,0.21740670502185822,0.29305580258369446,0.23913058638572693,0.25269845128059387,0.1259537786245346,0.3420897126197815,0.3171647787094116,0.22741565108299255,0.3272162973880768,0.32135850191116333,0.4119948446750641
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.27795419096946716,0.3680361211299896,0.21917250752449036,0.32161882519721985,0.28560304641723633,0.23177893459796906,0.31236231327056885,0.16189293563365936,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24771931767463684,0.4946078956127167,0.21437011659145355,0.48816442489624023,0.48329564929008484,0.24786312878131866,0.44245919585227966,0.21266590058803558,0.31091248989105225
capabilities,0.2514554262161255,0.13866184651851654,0.2042628526687622,0.2986464202404022,0.18993353843688965,0.14917264878749847,0.2423628866672516,0.19356858730316162,0.22433649003505707,0.30316877365112305,1.0000001192092896,0.20460444688796997
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.25452232360839844,0.35032153129577637,0.20146732032299042,0.32029855251312256,0.2745298147201538,0.24649272859096527,0.30882009863853455,0.16435016691684723,0.40561532974243164
the,0.42745697498321533,0.5823672413825989,1.0,0.23176956176757812,0.733189046382904,0.24253644049167633,0.48381632566452026,0.6251175999641418,0.28690454363822937,0.535392165184021,0.2042628526687622,0.22068053483963013
freedom,0.21405836939811707,0.14184658229351044,0.24307598173618317,0.18133318424224854,0.26562249660491943,0.12074755877256393,0.1729598343372345,0.1772974133491516,0.09005113691091537,0.24531033635139465,0.2771829068660736,0.1626027375459671
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2924377918243408,0.41548454761505127,0.24151217937469482,0.42092081904411316,0.513711154460907,0.2781286835670471,1.0,0.30316877365112305,0.29463258385658264
enjoy,0.26737046241760254,0.17440982162952423,0.19656315445899963,0.1442660093307495,0.21310144662857056,0.053873904049396515,0.21217423677444458,0.2426883727312088,0.1999722421169281,0.22729535400867462,0.28586533665657043,0.22365233302116394
functionings,0.290803462266922,0.19443006813526154,0.25570741295814514,0.4115445911884308,0.20480068027973175,0.2424280196428299,0.2806631624698639,0.2656348645687103,0.321500301361084,0.27534425258636475,0.48321688175201416,0.20903807878494263
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.27795419096946716,0.3680361211299896,0.21917250752449036,0.32161882519721985,0.28560304641723633,0.23177893459796906,0.31236231327056885,0.16189293563365936,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.1981266289949417,0.5116966962814331,0.23476453125476837,0.49487000703811646,0.40957894921302795,0.28937336802482605,0.48971283435821533,0.2930736839771271,0.20544172823429108
agency,0.1771060973405838,0.1915283501148224,0.24253644049167633,0.22601278126239777,0.21890796720981598,1.0000001192092896,0.22559653222560883,0.16144485771656036,0.19403856992721558,0.24151217937469482,0.14917264878749847,0.18185843527317047
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.25452232360839844,0.35032153129577637,0.20146732032299042,0.32029855251312256,0.2745298147201538,0.24649272859096527,0.30882009863853455,0.16435016691684723,0.40561532974243164
the,0.42745697498321533,0.5823672413825989,1.0,0.23176956176757812,0.733189046382904,0.24253644049167633,0.48381632566452026,0.6251175999641418,0.28690454363822937,0.535392165184021,0.2042628526687622,0.22068053483963013
ability,0.26366251707077026,0.18390236794948578,0.24997951090335846,0.2553333044052124,0.21105368435382843,0.14988699555397034,0.2832246720790863,0.22021424770355225,0.2717675268650055,0.401883065700531,0.5803990960121155,0.1955445408821106
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2924377918243408,0.41548454761505127,0.24151217937469482,0.42092081904411316,0.513711154460907,0.2781286835670471,1.0,0.30316877365112305,0.29463258385658264
pursue,0.21410717070102692,0.11472836881875992,0.21766875684261322,0.16229307651519775,0.17194563150405884,0.12082323431968689,0.310337096452713,0.16750997304916382,0.17178836464881897,0.38036081194877625,0.2313913255929947,0.1284760683774948
valued,0.19062063097953796,0.2165730744600296,0.13255152106285095,0.27301353216171265,0.1515425443649292,0.08251365274190903,0.21124102175235748,0.1940515786409378,0.16936679184436798,0.25093981623649597,0.22194284200668335,0.20130088925361633
goals,0.13392581045627594,0.08126746863126755,0.11426310986280441,0.1053750216960907,0.10088890790939331,0.1370854675769806,0.1147177442908287,0.08433914929628372,0.0686984434723854,0.20219381153583527,0.22322209179401398,0.16318443417549133
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.27795419096946716,0.3680361211299896,0.21917250752449036,0.32161882519721985,0.28560304641723633,0.23177893459796906,0.31236231327056885,0.16189293563365936,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2228187918663025,0.5352458953857422,0.24682630598545074,0.515582263469696,0.5593622326850891,0.20335862040519714,0.4645031690597534,0.21693669259548187,0.4130953550338745
