,who,is,a,bill,referred,to,for,a,ruling,on,whether,it,'s,within,the,powers,of,the,parliament,?
has,0.2558172643184662,0.5668748617172241,0.4670248031616211,0.09722086787223816,0.12378878146409988,0.3619994819164276,0.450642853975296,0.4670248031616211,0.1664135605096817,0.34604379534721375,0.21361488103866577,0.41962623596191406,-0.040683966130018234,0.30466988682746887,0.4177538752555847,0.1980433315038681,0.3909035325050354,0.4177538752555847,0.1700625866651535,0.15994466841220856
elapsed,0.11043179780244827,0.15822573006153107,0.21992401778697968,0.08692727982997894,0.2010345458984375,0.24878941476345062,0.21816737949848175,0.21992401778697968,0.22551068663597107,0.2470870465040207,0.206746444106102,0.2709473967552185,0.07456976175308228,0.3088670074939728,0.28656044602394104,0.08877963572740555,0.21500089764595032,0.28656044602394104,0.17933984100818634,0.2105928510427475
",",0.3365725874900818,0.4691906273365021,0.427140474319458,0.2472437173128128,0.2511569857597351,0.44245919585227966,0.4464869201183319,0.427140474319458,0.2057477980852127,0.49057599902153015,0.18435215950012207,0.48329564929008484,-0.0016132977325469255,0.2513136863708496,0.4933079481124878,0.24735067784786224,0.4946078956127167,0.4933079481124878,0.25442883372306824,0.31091248989105225
during,0.30551859736442566,0.2240111529827118,0.30341604351997375,0.17824149131774902,0.20752179622650146,0.2828781306743622,0.3448435664176941,0.30341604351997375,0.2352934330701828,0.3347817361354828,0.23126763105392456,0.26678937673568726,0.011294117197394371,0.2535322904586792,0.4838213622570038,0.16955891251564026,0.3869180977344513,0.4838213622570038,0.17098255455493927,0.1325719803571701
which,0.3688730001449585,0.4457404911518097,0.56894451379776,0.17367671430110931,0.28212910890579224,0.5345056653022766,0.44095608592033386,0.56894451379776,0.2099394053220749,0.4245251417160034,0.41544070839881897,0.616637647151947,0.03856118768453598,0.43539655208587646,0.6521818041801453,0.21036413311958313,0.5011631846427917,0.6521818041801453,0.20252443850040436,0.25814583897590637
the,0.3733934462070465,0.5823672413825989,0.5829201340675354,0.24155211448669434,0.3088674545288086,0.535392165184021,0.4739971458911896,0.5829201340675354,0.31106188893318176,0.5107308030128479,0.3211745023727417,0.6251175999641418,-0.01540423184633255,0.39827480912208557,1.0,0.25233519077301025,0.733189046382904,1.0,0.26521381735801697,0.22068053483963013
law,0.21111567318439484,0.18597714602947235,0.2212858349084854,0.25551638007164,0.16659866273403168,0.259207159280777,0.1650637686252594,0.2212858349084854,0.36494261026382446,0.13878796994686127,0.2154276967048645,0.18657292425632477,-0.06109188124537468,0.1864943951368332,0.24548950791358948,0.2645772099494934,0.2816956341266632,0.24548950791358948,0.35454997420310974,0.1528988480567932
officers,0.3077370822429657,0.1602698415517807,0.23043878376483917,0.18936197459697723,0.1624939888715744,0.3041703402996063,0.18508780002593994,0.23043878376483917,0.26004737615585327,0.20821189880371094,0.20274922251701355,0.1713036298751831,0.017002156004309654,0.233578622341156,0.2831277847290039,0.3407083749771118,0.24383078515529633,0.2831277847290039,0.27630850672721863,0.14072641730308533
of,0.2827862501144409,0.4854315221309662,0.5052502155303955,0.17127205431461334,0.317892849445343,0.41548454761505127,0.4185989499092102,0.5052502155303955,0.32411321997642517,0.3966929316520691,0.24392437934875488,0.38761502504348755,-0.03817026689648628,0.39594778418540955,0.733189046382904,0.22709226608276367,1.0,0.733189046382904,0.2885259687900543,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.5829201340675354,0.24155211448669434,0.3088674545288086,0.535392165184021,0.4739971458911896,0.5829201340675354,0.31106188893318176,0.5107308030128479,0.3211745023727417,0.6251175999641418,-0.01540423184633255,0.39827480912208557,1.0,0.25233519077301025,0.733189046382904,1.0,0.26521381735801697,0.22068053483963013
scottish,0.27621203660964966,0.16398480534553528,0.18544672429561615,0.22999455034732819,0.1445903331041336,0.1268421709537506,0.15676887333393097,0.18544672429561615,0.15858003497123718,0.14497309923171997,0.1737884283065796,0.13680848479270935,0.09608723223209381,0.08606235682964325,0.21724988520145416,0.09824219346046448,0.1698460429906845,0.21724988520145416,0.3418616056442261,0.06442669779062271
government,0.27194860577583313,0.20343491435050964,0.25158295035362244,0.2197466939687729,0.11159632354974747,0.28343796730041504,0.23902073502540588,0.25158295035362244,0.41094735264778137,0.19216017425060272,0.22815045714378357,0.28037968277931213,0.00033092309604398906,0.23049356043338776,0.31798112392425537,0.3195968568325043,0.3475167155265808,0.31798112392425537,0.5386218428611755,0.18851417303085327
or,0.31144875288009644,0.41870999336242676,0.48853766918182373,0.1616130769252777,0.31981897354125977,0.38921234011650085,0.4111599624156952,0.48853766918182373,0.19322189688682556,0.2897229492664337,0.4563177227973938,0.36389440298080444,0.06871571391820908,0.33908307552337646,0.4174870550632477,0.19991233944892883,0.3792596757411957,0.4174870550632477,0.209258034825325,0.32389625906944275
uk,0.10701356083154678,0.17650434374809265,0.19665123522281647,0.12089157849550247,0.15109701454639435,0.18409153819084167,0.22479099035263062,0.19665123522281647,0.1362735629081726,0.2875306308269501,0.12646956741809845,0.21589650213718414,-0.0013451746199280024,0.1878751665353775,0.2143084555864334,0.11792179197072983,0.21513383090496063,0.2143084555864334,0.31670740246772766,0.20222434401512146
government,0.27194860577583313,0.20343491435050964,0.25158295035362244,0.2197466939687729,0.11159632354974747,0.28343796730041504,0.23902073502540588,0.25158295035362244,0.41094735264778137,0.19216017425060272,0.22815045714378357,0.28037968277931213,0.00033092309604398906,0.23049356043338776,0.31798112392425537,0.3195968568325043,0.3475167155265808,0.31798112392425537,0.5386218428611755,0.18851417303085327
can,0.2602734863758087,0.44256699085235596,0.3915780484676361,0.17938722670078278,0.18392983078956604,0.4979398250579834,0.35690054297447205,0.3915780484676361,0.07614870369434357,0.2772369682788849,0.424742728471756,0.3819273114204407,-0.02075597457587719,0.27913734316825867,0.312528520822525,0.1965104341506958,0.2603091299533844,0.312528520822525,0.1599172055721283,0.3226337134838104
refer,0.10921399295330048,0.32020241022109985,0.2736286222934723,0.07954023778438568,0.6860856413841248,0.24100381135940552,0.19031205773353577,0.2736286222934723,0.15159949660301208,0.16821709275245667,0.1837071180343628,0.24803145229816437,0.02476797252893448,0.23523227870464325,0.22268381714820862,0.09611758589744568,0.2576347291469574,0.22268381714820862,0.13344809412956238,0.12567369639873505
the,0.3733934462070465,0.5823672413825989,0.5829201340675354,0.24155211448669434,0.3088674545288086,0.535392165184021,0.4739971458911896,0.5829201340675354,0.31106188893318176,0.5107308030128479,0.3211745023727417,0.6251175999641418,-0.01540423184633255,0.39827480912208557,1.0,0.25233519077301025,0.733189046382904,1.0,0.26521381735801697,0.22068053483963013
bill,0.19545355439186096,0.16088230907917023,0.24716360867023468,0.9999999403953552,0.08311506360769272,0.17981381714344025,0.1828024983406067,0.24716360867023468,0.15794461965560913,0.1958429217338562,0.1521773487329483,0.164714053273201,-0.030787084251642227,0.07439722865819931,0.24155211448669434,0.17293812334537506,0.17127205431461334,0.24155211448669434,0.2732408940792084,0.12855131924152374
to,0.42656609416007996,0.42745086550712585,0.45503583550453186,0.17981381714344025,0.22845174372196198,1.0,0.4451248347759247,0.45503583550453186,0.22289033234119415,0.41031414270401,0.43423423171043396,0.513711154460907,0.03782717138528824,0.34980177879333496,0.535392165184021,0.26181724667549133,0.41548454761505127,0.535392165184021,0.20290622115135193,0.29463258385658264
the,0.3733934462070465,0.5823672413825989,0.5829201340675354,0.24155211448669434,0.3088674545288086,0.535392165184021,0.4739971458911896,0.5829201340675354,0.31106188893318176,0.5107308030128479,0.3211745023727417,0.6251175999641418,-0.01540423184633255,0.39827480912208557,1.0,0.25233519077301025,0.733189046382904,1.0,0.26521381735801697,0.22068053483963013
supreme,0.2059590369462967,0.18667450547218323,0.19796480238437653,0.21260300278663635,0.14797712862491608,0.24017755687236786,0.14259403944015503,0.19796480238437653,0.47322484850883484,0.21032093465328217,0.26464369893074036,0.22280047833919525,-0.08114141970872879,0.17879149317741394,0.2583438754081726,0.3303722143173218,0.2847438156604767,0.2583438754081726,0.3619024455547333,0.20777292549610138
court,0.24532970786094666,0.20797641575336456,0.23624834418296814,0.18307366967201233,0.1616228222846985,0.24824365973472595,0.21894486248493195,0.23624834418296814,0.4903333783149719,0.23630931973457336,0.2577516734600067,0.22090588510036469,-0.0831713154911995,0.15590602159500122,0.2812081575393677,0.23923133313655853,0.28835242986679077,0.2812081575393677,0.36286869645118713,0.17100423574447632
of,0.2827862501144409,0.4854315221309662,0.5052502155303955,0.17127205431461334,0.317892849445343,0.41548454761505127,0.4185989499092102,0.5052502155303955,0.32411321997642517,0.3966929316520691,0.24392437934875488,0.38761502504348755,-0.03817026689648628,0.39594778418540955,0.733189046382904,0.22709226608276367,1.0,0.733189046382904,0.2885259687900543,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.5829201340675354,0.24155211448669434,0.3088674545288086,0.535392165184021,0.4739971458911896,0.5829201340675354,0.31106188893318176,0.5107308030128479,0.3211745023727417,0.6251175999641418,-0.01540423184633255,0.39827480912208557,1.0,0.25233519077301025,0.733189046382904,1.0,0.26521381735801697,0.22068053483963013
united,0.21193812787532806,0.22408509254455566,0.2732578217983246,0.24429717659950256,0.20302346348762512,0.2715383470058441,0.30487096309661865,0.2732578217983246,0.21212375164031982,0.2703288793563843,0.2035737931728363,0.28033962845802307,-0.03853745758533478,0.24872973561286926,0.34367692470550537,0.19666460156440735,0.3187655806541443,0.34367692470550537,0.2553708553314209,0.17266890406608582
kingdom,0.15265370905399323,0.1914215236902237,0.18099536001682281,0.10674959421157837,0.15974754095077515,0.19473806023597717,0.19669248163700104,0.18099536001682281,0.2848314344882965,0.19400489330291748,0.15733765065670013,0.24434693157672882,0.04632937163114548,0.23185421526432037,0.3143408000469208,0.20106160640716553,0.3218171298503876,0.3143408000469208,0.3534179627895355,0.12927088141441345
for,0.37110671401023865,0.43268078565597534,0.44038116931915283,0.1828024983406067,0.21213997900485992,0.4451248347759247,0.9999999403953552,0.44038116931915283,0.19282680749893188,0.36199691891670227,0.3131474554538727,0.32171204686164856,-0.07241261005401611,0.3087334632873535,0.4739971458911896,0.14618374407291412,0.4185989499092102,0.4739971458911896,0.23382046818733215,0.264628142118454
a,0.36608949303627014,0.658733606338501,1.0,0.24716360867023468,0.2686276137828827,0.45503583550453186,0.44038116931915283,1.0,0.17601518332958221,0.3848365545272827,0.38829004764556885,0.5452592968940735,0.04866964742541313,0.3858051896095276,0.5829201340675354,0.17258815467357635,0.5052502155303955,0.5829201340675354,0.22951169312000275,0.23916715383529663
ruling,0.25958362221717834,0.15393775701522827,0.17601518332958221,0.15794461965560913,0.14565075933933258,0.22289033234119415,0.19282680749893188,0.17601518332958221,1.0000001192092896,0.16976533830165863,0.2743428945541382,0.1836921125650406,-0.03906020522117615,0.1973831206560135,0.31106188893318176,0.26578420400619507,0.32411321997642517,0.31106188893318176,0.4322531521320343,0.18874719738960266
on,0.2340552806854248,0.3635730445384979,0.3848365545272827,0.1958429217338562,0.12782762944698334,0.41031414270401,0.36199691891670227,0.3848365545272827,0.16976533830165863,0.9999999403953552,0.2535785734653473,0.4529881477355957,0.0026888418942689896,0.2702226936817169,0.5107308030128479,0.15752583742141724,0.3966929316520691,0.5107308030128479,0.2047569900751114,0.2714994251728058
whether,0.3777885138988495,0.30252501368522644,0.38829004764556885,0.1521773487329483,0.2206280380487442,0.43423423171043396,0.3131474554538727,0.38829004764556885,0.2743428945541382,0.2535785734653473,1.0,0.31634634733200073,0.03314889967441559,0.30529212951660156,0.3211745023727417,0.16712453961372375,0.24392437934875488,0.3211745023727417,0.17167027294635773,0.3150278329849243
it,0.2868398427963257,0.6328473687171936,0.5452592968940735,0.164714053273201,0.20237140357494354,0.513711154460907,0.32171204686164856,0.5452592968940735,0.1836921125650406,0.4529881477355957,0.31634634733200073,0.9999999403953552,0.06608816236257553,0.31596240401268005,0.6251175999641418,0.2074449062347412,0.38761502504348755,0.6251175999641418,0.22944188117980957,0.25732165575027466
is,0.24293622374534607,1.0,0.658733606338501,0.16088230907917023,0.3144040107727051,0.42745086550712585,0.43268078565597534,0.658733606338501,0.15393775701522827,0.3635730445384979,0.30252501368522644,0.6328473687171936,0.02396530658006668,0.30135563015937805,0.5823672413825989,0.16329245269298553,0.4854315221309662,0.5823672413825989,0.19676777720451355,0.22961433231830597
within,0.18261831998825073,0.30135563015937805,0.3858051896095276,0.07439722865819931,0.2410406470298767,0.34980177879333496,0.3087334632873535,0.3858051896095276,0.1973831206560135,0.2702226936817169,0.30529212951660156,0.31596240401268005,-0.01527355331927538,1.0,0.39827480912208557,0.22297978401184082,0.39594778418540955,0.39827480912208557,0.18820832669734955,0.1870293766260147
the,0.3733934462070465,0.5823672413825989,0.5829201340675354,0.24155211448669434,0.3088674545288086,0.535392165184021,0.4739971458911896,0.5829201340675354,0.31106188893318176,0.5107308030128479,0.3211745023727417,0.6251175999641418,-0.01540423184633255,0.39827480912208557,1.0,0.25233519077301025,0.733189046382904,1.0,0.26521381735801697,0.22068053483963013
powers,0.2929472327232361,0.16329245269298553,0.17258815467357635,0.17293812334537506,0.11880689859390259,0.26181724667549133,0.14618374407291412,0.17258815467357635,0.26578420400619507,0.15752583742141724,0.16712453961372375,0.2074449062347412,0.03173699602484703,0.22297978401184082,0.25233519077301025,1.0,0.22709226608276367,0.25233519077301025,0.3280940353870392,0.17269276082515717
of,0.2827862501144409,0.4854315221309662,0.5052502155303955,0.17127205431461334,0.317892849445343,0.41548454761505127,0.4185989499092102,0.5052502155303955,0.32411321997642517,0.3966929316520691,0.24392437934875488,0.38761502504348755,-0.03817026689648628,0.39594778418540955,0.733189046382904,0.22709226608276367,1.0,0.733189046382904,0.2885259687900543,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.5829201340675354,0.24155211448669434,0.3088674545288086,0.535392165184021,0.4739971458911896,0.5829201340675354,0.31106188893318176,0.5107308030128479,0.3211745023727417,0.6251175999641418,-0.01540423184633255,0.39827480912208557,1.0,0.25233519077301025,0.733189046382904,1.0,0.26521381735801697,0.22068053483963013
parliament,0.237068772315979,0.19676777720451355,0.22951169312000275,0.2732408940792084,0.13283468782901764,0.20290622115135193,0.23382046818733215,0.22951169312000275,0.4322531521320343,0.2047569900751114,0.17167027294635773,0.22944188117980957,0.012842429801821709,0.18820832669734955,0.26521381735801697,0.3280940353870392,0.2885259687900543,0.26521381735801697,1.0,0.1586504578590393
.,0.3541337847709656,0.4569662809371948,0.50484299659729,0.2289014607667923,0.16569985449314117,0.4645031690597534,0.4726039469242096,0.50484299659729,0.2250068336725235,0.49257001280784607,0.26396292448043823,0.5593622326850891,-0.003708066651597619,0.2984525263309479,0.5934505462646484,0.21749663352966309,0.5352458953857422,0.5934505462646484,0.23747818171977997,0.4130953550338745
