,what,field,of,computer,science,analyzes,the,resource,requirements,of,a,specific,algorithm,isolated,unto,itself,within,a,given,problem,?
algorithms,0.25635042786598206,0.15343403816223145,0.22317801415920258,0.5081132054328918,0.3461097776889801,0.43914034962654114,0.167828768491745,0.2866232097148895,0.3044353127479553,0.22317801415920258,0.21237695217132568,0.19999176263809204,0.9430480003356934,0.14416640996932983,0.08526968210935593,0.2244989424943924,0.09675700217485428,0.21237695217132568,0.1979406177997589,0.40899839997291565,0.186949223279953
and,0.31309178471565247,0.26487240195274353,0.5116966962814331,0.2362591028213501,0.2865735590457916,0.22708554565906525,0.5171257257461548,0.26207050681114197,0.2906794250011444,0.5116966962814331,0.3739250600337982,0.25608575344085693,0.06731905043125153,0.2341340333223343,0.25145575404167175,0.2663651406764984,0.35049548745155334,0.3739250600337982,0.30185943841934204,0.24328261613845825,0.20544172823429108
computability,0.36775052547454834,0.32079562544822693,0.27390190958976746,0.5840870141983032,0.45386654138565063,0.5531301498413086,0.25511986017227173,0.4237710237503052,0.5032727718353271,0.27390190958976746,0.2941197156906128,0.4586211144924164,0.5895370244979858,0.2564021050930023,0.11541154980659485,0.38127025961875916,0.272940069437027,0.2941197156906128,0.29064908623695374,0.514817476272583,0.3052047789096832
theory,0.297923743724823,0.27576664090156555,0.23506702482700348,0.21609924733638763,0.35820475220680237,0.3933151662349701,0.2277156263589859,0.1780690997838974,0.20299828052520752,0.23506702482700348,0.2233850657939911,0.2507323622703552,0.3220588266849518,0.2407287061214447,0.07097785174846649,0.2445046752691269,0.162269726395607,0.2233850657939911,0.20776313543319702,0.32978713512420654,0.1387292891740799
.,0.3567904531955719,0.23224417865276337,0.5352458953857422,0.22837716341018677,0.21781636774539948,0.18591642379760742,0.5934505462646484,0.2455640733242035,0.25201094150543213,0.5352458953857422,0.50484299659729,0.2631765305995941,0.15753796696662903,0.22219684720039368,0.1981796771287918,0.28960058093070984,0.2984525263309479,0.50484299659729,0.3169408142566681,0.22562150657176971,0.4130953550338745
,what,field,of,computer,science,analyzes,the,resource,requirements,of,a,specific,algorithm,isolated,unto,itself,within,a,given,problem,?
a,0.3320399522781372,0.2030690312385559,0.5052502155303955,0.2548043727874756,0.2378881424665451,0.2868961691856384,0.5829201340675354,0.2206394225358963,0.24776260554790497,0.5052502155303955,1.0,0.3531852960586548,0.20294487476348877,0.24857649207115173,0.11683370918035507,0.4065200984477997,0.3858051896095276,1.0,0.3335871398448944,0.2605542540550232,0.23916715383529663
key,0.2270265817642212,0.16020774841308594,0.24036972224712372,0.2712666094303131,0.18864697217941284,0.1904411017894745,0.2260027974843979,0.1824033260345459,0.18538610637187958,0.24036972224712372,0.23475825786590576,0.21139907836914062,0.4432222545146942,0.15426430106163025,0.13206994533538818,0.17676745355129242,0.18789300322532654,0.23475825786590576,0.14088156819343567,0.19722595810890198,0.18782930076122284
distinction,0.33474257588386536,0.22060732543468475,0.30949485301971436,0.18915700912475586,0.320525586605072,0.2998151183128357,0.3135315477848053,0.22231850028038025,0.3352673351764679,0.30949485301971436,0.3092878758907318,0.390227735042572,0.19080789387226105,0.2418760061264038,0.10169266164302826,0.343296617269516,0.3274495005607605,0.3092878758907318,0.2835192382335663,0.3163975477218628,0.15412788093090057
between,0.2462156116962433,0.16184750199317932,0.3737983703613281,0.12153850495815277,0.2011963576078415,0.20908235013484955,0.39067012071609497,0.10978805273771286,0.18827101588249207,0.3737983703613281,0.29385313391685486,0.16859279572963715,0.11313068121671677,0.2543787658214569,0.10204292833805084,0.24506163597106934,0.38694965839385986,0.29385313391685486,0.19117572903633118,0.26457515358924866,0.12887074053287506
analysis,0.2842639982700348,0.1618751436471939,0.24679350852966309,0.28493639826774597,0.30590203404426575,0.6778631210327148,0.24241644144058228,0.23714801669120789,0.23428364098072052,0.24679350852966309,0.26785340905189514,0.2841487526893616,0.2896215617656708,0.19458980858325958,0.08255644887685776,0.19682972133159637,0.18305279314517975,0.26785340905189514,0.20080460608005524,0.2806376516819,0.15352053940296173
of,0.33290785551071167,0.20410659909248352,1.0,0.18559479713439941,0.2616958022117615,0.261247456073761,0.733189046382904,0.23272927105426788,0.2509140372276306,1.0,0.5052502155303955,0.2744234502315521,0.17516344785690308,0.233377605676651,0.1633475124835968,0.3157202899456024,0.39594778418540955,0.5052502155303955,0.39388060569763184,0.20464475452899933,0.1826142966747284
algorithms,0.25635042786598206,0.15343403816223145,0.22317801415920258,0.5081132054328918,0.3461097776889801,0.43914034962654114,0.167828768491745,0.2866232097148895,0.3044353127479553,0.22317801415920258,0.21237695217132568,0.19999176263809204,0.9430480003356934,0.14416640996932983,0.08526968210935593,0.2244989424943924,0.09675700217485428,0.21237695217132568,0.1979406177997589,0.40899839997291565,0.186949223279953
and,0.31309178471565247,0.26487240195274353,0.5116966962814331,0.2362591028213501,0.2865735590457916,0.22708554565906525,0.5171257257461548,0.26207050681114197,0.2906794250011444,0.5116966962814331,0.3739250600337982,0.25608575344085693,0.06731905043125153,0.2341340333223343,0.25145575404167175,0.2663651406764984,0.35049548745155334,0.3739250600337982,0.30185943841934204,0.24328261613845825,0.20544172823429108
computational,0.29464593529701233,0.36980336904525757,0.2832651138305664,0.5941354632377625,0.45112496614456177,0.5530529618263245,0.18477948009967804,0.36342814564704895,0.31835299730300903,0.2832651138305664,0.29858994483947754,0.3907540440559387,0.580475389957428,0.2373066246509552,0.08121051639318466,0.2751229703426361,0.24671757221221924,0.29858994483947754,0.26848718523979187,0.41473615169525146,0.21617397665977478
complexity,0.33747240900993347,0.22523294389247894,0.23338180780410767,0.404285728931427,0.32986509799957275,0.43105074763298035,0.21171598136425018,0.29355037212371826,0.4081214666366577,0.23338180780410767,0.27206721901893616,0.46581771969795227,0.4874947965145111,0.2677260637283325,0.04735910892486572,0.3424626290798187,0.2452552616596222,0.27206721901893616,0.19106194376945496,0.5039530992507935,0.23062916100025177
theory,0.297923743724823,0.27576664090156555,0.23506702482700348,0.21609924733638763,0.35820475220680237,0.3933151662349701,0.2277156263589859,0.1780690997838974,0.20299828052520752,0.23506702482700348,0.2233850657939911,0.2507323622703552,0.3220588266849518,0.2407287061214447,0.07097785174846649,0.2445046752691269,0.162269726395607,0.2233850657939911,0.20776313543319702,0.32978713512420654,0.1387292891740799
is,0.28837618231773376,0.17269009351730347,0.4854315221309662,0.2406304031610489,0.2747138440608978,0.26698657870292664,0.5823672413825989,0.2658635079860687,0.23105266690254211,0.4854315221309662,0.658733606338501,0.27748769521713257,0.24848374724388123,0.20703403651714325,0.10319937765598297,0.3638126254081726,0.30135563015937805,0.658733606338501,0.249215230345726,0.23238427937030792,0.22961433231830597
that,0.6297725439071655,0.2216513603925705,0.41498205065727234,0.2798757553100586,0.2881232798099518,0.3105841875076294,0.5473989248275757,0.23472116887569427,0.40566104650497437,0.41498205065727234,0.47537946701049805,0.38467007875442505,0.24969768524169922,0.26072749495506287,0.28847837448120117,0.45691362023353577,0.33798906207084656,0.47537946701049805,0.3486595153808594,0.4416671693325043,0.32716336846351624
the,0.42745697498321533,0.2105809599161148,0.733189046382904,0.19781450927257538,0.24037593603134155,0.25657835602760315,1.0,0.2305259257555008,0.26905253529548645,0.733189046382904,0.5829201340675354,0.3501757085323334,0.15884782373905182,0.28042563796043396,0.2206125557422638,0.45971640944480896,0.39827480912208557,0.5829201340675354,0.37508252263069153,0.24928659200668335,0.22068053483963013
former,0.13598288595676422,0.12484055012464523,0.30415382981300354,0.060287956148386,0.07072022557258606,0.0946875661611557,0.2251449078321457,0.07883910834789276,0.154653400182724,0.30415382981300354,0.2562483549118042,0.0626303032040596,0.02788928523659706,0.0818733349442482,0.06137065961956978,0.07375466823577881,0.16015581786632538,0.2562483549118042,0.15737508237361908,0.08652699738740921,0.10570605844259262
is,0.28837618231773376,0.17269009351730347,0.4854315221309662,0.2406304031610489,0.2747138440608978,0.26698657870292664,0.5823672413825989,0.2658635079860687,0.23105266690254211,0.4854315221309662,0.658733606338501,0.27748769521713257,0.24848374724388123,0.20703403651714325,0.10319937765598297,0.3638126254081726,0.30135563015937805,0.658733606338501,0.249215230345726,0.23238427937030792,0.22961433231830597
devoted,0.18600232899188995,0.17713810503482819,0.2848767340183258,0.1434631496667862,0.2969905138015747,0.22984102368354797,0.19689401984214783,0.23859041929244995,0.180214524269104,0.2848767340183258,0.20091499388217926,0.24819953739643097,0.11184030026197433,0.15512478351593018,0.16542303562164307,0.16500847041606903,0.23552943766117096,0.20091499388217926,0.23794184625148773,0.16721932590007782,0.15015941858291626
to,0.455847829580307,0.2647967040538788,0.41548454761505127,0.2594811022281647,0.2226530760526657,0.26241451501846313,0.535392165184021,0.28694528341293335,0.33546167612075806,0.41548454761505127,0.45503583550453186,0.3962339460849762,0.20727625489234924,0.21428942680358887,0.2682085633277893,0.340527206659317,0.34980177879333496,0.45503583550453186,0.3428947925567627,0.2502208352088928,0.29463258385658264
analyzing,0.3381609320640564,0.195077046751976,0.26903924345970154,0.3869694471359253,0.41535067558288574,0.8334829807281494,0.2792452275753021,0.33885326981544495,0.28152966499328613,0.26903924345970154,0.28881844878196716,0.3626967966556549,0.35744068026542664,0.27653831243515015,0.16363850235939026,0.2802198827266693,0.2943093776702881,0.28881844878196716,0.22503350675106049,0.3722843527793884,0.20892402529716492
the,0.42745697498321533,0.2105809599161148,0.733189046382904,0.19781450927257538,0.24037593603134155,0.25657835602760315,1.0,0.2305259257555008,0.26905253529548645,0.733189046382904,0.5829201340675354,0.3501757085323334,0.15884782373905182,0.28042563796043396,0.2206125557422638,0.45971640944480896,0.39827480912208557,0.5829201340675354,0.37508252263069153,0.24928659200668335,0.22068053483963013
amount,0.2602839767932892,0.1406850665807724,0.2541177570819855,0.2106724977493286,0.16077007353305817,0.31993427872657776,0.3336862325668335,0.2575671076774597,0.36209484934806824,0.2541177570819855,0.3439450263977051,0.378601998090744,0.22432398796081543,0.16581343114376068,0.13775159418582916,0.21721896529197693,0.24946901202201843,0.3439450263977051,0.3086276650428772,0.300331175327301,0.17984020709991455
of,0.33290785551071167,0.20410659909248352,1.0,0.18559479713439941,0.2616958022117615,0.261247456073761,0.733189046382904,0.23272927105426788,0.2509140372276306,1.0,0.5052502155303955,0.2744234502315521,0.17516344785690308,0.233377605676651,0.1633475124835968,0.3157202899456024,0.39594778418540955,0.5052502155303955,0.39388060569763184,0.20464475452899933,0.1826142966747284
resources,0.24701403081417084,0.22534562647342682,0.2746381163597107,0.26444241404533386,0.2986559569835663,0.3618738353252411,0.25734785199165344,0.8632234334945679,0.3738918900489807,0.2746381163597107,0.19164273142814636,0.30970028042793274,0.22128941118717194,0.16998322308063507,0.14069145917892456,0.2533412575721741,0.24020153284072876,0.19164273142814636,0.1699400246143341,0.3006785213947296,0.26047492027282715
needed,0.3631289601325989,0.2076314091682434,0.27215874195098877,0.21642813086509705,0.18893304467201233,0.27686119079589844,0.3064746856689453,0.25121885538101196,0.5111336708068848,0.27215874195098877,0.2915569543838501,0.38973021507263184,0.25293710827827454,0.18518172204494476,0.18482276797294617,0.3734467029571533,0.25022369623184204,0.2915569543838501,0.36217981576919556,0.4827359914779663,0.2863257825374603
by,0.2455483376979828,0.18480901420116425,0.3646814823150635,0.20605696737766266,0.20686732232570648,0.2484796643257141,0.4408751428127289,0.198492169380188,0.1468922197818756,0.3646814823150635,0.32094135880470276,0.2610040307044983,0.14533276855945587,0.225118026137352,0.17327862977981567,0.283213347196579,0.28621017932891846,0.32094135880470276,0.25286126136779785,0.2011435180902481,0.17966607213020325
a,0.3320399522781372,0.2030690312385559,0.5052502155303955,0.2548043727874756,0.2378881424665451,0.2868961691856384,0.5829201340675354,0.2206394225358963,0.24776260554790497,0.5052502155303955,1.0,0.3531852960586548,0.20294487476348877,0.24857649207115173,0.11683370918035507,0.4065200984477997,0.3858051896095276,1.0,0.3335871398448944,0.2605542540550232,0.23916715383529663
particular,0.4548671245574951,0.26671674847602844,0.3490585684776306,0.2329973429441452,0.23616042733192444,0.35415399074554443,0.4066357910633087,0.2655245363712311,0.3711697459220886,0.3490585684776306,0.439316987991333,0.6934815645217896,0.21789419651031494,0.30264613032341003,0.15110746026039124,0.4124264121055603,0.38175126910209656,0.439316987991333,0.2921653389930725,0.3296976685523987,0.2741454839706421
algorithm,0.2700590193271637,0.12489627301692963,0.17516344785690308,0.4789038300514221,0.2806987762451172,0.35423895716667175,0.15884782373905182,0.2523811459541321,0.2827121317386627,0.17516344785690308,0.20294487476348877,0.17737331986427307,1.0,0.10609244555234909,0.10273325443267822,0.24568232893943787,0.07484211027622223,0.20294487476348877,0.19242917001247406,0.39858657121658325,0.21180397272109985
to,0.455847829580307,0.2647967040538788,0.41548454761505127,0.2594811022281647,0.2226530760526657,0.26241451501846313,0.535392165184021,0.28694528341293335,0.33546167612075806,0.41548454761505127,0.45503583550453186,0.3962339460849762,0.20727625489234924,0.21428942680358887,0.2682085633277893,0.340527206659317,0.34980177879333496,0.45503583550453186,0.3428947925567627,0.2502208352088928,0.29463258385658264
solve,0.3072938323020935,0.14203421771526337,0.15426263213157654,0.3269096612930298,0.27880680561065674,0.34791016578674316,0.16557666659355164,0.27853310108184814,0.2258598655462265,0.15426263213157654,0.1866181194782257,0.2387789636850357,0.463092565536499,0.2000982165336609,0.0811617523431778,0.24986295402050018,0.12558989226818085,0.1866181194782257,0.19582529366016388,0.5774925351142883,0.27457404136657715
a,0.3320399522781372,0.2030690312385559,0.5052502155303955,0.2548043727874756,0.2378881424665451,0.2868961691856384,0.5829201340675354,0.2206394225358963,0.24776260554790497,0.5052502155303955,1.0,0.3531852960586548,0.20294487476348877,0.24857649207115173,0.11683370918035507,0.4065200984477997,0.3858051896095276,1.0,0.3335871398448944,0.2605542540550232,0.23916715383529663
problem,0.42183366417884827,0.15637436509132385,0.20464475452899933,0.3380638659000397,0.23451323807239532,0.3065125048160553,0.24928659200668335,0.2914622724056244,0.3657159209251404,0.20464475452899933,0.2605542540550232,0.27924418449401855,0.39858657121658325,0.22339259088039398,0.20575903356075287,0.3323446810245514,0.12321300059556961,0.2605542540550232,0.2566664516925812,1.0,0.3762950301170349
",",0.3087472915649414,0.27645614743232727,0.4946078956127167,0.24379804730415344,0.2623405158519745,0.1698685586452484,0.4933079481124878,0.2016548067331314,0.29181739687919617,0.4946078956127167,0.427140474319458,0.24305859208106995,0.19359813630580902,0.19693833589553833,0.19548477232456207,0.2783147692680359,0.2513136863708496,0.427140474319458,0.2843315005302429,0.23938199877738953,0.31091248989105225
whereas,0.32338035106658936,0.16104038059711456,0.34012725949287415,0.16841574013233185,0.15457303822040558,0.21738392114639282,0.3696324825286865,0.2671375870704651,0.30608224868774414,0.34012725949287415,0.27881526947021484,0.3782738745212555,0.20000170171260834,0.20425230264663696,0.2259298413991928,0.38287073373794556,0.3251391649246216,0.27881526947021484,0.21509113907814026,0.29072263836860657,0.1950923502445221
the,0.42745697498321533,0.2105809599161148,0.733189046382904,0.19781450927257538,0.24037593603134155,0.25657835602760315,1.0,0.2305259257555008,0.26905253529548645,0.733189046382904,0.5829201340675354,0.3501757085323334,0.15884782373905182,0.28042563796043396,0.2206125557422638,0.45971640944480896,0.39827480912208557,0.5829201340675354,0.37508252263069153,0.24928659200668335,0.22068053483963013
latter,0.25606152415275574,0.17448651790618896,0.34553682804107666,0.12169808894395828,0.14874552190303802,0.1521802395582199,0.37523433566093445,0.1319921761751175,0.1691305786371231,0.34553682804107666,0.2740139961242676,0.2602140009403229,0.15331384539604187,0.11383358389139175,0.136088564991951,0.2635565400123596,0.33914265036582947,0.2740139961242676,0.21713019907474518,0.171460822224617,0.12733961641788483
asks,0.36185693740844727,0.09238387644290924,0.22634769976139069,0.21929456293582916,0.1550646424293518,0.239942729473114,0.25574448704719543,0.12252435833215714,0.2096378058195114,0.22634769976139069,0.2615271806716919,0.21563175320625305,0.24267584085464478,0.08459807187318802,0.2668842673301697,0.1414758712053299,0.1005425974726677,0.2615271806716919,0.3285931348800659,0.2537350058555603,0.29930803179740906
a,0.3320399522781372,0.2030690312385559,0.5052502155303955,0.2548043727874756,0.2378881424665451,0.2868961691856384,0.5829201340675354,0.2206394225358963,0.24776260554790497,0.5052502155303955,1.0,0.3531852960586548,0.20294487476348877,0.24857649207115173,0.11683370918035507,0.4065200984477997,0.3858051896095276,1.0,0.3335871398448944,0.2605542540550232,0.23916715383529663
more,0.3484537899494171,0.19695638120174408,0.30478984117507935,0.2225397229194641,0.1942436248064041,0.23158885538578033,0.39758381247520447,0.27620384097099304,0.3260776400566101,0.30478984117507935,0.3452818691730499,0.35314255952835083,0.2135988175868988,0.18682199716567993,0.17964434623718262,0.2721480131149292,0.27893075346946716,0.3452818691730499,0.26218181848526,0.3073251247406006,0.27894994616508484
general,0.24928055703639984,0.23673586547374725,0.28352999687194824,0.13416600227355957,0.22300849854946136,0.14376968145370483,0.28634732961654663,0.16328483819961548,0.20822466909885406,0.28352999687194824,0.2157215178012848,0.2962195873260498,0.20997416973114014,0.07154863327741623,0.08332496881484985,0.12773293256759644,0.2165386825799942,0.2157215178012848,0.2129233032464981,0.21629959344863892,0.1972234547138214
question,0.5285786390304565,0.15776723623275757,0.2222393900156021,0.3001852333545685,0.25013259053230286,0.3090878427028656,0.28031662106513977,0.2796419560909271,0.3601069748401642,0.2222393900156021,0.3184618055820465,0.4084458351135254,0.3349296748638153,0.14545027911663055,0.27624237537384033,0.266368567943573,0.2280072271823883,0.3184618055820465,0.32980021834373474,0.5284451246261597,0.48000848293304443
about,0.47976887226104736,0.12735049426555634,0.40939709544181824,0.18380668759346008,0.2836332619190216,0.21330265700817108,0.37995871901512146,0.1856546700000763,0.22024139761924744,0.40939709544181824,0.34171196818351746,0.2542344629764557,0.13579046726226807,0.21388262510299683,0.2686045467853546,0.2570315897464752,0.3249956965446472,0.34171196818351746,0.2077912986278534,0.30414533615112305,0.302409827709198
all,0.41981086134910583,0.2002391666173935,0.42798417806625366,0.18281975388526917,0.1796533465385437,0.20610035955905914,0.4860881567001343,0.19805403053760529,0.4432704448699951,0.42798417806625366,0.2696802616119385,0.2978637218475342,0.15509773790836334,0.22613781690597534,0.30534645915031433,0.24729391932487488,0.31964385509490967,0.2696802616119385,0.2496354579925537,0.2699645459651947,0.29575422406196594
possible,0.3281886577606201,0.19817374646663666,0.3314395844936371,0.2924647331237793,0.14626172184944153,0.3262845277786255,0.32701125741004944,0.271933376789093,0.3531074523925781,0.3314395844936371,0.3421713411808014,0.3369734585285187,0.3487483561038971,0.28600654006004333,0.20333001017570496,0.33778148889541626,0.23054392635822296,0.3421713411808014,0.2983192801475525,0.4671361446380615,0.3059970438480377
algorithms,0.25635042786598206,0.15343403816223145,0.22317801415920258,0.5081132054328918,0.3461097776889801,0.43914034962654114,0.167828768491745,0.2866232097148895,0.3044353127479553,0.22317801415920258,0.21237695217132568,0.19999176263809204,0.9430480003356934,0.14416640996932983,0.08526968210935593,0.2244989424943924,0.09675700217485428,0.21237695217132568,0.1979406177997589,0.40899839997291565,0.186949223279953
that,0.6297725439071655,0.2216513603925705,0.41498205065727234,0.2798757553100586,0.2881232798099518,0.3105841875076294,0.5473989248275757,0.23472116887569427,0.40566104650497437,0.41498205065727234,0.47537946701049805,0.38467007875442505,0.24969768524169922,0.26072749495506287,0.28847837448120117,0.45691362023353577,0.33798906207084656,0.47537946701049805,0.3486595153808594,0.4416671693325043,0.32716336846351624
could,0.4188697934150696,0.16404791176319122,0.29043012857437134,0.2531432807445526,0.15381944179534912,0.2198602706193924,0.35393214225769043,0.27685320377349854,0.36355093121528625,0.29043012857437134,0.3736826181411743,0.2712192237377167,0.19708628952503204,0.2008482813835144,0.23474012315273285,0.2715303599834442,0.268024742603302,0.3736826181411743,0.23634858429431915,0.3574857711791992,0.3411986827850342
be,0.3929833769798279,0.21388062834739685,0.33904364705085754,0.25427141785621643,0.18448032438755035,0.24322868883609772,0.4248143136501312,0.3006899058818817,0.38826778531074524,0.33904364705085754,0.39883795380592346,0.41437941789627075,0.2830074727535248,0.2562582194805145,0.18811732530593872,0.34821414947509766,0.29054832458496094,0.39883795380592346,0.2965909540653229,0.347878634929657,0.3324260413646698
used,0.27546408772468567,0.19765689969062805,0.3075267970561981,0.24411344528198242,0.1736704409122467,0.3653748035430908,0.3718377649784088,0.2709944248199463,0.28257596492767334,0.3075267970561981,0.3864384889602661,0.385000079870224,0.2289300262928009,0.24024057388305664,0.1152321919798851,0.37816372513771057,0.1944712996482849,0.3864384889602661,0.3641626238822937,0.3019697070121765,0.22430120408535004
to,0.455847829580307,0.2647967040538788,0.41548454761505127,0.2594811022281647,0.2226530760526657,0.26241451501846313,0.535392165184021,0.28694528341293335,0.33546167612075806,0.41548454761505127,0.45503583550453186,0.3962339460849762,0.20727625489234924,0.21428942680358887,0.2682085633277893,0.340527206659317,0.34980177879333496,0.45503583550453186,0.3428947925567627,0.2502208352088928,0.29463258385658264
solve,0.3072938323020935,0.14203421771526337,0.15426263213157654,0.3269096612930298,0.27880680561065674,0.34791016578674316,0.16557666659355164,0.27853310108184814,0.2258598655462265,0.15426263213157654,0.1866181194782257,0.2387789636850357,0.463092565536499,0.2000982165336609,0.0811617523431778,0.24986295402050018,0.12558989226818085,0.1866181194782257,0.19582529366016388,0.5774925351142883,0.27457404136657715
the,0.42745697498321533,0.2105809599161148,0.733189046382904,0.19781450927257538,0.24037593603134155,0.25657835602760315,1.0,0.2305259257555008,0.26905253529548645,0.733189046382904,0.5829201340675354,0.3501757085323334,0.15884782373905182,0.28042563796043396,0.2206125557422638,0.45971640944480896,0.39827480912208557,0.5829201340675354,0.37508252263069153,0.24928659200668335,0.22068053483963013
same,0.3764382302761078,0.20379719138145447,0.3808329105377197,0.2861233353614807,0.1993604302406311,0.2506504952907562,0.4583131968975067,0.15690238773822784,0.2751089036464691,0.3808329105377197,0.4048157036304474,0.42598775029182434,0.24305599927902222,0.20008622109889984,0.1105627566576004,0.32672354578971863,0.2311868965625763,0.4048157036304474,0.3457770347595215,0.2894531488418579,0.22649677097797394
problem,0.42183366417884827,0.15637436509132385,0.20464475452899933,0.3380638659000397,0.23451323807239532,0.3065125048160553,0.24928659200668335,0.2914622724056244,0.3657159209251404,0.20464475452899933,0.2605542540550232,0.27924418449401855,0.39858657121658325,0.22339259088039398,0.20575903356075287,0.3323446810245514,0.12321300059556961,0.2605542540550232,0.2566664516925812,1.0,0.3762950301170349
.,0.3567904531955719,0.23224417865276337,0.5352458953857422,0.22837716341018677,0.21781636774539948,0.18591642379760742,0.5934505462646484,0.2455640733242035,0.25201094150543213,0.5352458953857422,0.50484299659729,0.2631765305995941,0.15753796696662903,0.22219684720039368,0.1981796771287918,0.28960058093070984,0.2984525263309479,0.50484299659729,0.3169408142566681,0.22562150657176971,0.4130953550338745
