,what,did,microsoft,announce,that,it,would,rename,sky,drive,pro,to,?
onedrive,0.3555457890033722,0.30611422657966614,0.43946048617362976,0.27846503257751465,0.4243841767311096,0.31714633107185364,0.44271084666252136,0.3595426082611084,0.16088946163654327,0.6621025204658508,0.2256685048341751,0.40733346343040466,0.33031997084617615
'',0.08143015950918198,0.01978493109345436,-0.012790479697287083,-0.033036138862371445,0.007880004122853279,-0.016964951530098915,0.02574172429740429,-0.03264005482196808,-0.026507042348384857,-0.051223285496234894,-0.10018162429332733,-0.009905828163027763,0.018684765323996544
and,0.31309178471565247,0.34479495882987976,0.19601449370384216,0.14379966259002686,0.4731321930885315,0.40957894921302795,0.34921059012413025,0.1618354618549347,0.2200697511434555,0.19344621896743774,0.15542398393154144,0.48971283435821533,0.20544172823429108
``,0.008517155423760414,-0.029888948425650597,-0.011674009263515472,-0.03200799226760864,0.05285148695111275,0.035206809639930725,0.08063928782939911,0.12590815126895905,-0.10457839071750641,-0.09349814057350159,-0.01366871502250433,0.06720756739377975,0.0685480609536171
skydrive,0.31293633580207825,0.2873649299144745,0.3869832456111908,0.2551376223564148,0.40341857075691223,0.40484005212783813,0.3970757722854614,0.32821881771087646,0.39811205863952637,0.7240360975265503,0.21715356409549713,0.4247458875179291,0.27291637659072876
pro,0.18814358115196228,0.14497412741184235,0.17893074452877045,0.20518909394741058,0.14073680341243744,0.06367503851652145,0.17628061771392822,0.09095408022403717,0.09637454897165298,0.17960824072360992,1.0000001192092896,0.15312783420085907,0.17645101249217987
'',0.08143015950918198,0.01978493109345436,-0.012790479697287083,-0.033036138862371445,0.007880004122853279,-0.016964951530098915,0.02574172429740429,-0.03264005482196808,-0.026507042348384857,-0.051223285496234894,-0.10018162429332733,-0.009905828163027763,0.018684765323996544
becomes,0.15717560052871704,0.12225819379091263,0.09949655830860138,0.17457562685012817,0.15917350351810455,0.21611115336418152,0.23386667668819427,0.22839206457138062,0.1480487734079361,0.055925510823726654,0.11098188906908035,0.22548897564411163,0.1751440465450287
``,0.008517155423760414,-0.029888948425650597,-0.011674009263515472,-0.03200799226760864,0.05285148695111275,0.035206809639930725,0.08063928782939911,0.12590815126895905,-0.10457839071750641,-0.09349814057350159,-0.01366871502250433,0.06720756739377975,0.0685480609536171
onedrive,0.3555457890033722,0.30611422657966614,0.43946048617362976,0.27846503257751465,0.4243841767311096,0.31714633107185364,0.44271084666252136,0.3595426082611084,0.16088946163654327,0.6621025204658508,0.2256685048341751,0.40733346343040466,0.33031997084617615
for,0.3017193675041199,0.318512886762619,0.24335741996765137,0.25365424156188965,0.4137635827064514,0.32171204686164856,0.39877474308013916,0.18024474382400513,0.15601696074008942,0.2716398239135742,0.2676255404949188,0.4451248347759247,0.264628142118454
business,0.21758167445659637,0.24531014263629913,0.2918210029602051,0.15488234162330627,0.25197073817253113,0.24615225195884705,0.21336594223976135,0.14517587423324585,0.15859107673168182,0.24151088297367096,0.10057680308818817,0.28079214692115784,0.1545659303665161
'',0.08143015950918198,0.01978493109345436,-0.012790479697287083,-0.033036138862371445,0.007880004122853279,-0.016964951530098915,0.02574172429740429,-0.03264005482196808,-0.026507042348384857,-0.051223285496234894,-0.10018162429332733,-0.009905828163027763,0.018684765323996544
.,0.3567904531955719,0.35288307070732117,0.23290912806987762,0.16922476887702942,0.4460422694683075,0.5593622326850891,0.35067233443260193,0.2002442181110382,0.19117935001850128,0.21262511610984802,0.1908467710018158,0.4645031690597534,0.4130953550338745
