,how,many,total,judges,are,there,in,the,eu,?
one,0.3213292360305786,0.4223630726337433,0.2843787372112274,0.24415843188762665,0.42537835240364075,0.43285492062568665,0.4129433035850525,0.5514441132545471,0.15931439399719238,0.2673267424106598
judge,0.18751204013824463,0.16749286651611328,0.07859107106924057,0.7224854826927185,0.1375100016593933,0.148170605301857,0.2260766327381134,0.21985375881195068,0.06753488630056381,0.1870231032371521
from,0.22939439117908478,0.33099696040153503,0.14256314933300018,0.13148988783359528,0.2674213647842407,0.2965545952320099,0.4274188280105591,0.40150508284568787,0.15383225679397583,0.19969791173934937
each,0.4183253347873688,0.35348209738731384,0.32807454466819763,0.298244833946228,0.39730963110923767,0.36370885372161865,0.30816060304641724,0.470844566822052,0.12836143374443054,0.21173812448978424
member,0.09643107652664185,0.11200715601444244,0.1175188198685646,0.2598949372768402,0.16299262642860413,0.12598513066768646,0.20856694877147675,0.2806392312049866,0.2245567888021469,0.06826172769069672
state,0.15028610825538635,0.23203584551811218,0.20453955233097076,0.22753779590129852,0.19951030611991882,0.23321180045604706,0.33316072821617126,0.3097178041934967,0.18008030951023102,0.1160883978009224
",",0.22659391164779663,0.40610817074775696,0.25815486907958984,0.19683676958084106,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.4933079481124878,0.1565755307674408,0.31091248989105225
28,-0.11203539371490479,-0.3069208562374115,-0.09832330048084259,-0.19303567707538605,-0.22781291604042053,-0.32558590173721313,-0.27002766728401184,-0.31177106499671936,-0.08860164135694504,-0.012856917455792427
at,0.2154216170310974,0.2716965675354004,0.17510145902633667,0.13144850730895996,0.2074895054101944,0.37649083137512207,0.4374977946281433,0.457212895154953,0.18760159611701965,0.21978627145290375
present,0.17780441045761108,0.14346416294574738,0.14743489027023315,0.1407952904701233,0.20985287427902222,0.22687895596027374,0.23905439674854279,0.2829846143722534,0.096424899995327,0.21759982407093048
",",0.22659391164779663,0.40610817074775696,0.25815486907958984,0.19683676958084106,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.4933079481124878,0.1565755307674408,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.16190829873085022,0.3367324471473694,0.27294138073921204,0.2844357192516327,0.2792111933231354,0.3733934462070465,0.14166101813316345,0.26220351457595825
are,0.311818927526474,0.5655534863471985,0.2363838106393814,0.24500462412834167,1.0,0.5433560013771057,0.3841303884983063,0.40399202704429626,0.13638608157634735,0.24591213464736938
supposed,0.4460916221141815,0.2577672004699707,0.15558567643165588,0.2517145872116089,0.24538396298885345,0.3515521287918091,0.26477015018463135,0.33562925457954407,0.08852554112672806,0.36114630103111267
to,0.44169697165489197,0.40243685245513916,0.22792020440101624,0.2583850026130676,0.3504326641559601,0.40669289231300354,0.45010748505592346,0.535392165184021,0.1539587825536728,0.29463258385658264
``,-0.01591024175286293,0.012824942357838154,0.14629635214805603,0.0990496501326561,0.12624181807041168,0.0756821483373642,0.04765888676047325,0.029072100296616554,0.179834246635437,0.0685480609536171
possess,0.23607701063156128,0.24209630489349365,0.05749758705496788,0.18564245104789734,0.3325042426586151,0.18747490644454956,0.20494474470615387,0.2654380798339844,0.16178566217422485,0.1285712569952011
the,0.33890387415885925,0.4335206151008606,0.27068960666656494,0.2646847069263458,0.40399202704429626,0.47025805711746216,0.6662389636039734,1.0,0.14126400649547577,0.22068053483963013
qualifications,0.24509647488594055,0.273601233959198,0.107950359582901,0.3833189904689789,0.27253738045692444,0.27687788009643555,0.2192680537700653,0.2735421359539032,0.24676164984703064,0.21778790652751923
required,0.2999895513057709,0.24403242766857147,0.2440832257270813,0.24068543314933777,0.30105841159820557,0.3671655058860779,0.20162324607372284,0.27848219871520996,0.24574622511863708,0.24962718784809113
for,0.3308170735836029,0.40972793102264404,0.18924455344676971,0.1955566257238388,0.3895993232727051,0.3728419542312622,0.4322226941585541,0.4739971458911896,0.17181243002414703,0.264628142118454
appointment,0.17161579430103302,0.14272351562976837,0.06527669727802277,0.34092244505882263,0.07746365666389465,0.13280197978019714,0.20805789530277252,0.27414143085479736,0.18612295389175415,0.16662907600402832
to,0.44169697165489197,0.40243685245513916,0.22792020440101624,0.2583850026130676,0.3504326641559601,0.40669289231300354,0.45010748505592346,0.535392165184021,0.1539587825536728,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.27068960666656494,0.2646847069263458,0.40399202704429626,0.47025805711746216,0.6662389636039734,1.0,0.14126400649547577,0.22068053483963013
highest,0.09736836701631546,0.18659456074237823,0.2718241810798645,0.25910934805870056,0.16502201557159424,0.22311106324195862,0.3400614559650421,0.36945265531539917,0.11249250918626785,0.11527936160564423
judicial,0.1639363020658493,0.19623158872127533,0.13629229366779327,0.584417998790741,0.1636805385351181,0.1828753799200058,0.231208935379982,0.27282875776290894,0.21058975160121918,0.1770997941493988
offices,0.0936301201581955,0.26200559735298157,0.18228986859321594,0.3309030532836914,0.24172653257846832,0.25523972511291504,0.30102822184562683,0.2803647518157959,0.18938137590885162,0.10076487064361572
'',-0.0029843549709767103,-0.016843097284436226,0.005100560840219259,0.04411467909812927,0.0263817198574543,0.03646579384803772,0.07432962208986282,0.041273195296525955,0.0652511790394783,0.018684765323996544
(,0.1676948219537735,0.1455259770154953,0.2282908409833908,0.14336660504341125,0.23263892531394958,0.22351126372814178,0.3087427020072937,0.33289089798927307,0.1709967851638794,0.40561532974243164
or,0.3378981947898865,0.36905089020729065,0.1965118944644928,0.24165526032447815,0.5374364256858826,0.4594070315361023,0.3586423695087433,0.4174870550632477,0.1964779645204544,0.32389625906944275
for,0.3308170735836029,0.40972793102264404,0.18924455344676971,0.1955566257238388,0.3895993232727051,0.3728419542312622,0.4322226941585541,0.4739971458911896,0.17181243002414703,0.264628142118454
the,0.33890387415885925,0.4335206151008606,0.27068960666656494,0.2646847069263458,0.40399202704429626,0.47025805711746216,0.6662389636039734,1.0,0.14126400649547577,0.22068053483963013
general,0.19638104736804962,0.21976788341999054,0.18222637474536896,0.18867433071136475,0.15219135582447052,0.1402231752872467,0.259066641330719,0.28634732961654663,0.16366180777549744,0.1972234547138214
court,0.16033481061458588,0.1737540364265442,0.0652448832988739,0.5225734114646912,0.10927453637123108,0.21166393160820007,0.2793687880039215,0.2812081575393677,0.16374509036540985,0.17100423574447632
",",0.22659391164779663,0.40610817074775696,0.25815486907958984,0.19683676958084106,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.4933079481124878,0.1565755307674408,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.27068960666656494,0.2646847069263458,0.40399202704429626,0.47025805711746216,0.6662389636039734,1.0,0.14126400649547577,0.22068053483963013
``,-0.01591024175286293,0.012824942357838154,0.14629635214805603,0.0990496501326561,0.12624181807041168,0.0756821483373642,0.04765888676047325,0.029072100296616554,0.179834246635437,0.0685480609536171
ability,0.41328999400138855,0.2997385859489441,0.16166886687278748,0.19834467768669128,0.22303952276706696,0.170613631606102,0.16374780237674713,0.24997951090335846,0.06831391900777817,0.1955445408821106
required,0.2999895513057709,0.24403242766857147,0.2440832257270813,0.24068543314933777,0.30105841159820557,0.3671655058860779,0.20162324607372284,0.27848219871520996,0.24574622511863708,0.24962718784809113
for,0.3308170735836029,0.40972793102264404,0.18924455344676971,0.1955566257238388,0.3895993232727051,0.3728419542312622,0.4322226941585541,0.4739971458911896,0.17181243002414703,0.264628142118454
appointment,0.17161579430103302,0.14272351562976837,0.06527669727802277,0.34092244505882263,0.07746365666389465,0.13280197978019714,0.20805789530277252,0.27414143085479736,0.18612295389175415,0.16662907600402832
to,0.44169697165489197,0.40243685245513916,0.22792020440101624,0.2583850026130676,0.3504326641559601,0.40669289231300354,0.45010748505592346,0.535392165184021,0.1539587825536728,0.29463258385658264
high,0.16700881719589233,0.27441489696502686,0.15895864367485046,0.193864107131958,0.21708175539970398,0.21173454821109772,0.2652597725391388,0.28034812211990356,0.0696226954460144,0.11137914657592773
judicial,0.1639363020658493,0.19623158872127533,0.13629229366779327,0.584417998790741,0.1636805385351181,0.1828753799200058,0.231208935379982,0.27282875776290894,0.21058975160121918,0.1770997941493988
office,0.09114141762256622,0.16070210933685303,0.13145264983177185,0.2016192078590393,0.09449593722820282,0.14208748936653137,0.28433957695961,0.27314993739128113,0.1874295175075531,0.16497313976287842
'',-0.0029843549709767103,-0.016843097284436226,0.005100560840219259,0.04411467909812927,0.0263817198574543,0.03646579384803772,0.07432962208986282,0.041273195296525955,0.0652511790394783,0.018684765323996544
),0.17939934134483337,0.16602720320224762,0.2389112114906311,0.12071380764245987,0.2373749315738678,0.24042794108390808,0.3326910734176636,0.3456730246543884,0.1733860969543457,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.2295650690793991,0.17562873661518097,0.3452940285205841,0.43897318840026855,0.5591574311256409,0.5934505462646484,0.1552242487668991,0.4130953550338745
