,in,which,year,was,reverend,chauncy,hare,townshend,'s,collection,of,gems,was,bequeathed,to,the,museum,?
lady,0.2036832869052887,0.1648431420326233,0.12968678772449493,0.22953040897846222,0.3241429626941681,0.23100493848323822,0.20060355961322784,0.30580443143844604,-0.016619781032204628,0.19945506751537323,0.16923315823078156,0.1151043251156807,0.22953040897846222,0.20401477813720703,0.18840491771697998,0.21662424504756927,0.1768854558467865,0.14158371090888977
cory,0.15190966427326202,0.14629898965358734,0.2096794694662094,0.2259826511144638,0.27749335765838623,0.3564862906932831,0.2708449363708496,0.3175641894340515,0.014519136399030685,0.17247529327869415,0.10942856967449188,0.20780622959136963,0.2259826511144638,0.3139067590236664,0.18565911054611206,0.18997178971767426,0.20378124713897705,0.18568909168243408
's,-0.037580832839012146,0.03856118768453598,-0.04087831452488899,0.008974763564765453,0.024746235460042953,-0.004969189874827862,0.10197870433330536,0.06038576737046242,0.9999999403953552,0.003388406243175268,-0.03817026689648628,0.07074031978845596,0.008974763564765453,0.023139791563153267,0.03782717138528824,-0.01540423184633255,-0.011753248050808907,-0.023395681753754616
1951,-0.18103405833244324,-0.1621738225221634,-0.13780806958675385,-0.15923678874969482,-0.05467445030808449,-0.26780539751052856,-0.10925022512674332,-0.1858353167772293,0.05847541242837906,-0.15594610571861267,-0.1484760046005249,-0.05251123756170273,-0.15923678874969482,-0.17309926450252533,-0.14842139184474945,-0.20524539053440094,-0.17584800720214844,-0.20064012706279755
gift,0.19502383470535278,0.2661541700363159,0.15077324211597443,0.2019146829843521,0.23571379482746124,0.21594418585300446,0.18565668165683746,0.21949969232082367,0.0963224545121193,0.28258222341537476,0.2024591863155365,0.2092108130455017,0.2019146829843521,0.3799230754375458,0.21320243179798126,0.23132675886154175,0.23908092081546783,0.1950901448726654
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.4069072902202606,0.23484614491462708,0.2758171260356903,0.18918932974338531,0.20114754140377045,-0.03817026689648628,0.2915455996990204,1.0,0.20048688352108002,0.4069072902202606,0.39016157388687134,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
major,0.3249945342540741,0.31470122933387756,0.17671433091163635,0.20676274597644806,0.16220472753047943,0.19647854566574097,0.19822892546653748,0.2445679008960724,-0.010959804058074951,0.18903550505638123,0.2641255557537079,0.0838463306427002,0.20676274597644806,0.1730319708585739,0.19240309298038483,0.31775903701782227,0.13597285747528076,0.19788557291030884
diamond,0.2137380689382553,0.24651038646697998,0.11305942386388779,0.20147955417633057,0.17081861197948456,0.2351558655500412,0.179550901055336,0.21462227404117584,-0.04169813543558121,0.19710895419120789,0.1713942289352417,0.42024195194244385,0.20147955417633057,0.2332124263048172,0.1710454821586609,0.18828736245632172,0.15713359415531158,0.10509363561868668
jewellery,0.2104388326406479,0.22398559749126434,0.11332972347736359,0.20858196914196014,0.22070033848285675,0.2799537181854248,0.1988285779953003,0.2081482708454132,0.05835748463869095,0.34589406847953796,0.2510305643081665,0.43002134561538696,0.20858196914196014,0.41817227005958557,0.23540540039539337,0.19773870706558228,0.2936083972454071,0.15173175930976868
from,0.4274188280105591,0.38755592703819275,0.2101740688085556,0.31171464920043945,0.19249498844146729,0.11707687377929688,0.1538458913564682,0.2113979458808899,-0.01936490088701248,0.2754948139190674,0.4249346852302551,0.12214506417512894,0.31171464920043945,0.2603433132171631,0.4069952368736267,0.40150508284568787,0.20791949331760406,0.19969791173934937
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.48711544275283813,0.21770034730434418,0.2970399260520935,0.22638079524040222,0.20970672369003296,-0.01540423184633255,0.25281965732574463,0.733189046382904,0.2031181901693344,0.48711544275283813,0.33061784505844116,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
18th,0.19408075511455536,0.2174748033285141,0.24683165550231934,0.2556672692298889,0.28051888942718506,0.17146992683410645,0.16516390442848206,0.20085600018501282,0.12255296856164932,0.14714926481246948,0.18507498502731323,0.19089166820049286,0.2556672692298889,0.12442684918642044,0.19349952042102814,0.2844390869140625,0.08404199779033661,0.11879357695579529
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.3740963041782379,0.2811555862426758,0.28546199202537537,0.22137707471847534,0.2967555522918701,0.06895173341035843,0.2379438579082489,0.5116966962814331,0.21430926024913788,0.3740963041782379,0.31482604146003723,0.48971283435821533,0.5171257257461548,0.21554097533226013,0.20544172823429108
19th,0.15408828854560852,0.2196694165468216,0.20772628486156464,0.24231374263763428,0.259672075510025,0.17818006873130798,0.10732798278331757,0.17857950925827026,0.09424189478158951,0.16749516129493713,0.16605104506015778,0.22755226492881775,0.24231374263763428,0.12694032490253448,0.18742936849594116,0.24964287877082825,0.06397612392902374,0.004712673369795084
centuries,0.2558690905570984,0.2743915021419525,0.206980898976326,0.27720052003860474,0.1641600877046585,0.16035792231559753,0.11246171593666077,0.1378065049648285,-0.011494642123579979,0.2218795269727707,0.2695758044719696,0.19899484515190125,0.27720052003860474,0.2925615608692169,0.2275104820728302,0.32166481018066406,0.1781580150127411,0.13179439306259155
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.45456063747406006,0.33965903520584106,0.34415093064308167,0.2906651198863983,0.3653388023376465,-0.0016132977325469255,0.2277175933122635,0.4946078956127167,0.17583541572093964,0.45456063747406006,0.38536176085472107,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.3740963041782379,0.2811555862426758,0.28546199202537537,0.22137707471847534,0.2967555522918701,0.06895173341035843,0.2379438579082489,0.5116966962814331,0.21430926024913788,0.3740963041782379,0.31482604146003723,0.48971283435821533,0.5171257257461548,0.21554097533226013,0.20544172823429108
jewellery,0.2104388326406479,0.22398559749126434,0.11332972347736359,0.20858196914196014,0.22070033848285675,0.2799537181854248,0.1988285779953003,0.2081482708454132,0.05835748463869095,0.34589406847953796,0.2510305643081665,0.43002134561538696,0.20858196914196014,0.41817227005958557,0.23540540039539337,0.19773870706558228,0.2936083972454071,0.15173175930976868
scholar,0.13179342448711395,0.11644123494625092,0.16727416217327118,0.28704655170440674,0.3065556585788727,0.26053133606910706,0.12055555731058121,0.2511364221572876,0.040988847613334656,0.22255419194698334,0.16234588623046875,0.15013791620731354,0.28704655170440674,0.30550023913383484,0.18490804731845856,0.16383583843708038,0.22032620012760162,0.1606755405664444
dame,0.2553365230560303,0.11334557831287384,0.181222066283226,0.25002744793891907,0.25414323806762695,0.33562421798706055,0.19841571152210236,0.19853390753269196,-0.026876220479607582,0.11640749871730804,0.19686108827590942,0.14401403069496155,0.25002744793891907,0.1650976985692978,0.15133850276470184,0.24509219825267792,0.1509353667497635,0.1115170493721962
joan,0.1662837415933609,0.13435320556163788,0.13827787339687347,0.1992645412683487,0.27542638778686523,0.21933290362358093,0.16222810745239258,0.24673062562942505,0.016368649899959564,0.16106608510017395,0.17439912259578705,0.1521534025669098,0.1992645412683487,0.2901056408882141,0.13096833229064941,0.12128341197967529,0.17496882379055023,0.11817244440317154
evans,0.22539855539798737,0.13881303369998932,0.15505412220954895,0.2650309205055237,0.3502409756183624,0.4002858102321625,0.2434511035680771,0.3622466027736664,0.11680831015110016,0.1031118631362915,0.16056565940380096,0.1716366857290268,0.2650309205055237,0.23462797701358795,0.20991384983062744,0.24545583128929138,0.06840577721595764,0.1579946130514145
',0.4158826768398285,0.32852497696876526,0.23947113752365112,0.33675912022590637,0.29651084542274475,0.2844933569431305,0.2247883826494217,0.18690834939479828,0.07651367038488388,0.2383844554424286,0.39136970043182373,0.13948939740657806,0.33675912022590637,0.21783724427223206,0.34544456005096436,0.474788099527359,0.1479852944612503,0.330942302942276
1977,0.09717167168855667,-0.04767648130655289,0.045230425894260406,0.047073230147361755,0.0025539929047226906,-0.052276670932769775,0.050484608858823776,0.013915509916841984,0.024843718856573105,-0.007533556316047907,0.09827802330255508,-0.036242157220840454,0.047073230147361755,0.06238723173737526,0.04582442715764046,0.06613131612539291,-0.037973254919052124,-0.059247612953186035
gift,0.19502383470535278,0.2661541700363159,0.15077324211597443,0.2019146829843521,0.23571379482746124,0.21594418585300446,0.18565668165683746,0.21949969232082367,0.0963224545121193,0.28258222341537476,0.2024591863155365,0.2092108130455017,0.2019146829843521,0.3799230754375458,0.21320243179798126,0.23132675886154175,0.23908092081546783,0.1950901448726654
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.4069072902202606,0.23484614491462708,0.2758171260356903,0.18918932974338531,0.20114754140377045,-0.03817026689648628,0.2915455996990204,1.0,0.20048688352108002,0.4069072902202606,0.39016157388687134,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
more,0.32563260197639465,0.4639437198638916,0.2547462582588196,0.21525104343891144,0.12549065053462982,0.18980364501476288,0.12091038376092911,0.17405053973197937,0.032942235469818115,0.19879412651062012,0.30478984117507935,0.19267338514328003,0.21525104343891144,0.2048761546611786,0.47084665298461914,0.39758381247520447,0.077372707426548,0.27894994616508484
than,0.3270052373409271,0.3974681496620178,0.25389936566352844,0.1872616857290268,0.0838305726647377,0.13184669613838196,0.1174621507525444,0.11500237882137299,0.0585811510682106,0.1624053567647934,0.33036211133003235,0.1777603179216385,0.1872616857290268,0.2033083736896515,0.3192550539970398,0.3227543234825134,0.08831054717302322,0.24917294085025787
800,0.010950660333037376,-0.027295857667922974,0.03357589617371559,0.055157002061605453,0.0734417587518692,0.02562149055302143,0.022627491503953934,0.05920780450105667,-0.001953079248778522,0.05127240717411041,0.04887460544705391,-0.027972621843218803,0.055157002061605453,0.1371275782585144,0.047120727598667145,0.007269678637385368,0.14892537891864777,0.04938950017094612
jewels,0.1654551774263382,0.2571128308773041,0.14708353579044342,0.22425991296768188,0.17637422680854797,0.23903639614582062,0.1912626475095749,0.21513573825359344,0.018480436876416206,0.3201775550842285,0.26564592123031616,0.47427046298980713,0.22425991296768188,0.3698154389858246,0.2356695532798767,0.2692396938800812,0.21033157408237457,0.15486109256744385
dating,0.2300887107849121,0.2229909896850586,0.16492733359336853,0.17555896937847137,0.193855419754982,0.19911132752895355,0.03234320133924484,0.15716327726840973,-0.07326678186655045,0.18527427315711975,0.2134421318769455,0.25992998480796814,0.17555896937847137,0.22053489089012146,0.17611581087112427,0.23401090502738953,0.20265792310237885,0.1135709211230278
from,0.4274188280105591,0.38755592703819275,0.2101740688085556,0.31171464920043945,0.19249498844146729,0.11707687377929688,0.1538458913564682,0.2113979458808899,-0.01936490088701248,0.2754948139190674,0.4249346852302551,0.12214506417512894,0.31171464920043945,0.2603433132171631,0.4069952368736267,0.40150508284568787,0.20791949331760406,0.19969791173934937
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.48711544275283813,0.21770034730434418,0.2970399260520935,0.22638079524040222,0.20970672369003296,-0.01540423184633255,0.25281965732574463,0.733189046382904,0.2031181901693344,0.48711544275283813,0.33061784505844116,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
middle,0.26767921447753906,0.22406704723834991,0.15330830216407776,0.21038298308849335,0.1905166655778885,0.2228148728609085,0.07430867850780487,0.24312397837638855,-0.017355401068925858,0.10509289056062698,0.2799445688724518,0.11326692998409271,0.21038298308849335,0.22490446269512177,0.2015334814786911,0.3405749201774597,0.07178838551044464,0.13139553368091583
ages,0.23238429427146912,0.24161876738071442,0.20290428400039673,0.20646628737449646,0.17646226286888123,0.18825577199459076,0.0526384562253952,0.22244593501091003,0.034693848341703415,0.1413511484861374,0.27638155221939087,0.167254239320755,0.20646628737449646,0.21787846088409424,0.18168984353542328,0.28271523118019104,0.1360076516866684,0.16701677441596985
to,0.45010748505592346,0.5345056653022766,0.23523004353046417,0.3636345863342285,0.22424015402793884,0.21688321232795715,0.21566303074359894,0.24616986513137817,0.03782717138528824,0.15417452156543732,0.41548454761505127,0.22353056073188782,0.3636345863342285,0.25286343693733215,1.0,0.535392165184021,0.1640389859676361,0.29463258385658264
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.48711544275283813,0.21770034730434418,0.2970399260520935,0.22638079524040222,0.20970672369003296,-0.01540423184633255,0.25281965732574463,0.733189046382904,0.2031181901693344,0.48711544275283813,0.33061784505844116,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
early,0.34672921895980835,0.29240089654922485,0.22533860802650452,0.4148794412612915,0.18708036839962006,0.2336188405752182,0.11774907261133194,0.27154338359832764,0.03384959325194359,0.28198525309562683,0.30937549471855164,0.14581049978733063,0.4148794412612915,0.38511475920677185,0.24557004868984222,0.34442198276519775,0.23575761914253235,0.15272949635982513
19th,0.15408828854560852,0.2196694165468216,0.20772628486156464,0.24231374263763428,0.259672075510025,0.17818006873130798,0.10732798278331757,0.17857950925827026,0.09424189478158951,0.16749516129493713,0.16605104506015778,0.22755226492881775,0.24231374263763428,0.12694032490253448,0.18742936849594116,0.24964287877082825,0.06397612392902374,0.004712673369795084
century,0.3174034655094147,0.23552611470222473,0.3134029805660248,0.3521432876586914,0.20677998661994934,0.19653388857841492,0.1580989509820938,0.1861671656370163,-0.0005286295781843364,0.2717791497707367,0.2826060354709625,0.13189686834812164,0.3521432876586914,0.29865291714668274,0.20143604278564453,0.3617299497127533,0.21636970341205597,0.1026201918721199
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.40146201848983765,0.34600216150283813,0.34071314334869385,0.2143649309873581,0.2970004677772522,-0.003708066651597619,0.2516246736049652,0.5352458953857422,0.18285781145095825,0.40146201848983765,0.35148677229881287,0.4645031690597534,0.5934505462646484,0.19497929513454437,0.4130953550338745
