,zones,in,which,mountains,are,built,along,convergent,tectonic,plate,boundaries,are,called,what,?
involving,0.17520096898078918,0.3576067388057709,0.3029049336910248,0.18723061680793762,0.28073740005493164,0.07475180923938751,0.1646730601787567,0.27070292830467224,0.22693167626857758,0.10942074656486511,0.16235774755477905,0.28073740005493164,0.31222257018089294,0.22227725386619568,0.19034086167812347
orogenic,0.3480246961116791,0.23887601494789124,0.39278775453567505,0.4182126820087433,0.28534647822380066,0.1678197830915451,0.29638156294822693,0.4873165488243103,0.6037161350250244,0.3377927243709564,0.3527067005634308,0.28534647822380066,0.2927224338054657,0.18539650738239288,0.09268061816692352
wedges,0.23615272343158722,0.17402519285678864,0.32926392555236816,0.22189798951148987,0.2849588394165039,0.24298369884490967,0.29411375522613525,0.36529767513275146,0.2896508574485779,0.2769778370857239,0.2926848530769348,0.2849588394165039,0.27184954285621643,0.17072786390781403,0.12393534183502197
",",0.25152507424354553,0.5201468467712402,0.3658004403114319,0.2542361319065094,0.4062570035457611,0.22658206522464752,0.29824912548065186,0.21584390103816986,0.2164171040058136,0.1725088655948639,0.24607931077480316,0.4062570035457611,0.26549121737480164,0.3087472915649414,0.31091248989105225
which,0.24686290323734283,0.4840516746044159,1.0,0.21144159138202667,0.42922598123550415,0.2829757332801819,0.33404073119163513,0.34502094984054565,0.3892434537410736,0.3061125576496124,0.34664881229400635,0.42922598123550415,0.5573342442512512,0.5261979103088379,0.25814583897590637
are,0.3065014183521271,0.3841303884983063,0.42922598123550415,0.24100729823112488,1.0,0.15228483080863953,0.28655800223350525,0.3127717971801758,0.2353130280971527,0.1751210242509842,0.26275575160980225,1.0,0.3676711618900299,0.29724663496017456,0.24591213464736938
zones,1.0000001192092896,0.2524511516094208,0.24686290323734283,0.28236573934555054,0.3065014183521271,0.13273265957832336,0.15572918951511383,0.3551347553730011,0.363546222448349,0.28044363856315613,0.4145297408103943,0.3065014183521271,0.16461330652236938,0.21359926462173462,0.11247222125530243
in,0.2524511516094208,1.0,0.4840516746044159,0.27267226576805115,0.3841303884983063,0.25829681754112244,0.3603311777114868,0.2147963047027588,0.22851157188415527,0.18938399851322174,0.29207542538642883,0.3841303884983063,0.40847352147102356,0.30808621644973755,0.20430970191955566
which,0.24686290323734283,0.4840516746044159,1.0,0.21144159138202667,0.42922598123550415,0.2829757332801819,0.33404073119163513,0.34502094984054565,0.3892434537410736,0.3061125576496124,0.34664881229400635,0.42922598123550415,0.5573342442512512,0.5261979103088379,0.25814583897590637
mountains,0.28236573934555054,0.27267226576805115,0.21144159138202667,1.0000001192092896,0.24100729823112488,0.16527590155601501,0.27606433629989624,0.2095871865749359,0.3557049334049225,0.21520189940929413,0.2890762686729431,0.24100729823112488,0.2189342975616455,0.1498076319694519,0.08633821457624435
are,0.3065014183521271,0.3841303884983063,0.42922598123550415,0.24100729823112488,1.0,0.15228483080863953,0.28655800223350525,0.3127717971801758,0.2353130280971527,0.1751210242509842,0.26275575160980225,1.0,0.3676711618900299,0.29724663496017456,0.24591213464736938
built,0.13273265957832336,0.25829681754112244,0.2829757332801819,0.16527590155601501,0.15228483080863953,1.0000001192092896,0.20608338713645935,0.10859063267707825,0.20614629983901978,0.12571585178375244,0.1946273297071457,0.15228483080863953,0.29808270931243896,0.1554843783378601,0.09449632465839386
along,0.15572918951511383,0.3603311777114868,0.33404073119163513,0.27606433629989624,0.28655800223350525,0.20608338713645935,1.0,0.2528676986694336,0.2506515085697174,0.19070807099342346,0.2775264382362366,0.28655800223350525,0.24222734570503235,0.22421957552433014,0.17134909331798553
convergent,0.3551347553730011,0.2147963047027588,0.34502094984054565,0.2095871865749359,0.3127717971801758,0.10859063267707825,0.2528676986694336,1.0,0.49975642561912537,0.31411972641944885,0.411479115486145,0.3127717971801758,0.2416379451751709,0.27333205938339233,0.1645277887582779
tectonic,0.363546222448349,0.22851157188415527,0.3892434537410736,0.3557049334049225,0.2353130280971527,0.20614629983901978,0.2506515085697174,0.49975642561912537,1.0000001192092896,0.5510096549987793,0.49008709192276,0.2353130280971527,0.2717174291610718,0.267217755317688,0.18071772158145905
plate,0.28044363856315613,0.18938399851322174,0.3061125576496124,0.21520189940929413,0.1751210242509842,0.12571585178375244,0.19070807099342346,0.31411972641944885,0.5510096549987793,1.0000001192092896,0.3379978537559509,0.1751210242509842,0.18216685950756073,0.16980557143688202,0.17674463987350464
boundaries,0.4145297408103943,0.29207542538642883,0.34664881229400635,0.2890762686729431,0.26275575160980225,0.1946273297071457,0.2775264382362366,0.411479115486145,0.49008709192276,0.3379978537559509,1.0,0.26275575160980225,0.26626646518707275,0.27773579955101013,0.13039568066596985
.,0.24390809237957,0.5591574311256409,0.45942068099975586,0.1869059056043625,0.3452940285205841,0.2374027520418167,0.27491724491119385,0.24221649765968323,0.21622037887573242,0.21695120632648468,0.22948695719242096,0.3452940285205841,0.300344854593277,0.3567904531955719,0.4130953550338745
