,how,can,someone,be,recognized,as,local,church,lay,servant,?
by,0.34370526671409607,0.29642900824546814,0.21211211383342743,0.43158695101737976,0.2992893159389496,0.3815547823905945,0.17162570357322693,0.135782390832901,0.09318975359201431,0.17782121896743774,0.17966607213020325
their,0.3316696584224701,0.3564860224723816,0.3081207871437073,0.3200586438179016,0.28528183698654175,0.29218852519989014,0.22085392475128174,0.17209430038928986,0.23395605385303497,0.1354297697544098,0.1898253709077835
pastor,0.06708782911300659,0.10331903398036957,0.20101957023143768,0.19010308384895325,0.12072841823101044,0.22199061512947083,0.18587452173233032,0.44673746824264526,0.12826722860336304,0.27270278334617615,0.1683567762374878
and,0.33647966384887695,0.3675691485404968,0.22983601689338684,0.41766801476478577,0.2502152621746063,0.49487000703811646,0.2468787580728531,0.1976170688867569,0.244028240442276,0.2720182240009308,0.20544172823429108
church,0.10719848424196243,0.1339203417301178,0.16598212718963623,0.14655785262584686,0.14088964462280273,0.211966410279274,0.2117328941822052,0.9999999403953552,0.25351858139038086,0.24410399794578552,0.18081501126289368
council,0.14261579513549805,0.12142665684223175,0.11462749540805817,0.1781650185585022,0.14137521386146545,0.18031510710716248,0.26075372099876404,0.3278953433036804,0.0933317244052887,0.16927649080753326,0.1160062924027443
or,0.3378981947898865,0.5614996552467346,0.49079629778862,0.5260903835296631,0.26216310262680054,0.4400654137134552,0.24451059103012085,0.1717420071363449,0.2498689889907837,0.18152600526809692,0.32389625906944275
charge,0.16119228303432465,0.1779218316078186,0.1986612230539322,0.20324546098709106,0.06437572836875916,0.20160435140132904,0.16780157387256622,0.168602854013443,0.1330994814634323,0.19524972140789032,0.0958876758813858
conference,0.12395361065864563,0.09055233746767044,0.15030358731746674,0.10051422566175461,0.18836310505867004,0.14918358623981476,0.17762279510498047,0.19073757529258728,0.132114440202713,0.07814247161149979,0.11172781884670258
",",0.22659391164779663,0.3139454126358032,0.23755213618278503,0.39254459738731384,0.2936757206916809,0.48816442489624023,0.20673875510692596,0.2707274258136749,0.2087278813123703,0.2507607042789459,0.31091248989105225
and,0.33647966384887695,0.3675691485404968,0.22983601689338684,0.41766801476478577,0.2502152621746063,0.49487000703811646,0.2468787580728531,0.1976170688867569,0.244028240442276,0.2720182240009308,0.20544172823429108
complete,0.2646922171115875,0.20660987496376038,0.18916501104831696,0.22863243520259857,0.17378363013267517,0.2282925397157669,0.09629212319850922,0.12272768467664719,0.1621570885181427,0.09919249266386032,0.11962060630321503
the,0.33890387415885925,0.312528520822525,0.2575405538082123,0.4248143136501312,0.31571096181869507,0.48381632566452026,0.2130540907382965,0.23846197128295898,0.22321242094039917,0.21235519647598267,0.22068053483963013
basic,0.3665942847728729,0.35349568724632263,0.26591241359710693,0.3317239582538605,0.18711377680301666,0.2511442303657532,0.1674940437078476,0.1353769153356552,0.14512982964515686,0.13336104154586792,0.26534420251846313
course,0.33582279086112976,0.31218257546424866,0.27925989031791687,0.36351922154426575,0.14449815452098846,0.3086532652378082,0.14268414676189423,0.1559707522392273,0.22289837896823883,0.17843091487884521,0.28826573491096497
for,0.3308170735836029,0.35690054297447205,0.31841790676116943,0.3801851272583008,0.18660594522953033,0.44774648547172546,0.23619583249092102,0.15542230010032654,0.19030743837356567,0.19669270515441895,0.264628142118454
lay,0.16356971859931946,0.18771126866340637,0.16659869253635406,0.17746593058109283,0.14468269050121307,0.1565297544002533,0.13565626740455627,0.25351858139038086,1.0,0.16600550711154938,0.19041578471660614
servant,0.18204624950885773,0.15566708147525787,0.27245768904685974,0.2364494651556015,0.10174230486154556,0.241262286901474,0.1003083735704422,0.24410399794578552,0.16600550711154938,1.0,0.16730746626853943
.,0.3287222981452942,0.35783761739730835,0.24185851216316223,0.4383580684661865,0.2562062442302704,0.515582263469696,0.26217252016067505,0.28898224234580994,0.22114886343479156,0.2274937629699707,0.4130953550338745
