,who,was,the,founder,of,the,oracle,corporation,?
jersey,0.20014655590057373,0.21156488358974457,0.24937452375888824,0.11257041245698929,0.2068556696176529,0.24937452375888824,0.14220879971981049,0.15532752871513367,0.08899276703596115
jon,0.2891683280467987,0.21221061050891876,0.153504878282547,0.08345219492912292,0.08789495378732681,0.153504878282547,0.12082280963659286,0.1598345786333084,0.1621117740869522
corzine,0.3304073214530945,0.4245435893535614,0.36138591170310974,0.2028047740459442,0.3029828369617462,0.36138591170310974,0.21044889092445374,0.26320093870162964,0.26413819193840027
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.4933079481124878,0.21914266049861908,0.23622389137744904,0.31091248989105225
mckinsey,0.28430065512657166,0.29786020517349243,0.26681777834892273,0.23442822694778442,0.231185182929039,0.26681777834892273,0.2271270453929901,0.27595213055610657,0.2758098244667053
&,0.09244576841592789,0.12134000658988953,0.14992168545722961,0.25438404083251953,0.19900451600551605,0.14992168545722961,0.08729566633701324,0.19548861682415009,0.12596383690834045
company,0.2383776307106018,0.2293137013912201,0.26591673493385315,0.3786204159259796,0.20467796921730042,0.26591673493385315,0.2435995191335678,0.6250214576721191,0.12195809185504913
founder,0.28227898478507996,0.3223331570625305,0.24715600907802582,1.0,0.25088685750961304,0.24715600907802582,0.2150416225194931,0.36414578557014465,0.13665783405303955
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.22729523479938507,0.5116966962814331,0.5171257257461548,0.1852247565984726,0.2193327248096466,0.20544172823429108
author,0.23989170789718628,0.23446185886859894,0.199458509683609,0.32022616267204285,0.18473520874977112,0.199458509683609,0.15167684853076935,0.2138805389404297,0.14162757992744446
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.25088685750961304,1.0,0.733189046382904,0.18395070731639862,0.22095033526420593,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.24715600907802582,0.733189046382904,1.0,0.24501000344753265,0.26837587356567383,0.22068053483963013
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,0.22192266583442688,0.3536086082458496,0.49448907375335693,0.1881677657365799,0.23388788104057312,0.18701928853988647
management,0.14967867732048035,0.17849083244800568,0.26673808693885803,0.2575973570346832,0.31602242588996887,0.26673808693885803,0.2280789166688919,0.34464025497436523,0.15866325795650482
accounting,0.250713050365448,0.2038125991821289,0.254071444272995,0.22900211811065674,0.2985135316848755,0.254071444272995,0.22897715866565704,0.26848405599594116,0.21913275122642517
textbook,0.16980695724487305,0.18945789337158203,0.1896098256111145,0.2304821014404297,0.18778112530708313,0.1896098256111145,0.07495860010385513,0.10827942937612534,0.21686993539333344
james,0.2562035918235779,0.2958067059516907,0.22481533885002136,0.18820996582508087,0.18323110044002533,0.22481533885002136,0.15804195404052734,0.1790459156036377,0.12139993160963058
o.,0.1067383661866188,0.08200167864561081,-0.06308206915855408,0.1620234251022339,-0.06221160292625427,-0.06308206915855408,0.0831935703754425,-0.05784790217876434,0.07719738036394119
mckinsey,0.28430065512657166,0.29786020517349243,0.26681777834892273,0.23442822694778442,0.231185182929039,0.26681777834892273,0.2271270453929901,0.27595213055610657,0.2758098244667053
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.4933079481124878,0.21914266049861908,0.23622389137744904,0.31091248989105225
arley,0.1926937699317932,0.24179181456565857,0.25246840715408325,0.18065360188484192,0.24405492842197418,0.25246840715408325,0.20979353785514832,0.18674971163272858,0.21392783522605896
d.,0.2071729600429535,0.0687001422047615,0.03410084545612335,0.0580834299325943,0.025261009112000465,0.03410084545612335,-0.011501114815473557,0.035607174038887024,-0.049560099840164185
cathey,0.29093611240386963,0.3534689247608185,0.279380738735199,0.15903671085834503,0.2619759738445282,0.279380738735199,0.14589954912662506,0.13967017829418182,0.20362809300422668
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.4933079481124878,0.21914266049861908,0.23622389137744904,0.31091248989105225
bloomberg,0.20992925763130188,0.26844698190689087,0.28575897216796875,0.23419319093227386,0.24135929346084595,0.28575897216796875,0.22878336906433105,0.27947455644607544,0.2340536117553711
l.p.,0.01387840136885643,0.08907604217529297,0.06786594539880753,-0.003568224376067519,-0.0003930391976609826,0.06786594539880753,0.018706515431404114,0.12094921618700027,0.0221394095569849
ceo,0.18829603493213654,0.2460775375366211,0.16098161041736603,0.5451076626777649,0.14724358916282654,0.16098161041736603,0.24994195997714996,0.48641568422317505,0.13378572463989258
daniel,0.2651176154613495,0.20530252158641815,0.16781723499298096,0.18349720537662506,0.13703610002994537,0.16781723499298096,0.0915251076221466,0.12504318356513977,0.1540297418832779
doctoroff,0.30346187949180603,0.24501757323741913,0.2233399748802185,0.2401849925518036,0.16950467228889465,0.2233399748802185,0.18953417241573334,0.2041562795639038,0.191873237490654
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.4933079481124878,0.21914266049861908,0.23622389137744904,0.31091248989105225
credit,0.24263934791088104,0.15692640841007233,0.20452284812927246,0.1945139616727829,0.1627483367919922,0.20452284812927246,0.232260599732399,0.22944988310337067,0.13371090590953827
suisse,0.07614371180534363,0.18930839002132416,0.2753676772117615,0.16885687410831451,0.21185846626758575,0.2753676772117615,0.19391854107379913,0.24889110028743744,0.10149852931499481
ceo,0.18829603493213654,0.2460775375366211,0.16098161041736603,0.5451076626777649,0.14724358916282654,0.16098161041736603,0.24994195997714996,0.48641568422317505,0.13378572463989258
brady,0.24164094030857086,0.21229343116283417,0.22030501067638397,0.15837882459163666,0.21700039505958557,0.22030501067638397,0.11073345690965652,0.14322079718112946,0.20001526176929474
dougan,0.28604525327682495,0.32893097400665283,0.2884640693664551,0.21010345220565796,0.22593538463115692,0.2884640693664551,0.21007876098155975,0.21883785724639893,0.17870637774467468
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.4933079481124878,0.21914266049861908,0.23622389137744904,0.31091248989105225
morningstar,0.12441740185022354,0.26825520396232605,0.238221675157547,0.16013309359550476,0.1559830904006958,0.238221675157547,0.15203596651554108,0.25456202030181885,0.1662367731332779
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.4933079481124878,0.21914266049861908,0.23622389137744904,0.31091248989105225
inc.,0.2538697421550751,0.2586285173892975,0.26402559876441956,0.2180764526128769,0.2896924912929535,0.26402559876441956,0.2575102746486664,0.1997007429599762,0.2727344036102295
founder,0.28227898478507996,0.3223331570625305,0.24715600907802582,1.0,0.25088685750961304,0.24715600907802582,0.2150416225194931,0.36414578557014465,0.13665783405303955
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.22729523479938507,0.5116966962814331,0.5171257257461548,0.1852247565984726,0.2193327248096466,0.20544172823429108
ceo,0.18829603493213654,0.2460775375366211,0.16098161041736603,0.5451076626777649,0.14724358916282654,0.16098161041736603,0.24994195997714996,0.48641568422317505,0.13378572463989258
joe,0.2509482800960541,0.23988783359527588,0.18907766044139862,0.17861750721931458,0.1494843065738678,0.18907766044139862,0.15013213455677032,0.19299443066120148,0.14875642955303192
mansueto,0.3131633698940277,0.3058664798736572,0.26005929708480835,0.1922004520893097,0.2227511703968048,0.26005929708480835,0.2596733868122101,0.13102987408638,0.19016650319099426
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.4933079481124878,0.21914266049861908,0.23622389137744904,0.31091248989105225
chicago,0.2047077715396881,0.2574843168258667,0.27360326051712036,0.16092421114444733,0.18391016125679016,0.27360326051712036,0.10548270493745804,0.1716364622116089,0.16446958482265472
cubs,0.2319127321243286,0.21174608170986176,0.26889070868492126,0.09922142326831818,0.1757000982761383,0.26889070868492126,0.16333845257759094,0.171048104763031,0.17322473227977753
owner,0.2990386188030243,0.21443215012550354,0.22181597352027893,0.38783320784568787,0.1597081422805786,0.22181597352027893,0.1596405953168869,0.3860739469528198,0.1461835652589798
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.22729523479938507,0.5116966962814331,0.5171257257461548,0.1852247565984726,0.2193327248096466,0.20544172823429108
chairman,0.17702560126781464,0.2656080424785614,0.2121211588382721,0.5119896531105042,0.2167922407388687,0.2121211588382721,0.25024086236953735,0.37910762429237366,0.08324678242206573
thomas,0.26103657484054565,0.26629963517189026,0.23505409061908722,0.27091312408447266,0.18699592351913452,0.23505409061908722,0.14580392837524414,0.15132266283035278,0.16133050620555878
s.,0.05014374107122421,-0.0905630961060524,-0.04539619758725166,-0.09070229530334473,-0.10292956233024597,-0.04539619758725166,0.10653222352266312,-0.07204235345125198,0.07581593841314316
ricketts,0.3089001178741455,0.2631130516529083,0.2604096531867981,0.15287744998931885,0.23624467849731445,0.2604096531867981,0.16844873130321503,0.1718815565109253,0.20245489478111267
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2440452128648758,0.4946078956127167,0.4933079481124878,0.21914266049861908,0.23622389137744904,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.22729523479938507,0.5116966962814331,0.5171257257461548,0.1852247565984726,0.2193327248096466,0.20544172823429108
nba,0.14645421504974365,0.16947010159492493,0.19036747515201569,0.15708567202091217,0.1814490705728531,0.19036747515201569,0.19430503249168396,0.13998207449913025,0.17903099954128265
commissioner,0.23451058566570282,0.3285019099712372,0.25271227955818176,0.22873389720916748,0.233353391289711,0.25271227955818176,0.17073437571525574,0.25194016098976135,0.1209191158413887
adam,0.2311738133430481,0.22863566875457764,0.18194441497325897,0.21467353403568268,0.1344785839319229,0.18194441497325897,0.14177292585372925,0.15985800325870514,0.12292556464672089
silver,0.12375656515359879,0.20485788583755493,0.2600913643836975,0.15326690673828125,0.18475119769573212,0.2600913643836975,0.15579229593276978,0.17359106242656708,0.11920861899852753
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.18850034475326538,0.5352458953857422,0.5934505462646484,0.1748642474412918,0.21741247177124023,0.4130953550338745
