,the,academic,body,of,the,university,is,made,up,of,how,many,divisions,of,graduate,?
the,1.0,0.15387672185897827,0.31682634353637695,0.733189046382904,1.0,0.263973206281662,0.5823672413825989,0.3885267674922943,0.38423117995262146,0.733189046382904,0.33890387415885925,0.4335206151008606,0.3125615119934082,0.733189046382904,0.1983441710472107,0.22068053483963013
college,0.19751401245594025,0.35105136036872864,0.13657379150390625,0.2384195327758789,0.19751401245594025,0.6649739742279053,0.15433147549629211,0.09471166133880615,0.1304188072681427,0.2384195327758789,0.138996884226799,0.20574161410331726,0.18549610674381256,0.2384195327758789,0.5742993950843811,0.11076676845550537
",",0.4933079481124878,0.3273942470550537,0.22437527775764465,0.4946078956127167,0.4933079481124878,0.3017033040523529,0.4691906273365021,0.32507219910621643,0.34193792939186096,0.4946078956127167,0.22659391164779663,0.40610817074775696,0.27065619826316833,0.4946078956127167,0.2738925516605377,0.31091248989105225
four,0.40344667434692383,0.16346099972724915,0.1676190197467804,0.36293646693229675,0.40344667434692383,0.22242772579193115,0.22331103682518005,0.22736433148384094,0.30654171109199524,0.36293646693229675,0.1955733299255371,0.4139232039451599,0.2694883644580841,0.36293646693229675,0.23430879414081573,0.14532537758350372
divisions,0.3125615119934082,0.17429018020629883,0.08996980637311935,0.3138268291950226,0.3125615119934082,0.16864295303821564,0.19955606758594513,0.19944480061531067,0.22600950300693512,0.3138268291950226,0.14686065912246704,0.22984808683395386,1.0,0.3138268291950226,0.18499527871608734,0.14903524518013
of,0.733189046382904,0.20802809298038483,0.25063133239746094,1.0,0.733189046382904,0.30646374821662903,0.4854315221309662,0.33167365193367004,0.32945773005485535,1.0,0.2480744868516922,0.37253960967063904,0.3138268291950226,1.0,0.21445734798908234,0.1826142966747284
graduate,0.1983441710472107,0.4876050651073456,0.12109258025884628,0.21445734798908234,0.1983441710472107,0.6244588494300842,0.19379109144210815,0.10918808728456497,0.17696890234947205,0.21445734798908234,0.11977943032979965,0.20528611540794373,0.18499527871608734,0.21445734798908234,1.0,0.13230688869953156
research,0.24391183257102966,0.43474507331848145,0.1766653209924698,0.22573977708816528,0.24391183257102966,0.42846137285232544,0.23478153347969055,0.186198428273201,0.18493779003620148,0.22573977708816528,0.22275793552398682,0.24523742496967316,0.16187454760074615,0.22573977708816528,0.4018147885799408,0.13481977581977844
and,0.5171257257461548,0.2552715241909027,0.2872275710105896,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.3859752118587494,0.34954607486724854,0.4032393991947174,0.5116966962814331,0.33647966384887695,0.5296266674995422,0.27955541014671326,0.5116966962814331,0.27139508724212646,0.20544172823429108
seven,0.28151169419288635,0.14472530782222748,0.09531683474779129,0.273354172706604,0.28151169419288635,0.136383518576622,0.18867620825767517,0.19303905963897705,0.22783347964286804,0.273354172706604,0.20032188296318054,0.28098854422569275,0.18552863597869873,0.273354172706604,0.18333891034126282,0.1732930988073349
professional,0.1869824379682541,0.3387329578399658,0.09102199226617813,0.21265500783920288,0.1869824379682541,0.3255961239337921,0.2246137410402298,0.1787845343351364,0.20478762686252594,0.21265500783920288,0.11280559748411179,0.18333730101585388,0.14253345131874084,0.21265500783920288,0.3444402515888214,0.13074518740177155
schools,0.22905772924423218,0.37874487042427063,0.1344594955444336,0.265506386756897,0.22905772924423218,0.4070035517215729,0.2022145688533783,0.15215159952640533,0.19359968602657318,0.265506386756897,0.12874440848827362,0.3108086585998535,0.26256006956100464,0.265506386756897,0.47882288694381714,0.18349280953407288
.,0.5934505462646484,0.21939443051815033,0.29751062393188477,0.5352458953857422,0.5934505462646484,0.290679007768631,0.4569662809371948,0.4032190144062042,0.351434588432312,0.5352458953857422,0.3287222981452942,0.3974229395389557,0.3021276295185089,0.5352458953857422,0.22357110679149628,0.4130953550338745
