,what,was,tesla,'s,friends,',theory,as,to,what,became,of,him,?
relations,0.184731587767601,0.21032914519309998,0.1307172328233719,-0.023132214322686195,0.3171248435974121,0.24682112038135529,0.3122630715370178,0.26155853271484375,0.273697167634964,0.184731587767601,0.21443694829940796,0.272710919380188,0.22987991571426392,0.13942402601242065
with,0.2464839518070221,0.27411898970603943,0.16424812376499176,-0.04624466598033905,0.32964083552360535,0.2546919286251068,0.21627245843410492,0.40387406945228577,0.4239959120750427,0.2464839518070221,0.23679126799106598,0.41827285289764404,0.30843743681907654,0.2433311939239502
his,0.26976513862609863,0.4405253231525421,0.1580733060836792,0.047556519508361816,0.4035208821296692,0.2791537940502167,0.2209872305393219,0.3146366477012634,0.3715193271636963,0.26976513862609863,0.3503277599811554,0.38364991545677185,0.6629161238670349,0.18075084686279297
family,0.16391263902187347,0.21917963027954102,0.04926548898220062,-0.053779419511556625,0.381755530834198,0.20352929830551147,0.11396144330501556,0.21415938436985016,0.21285007894039154,0.16391263902187347,0.19748441874980927,0.1893671154975891,0.19479286670684814,0.15222905576229095
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.2984139919281006,0.34544456005096436,0.21947365999221802,0.42092081904411316,1.0,0.455847829580307,0.20401327311992645,0.41548454761505127,0.4702378511428833,0.29463258385658264
hide,0.3019925057888031,0.10314708948135376,0.047895822674036026,0.02508046291768551,0.17757505178451538,0.16897206008434296,0.12751102447509766,0.2014099806547165,0.28861480951309204,0.3019925057888031,0.06817331165075302,0.14901378750801086,0.20574410259723663,0.280157208442688
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.2185121476650238,0.474788099527359,0.2277156263589859,0.48381632566452026,0.535392165184021,0.42745697498321533,0.36325156688690186,0.733189046382904,0.39213326573371887,0.22068053483963013
fact,0.4454877972602844,0.24826835095882416,0.19631604850292206,0.05436427891254425,0.1906951367855072,0.2756556272506714,0.2669830322265625,0.294501394033432,0.35271596908569336,0.4454877972602844,0.12305525690317154,0.3007645010948181,0.2714681923389435,0.2798655927181244
that,0.6297725439071655,0.33670201897621155,0.22102725505828857,0.04397977516055107,0.2521326243877411,0.3494868278503418,0.36183905601501465,0.4735107421875,0.5436353087425232,0.6297725439071655,0.1675340086221695,0.41498205065727234,0.4159553349018097,0.32716336846351624
he,0.3114890456199646,0.5410010814666748,0.12373391538858414,0.024063590914011,0.34287571907043457,0.23641161620616913,0.20341786742210388,0.33787044882774353,0.385390967130661,0.3114890456199646,0.4161640405654907,0.38706058263778687,0.6241704225540161,0.2089974731206894
dropped,0.1258322298526764,0.3094581663608551,0.149772047996521,-0.04896005243062973,0.20441743731498718,0.10754155367612839,0.13923531770706177,0.19994346797466278,0.22398263216018677,0.1258322298526764,0.27665257453918457,0.21120592951774597,0.19969283044338226,0.1272711455821991
out,0.3633197546005249,0.28168347477912903,0.2017683982849121,0.0021837172098457813,0.1686292141675949,0.217409148812294,0.2199130654335022,0.3124499022960663,0.42386990785598755,0.3633197546005249,0.1417316347360611,0.34176841378211975,0.40562137961387634,0.22020699083805084
of,0.33290785551071167,0.4069072902202606,0.18837453424930573,-0.03817026689648628,0.17168934643268585,0.39136970043182373,0.23506702482700348,0.3886612355709076,0.41548454761505127,0.33290785551071167,0.3638904094696045,1.0,0.2764812409877777,0.1826142966747284
school,0.18774057924747467,0.25740107893943787,0.16295383870601654,-0.017113132402300835,0.3053422272205353,0.21672244369983673,0.15975318849086761,0.2065676748752594,0.24496325850486755,0.18774057924747467,0.1926351636648178,0.2391800880432129,0.2144516259431839,0.15091250836849213
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.23601025342941284,0.4806240200996399,0.18047811090946198,0.515582263469696,0.4645031690597534,0.3567904531955719,0.2806840240955353,0.5352458953857422,0.30228540301322937,0.4130953550338745
,what,was,tesla,'s,friends,',theory,as,to,what,became,of,him,?
his,0.26976513862609863,0.4405253231525421,0.1580733060836792,0.047556519508361816,0.4035208821296692,0.2791537940502167,0.2209872305393219,0.3146366477012634,0.3715193271636963,0.26976513862609863,0.3503277599811554,0.38364991545677185,0.6629161238670349,0.18075084686279297
friends,0.21297906339168549,0.1968630999326706,0.09542866796255112,0.06490477919578552,1.0,0.23021908104419708,0.06196215748786926,0.2594321668148041,0.2984139919281006,0.21297906339168549,0.2068026065826416,0.17168934643268585,0.44814565777778625,0.12953145802021027
thought,0.4469435214996338,0.42560186982154846,0.0704183354973793,0.04379833862185478,0.3091346323490143,0.26326918601989746,0.33378612995147705,0.3461970388889313,0.3858291208744049,0.4469435214996338,0.26699551939964294,0.34673458337783813,0.33986231684684753,0.2600135803222656
that,0.6297725439071655,0.33670201897621155,0.22102725505828857,0.04397977516055107,0.2521326243877411,0.3494868278503418,0.36183905601501465,0.4735107421875,0.5436353087425232,0.6297725439071655,0.1675340086221695,0.41498205065727234,0.4159553349018097,0.32716336846351624
he,0.3114890456199646,0.5410010814666748,0.12373391538858414,0.024063590914011,0.34287571907043457,0.23641161620616913,0.20341786742210388,0.33787044882774353,0.385390967130661,0.3114890456199646,0.4161640405654907,0.38706058263778687,0.6241704225540161,0.2089974731206894
had,0.23849567770957947,0.5927209258079529,0.12050733715295792,-0.004401352722197771,0.2928301692008972,0.21722373366355896,0.19201932847499847,0.3393979072570801,0.37984350323677063,0.23849567770957947,0.4615839719772339,0.37755560874938965,0.3950670063495636,0.20728366076946259
drowned,0.08578066527843475,0.2550482451915741,0.02321595884859562,0.06666215509176254,0.24703828990459442,0.13060186803340912,0.05656159669160843,0.15101370215415955,0.1882546991109848,0.08578066527843475,0.2012454867362976,0.2291359305381775,0.2886296808719635,0.18880656361579895
in,0.30808621644973755,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.15388092398643494,0.4158826768398285,0.16955126821994781,0.3887844979763031,0.45010748505592346,0.30808621644973755,0.31047213077545166,0.5696388483047485,0.2284061461687088,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.2185121476650238,0.474788099527359,0.2277156263589859,0.48381632566452026,0.535392165184021,0.42745697498321533,0.36325156688690186,0.733189046382904,0.39213326573371887,0.22068053483963013
mur,0.13719958066940308,0.12801070511341095,0.17287124693393707,0.05725405737757683,0.1500968635082245,0.24642576277256012,0.0892382264137268,0.07247187942266464,0.10036323219537735,0.13719958066940308,0.09816700220108032,0.1914026141166687,0.23340465128421783,0.15611903369426727
river,0.13815869390964508,0.15785206854343414,0.08774809539318085,-0.03599277883768082,0.12647470831871033,0.1719456911087036,0.10769595205783844,0.16009141504764557,0.13636653125286102,0.13815869390964508,0.11251360923051834,0.19903257489204407,0.185809925198555,0.15390869975090027
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.23601025342941284,0.4806240200996399,0.18047811090946198,0.515582263469696,0.4645031690597534,0.3567904531955719,0.2806840240955353,0.5352458953857422,0.30228540301322937,0.4130953550338745
