,what,was,one,example,of,a,non-french,painting,was,included,in,the,jones,bequest,of,1882,?
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.3755223751068115,0.733189046382904,0.5829201340675354,0.29699745774269104,0.20519959926605225,0.48711544275283813,0.3825419843196869,0.6662389636039734,1.0,0.24446700513362885,0.27512025833129883,0.733189046382904,-0.17908993363380432,0.22068053483963013
works,0.2418437898159027,0.2401018887758255,0.2639932632446289,0.2888476252555847,0.1964656114578247,0.2170431762933731,0.28847119212150574,0.28612133860588074,0.2401018887758255,0.20836322009563446,0.2656683027744293,0.26337864995002747,0.1691809594631195,0.1719505786895752,0.1964656114578247,0.08039659261703491,0.19597402215003967
were,0.22298263013362885,0.590133786201477,0.3453167676925659,0.21319323778152466,0.34038281440734863,0.17203083634376526,0.2617250978946686,0.17823439836502075,0.590133786201477,0.42708900570869446,0.3815755248069763,0.3906462490558624,0.1573609858751297,0.18561220169067383,0.34038281440734863,-0.16522757709026337,0.17890112102031708
french,0.17393042147159576,0.2523815333843231,0.18462896347045898,0.15361745655536652,0.19450366497039795,0.24285779893398285,0.8647828102111816,0.18417279422283173,0.2523815333843231,0.13618244230747223,0.22093388438224792,0.2555147111415863,0.11285733431577682,0.12739461660385132,0.19450366497039795,-0.07793588191270828,0.1386883556842804
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.3094974756240845,0.4946078956127167,0.427140474319458,0.37262171506881714,0.22243469953536987,0.45456063747406006,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2674069404602051,0.3688803017139435,0.4946078956127167,-0.07802723348140717,0.31091248989105225
for,0.3017193675041199,0.3863949179649353,0.384836345911026,0.45665353536605835,0.4185989499092102,0.44038116931915283,0.2715741693973541,0.20506258308887482,0.3863949179649353,0.3889397978782654,0.4322226941585541,0.4739971458911896,0.19902682304382324,0.22263674437999725,0.4185989499092102,-0.010041801258921623,0.264628142118454
example,0.3456268310546875,0.16563157737255096,0.41499486565589905,1.0,0.3570667505264282,0.40234753489494324,0.2626074552536011,0.2644340395927429,0.16563157737255096,0.26775863766670227,0.30483278632164,0.3755223751068115,0.1930658519268036,0.18929994106292725,0.3570667505264282,0.09501975774765015,0.30374911427497864
carlo,0.09441918134689331,0.2379540652036667,0.15664277970790863,0.13523568212985992,0.19275137782096863,0.1935228854417801,0.3018415570259094,0.14368011057376862,0.2379540652036667,0.14604000747203827,0.19279642403125763,0.15600669384002686,0.14645016193389893,0.15995733439922333,0.19275137782096863,-0.007301331032067537,0.09809290617704391
crivelli,0.1907327026128769,0.24439166486263275,0.17431077361106873,0.14651180803775787,0.20236890017986298,0.18972210586071014,0.3754611015319824,0.3457157015800476,0.24439166486263275,0.12936238944530487,0.16534215211868286,0.20170989632606506,0.2228984832763672,0.28739655017852783,0.20236890017986298,0.0857095718383789,0.2165936976671219
's,0.02692362666130066,0.008974763564765453,0.06913424283266068,-0.045060764998197556,-0.03817026689648628,0.04866964742541313,0.06118505820631981,-0.020961230620741844,0.008974763564765453,-0.041006240993738174,-0.037580832839012146,-0.01540423184633255,0.03993193805217743,0.03663630038499832,-0.03817026689648628,-0.035945650190114975,-0.023395681753754616
virgin,0.1343110352754593,0.21603500843048096,0.2302490919828415,0.16225655376911163,0.1805724799633026,0.16995084285736084,0.1497657597064972,0.27153757214546204,0.21603500843048096,0.14902718365192413,0.1495865285396576,0.21732187271118164,0.07024212926626205,0.19858023524284363,0.1805724799633026,-0.03721532225608826,0.11987020075321198
and,0.31309178471565247,0.3740963041782379,0.42438167333602905,0.35305824875831604,0.5116966962814331,0.3739250600337982,0.3833807110786438,0.21342292428016663,0.3740963041782379,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.26914161443710327,0.29343608021736145,0.5116966962814331,-0.14050355553627014,0.20544172823429108
child,0.21805857121944427,0.2058766484260559,0.2096642255783081,0.22333307564258575,0.17253053188323975,0.18734344840049744,0.17445266246795654,0.2308775633573532,0.2058766484260559,0.16714179515838623,0.19259177148342133,0.19800683856010437,0.20873892307281494,0.18114516139030457,0.17253053188323975,0.003069384954869747,0.1979578584432602
),0.26259949803352356,0.3267642855644226,0.31658053398132324,0.26101627945899963,0.3680361211299896,0.3640355169773102,0.3377510607242584,0.14006178081035614,0.3267642855644226,0.20644870400428772,0.3326910734176636,0.3456730246543884,0.17775073647499084,0.24630746245384216,0.3680361211299896,0.03908124938607216,0.42300865054130554
that,0.6297725439071655,0.33670201897621155,0.5133185982704163,0.429897665977478,0.41498205065727234,0.47537946701049805,0.27123939990997314,0.24306198954582214,0.33670201897621155,0.2736181616783142,0.435920387506485,0.5473989248275757,0.20900680124759674,0.2989782989025116,0.41498205065727234,0.022698689252138138,0.32716336846351624
formed,0.15451857447624207,0.3009849190711975,0.2091267704963684,0.13942000269889832,0.2871689796447754,0.21948496997356415,0.1285579353570938,0.12378888577222824,0.3009849190711975,0.2254289835691452,0.27325257658958435,0.28813210129737854,0.13796459138393402,0.198929563164711,0.2871689796447754,-0.17610689997673035,0.09686966985464096
part,0.3476244807243347,0.3407018780708313,0.38682618737220764,0.2808217406272888,0.452393114566803,0.3994528353214264,0.18984217941761017,0.13297633826732635,0.3407018780708313,0.40727710723876953,0.4499994218349457,0.527681291103363,0.16420887410640717,0.21128502488136292,0.452393114566803,-0.20056968927383423,0.08557961881160736
of,0.33290785551071167,0.4069072902202606,0.4999135136604309,0.3570667505264282,1.0,0.5052502155303955,0.2606109380722046,0.22635287046432495,0.4069072902202606,0.4391688108444214,0.5696388483047485,0.733189046382904,0.2007877230644226,0.30752936005592346,1.0,-0.16217687726020813,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.3755223751068115,0.733189046382904,0.5829201340675354,0.29699745774269104,0.20519959926605225,0.48711544275283813,0.3825419843196869,0.6662389636039734,1.0,0.24446700513362885,0.27512025833129883,0.733189046382904,-0.17908993363380432,0.22068053483963013
jones,0.18502666056156158,0.23214209079742432,0.21178488433361053,0.1930658519268036,0.2007877230644226,0.20566236972808838,0.14907214045524597,0.12123802304267883,0.23214209079742432,0.15325678884983063,0.1750783771276474,0.24446700513362885,0.9999999403953552,0.2305213063955307,0.2007877230644226,-0.01890460215508938,0.1838836669921875
bequest,0.22958777844905853,0.3015955984592438,0.24005556106567383,0.18929994106292725,0.30752936005592346,0.24805915355682373,0.2166898101568222,0.27704474329948425,0.3015955984592438,0.2420136034488678,0.2849925756454468,0.27512025833129883,0.2305213063955307,1.0,0.30752936005592346,-0.028532205149531364,0.22906942665576935
of,0.33290785551071167,0.4069072902202606,0.4999135136604309,0.3570667505264282,1.0,0.5052502155303955,0.2606109380722046,0.22635287046432495,0.4069072902202606,0.4391688108444214,0.5696388483047485,0.733189046382904,0.2007877230644226,0.30752936005592346,1.0,-0.16217687726020813,0.1826142966747284
1882,0.06151828542351723,-0.15778027474880219,-0.03875846788287163,0.09501975774765015,-0.16217687726020813,-0.06420731544494629,-0.03931192308664322,0.06531492620706558,-0.15778027474880219,-0.1095469743013382,-0.19429011642932892,-0.17908993363380432,-0.01890460215508938,-0.028532205149531364,-0.16217687726020813,1.0,0.08152727782726288
and,0.31309178471565247,0.3740963041782379,0.42438167333602905,0.35305824875831604,0.5116966962814331,0.3739250600337982,0.3833807110786438,0.21342292428016663,0.3740963041782379,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.26914161443710327,0.29343608021736145,0.5116966962814331,-0.14050355553627014,0.20544172823429108
as,0.31749409437179565,0.3677520453929901,0.3954789340496063,0.35903409123420715,0.3886612355709076,0.39550232887268066,0.2884460389614105,0.17950968444347382,0.3677520453929901,0.34162476658821106,0.3887844979763031,0.48381632566452026,0.21983103454113007,0.294470876455307,0.3886612355709076,-0.06312896311283112,0.27043893933296204
such,0.23989605903625488,0.12487147748470306,0.3596789240837097,0.4555383324623108,0.3209529519081116,0.2706976532936096,0.2866654098033905,0.11881490051746368,0.12487147748470306,0.3985486328601837,0.2704046070575714,0.3575236201286316,0.17263257503509521,0.20714257657527924,0.3209529519081116,0.008433809503912926,0.17851735651493073
are,0.29724663496017456,0.3076191842556,0.42537835240364075,0.4108889698982239,0.39081433415412903,0.265255331993103,0.2625485062599182,0.13769176602363586,0.3076191842556,0.34501078724861145,0.3841303884983063,0.40399202704429626,0.11738275736570358,0.11660011857748032,0.39081433415412903,-0.0558469258248806,0.24591213464736938
displayed,0.22588716447353363,0.12936300039291382,0.2709100842475891,0.32488369941711426,0.22871877253055573,0.22292453050613403,0.18652009963989258,0.2864505648612976,0.12936300039291382,0.2666204869747162,0.22596381604671478,0.2887660264968872,0.13414613902568817,0.19839423894882202,0.22871877253055573,0.051681481301784515,0.20322057604789734
in,0.30808621644973755,0.45514053106307983,0.4129433035850525,0.30483278632164,0.5696388483047485,0.539380669593811,0.26986944675445557,0.22482578456401825,0.45514053106307983,0.32433560490608215,1.0,0.6662389636039734,0.1750783771276474,0.2849925756454468,0.5696388483047485,-0.19429011642932892,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.3755223751068115,0.733189046382904,0.5829201340675354,0.29699745774269104,0.20519959926605225,0.48711544275283813,0.3825419843196869,0.6662389636039734,1.0,0.24446700513362885,0.27512025833129883,0.733189046382904,-0.17908993363380432,0.22068053483963013
galleries,0.17793069779872894,0.14833402633666992,0.2611300051212311,0.2707413136959076,0.24172402918338776,0.16555815935134888,0.21485623717308044,0.44307830929756165,0.14833402633666992,0.24030858278274536,0.2712664008140564,0.27603694796562195,0.15568840503692627,0.3352208435535431,0.24172402918338776,-0.028666652739048004,0.1957392692565918
of,0.33290785551071167,0.4069072902202606,0.4999135136604309,0.3570667505264282,1.0,0.5052502155303955,0.2606109380722046,0.22635287046432495,0.4069072902202606,0.4391688108444214,0.5696388483047485,0.733189046382904,0.2007877230644226,0.30752936005592346,1.0,-0.16217687726020813,0.1826142966747284
continental,0.19292454421520233,0.23607179522514343,0.2532443106174469,0.15914030373096466,0.2580660581588745,0.19485482573509216,0.2045149803161621,0.12302496284246445,0.23607179522514343,0.13213585317134857,0.248937726020813,0.32723063230514526,0.11768072098493576,0.23664335906505585,0.2580660581588745,-0.1194595992565155,0.1410352885723114
art,0.19292277097702026,0.20564036071300507,0.17770402133464813,0.2194855958223343,0.22648051381111145,0.1329297125339508,0.20480205118656158,0.5437445640563965,0.20564036071300507,0.15193471312522888,0.2282189577817917,0.20297785103321075,0.1079808920621872,0.27436313033103943,0.22648051381111145,0.0745890885591507,0.138971745967865
1600–1800,0.14231964945793152,0.09056791663169861,-0.009176856838166714,0.04846600815653801,0.12538248300552368,-0.024950942024588585,0.07169368863105774,0.10274223238229752,0.09056791663169861,0.09295961260795593,0.06990563869476318,0.09531836211681366,0.09345876425504684,0.21546311676502228,0.12538248300552368,-0.21625353395938873,0.06071998551487923
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.3094974756240845,0.4946078956127167,0.427140474319458,0.37262171506881714,0.22243469953536987,0.45456063747406006,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2674069404602051,0.3688803017139435,0.4946078956127167,-0.07802723348140717,0.31091248989105225
including,0.18328791856765747,0.21884717047214508,0.3568016290664673,0.3567594587802887,0.44195112586021423,0.21045410633087158,0.28323525190353394,0.12301861494779587,0.21884717047214508,0.6058855652809143,0.35857823491096497,0.3738902807235718,0.1554713100194931,0.2168206125497818,0.44195112586021423,-0.1522809863090515,0.1633303165435791
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.3755223751068115,0.733189046382904,0.5829201340675354,0.29699745774269104,0.20519959926605225,0.48711544275283813,0.3825419843196869,0.6662389636039734,1.0,0.24446700513362885,0.27512025833129883,0.733189046382904,-0.17908993363380432,0.22068053483963013
portrait,0.15789557993412018,0.2122184783220291,0.16298024356365204,0.21043896675109863,0.24021127820014954,0.15422067046165466,0.2009705752134323,0.5721835494041443,0.2122184783220291,0.19585232436656952,0.14724093675613403,0.18703287839889526,0.10853715986013412,0.3290793299674988,0.24021127820014954,0.01918301358819008,0.14968478679656982
of,0.33290785551071167,0.4069072902202606,0.4999135136604309,0.3570667505264282,1.0,0.5052502155303955,0.2606109380722046,0.22635287046432495,0.4069072902202606,0.4391688108444214,0.5696388483047485,0.733189046382904,0.2007877230644226,0.30752936005592346,1.0,-0.16217687726020813,0.1826142966747284
françois,0.1766790747642517,0.25358033180236816,0.13455960154533386,0.11380459368228912,0.19206100702285767,0.18351446092128754,0.5658518671989441,0.22802385687828064,0.25358033180236816,0.16360460221767426,0.163356214761734,0.22130244970321655,0.16942554712295532,0.18755307793617249,0.19206100702285767,0.015338144265115261,0.16150183975696564
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.3094974756240845,0.4946078956127167,0.427140474319458,0.37262171506881714,0.22243469953536987,0.45456063747406006,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2674069404602051,0.3688803017139435,0.4946078956127167,-0.07802723348140717,0.31091248989105225
duc,0.11664481461048126,0.22134777903556824,0.12175218760967255,0.08177629113197327,0.22097963094711304,0.21706868708133698,0.43242788314819336,0.2549077868461609,0.22134777903556824,0.14070425927639008,0.19990912079811096,0.20688122510910034,0.08811692148447037,0.1698540449142456,0.22097963094711304,-0.05558839812874794,0.1750880479812622
d'alençon,0.21296946704387665,0.2006286382675171,0.2586670517921448,0.1733633577823639,0.2987922430038452,0.26867690682411194,0.4807853400707245,0.16226156055927277,0.2006286382675171,0.13839112222194672,0.2645741105079651,0.31672000885009766,0.16705435514450073,0.22376134991645813,0.2987922430038452,-0.09600842744112015,0.28709274530410767
by,0.2455483376979828,0.4752357602119446,0.29445651173591614,0.29030951857566833,0.3646814823150635,0.32094135880470276,0.2829808294773102,0.22491493821144104,0.4752357602119446,0.2987801134586334,0.370934396982193,0.4408751428127289,0.19224686920642853,0.2555016279220581,0.3646814823150635,-0.13441531360149384,0.17966607213020325
françois,0.1766790747642517,0.25358033180236816,0.13455960154533386,0.11380459368228912,0.19206100702285767,0.18351446092128754,0.5658518671989441,0.22802385687828064,0.25358033180236816,0.16360460221767426,0.163356214761734,0.22130244970321655,0.16942554712295532,0.18755307793617249,0.19206100702285767,0.015338144265115261,0.16150183975696564
clouet,0.14028136432170868,0.26172295212745667,0.20629911124706268,0.15624374151229858,0.25451183319091797,0.2559860050678253,0.44744133949279785,0.37586870789527893,0.26172295212745667,0.13069528341293335,0.20573028922080994,0.28415921330451965,0.17941807210445404,0.24205411970615387,0.25451183319091797,-0.003741811029613018,0.12949907779693604
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.3094974756240845,0.4946078956127167,0.427140474319458,0.37262171506881714,0.22243469953536987,0.45456063747406006,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2674069404602051,0.3688803017139435,0.4946078956127167,-0.07802723348140717,0.31091248989105225
gaspard,0.12999765574932098,0.26322290301322937,0.17210200428962708,0.07058747857809067,0.16371841728687286,0.18327365815639496,0.4315902590751648,0.22524100542068481,0.26322290301322937,0.16110099852085114,0.2074143886566162,0.20091621577739716,0.24305537343025208,0.1709263175725937,0.16371841728687286,0.12028238922357559,0.14066632091999054
dughet,0.3174433410167694,0.3323172628879547,0.17465540766716003,0.15274964272975922,0.18225997686386108,0.226284459233284,0.31431353092193604,0.18682771921157837,0.3323172628879547,0.22594879567623138,0.22638407349586487,0.1946030557155609,0.310634970664978,0.30767905712127686,0.18225997686386108,-0.05217635631561279,0.2872669994831085
and,0.31309178471565247,0.3740963041782379,0.42438167333602905,0.35305824875831604,0.5116966962814331,0.3739250600337982,0.3833807110786438,0.21342292428016663,0.3740963041782379,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.26914161443710327,0.29343608021736145,0.5116966962814331,-0.14050355553627014,0.20544172823429108
works,0.2418437898159027,0.2401018887758255,0.2639932632446289,0.2888476252555847,0.1964656114578247,0.2170431762933731,0.28847119212150574,0.28612133860588074,0.2401018887758255,0.20836322009563446,0.2656683027744293,0.26337864995002747,0.1691809594631195,0.1719505786895752,0.1964656114578247,0.08039659261703491,0.19597402215003967
by,0.2455483376979828,0.4752357602119446,0.29445651173591614,0.29030951857566833,0.3646814823150635,0.32094135880470276,0.2829808294773102,0.22491493821144104,0.4752357602119446,0.2987801134586334,0.370934396982193,0.4408751428127289,0.19224686920642853,0.2555016279220581,0.3646814823150635,-0.13441531360149384,0.17966607213020325
françois,0.1766790747642517,0.25358033180236816,0.13455960154533386,0.11380459368228912,0.19206100702285767,0.18351446092128754,0.5658518671989441,0.22802385687828064,0.25358033180236816,0.16360460221767426,0.163356214761734,0.22130244970321655,0.16942554712295532,0.18755307793617249,0.19206100702285767,0.015338144265115261,0.16150183975696564
boucher,0.09944242984056473,0.2227664291858673,0.10289078205823898,0.13814777135849,0.12633559107780457,0.18552766740322113,0.36081644892692566,0.32076317071914673,0.2227664291858673,0.11493512988090515,0.23048847913742065,0.19163161516189575,0.2680973410606384,0.2403165102005005,0.12633559107780457,-0.07368075102567673,0.09288538992404938
including,0.18328791856765747,0.21884717047214508,0.3568016290664673,0.3567594587802887,0.44195112586021423,0.21045410633087158,0.28323525190353394,0.12301861494779587,0.21884717047214508,0.6058855652809143,0.35857823491096497,0.3738902807235718,0.1554713100194931,0.2168206125497818,0.44195112586021423,-0.1522809863090515,0.1633303165435791
his,0.26976513862609863,0.4405253231525421,0.3774510324001312,0.1625245362520218,0.38364991545677185,0.3497250974178314,0.25102806091308594,0.3009554445743561,0.4405253231525421,0.2414456307888031,0.3598145842552185,0.4394008219242096,0.2716478705406189,0.3283073902130127,0.38364991545677185,-0.02495970018208027,0.18075084686279297
portrait,0.15789557993412018,0.2122184783220291,0.16298024356365204,0.21043896675109863,0.24021127820014954,0.15422067046165466,0.2009705752134323,0.5721835494041443,0.2122184783220291,0.19585232436656952,0.14724093675613403,0.18703287839889526,0.10853715986013412,0.3290793299674988,0.24021127820014954,0.01918301358819008,0.14968478679656982
of,0.33290785551071167,0.4069072902202606,0.4999135136604309,0.3570667505264282,1.0,0.5052502155303955,0.2606109380722046,0.22635287046432495,0.4069072902202606,0.4391688108444214,0.5696388483047485,0.733189046382904,0.2007877230644226,0.30752936005592346,1.0,-0.16217687726020813,0.1826142966747284
madame,0.16980528831481934,0.21083757281303406,0.16799621284008026,0.12566593289375305,0.19738757610321045,0.2026919722557068,0.37771767377853394,0.2567027807235718,0.21083757281303406,0.16182246804237366,0.20866332948207855,0.19484542310237885,0.1561530977487564,0.23896139860153198,0.19738757610321045,-0.02924509532749653,0.19784264266490936
de,0.10476839542388916,0.20575080811977386,0.18057678639888763,0.1293044537305832,0.26292696595191956,0.19532008469104767,0.37684813141822815,0.1829521805047989,0.20575080811977386,0.15404660999774933,0.24818959832191467,0.23491892218589783,0.14144746959209442,0.21600908041000366,0.26292696595191956,-0.05675281956791878,0.11064168810844421
pompadour,0.16476330161094666,0.3094404339790344,0.1891874223947525,0.15485206246376038,0.255245178937912,0.2521333694458008,0.4620102643966675,0.3939986824989319,0.3094404339790344,0.2027595043182373,0.2206035703420639,0.27619731426239014,0.19204530119895935,0.2981283664703369,0.255245178937912,-0.010965775698423386,0.2170744240283966
dated,0.15505221486091614,0.22814461588859558,0.17455975711345673,0.12003321945667267,0.210488960146904,0.19971038401126862,0.16419683396816254,0.242579385638237,0.22814461588859558,0.22547683119773865,0.1982845962047577,0.2046709507703781,0.11437251418828964,0.214689701795578,0.210488960146904,-0.08998987078666687,0.215650275349617
1758,0.09187497198581696,0.17758594453334808,0.08119846880435944,0.0389355830848217,0.1457350105047226,0.1033080592751503,0.3480411767959595,0.13473926484584808,0.17758594453334808,0.13515907526016235,0.13127636909484863,0.13942837715148926,0.19739171862602234,0.22155515849590302,0.1457350105047226,-0.10324068367481232,0.16363275051116943
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.3094974756240845,0.4946078956127167,0.427140474319458,0.37262171506881714,0.22243469953536987,0.45456063747406006,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2674069404602051,0.3688803017139435,0.4946078956127167,-0.07802723348140717,0.31091248989105225
jean,0.10624528676271439,0.21245718002319336,0.17736046016216278,0.08636980503797531,0.14357218146324158,0.19298788905143738,0.47704827785491943,0.22612957656383514,0.21245718002319336,0.05162942036986351,0.19998259842395782,0.2186683863401413,0.18034815788269043,0.18768379092216492,0.14357218146324158,-0.014444112777709961,0.1531364470720291
françois,0.1766790747642517,0.25358033180236816,0.13455960154533386,0.11380459368228912,0.19206100702285767,0.18351446092128754,0.5658518671989441,0.22802385687828064,0.25358033180236816,0.16360460221767426,0.163356214761734,0.22130244970321655,0.16942554712295532,0.18755307793617249,0.19206100702285767,0.015338144265115261,0.16150183975696564
de,0.10476839542388916,0.20575080811977386,0.18057678639888763,0.1293044537305832,0.26292696595191956,0.19532008469104767,0.37684813141822815,0.1829521805047989,0.20575080811977386,0.15404660999774933,0.24818959832191467,0.23491892218589783,0.14144746959209442,0.21600908041000366,0.26292696595191956,-0.05675281956791878,0.11064168810844421
troy,0.17515809834003448,0.26456019282341003,0.17113974690437317,0.039406388998031616,0.1905655413866043,0.19910314679145813,0.15546636283397675,0.098973847925663,0.26456019282341003,0.12600289285182953,0.17837285995483398,0.2026389241218567,0.3059517741203308,0.26868531107902527,0.1905655413866043,-0.052912428975105286,0.19857004284858704
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.3094974756240845,0.4946078956127167,0.427140474319458,0.37262171506881714,0.22243469953536987,0.45456063747406006,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2674069404602051,0.3688803017139435,0.4946078956127167,-0.07802723348140717,0.31091248989105225
jean-baptiste,0.18712161481380463,0.2893081307411194,0.13563691079616547,0.09811650216579437,0.20320740342140198,0.20463956892490387,0.5163869261741638,0.32449132204055786,0.2893081307411194,0.07553259283304214,0.1918371021747589,0.21484804153442383,0.19497783482074738,0.21570491790771484,0.20320740342140198,-0.009005007334053516,0.14928396046161652
pater,0.18885262310504913,0.2966057360172272,0.17413626611232758,0.16056402027606964,0.15904207527637482,0.2405669242143631,0.1845288723707199,0.17665602266788483,0.2966057360172272,0.15119774639606476,0.20608162879943848,0.219729945063591,0.2321988344192505,0.265604704618454,0.15904207527637482,0.010949156247079372,0.1586577296257019
