,comb,like,bands,of,cilia,are,called,what,?
rows,0.3374672532081604,0.29190489649772644,0.2237379550933838,0.1976359784603119,0.3424287438392639,0.38430702686309814,0.20300939679145813,0.2011227160692215,0.1265581250190735
so,0.2792574465274811,0.5333574414253235,0.26901453733444214,0.3184450566768646,0.21057191491127014,0.420413613319397,0.33516842126846313,0.539469838142395,0.43163934350013733
that,0.26970016956329346,0.5397313237190247,0.17152689397335052,0.41498205065727234,0.23379482328891754,0.45265161991119385,0.41604554653167725,0.6297725439071655,0.32716336846351624
when,0.21507491171360016,0.4158523678779602,0.240617573261261,0.3757161796092987,0.18543347716331482,0.29873907566070557,0.39188069105148315,0.4700249433517456,0.22841128706932068
the,0.24626436829566956,0.32912567257881165,0.23915435373783112,0.733189046382904,0.18933437764644623,0.40399202704429626,0.489897221326828,0.42745697498321533,0.22068053483963013
cilia,0.4027756154537201,0.2694288194179535,0.24955275654792786,0.18652039766311646,1.0,0.29726603627204895,0.19652394950389862,0.17923450469970703,0.15204964578151703
beat,0.21598152816295624,0.21448424458503723,0.21796046197414398,0.15358257293701172,0.16799603402614594,0.13049373030662537,0.1684236079454422,0.15686821937561035,0.19461682438850403
",",0.30344703793525696,0.4085598886013031,0.24625691771507263,0.4946078956127167,0.2040555328130722,0.4062570035457611,0.26549121737480164,0.3087472915649414,0.31091248989105225
those,0.23367054760456085,0.4643431603908539,0.2651202976703644,0.37935635447502136,0.2929553985595703,0.6012985706329346,0.2385408580303192,0.44466671347618103,0.3328189253807068
of,0.2681940495967865,0.3244853615760803,0.238398939371109,1.0,0.18652039766311646,0.39081433415412903,0.4222904443740845,0.33290785551071167,0.1826142966747284
each,0.24400024116039276,0.298330157995224,0.15551961958408356,0.38460010290145874,0.2353331297636032,0.39730963110923767,0.3405378758907318,0.3353266417980194,0.21173812448978424
comb,1.0000001192092896,0.4373675584793091,0.20659449696540833,0.2681940495967865,0.4027756154537201,0.29309141635894775,0.2929801940917969,0.20374168455600739,0.2510223686695099
touch,0.29337039589881897,0.3653351664543152,0.20672284066677094,0.18757231533527374,0.1787039041519165,0.235584557056427,0.19729021191596985,0.26336124539375305,0.21477574110031128
the,0.24626436829566956,0.32912567257881165,0.23915435373783112,0.733189046382904,0.18933437764644623,0.40399202704429626,0.489897221326828,0.42745697498321533,0.22068053483963013
comb,1.0000001192092896,0.4373675584793091,0.20659449696540833,0.2681940495967865,0.4027756154537201,0.29309141635894775,0.2929801940917969,0.20374168455600739,0.2510223686695099
below,0.14438460767269135,0.2617607116699219,0.14581012725830078,0.23283669352531433,0.1761486530303955,0.34338876605033875,0.14996668696403503,0.23541416227817535,0.17692236602306366
.,0.27639180421829224,0.393751323223114,0.2436254471540451,0.5352458953857422,0.19933250546455383,0.3452940285205841,0.300344854593277,0.3567904531955719,0.4130953550338745
