,which,parts,of,the,earth,are,included,in,the,lithosphere,?
of,0.5011631846427917,0.3379773199558258,1.0,0.733189046382904,0.2329314798116684,0.39081433415412903,0.4391688108444214,0.5696388483047485,0.733189046382904,0.2557520568370819,0.1826142966747284
which,1.0,0.402177631855011,0.5011631846427917,0.6521818041801453,0.26013901829719543,0.42922598123550415,0.319993793964386,0.4840516746044159,0.6521818041801453,0.3640127182006836,0.25814583897590637
was,0.2830964922904968,0.239912748336792,0.4069072902202606,0.48711544275283813,0.18661361932754517,0.3076191842556,0.3148443400859833,0.45514053106307983,0.48711544275283813,0.1490851193666458,0.18412111699581146
seafloor,0.39282411336898804,0.28623485565185547,0.24901849031448364,0.33544355630874634,0.4015771448612213,0.2628820836544037,0.1366395503282547,0.26378312706947327,0.33544355630874634,0.5834140181541443,0.17226876318454742
spreading,0.37211287021636963,0.258395254611969,0.3028612434864044,0.3464648723602295,0.20524802803993225,0.2569524645805359,0.11813276261091232,0.2809927463531494,0.3464648723602295,0.323851078748703,0.18905867636203766
",",0.3658004403114319,0.2964099943637848,0.4946078956127167,0.4933079481124878,0.23186853528022766,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2066507637500763,0.31091248989105225
showed,0.2747635841369629,0.19736148416996002,0.31843405961990356,0.3101346790790558,0.18004150688648224,0.2510547935962677,0.31363001465797424,0.3178827166557312,0.3101346790790558,0.20209690928459167,0.17389845848083496
that,0.6894589066505432,0.3359212577342987,0.41498205065727234,0.5473989248275757,0.33014219999313354,0.45265161991119385,0.2736181616783142,0.435920387506485,0.5473989248275757,0.2918330729007721,0.32716336846351624
the,0.6521818041801453,0.4042440354824066,0.733189046382904,1.0,0.2801888585090637,0.40399202704429626,0.3825419843196869,0.6662389636039734,1.0,0.28085029125213623,0.22068053483963013
earth,0.26013901829719543,0.1941050887107849,0.2329314798116684,0.2801888585090637,1.0,0.22218742966651917,0.10524079203605652,0.18566735088825226,0.2801888585090637,0.5578895211219788,0.17717236280441284
's,0.03856118768453598,0.060162968933582306,-0.03817026689648628,-0.01540423184633255,0.0661235973238945,-0.008927806280553341,-0.041006240993738174,-0.037580832839012146,-0.01540423184633255,-0.017332687973976135,-0.023395681753754616
lithosphere,0.3640127182006836,0.27312836050987244,0.2557520568370819,0.28085029125213623,0.5578895211219788,0.2447413057088852,0.1012730598449707,0.2248716950416565,0.28085029125213623,1.0,0.1646844744682312
",",0.3658004403114319,0.2964099943637848,0.4946078956127167,0.4933079481124878,0.23186853528022766,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2066507637500763,0.31091248989105225
which,1.0,0.402177631855011,0.5011631846427917,0.6521818041801453,0.26013901829719543,0.42922598123550415,0.319993793964386,0.4840516746044159,0.6521818041801453,0.3640127182006836,0.25814583897590637
includes,0.36315640807151794,0.27757224440574646,0.4359378218650818,0.3388250470161438,0.09892898052930832,0.4409101605415344,0.6611447930335999,0.32460328936576843,0.3388250470161438,0.17414499819278717,0.14011523127555847
the,0.6521818041801453,0.4042440354824066,0.733189046382904,1.0,0.2801888585090637,0.40399202704429626,0.3825419843196869,0.6662389636039734,1.0,0.28085029125213623,0.22068053483963013
crust,0.287524938583374,0.23459306359291077,0.21774794161319733,0.22538691759109497,0.52252197265625,0.23972631990909576,0.1426376849412918,0.1749051809310913,0.22538691759109497,0.7070958614349365,0.1887258142232895
and,0.506277859210968,0.3901200294494629,0.5116966962814331,0.5171257257461548,0.27524080872535706,0.48576638102531433,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.24077580869197845,0.20544172823429108
rigid,0.3241491913795471,0.24654318392276764,0.20174510776996613,0.21878214180469513,0.2312541902065277,0.24348758161067963,0.12846721708774567,0.14316079020500183,0.21878214180469513,0.46320000290870667,0.12727688252925873
uppermost,0.4511220157146454,0.303701788187027,0.3673221468925476,0.42913731932640076,0.36624985933303833,0.31160300970077515,0.1594025045633316,0.29233795404434204,0.42913731932640076,0.5907748341560364,0.12623976171016693
portion,0.4238881468772888,0.43526872992515564,0.31845465302467346,0.42017096281051636,0.1612396389245987,0.25618046522140503,0.23776525259017944,0.2811550498008728,0.42017096281051636,0.3004876375198364,0.11719609797000885
of,0.5011631846427917,0.3379773199558258,1.0,0.733189046382904,0.2329314798116684,0.39081433415412903,0.4391688108444214,0.5696388483047485,0.733189046382904,0.2557520568370819,0.1826142966747284
the,0.6521818041801453,0.4042440354824066,0.733189046382904,1.0,0.2801888585090637,0.40399202704429626,0.3825419843196869,0.6662389636039734,1.0,0.28085029125213623,0.22068053483963013
upper,0.2984105050563812,0.1984277069568634,0.25818127393722534,0.35289278626441956,0.1664598137140274,0.17645308375358582,0.12001772224903107,0.27419501543045044,0.35289278626441956,0.37513282895088196,0.051342256367206573
mantle,0.3182186186313629,0.18658459186553955,0.19364143908023834,0.24731530249118805,0.4542229175567627,0.21551957726478577,0.11867091804742813,0.12298760563135147,0.24731530249118805,0.6037241816520691,0.16224074363708496
",",0.3658004403114319,0.2964099943637848,0.4946078956127167,0.4933079481124878,0.23186853528022766,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2066507637500763,0.31091248989105225
is,0.4457404911518097,0.330430269241333,0.4854315221309662,0.5823672413825989,0.26888176798820496,0.5330929756164551,0.23363345861434937,0.5394441485404968,0.5823672413825989,0.26867392659187317,0.22961433231830597
separated,0.291524201631546,0.35772520303726196,0.27533861994743347,0.27899038791656494,0.19091524183750153,0.2565678656101227,0.2516750395298004,0.26304155588150024,0.27899038791656494,0.2640163004398346,0.0923643484711647
into,0.4405161738395691,0.3835471272468567,0.32255905866622925,0.39493247866630554,0.1798887848854065,0.2930682599544525,0.24413956701755524,0.38021373748779297,0.39493247866630554,0.2961653470993042,0.15662476420402527
a,0.56894451379776,0.2777566909790039,0.5052502155303955,0.5829201340675354,0.21121151745319366,0.265255331993103,0.23032639920711517,0.539380669593811,0.5829201340675354,0.23503807187080383,0.23916715383529663
number,0.3661547005176544,0.21483804285526276,0.2778518795967102,0.35145696997642517,0.1736718863248825,0.3537501394748688,0.26386407017707825,0.3024539053440094,0.35145696997642517,0.17229647934436798,0.19256845116615295
of,0.5011631846427917,0.3379773199558258,1.0,0.733189046382904,0.2329314798116684,0.39081433415412903,0.4391688108444214,0.5696388483047485,0.733189046382904,0.2557520568370819,0.1826142966747284
tectonic,0.3892434537410736,0.28969669342041016,0.2780241370201111,0.3249375522136688,0.439670592546463,0.2353130280971527,0.15068738162517548,0.22851157188415527,0.3249375522136688,0.6379849910736084,0.18071772158145905
plates,0.31157463788986206,0.3148684501647949,0.22298482060432434,0.2566349506378174,0.27481165528297424,0.2412344068288803,0.10995587706565857,0.17680886387825012,0.2566349506378174,0.44351425766944885,0.15258446335792542
that,0.6894589066505432,0.3359212577342987,0.41498205065727234,0.5473989248275757,0.33014219999313354,0.45265161991119385,0.2736181616783142,0.435920387506485,0.5473989248275757,0.2918330729007721,0.32716336846351624
move,0.2914038598537445,0.15248532593250275,0.19058799743652344,0.29817628860473633,0.2092873901128769,0.2278190404176712,0.13969837129116058,0.23030683398246765,0.29817628860473633,0.24578849971294403,0.24440962076187134
across,0.3903377950191498,0.3841966688632965,0.2936134934425354,0.3816230297088623,0.2092452049255371,0.24150612950325012,0.15598976612091064,0.36988839507102966,0.3816230297088623,0.24965739250183105,0.17034576833248138
the,0.6521818041801453,0.4042440354824066,0.733189046382904,1.0,0.2801888585090637,0.40399202704429626,0.3825419843196869,0.6662389636039734,1.0,0.28085029125213623,0.22068053483963013
plastically,0.4088546335697174,0.2975579500198364,0.2794153690338135,0.30712050199508667,0.25636741518974304,0.3734722435474396,0.20681001245975494,0.26460960507392883,0.30712050199508667,0.38610124588012695,0.12775133550167084
deforming,0.41310834884643555,0.19572749733924866,0.3122338354587555,0.3174557089805603,0.33064886927604675,0.2838429808616638,0.1358892172574997,0.2562110126018524,0.3174557089805603,0.45060592889785767,0.17095476388931274
",",0.3658004403114319,0.2964099943637848,0.4946078956127167,0.4933079481124878,0.23186853528022766,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2066507637500763,0.31091248989105225
solid,0.2849547863006592,0.1838311105966568,0.23000986874103546,0.21678750216960907,0.2537035644054413,0.25928738713264465,0.11627496778964996,0.19513580203056335,0.21678750216960907,0.3848220109939575,0.2297065705060959
",",0.3658004403114319,0.2964099943637848,0.4946078956127167,0.4933079481124878,0.23186853528022766,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2066507637500763,0.31091248989105225
upper,0.2984105050563812,0.1984277069568634,0.25818127393722534,0.35289278626441956,0.1664598137140274,0.17645308375358582,0.12001772224903107,0.27419501543045044,0.35289278626441956,0.37513282895088196,0.051342256367206573
mantle,0.3182186186313629,0.18658459186553955,0.19364143908023834,0.24731530249118805,0.4542229175567627,0.21551957726478577,0.11867091804742813,0.12298760563135147,0.24731530249118805,0.6037241816520691,0.16224074363708496
",",0.3658004403114319,0.2964099943637848,0.4946078956127167,0.4933079481124878,0.23186853528022766,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2066507637500763,0.31091248989105225
which,1.0,0.402177631855011,0.5011631846427917,0.6521818041801453,0.26013901829719543,0.42922598123550415,0.319993793964386,0.4840516746044159,0.6521818041801453,0.3640127182006836,0.25814583897590637
is,0.4457404911518097,0.330430269241333,0.4854315221309662,0.5823672413825989,0.26888176798820496,0.5330929756164551,0.23363345861434937,0.5394441485404968,0.5823672413825989,0.26867392659187317,0.22961433231830597
called,0.5573342442512512,0.3398483991622925,0.4222904443740845,0.489897221326828,0.20788531005382538,0.3676711618900299,0.38541045784950256,0.40847352147102356,0.489897221326828,0.2379957139492035,0.18963319063186646
the,0.6521818041801453,0.4042440354824066,0.733189046382904,1.0,0.2801888585090637,0.40399202704429626,0.3825419843196869,0.6662389636039734,1.0,0.28085029125213623,0.22068053483963013
asthenosphere,0.35500654578208923,0.2606934905052185,0.2595387399196625,0.289126455783844,0.5979546904563904,0.2533125579357147,0.10110561549663544,0.2347104549407959,0.289126455783844,0.8749738931655884,0.1568097174167633
.,0.45942068099975586,0.30755549669265747,0.5352458953857422,0.5934505462646484,0.2542925775051117,0.3452940285205841,0.25865867733955383,0.5591574311256409,0.5934505462646484,0.2108633816242218,0.4130953550338745
