,what,type,of,discipline,do,critics,want,to,see,?
more,0.3484537899494171,0.2277899980545044,0.30478984117507935,0.20206241309642792,0.3514035940170288,0.2255435585975647,0.3528229892253876,0.47084665298461914,0.3622429370880127,0.27894994616508484
assertive,0.3596190810203552,0.1796112358570099,0.24557600915431976,0.3375295102596283,0.350901335477829,0.25633248686790466,0.27269259095191956,0.2812063992023468,0.2858966886997223,0.32370299100875854
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.22925299406051636,0.276123583316803,0.2266203612089157,0.34348347783088684,0.48971283435821533,0.367068350315094,0.20544172823429108
confrontational,0.2955373525619507,0.12997615337371826,0.3061554431915283,0.30990731716156006,0.23086388409137726,0.23305927217006683,0.3402230441570282,0.33592215180397034,0.3005286157131195,0.18393896520137787
style,0.2488866001367569,0.23222918808460236,0.23203764855861664,0.20265641808509827,0.1790098398923874,0.2721099555492401,0.18582108616828918,0.2404285967350006,0.17667919397354126,0.19862167537212372
of,0.33290785551071167,0.18112817406654358,1.0,0.2260950356721878,0.26150479912757874,0.1690414994955063,0.2645295262336731,0.41548454761505127,0.33962661027908325,0.1826142966747284
discipline,0.2522185742855072,0.1828993856906891,0.2260950356721878,1.0000001192092896,0.1809845119714737,0.14922961592674255,0.1950998604297638,0.25499123334884644,0.11334964632987976,0.06836310029029846
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.129770427942276,0.3613996207714081,0.24405865371227264,0.31944841146469116,0.4645031690597534,0.3851161599159241,0.4130953550338745
,what,type,of,discipline,do,critics,want,to,see,?
this,0.5489566326141357,0.36936521530151367,0.45148900151252747,0.2229543775320053,0.34963881969451904,0.2730849087238312,0.4082619547843933,0.5759071707725525,0.45724403858184814,0.3155723512172699
viewpoint,0.3907443583011627,0.1304972767829895,0.20330668985843658,0.25545546412467957,0.2492700070142746,0.3195986747741699,0.3147137463092804,0.28127455711364746,0.3186999559402466,0.3248816728591919
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.13422119617462158,0.30895981192588806,0.18080487847328186,0.2273285835981369,0.42745086550712585,0.30759111046791077,0.22961433231830597
supported,0.16402992606163025,0.09109928458929062,0.30414751172065735,0.20613688230514526,0.2431306540966034,0.2479720562696457,0.28118693828582764,0.19981899857521057,0.24522024393081665,0.11593948304653168
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.11979961395263672,0.1481526494026184,0.235431507229805,0.19396325945854187,0.33534231781959534,0.21684600412845612,0.17966607213020325
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.1981438249349594,0.30239659547805786,0.22951364517211914,0.3003826439380646,0.535392165184021,0.3770301640033722,0.22068053483963013
educational,0.2158561795949936,0.11696594953536987,0.3187834620475769,0.3666919767856598,0.19686652719974518,0.2118997871875763,0.22963999211788177,0.28994840383529663,0.19122779369354248,0.20904642343521118
attainment,0.19037768244743347,0.10801196098327637,0.215433731675148,0.30423927307128906,0.15036097168922424,0.12202045321464539,0.1445467323064804,0.2137518972158432,0.14600391685962677,0.0981084555387497
of,0.33290785551071167,0.18112817406654358,1.0,0.2260950356721878,0.26150479912757874,0.1690414994955063,0.2645295262336731,0.41548454761505127,0.33962661027908325,0.1826142966747284
countries—in,0.23739516735076904,0.17436519265174866,0.30782291293144226,0.2169240117073059,0.23080067336559296,0.2569553852081299,0.30398809909820557,0.3009431064128876,0.2739236354827881,0.19664320349693298
east,0.19840149581432343,0.06090393289923668,0.314786434173584,0.1687701791524887,0.11825688928365707,0.144002765417099,0.16222354769706726,0.24717837572097778,0.13077856600284576,0.10070597380399704
asia,0.14832128584384918,0.14172236621379852,0.2372564673423767,0.12039383500814438,0.14350634813308716,0.18760210275650024,0.1534857153892517,0.22411112487316132,0.22238290309906006,0.1340748518705368
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.23497483134269714,0.29510271549224854,0.2672596573829651,0.2998926341533661,0.4451248347759247,0.36478325724601746,0.264628142118454
instance—that,0.46437013149261475,0.3050296902656555,0.38061654567718506,0.25318029522895813,0.4090592861175537,0.18709580600261688,0.390485554933548,0.4017060101032257,0.4292808771133423,0.3573967218399048
combine,0.27796897292137146,0.28756603598594666,0.3253297805786133,0.30218395590782166,0.24038325250148773,0.0984329804778099,0.20355401933193207,0.2847091257572174,0.30274873971939087,0.23649157583713531
strict,0.2741048336029053,0.11831087619066238,0.20961691439151764,0.3146241307258606,0.25334739685058594,0.20098762214183807,0.31699687242507935,0.2734154760837555,0.21605584025382996,0.18498127162456512
discipline,0.2522185742855072,0.1828993856906891,0.2260950356721878,1.0000001192092896,0.1809845119714737,0.14922961592674255,0.1950998604297638,0.25499123334884644,0.11334964632987976,0.06836310029029846
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.1664356142282486,0.23744353652000427,0.14906422793865204,0.2721838057041168,0.4239959120750427,0.27642667293548584,0.2433311939239502
high,0.20466077327728271,0.19402813911437988,0.2803038954734802,0.17905139923095703,0.15005089342594147,0.16029062867164612,0.15389660000801086,0.28947713971138,0.07799141108989716,0.11137914657592773
standards,0.2855789363384247,0.17973285913467407,0.18525971472263336,0.32438182830810547,0.26735010743141174,0.2746572494506836,0.25067347288131714,0.2603518068790436,0.21631667017936707,0.2011813372373581
of,0.33290785551071167,0.18112817406654358,1.0,0.2260950356721878,0.26150479912757874,0.1690414994955063,0.2645295262336731,0.41548454761505127,0.33962661027908325,0.1826142966747284
education,0.19940856099128723,0.07525362819433212,0.3015166223049164,0.3033060133457184,0.18523280322551727,0.1903870552778244,0.2065241038799286,0.2626708149909973,0.15718886256217957,0.18067774176597595
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.129770427942276,0.3613996207714081,0.24405865371227264,0.31944841146469116,0.4645031690597534,0.3851161599159241,0.4130953550338745
