,what,is,the,name,of,the,area,past,the,border,that,the,megaregion,extends,into,?
las,0.09016381949186325,0.15731747448444366,0.1904275119304657,0.09402838349342346,0.17134152352809906,0.1904275119304657,0.1642102152109146,0.14711014926433563,0.1904275119304657,0.16895000636577606,0.12871836125850677,0.1904275119304657,0.24017451703548431,0.13465547561645508,0.15915551781654358,0.14319516718387604
vegas,0.1308882087469101,0.15452741086483002,0.17570072412490845,0.08930882066488266,0.13028457760810852,0.17570072412490845,0.11721274256706238,0.1255343109369278,0.17570072412490845,0.13226810097694397,0.17124786972999573,0.17570072412490845,0.20579715073108673,0.10240976512432098,0.12608009576797485,0.16835808753967285
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2664283812046051,0.25483980774879456,0.4933079481124878,0.2548258304595947,0.4137537479400635,0.4933079481124878,0.3097497522830963,0.2592551112174988,0.2826121151447296,0.31091248989105225
nevada,0.13643212616443634,0.1814681738615036,0.22916007041931152,0.10905992984771729,0.21896293759346008,0.22916007041931152,0.19732095301151276,0.13944166898727417,0.22916007041931152,0.23509344458580017,0.153219535946846,0.22916007041931152,0.28853079676628113,0.20374912023544312,0.07699243724346161,0.14885103702545166
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2664283812046051,0.25483980774879456,0.4933079481124878,0.2548258304595947,0.4137537479400635,0.4933079481124878,0.3097497522830963,0.2592551112174988,0.2826121151447296,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.3044000566005707,0.2684100568294525,0.5171257257461548,0.29048892855644226,0.4731321930885315,0.5171257257461548,0.3039901852607727,0.25930309295654297,0.36597734689712524,0.20544172823429108
south,0.15388517081737518,0.27680471539497375,0.3129390776157379,0.21417751908302307,0.33382371068000793,0.3129390776157379,0.3531528413295746,0.2120858132839203,0.3129390776157379,0.3324122130870819,0.1571199595928192,0.3129390776157379,0.34619140625,0.3097165822982788,0.21210846304893494,0.12336621433496475
across,0.24809791147708893,0.21617691218852997,0.3816230297088623,0.14446979761123657,0.2936134934425354,0.3816230297088623,0.295441597700119,0.2335987687110901,0.3816230297088623,0.2932276129722595,0.33602073788642883,0.3816230297088623,0.24684835970401764,0.34467005729675293,0.4193579852581024,0.17034576833248138
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.37834644317626953,0.2747827172279358,1.0,0.2856229841709137,0.5473989248275757,1.0,0.3822336196899414,0.39314064383506775,0.39493247866630554,0.22068053483963013
mexican,0.16168992221355438,0.19229230284690857,0.22263213992118835,0.19509439170360565,0.17380554974079132,0.22263213992118835,0.1506606638431549,0.11354999244213104,0.22263213992118835,0.16226749122142792,0.2266208827495575,0.22263213992118835,0.20066937804222107,0.06830649077892303,0.13843949139118195,0.12479566037654877
border,0.26696228981018066,0.22676031291484833,0.2856229841709137,0.1466246247291565,0.24084383249282837,0.2856229841709137,0.32979926466941833,0.18960541486740112,0.2856229841709137,0.9999998807907104,0.22939057648181915,0.2856229841709137,0.3794129490852356,0.32693642377853394,0.19515858590602875,0.1706928312778473
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.19626246392726898,0.32255905866622925,0.39493247866630554,0.26332640647888184,0.16375732421875,0.39493247866630554,0.19515858590602875,0.3239944875240326,0.39493247866630554,0.16670683026313782,0.27733325958251953,1.0,0.15662476420402527
tijuana,0.1411895900964737,0.2137887179851532,0.2733190357685089,0.20215807855129242,0.27112895250320435,0.2733190357685089,0.18377330899238586,0.18938300013542175,0.2733190357685089,0.18826311826705933,0.13635540008544922,0.2733190357685089,0.21817255020141602,0.15956664085388184,0.16806061565876007,0.15666140615940094
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2760866582393646,0.2363625168800354,0.5934505462646484,0.26349708437919617,0.4460422694683075,0.5934505462646484,0.36361199617385864,0.21232323348522186,0.26250120997428894,0.4130953550338745
