,which,channel,did,the,5,applications,request,for,broadcast,?
channel,0.30183109641075134,0.9999999403953552,0.09007708728313446,0.2860044836997986,0.07067374885082245,0.19181109964847565,0.1529826521873474,0.1936226189136505,0.4968917667865753,0.20176179707050323
7,-0.21589960157871246,-0.0829901173710823,-0.147744283080101,-0.1142377033829689,-0.04867566376924515,-0.26827192306518555,-0.1167461946606636,-0.11536749452352524,-0.09431280195713043,-0.15092156827449799
",",0.3658004403114319,0.18730267882347107,0.3015086054801941,0.4933079481124878,0.10738879442214966,0.29862213134765625,0.3286867141723633,0.4464869201183319,0.24917922914028168,0.31091248989105225
as,0.41006597876548767,0.17995701730251312,0.3596470057964325,0.48381632566452026,0.06577667593955994,0.212767094373703,0.22258354723453522,0.44774648547172546,0.19535446166992188,0.27043893933296204
frank,0.08326464891433716,0.07998421043157578,0.13069026172161102,0.23372484743595123,0.028695784509181976,0.10490786284208298,0.08585712313652039,0.2070610374212265,0.12278366833925247,0.14052411913871765
marx,0.13291804492473602,0.08909973502159119,0.20298504829406738,0.15810349583625793,0.11167879402637482,0.1512322574853897,0.1966230720281601,0.10667424649000168,0.11428473889827728,0.22370392084121704
",",0.3658004403114319,0.18730267882347107,0.3015086054801941,0.4933079481124878,0.10738879442214966,0.29862213134765625,0.3286867141723633,0.4464869201183319,0.24917922914028168,0.31091248989105225
then,0.4444481134414673,0.22870419919490814,0.303744375705719,0.4297412931919098,0.0743304044008255,0.18155255913734436,0.21459820866584778,0.3392637073993683,0.2059914469718933,0.2884598970413208
abc,0.1991286277770996,0.4020179808139801,0.13353709876537323,0.2068762183189392,0.07165070623159409,0.21265660226345062,0.20276141166687012,0.22510288655757904,0.4876510202884674,0.19065172970294952
's,0.03856118768453598,0.10094652324914932,0.05069678649306297,-0.01540423184633255,-0.00032236112747341394,-0.001581235439516604,0.05498448386788368,-0.07241261005401611,0.0797032043337822,-0.023395681753754616
vice-president,0.15531782805919647,0.15094393491744995,0.19124163687229156,0.2680828869342804,0.025032561272382736,0.13424819707870483,0.2467692345380783,0.21066752076148987,0.2560594081878662,0.18823425471782684
of,0.5011631846427917,0.1671900898218155,0.2513895630836487,0.733189046382904,0.1043979674577713,0.24918507039546967,0.17325465381145477,0.4185989499092102,0.20155203342437744,0.1826142966747284
engineering,0.2608039379119873,0.20359183847904205,0.14655107259750366,0.23901307582855225,0.06691017001867294,0.40777942538261414,0.1545901894569397,0.25135883688926697,0.13165023922920227,0.16555240750312805
",",0.3658004403114319,0.18730267882347107,0.3015086054801941,0.4933079481124878,0.10738879442214966,0.29862213134765625,0.3286867141723633,0.4464869201183319,0.24917922914028168,0.31091248989105225
thought,0.3462379276752472,0.13347534835338593,0.482954740524292,0.3509289622306824,0.017463620752096176,0.10526030510663986,0.22073009610176086,0.303140789270401,0.1535530984401703,0.2600135803222656
that,0.6894589066505432,0.20735839009284973,0.47518548369407654,0.5473989248275757,0.06977073848247528,0.2783671021461487,0.42222681641578674,0.4137635827064514,0.267183780670166,0.32716336846351624
the,0.6521818041801453,0.2860044836997986,0.34736719727516174,1.0,0.09255307912826538,0.23664557933807373,0.18777982890605927,0.4739971458911896,0.2713715434074402,0.22068053483963013
low-band,0.29957324266433716,0.279873251914978,0.1749092936515808,0.3473065197467804,0.05034954100847244,0.2791503071784973,0.3069041967391968,0.3231225609779358,0.2921160161495209,0.1604941338300705
vhf,0.3746870160102844,0.3987322747707367,0.1441168189048767,0.2811516523361206,0.07973402738571167,0.43345174193382263,0.23929843306541443,0.2463938146829605,0.45025667548179626,0.22005349397659302
frequencies,0.37024199962615967,0.2930736243724823,0.17026981711387634,0.24049115180969238,0.05095329508185387,0.4162587523460388,0.20194706320762634,0.21558722853660583,0.3279024064540863,0.17605476081371307
(,0.2589828372001648,0.1557239294052124,0.18979617953300476,0.33289089798927307,0.08196216076612473,0.18093816936016083,0.2836761176586151,0.3357032239437103,0.26369622349739075,0.40561532974243164
corresponding,0.37597420811653137,0.1769385188817978,0.1408667117357254,0.3826132118701935,0.12675365805625916,0.2847403585910797,0.2704378664493561,0.3261621594429016,0.21305859088897705,0.21760094165802002
to,0.5345056653022766,0.21299093961715698,0.4452643394470215,0.535392165184021,0.03588335961103439,0.28076672554016113,0.3584270775318146,0.4451248347759247,0.2326623648405075,0.29463258385658264
channels,0.335164338350296,0.8352546095848083,0.0628243163228035,0.27277594804763794,0.0889299064874649,0.35176387429237366,0.18718434870243073,0.23651212453842163,0.4576503038406372,0.19657258689403534
2,-0.044377245008945465,0.06688691675662994,-0.044790901243686676,-0.019434669986367226,0.11671876162290573,-0.043041449040174484,-0.030751850455999374,-0.09542696177959442,0.008260072208940983,0.001977203879505396
through,0.40321648120880127,0.235785111784935,0.14190755784511566,0.44071322679519653,0.05049863085150719,0.27332887053489685,0.16009381413459778,0.3172857463359833,0.15379507839679718,0.16913433372974396
6,0.07327836006879807,0.06683944910764694,-0.0043754540383815765,0.041227471083402634,-0.04790308699011803,0.019889498129487038,0.05841195210814476,0.03396032005548477,0.05261549353599548,0.045001473277807236
),0.2758678197860718,0.19096998870372772,0.18584993481636047,0.3456730246543884,0.08786662667989731,0.1858193427324295,0.29329913854599,0.3639558255672455,0.2233462631702423,0.42300865054130554
would,0.3854503035545349,0.1943238526582718,0.6268245577812195,0.4133751392364502,0.02515469864010811,0.24448096752166748,0.33792486786842346,0.39877474308013916,0.1730719655752182,0.37178951501846313
be,0.476310670375824,0.1563846319913864,0.22657383978366852,0.4248143136501312,0.0338023342192173,0.3143751323223114,0.37415406107902527,0.3801851272583008,0.20571625232696533,0.3324260413646698
requisitioned,0.34698233008384705,0.19542013108730316,0.31160905957221985,0.3549115061759949,0.12102809548377991,0.39400577545166016,0.3496513068675995,0.3005511462688446,0.18868038058280945,0.18675771355628967
from,0.38755592703819275,0.1587689369916916,0.20248863101005554,0.40150508284568787,0.10255791991949081,0.19667842984199524,0.15616078674793243,0.314039945602417,0.1824430525302887,0.19969791173934937
broadcasting,0.29356762766838074,0.5093675851821899,0.12097854167222977,0.29916465282440186,0.008449144661426544,0.28155940771102905,0.16920781135559082,0.29230615496635437,0.843898594379425,0.10870421677827835
use,0.39254313707351685,0.15874585509300232,0.32446643710136414,0.34342584013938904,0.10429458320140839,0.44184932112693787,0.23035982251167297,0.47655582427978516,0.16651487350463867,0.32795652747154236
and,0.506277859210968,0.24836963415145874,0.34479495882987976,0.5171257257461548,0.027511591091752052,0.2504773437976837,0.23718376457691193,0.5064792633056641,0.22526025772094727,0.20544172823429108
reallocated,0.4102945625782013,0.2124653309583664,0.2632225751876831,0.42296022176742554,0.0956006869673729,0.36868080496788025,0.3227488100528717,0.3256029486656189,0.222158744931221,0.28857141733169556
for,0.44095608592033386,0.1936226189136505,0.318512886762619,0.4739971458911896,0.06971735507249832,0.35100895166397095,0.24378444254398346,0.9999999403953552,0.2546502649784088,0.264628142118454
the,0.6521818041801453,0.2860044836997986,0.34736719727516174,1.0,0.09255307912826538,0.23664557933807373,0.18777982890605927,0.4739971458911896,0.2713715434074402,0.22068053483963013
u.s.,0.014487938955426216,0.01891685649752617,0.11472565680742264,0.06592652946710587,0.008563484996557236,-0.031120918691158295,0.015752103179693222,0.11615988612174988,-0.020555395632982254,0.07886100560426712
army,0.14114242792129517,0.18002550303936005,0.21148359775543213,0.31011611223220825,-0.001696087303571403,0.08542370796203613,0.1564890295267105,0.17493335902690887,0.15217667818069458,0.180583193898201
.,0.45942068099975586,0.2489151805639267,0.35288307070732117,0.5934505462646484,0.1139165610074997,0.2639653980731964,0.2232643961906433,0.4726039469242096,0.2280997633934021,0.4130953550338745
