,what,device,was,one,of,the,first,to,aid,a,controversy,?
one,0.376489520072937,0.23907364904880524,0.3752199709415436,1.0000001192092896,0.4999135136604309,0.5514441132545471,0.4552372097969055,0.4025384783744812,0.14467735588550568,0.4910551905632019,0.20016424357891083,0.2673267424106598
of,0.33290785551071167,0.17168864607810974,0.4069072902202606,0.4999135136604309,1.0,0.733189046382904,0.3536086082458496,0.41548454761505127,0.20153990387916565,0.5052502155303955,0.24529165029525757,0.1826142966747284
the,0.42745697498321533,0.2555081248283386,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.49448907375335693,0.535392165184021,0.21952909231185913,0.5829201340675354,0.28096333146095276,0.22068053483963013
first,0.28086137771606445,0.21607646346092224,0.5022147297859192,0.4552372097969055,0.3536086082458496,0.49448907375335693,1.0,0.3792489171028137,0.24231939017772675,0.4287874400615692,0.21880538761615753,0.18701928853988647
in,0.30808621644973755,0.16225403547286987,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.4127444326877594,0.45010748505592346,0.1754455417394638,0.539380669593811,0.2717494070529938,0.20430970191955566
history,0.28630873560905457,0.1293502300977707,0.25589004158973694,0.3155480921268463,0.31014925241470337,0.33215048909187317,0.3202230632305145,0.24226762354373932,0.16862569749355316,0.2123815417289734,0.26736709475517273,0.2501974403858185
to,0.455847829580307,0.2965817153453827,0.3636345863342285,0.4025384783744812,0.41548454761505127,0.535392165184021,0.3792489171028137,1.0,0.2690417766571045,0.45503583550453186,0.22112806141376495,0.29463258385658264
be,0.3929833769798279,0.2852543890476227,0.42228707671165466,0.4154875874519348,0.33904364705085754,0.4248143136501312,0.29818081855773926,0.4972836375236511,0.2583293914794922,0.39883795380592346,0.23735074698925018,0.3324260413646698
aided,0.11643363535404205,0.358596533536911,0.2673851549625397,0.1518370807170868,0.27076175808906555,0.2719253599643707,0.1916276514530182,0.2677713632583618,0.46569329500198364,0.2323249876499176,0.14461801946163177,0.0017562833381816745
by,0.2455483376979828,0.17883841693401337,0.4752357602119446,0.29445651173591614,0.3646814823150635,0.4408751428127289,0.3877052962779999,0.33534231781959534,0.23209139704704285,0.32094135880470276,0.27253949642181396,0.17966607213020325
the,0.42745697498321533,0.2555081248283386,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.49448907375335693,0.535392165184021,0.21952909231185913,0.5829201340675354,0.28096333146095276,0.22068053483963013
printing,0.23539213836193085,0.29888099431991577,0.19471904635429382,0.1947215497493744,0.23686911165714264,0.24993151426315308,0.2992332875728607,0.1891471892595291,0.22727333009243011,0.262067973613739,0.14252036809921265,0.17118792235851288
press,0.183354914188385,0.16527876257896423,0.20932909846305847,0.16629531979560852,0.2328261137008667,0.2519533634185791,0.22467122972011566,0.212715283036232,0.12380895018577576,0.1550007462501526,0.20638631284236908,0.14048311114311218
.,0.3567904531955719,0.1592947095632553,0.40146201848983765,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.4345304071903229,0.4645031690597534,0.21699096262454987,0.50484299659729,0.22348161041736603,0.4130953550338745
