,for,whom,was,this,new,mass,intended,?
but,0.45162561535835266,0.34881192445755005,0.36023372411727905,0.6141145825386047,0.2431885451078415,0.2302476018667221,0.31200483441352844,0.27921953797340393
as,0.44774648547172546,0.31695985794067383,0.3677520453929901,0.43993282318115234,0.24585270881652832,0.20994383096694946,0.266594260931015,0.27043893933296204
an,0.3236706852912903,0.12124081701040268,0.3694365322589874,0.41881775856018066,0.19160676002502441,0.20003743469715118,0.21871981024742126,0.19793890416622162
alternative,0.3680151700973511,0.09014654159545898,0.2009831666946411,0.2870338261127472,0.23620885610580444,0.12656566500663757,0.2402278184890747,0.22607778012752533
for,0.9999999403953552,0.24361787736415863,0.3863949179649353,0.5082864165306091,0.2700757384300232,0.18664062023162842,0.31711438298225403,0.264628142118454
the,0.4739971458911896,0.23752936720848083,0.48711544275283813,0.6274310946464539,0.3845241069793701,0.2284930944442749,0.29853108525276184,0.22068053483963013
``,0.01270448137074709,0.08975642174482346,-0.012679691426455975,0.09380315989255905,-0.03575563058257103,0.05638721585273743,0.011296155862510204,0.0685480609536171
simple,0.32954689860343933,0.17129956185817719,0.14933012425899506,0.45032256841659546,0.19802848994731903,0.1714857816696167,0.3131369650363922,0.4614735543727875
people,0.24900002777576447,0.22432920336723328,0.2518421411514282,0.27838850021362305,0.2001206874847412,0.1965358406305313,0.1878434270620346,0.23739641904830933
'',-0.04479556903243065,-0.006111889611929655,0.04456103965640068,0.015337302349507809,-0.021915066987276077,-0.0022249165922403336,0.03961759805679321,0.018684765323996544
",",0.4464869201183319,0.25587570667266846,0.45456063747406006,0.4316047728061676,0.36073189973831177,0.2439754158258438,0.18479764461517334,0.31091248989105225
a,0.44038116931915283,0.21455949544906616,0.4508470594882965,0.5422310829162598,0.3214259147644043,0.21558082103729248,0.31608664989471436,0.23916715383529663
``,0.01270448137074709,0.08975642174482346,-0.012679691426455975,0.09380315989255905,-0.03575563058257103,0.05638721585273743,0.011296155862510204,0.0685480609536171
public,0.3092794418334961,0.15070529282093048,0.2513592839241028,0.22025765478610992,0.1667426973581314,0.17477592825889587,0.2828686535358429,0.19872993230819702
stimulation,0.23273494839668274,0.05562311038374901,0.17145319283008575,0.33942246437072754,0.14050902426242828,0.23755516111850739,0.18843233585357666,0.12133631855249405
for,0.9999999403953552,0.24361787736415863,0.3863949179649353,0.5082864165306091,0.2700757384300232,0.18664062023162842,0.31711438298225403,0.264628142118454
people,0.24900002777576447,0.22432920336723328,0.2518421411514282,0.27838850021362305,0.2001206874847412,0.1965358406305313,0.1878434270620346,0.23739641904830933
to,0.4451248347759247,0.3108522593975067,0.3636345863342285,0.5759071707725525,0.33159172534942627,0.20907121896743774,0.48327770829200745,0.29463258385658264
believe,0.2833847403526306,0.2931348979473114,0.20507054030895233,0.4528229534626007,0.18066634237766266,0.21650083363056183,0.27020516991615295,0.3329349160194397
and,0.5064792633056641,0.3148667514324188,0.3740963041782379,0.42353692650794983,0.31402453780174255,0.21843883395195007,0.21507462859153748,0.20544172823429108
become,0.3047906458377838,0.22878095507621765,0.3147440552711487,0.32014283537864685,0.26596391201019287,0.14627806842327118,0.06214055418968201,0.19511328637599945
christians,0.16087251901626587,0.35682106018066406,0.20866592228412628,0.24632097780704498,0.16869764029979706,0.2432238906621933,0.18675093352794647,0.20289786159992218
.,0.4726039469242096,0.26115289330482483,0.40146201848983765,0.500583827495575,0.35031336545944214,0.25224974751472473,0.18925566971302032,0.4130953550338745
'',-0.04479556903243065,-0.006111889611929655,0.04456103965640068,0.015337302349507809,-0.021915066987276077,-0.0022249165922403336,0.03961759805679321,0.018684765323996544
