,what,type,of,compounds,does,oxygen,most,commonly,form,?
highly,0.22724121809005737,0.20136535167694092,0.21906863152980804,0.3223252296447754,0.20624683797359467,0.19681644439697266,0.4704337418079376,0.21804969012737274,0.1988510638475418,0.1542806625366211
reactive,0.26621317863464355,0.22434675693511963,0.1701417863368988,0.6447795629501343,0.26000598073005676,0.516227126121521,0.2753845453262329,0.2360329031944275,0.24711623787879944,0.20790518820285797
nonmetal,0.19008761644363403,0.30024397373199463,0.25948023796081543,0.603223979473114,0.2679373621940613,0.5001665353775024,0.30890798568725586,0.24440854787826538,0.2978591322898865,0.23527126014232635
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.25433242321014404,0.3461615741252899,0.22261030972003937,0.4309377074241638,0.2290310114622116,0.30469027161598206,0.20544172823429108
oxidizing,0.21426115930080414,0.21064028143882751,0.16561134159564972,0.7209084033966064,0.2860521674156189,0.6026368141174316,0.28477898240089417,0.28925859928131104,0.2080049216747284,0.20724813640117645
agent,0.1053810864686966,0.1537293791770935,0.10356795787811279,0.3887518644332886,0.1970851570367813,0.31960344314575195,0.17536833882331848,0.1802523136138916,0.11733916401863098,0.13699154555797577
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.26948118209838867,0.4764937460422516,0.2717767655849457,0.4497850239276886,0.23247161507606506,0.31894639134407043,0.32716336846351624
readily,0.27001523971557617,0.12263903766870499,0.15855850279331207,0.3832206130027771,0.2713557779788971,0.318233847618103,0.2544723153114319,0.2567823827266693,0.2888856828212738,0.20249982178211212
forms,0.16334041953086853,0.3143154978752136,0.33835989236831665,0.3118983805179596,0.3104206919670105,0.21243564784526825,0.2905651926994324,0.30444297194480896,0.6824371218681335,0.1196754202246666
compounds,0.19472219049930573,0.2269091010093689,0.232599675655365,0.9999999403953552,0.2762838900089264,0.514471173286438,0.28228920698165894,0.32756033539772034,0.2670432925224304,0.2057836651802063
(,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.21791891753673553,0.2728188931941986,0.189798504114151,0.20654040575027466,0.2443668395280838,0.1860738843679428,0.40561532974243164
notably,0.1358402669429779,0.10383060574531555,0.3080497682094574,0.2295977920293808,0.2417350560426712,0.12612786889076233,0.5077248811721802,0.29943183064460754,0.052226509898900986,0.10343469679355621
oxides,0.1899927854537964,0.21657916903495789,0.19486629962921143,0.7078349590301514,0.24668948352336884,0.6094407439231873,0.2328629344701767,0.25397488474845886,0.1929810792207718,0.18569931387901306
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.2126024067401886,0.2575884759426117,0.19541971385478973,0.23620007932186127,0.2611285150051117,0.20926380157470703,0.42300865054130554
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.23910129070281982,0.26186925172805786,0.200663760304451,0.336320698261261,0.2145514339208603,0.29348593950271606,0.2433311939239502
most,0.3219912350177765,0.24228660762310028,0.4178851246833801,0.28228920698165894,0.30044323205947876,0.21728017926216125,1.0,0.3921279311180115,0.2929508090019226,0.2107497900724411
elements,0.2152351289987564,0.2528488039970398,0.23613712191581726,0.45408159494400024,0.270185261964798,0.32853466272354126,0.21912208199501038,0.2082470804452896,0.29706767201423645,0.15222592651844025
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.23886778950691223,0.3022993505001068,0.2554275095462799,0.35404038429260254,0.2135825902223587,0.28317511081695557,0.4130953550338745
,what,type,of,compounds,does,oxygen,most,commonly,form,?
oxygen,0.16781960427761078,0.16191279888153076,0.16848602890968323,0.514471173286438,0.2380215972661972,0.9999999403953552,0.21728017926216125,0.23920966684818268,0.22106200456619263,0.16786395013332367
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.2659003734588623,0.4403602182865143,0.21825239062309265,0.41165053844451904,0.3994327187538147,0.3218395411968231,0.22961433231830597
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.18294313549995422,0.35928019881248474,0.20428593456745148,0.47635307908058167,0.2974449694156647,0.29286009073257446,0.22068053483963013
most,0.3219912350177765,0.24228660762310028,0.4178851246833801,0.28228920698165894,0.30044323205947876,0.21728017926216125,1.0,0.3921279311180115,0.2929508090019226,0.2107497900724411
abundant,0.20062927901744843,0.24090000987052917,0.24499425292015076,0.30861765146255493,0.19355112314224243,0.4410693645477295,0.39561912417411804,0.2737167179584503,0.306301087141037,0.13836130499839783
element,0.24694041907787323,0.3095826804637909,0.21102571487426758,0.4678945541381836,0.24992139637470245,0.35867807269096375,0.1972019523382187,0.24126054346561432,0.29455703496932983,0.18393386900424957
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.21271248161792755,0.143477201461792,0.1292176991701126,0.270847886800766,0.22668445110321045,0.20338405668735504,0.17966607213020325
mass,0.23905135691165924,0.2388973832130432,0.26915112137794495,0.27257660031318665,0.11793608218431473,0.28330692648887634,0.15011264383792877,0.18714526295661926,0.15619535744190216,0.2076406031847
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.21471646428108215,0.214483380317688,0.1672476977109909,0.41416558623313904,0.2769457697868347,0.2815987169742584,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.18294313549995422,0.35928019881248474,0.20428593456745148,0.47635307908058167,0.2974449694156647,0.29286009073257446,0.22068053483963013
earth,0.25883176922798157,0.07964067161083221,0.2329314798116684,0.28153911232948303,0.24806667864322662,0.3065866231918335,0.23000380396842957,0.1380581259727478,0.17146925628185272,0.17717236280441284
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.04443596675992012,-0.02895052544772625,-0.011648092418909073,0.024445664137601852,0.03893973305821419,0.07059726119041443,-0.023395681753754616
crust,0.22092486917972565,0.18475119769573212,0.21774794161319733,0.3115813136100769,0.20004798471927643,0.35231712460517883,0.21495573222637177,0.19613875448703766,0.23175016045570374,0.1887258142232895
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.2726527154445648,0.31202155351638794,0.16691245138645172,0.3548237979412079,0.3544585108757019,0.24710296094417572,0.27043893933296204
part,0.3476244807243347,0.22154977917671204,0.452393114566803,0.19852690398693085,0.26684749126434326,0.17520982027053833,0.35998284816741943,0.2036450058221817,0.31082701683044434,0.08557961881160736
of,0.33290785551071167,0.18112817406654358,1.0,0.232599675655365,0.3119818866252899,0.16848602890968323,0.4178851246833801,0.29300037026405334,0.29600051045417786,0.1826142966747284
oxide,0.1961873471736908,0.19813136756420135,0.15275245904922485,0.6708632707595825,0.1987503319978714,0.5954530835151672,0.15979735553264618,0.2169165462255478,0.14310383796691895,0.20583678781986237
compounds,0.19472219049930573,0.2269091010093689,0.232599675655365,0.9999999403953552,0.2762838900089264,0.514471173286438,0.28228920698165894,0.32756033539772034,0.2670432925224304,0.2057836651802063
such,0.23989605903625488,0.2636772096157074,0.3209529519081116,0.30467960238456726,0.2787191867828369,0.23563316464424133,0.38148126006126404,0.35613489151000977,0.2648303806781769,0.17851735651493073
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.2726527154445648,0.31202155351638794,0.16691245138645172,0.3548237979412079,0.3544585108757019,0.24710296094417572,0.27043893933296204
silicon,0.18574021756649017,0.2194974422454834,0.27253201603889465,0.45340022444725037,0.14146928489208221,0.39430758357048035,0.26896700263023376,0.2798050045967102,0.19099362194538116,0.0868363156914711
dioxide,0.2206297367811203,0.19987645745277405,0.19224253296852112,0.6263653039932251,0.2554338276386261,0.6974000334739685,0.21298803389072418,0.17944568395614624,0.1597340703010559,0.19322559237480164
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20700839161872864,0.28617382049560547,0.21812842786312103,0.3636029064655304,0.27548834681510925,0.21805599331855774,0.31091248989105225
making,0.30777570605278015,0.19231852889060974,0.3250596821308136,0.24166342616081238,0.29388219118118286,0.17077843844890594,0.4063095152378082,0.14008797705173492,0.22204381227493286,0.2539324164390564
up,0.28591108322143555,0.1313350349664688,0.32945773005485535,0.1942186951637268,0.25498253107070923,0.28784632682800293,0.1990664303302765,0.11464637517929077,0.1420457363128662,0.1819818764925003
almost,0.2467888444662094,0.18003590404987335,0.3144364058971405,0.18306800723075867,0.28108128905296326,0.17669527232646942,0.43784451484680176,0.13243013620376587,0.2598845958709717,0.1372147500514984
half,0.13016436994075775,0.12849348783493042,0.2784358561038971,0.1044790968298912,0.20402701199054718,0.20719686150550842,0.2538188099861145,0.11131414771080017,0.15688224136829376,0.07471233606338501
of,0.33290785551071167,0.18112817406654358,1.0,0.232599675655365,0.3119818866252899,0.16848602890968323,0.4178851246833801,0.29300037026405334,0.29600051045417786,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.18294313549995422,0.35928019881248474,0.20428593456745148,0.47635307908058167,0.2974449694156647,0.29286009073257446,0.22068053483963013
crust,0.22092486917972565,0.18475119769573212,0.21774794161319733,0.3115813136100769,0.20004798471927643,0.35231712460517883,0.21495573222637177,0.19613875448703766,0.23175016045570374,0.1887258142232895
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.04443596675992012,-0.02895052544772625,-0.011648092418909073,0.024445664137601852,0.03893973305821419,0.07059726119041443,-0.023395681753754616
mass,0.23905135691165924,0.2388973832130432,0.26915112137794495,0.27257660031318665,0.11793608218431473,0.28330692648887634,0.15011264383792877,0.18714526295661926,0.15619535744190216,0.2076406031847
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.23886778950691223,0.3022993505001068,0.2554275095462799,0.35404038429260254,0.2135825902223587,0.28317511081695557,0.4130953550338745
