,is,it,easier,or,harder,to,change,eu,law,than,stay,the,same,?
in,0.5394441485404968,0.5130809545516968,0.19433645904064178,0.3586423695087433,0.13953028619289398,0.45010748505592346,0.2510564923286438,0.12919096648693085,0.24850773811340332,0.3270052373409271,0.23382514715194702,0.6662389636039734,0.3692481815814972,0.20430970191955566
parliament,0.19676777720451355,0.22944188117980957,0.10609081387519836,0.209258034825325,0.05319748446345329,0.20290622115135193,0.1613956242799759,0.31485849618911743,0.35454997420310974,0.11233259737491608,0.17895224690437317,0.26521381735801697,0.1806192398071289,0.1586504578590393
",",0.4691906273365021,0.48329564929008484,0.2665357291698456,0.3769497275352478,0.25041988492012024,0.44245919585227966,0.2752361297607422,0.1565755307674408,0.24953721463680267,0.3371901512145996,0.2502226233482361,0.4933079481124878,0.3207721710205078,0.31091248989105225
a,0.658733606338501,0.5452592968940735,0.2903635501861572,0.48853766918182373,0.25577613711357117,0.45503583550453186,0.3047741651535034,0.13932566344738007,0.2212858349084854,0.3126874566078186,0.27986037731170654,0.5829201340675354,0.4048157036304474,0.23916715383529663
minority,0.18031680583953857,0.1828974336385727,0.1831965297460556,0.241044282913208,0.16661059856414795,0.16115537285804749,0.15658248960971832,0.19964160025119781,0.19429121911525726,0.18971604108810425,0.1635608673095703,0.2583708167076111,0.14800582826137543,0.22200141847133636
in,0.5394441485404968,0.5130809545516968,0.19433645904064178,0.3586423695087433,0.13953028619289398,0.45010748505592346,0.2510564923286438,0.12919096648693085,0.24850773811340332,0.3270052373409271,0.23382514715194702,0.6662389636039734,0.3692481815814972,0.20430970191955566
the,0.5823672413825989,0.6251175999641418,0.26447010040283203,0.4174870550632477,0.232576385140419,0.535392165184021,0.3641999065876007,0.14126400649547577,0.24548950791358948,0.3227543234825134,0.2869375944137573,1.0,0.4583131968975067,0.22068053483963013
council,0.2196589708328247,0.21568971872329712,0.11880731582641602,0.14019161462783813,0.07893297076225281,0.23829470574855804,0.18886131048202515,0.2489055097103119,0.24588683247566223,0.12206165492534637,0.10664942860603333,0.2829204201698303,0.1179138720035553,0.1160062924027443
",",0.4691906273365021,0.48329564929008484,0.2665357291698456,0.3769497275352478,0.25041988492012024,0.44245919585227966,0.2752361297607422,0.1565755307674408,0.24953721463680267,0.3371901512145996,0.2502226233482361,0.4933079481124878,0.3207721710205078,0.31091248989105225
and,0.3859752118587494,0.40957894921302795,0.31885647773742676,0.4713204801082611,0.33005550503730774,0.48971283435821533,0.2438346892595291,0.16977795958518982,0.254730761051178,0.39361441135406494,0.279899924993515,0.5171257257461548,0.3205644488334656,0.20544172823429108
a,0.658733606338501,0.5452592968940735,0.2903635501861572,0.48853766918182373,0.25577613711357117,0.45503583550453186,0.3047741651535034,0.13932566344738007,0.2212858349084854,0.3126874566078186,0.27986037731170654,0.5829201340675354,0.4048157036304474,0.23916715383529663
majority,0.19749082624912262,0.24516208469867706,0.22111943364143372,0.26763081550598145,0.18439050018787384,0.26316750049591064,0.2097962349653244,0.25117191672325134,0.23056431114673615,0.25583645701408386,0.19094763696193695,0.28757327795028687,0.23743826150894165,0.220119908452034
in,0.5394441485404968,0.5130809545516968,0.19433645904064178,0.3586423695087433,0.13953028619289398,0.45010748505592346,0.2510564923286438,0.12919096648693085,0.24850773811340332,0.3270052373409271,0.23382514715194702,0.6662389636039734,0.3692481815814972,0.20430970191955566
the,0.5823672413825989,0.6251175999641418,0.26447010040283203,0.4174870550632477,0.232576385140419,0.535392165184021,0.3641999065876007,0.14126400649547577,0.24548950791358948,0.3227543234825134,0.2869375944137573,1.0,0.4583131968975067,0.22068053483963013
commission,0.19761666655540466,0.2274378389120102,0.17299622297286987,0.186940535902977,0.1463959962129593,0.24674905836582184,0.13028216361999512,0.2521185874938965,0.3065055310726166,0.11506816744804382,0.11240794509649277,0.24418850243091583,0.11515693366527557,0.16231559216976166
:,-0.07222653180360794,-0.07174429297447205,-0.13638214766979218,-0.09801474958658218,-0.027858752757310867,-0.09243495017290115,-0.11679016798734665,0.11893496662378311,-0.0783696174621582,-0.11965936422348022,-0.08060502260923386,-0.03403344005346298,-0.057537954300642014,-0.07156077772378922
it,0.6328473687171936,0.9999999403953552,0.32820525765419006,0.36389440298080444,0.2786152958869934,0.513711154460907,0.38176456093788147,0.11940911412239075,0.18657292425632477,0.3603973984718323,0.25675445795059204,0.6251175999641418,0.3616943955421448,0.25732165575027466
is,1.0,0.6328473687171936,0.23865748941898346,0.41870999336242676,0.21442267298698425,0.42745086550712585,0.33028605580329895,0.12234814465045929,0.18597714602947235,0.2839990258216858,0.26065871119499207,0.5823672413825989,0.31152886152267456,0.22961433231830597
harder,0.21442267298698425,0.2786152958869934,0.6741814017295837,0.3085312843322754,1.0,0.3694044053554535,0.25214052200317383,0.10989276319742203,0.14512696862220764,0.4469584822654724,0.29208457469940186,0.232576385140419,0.2563476264476776,0.20031365752220154
to,0.42745086550712585,0.513711154460907,0.42273572087287903,0.38921234011650085,0.3694044053554535,1.0,0.3581787943840027,0.1539587825536728,0.259207159280777,0.3192550539970398,0.39492106437683105,0.535392165184021,0.3205692768096924,0.29463258385658264
change,0.33028605580329895,0.38176456093788147,0.36137306690216064,0.3169957101345062,0.25214052200317383,0.3581787943840027,0.9999998807907104,0.13838307559490204,0.20829714834690094,0.2397172451019287,0.3218373954296112,0.3641999065876007,0.39160165190696716,0.24115969240665436
eu,0.12234814465045929,0.11940911412239075,0.17241473495960236,0.1964779645204544,0.10989276319742203,0.1539587825536728,0.13838307559490204,0.9999998807907104,0.20359504222869873,0.10097649693489075,0.15635250508785248,0.14126400649547577,0.19750000536441803,0.21586786210536957
law,0.18597714602947235,0.18657292425632477,0.18737827241420746,0.19038471579551697,0.14512696862220764,0.259207159280777,0.20829714834690094,0.20359504222869873,1.0000001192092896,0.12243866175413132,0.20509546995162964,0.24548950791358948,0.25704842805862427,0.1528988480567932
than,0.2839990258216858,0.3603973984718323,0.4304087460041046,0.5002588033676147,0.4469584822654724,0.3192550539970398,0.2397172451019287,0.10097649693489075,0.12243866175413132,1.0,0.2632409632205963,0.3227543234825134,0.33586159348487854,0.24917294085025787
stay,0.26065871119499207,0.25675445795059204,0.22340551018714905,0.3022795617580414,0.29208457469940186,0.39492106437683105,0.3218373954296112,0.15635250508785248,0.20509546995162964,0.2632409632205963,1.0,0.2869375944137573,0.27815908193588257,0.22141321003437042
the,0.5823672413825989,0.6251175999641418,0.26447010040283203,0.4174870550632477,0.232576385140419,0.535392165184021,0.3641999065876007,0.14126400649547577,0.24548950791358948,0.3227543234825134,0.2869375944137573,1.0,0.4583131968975067,0.22068053483963013
same,0.31152886152267456,0.3616943955421448,0.3035508692264557,0.36380261182785034,0.2563476264476776,0.3205692768096924,0.39160165190696716,0.19750000536441803,0.25704842805862427,0.33586159348487854,0.27815908193588257,0.4583131968975067,1.0,0.22649677097797394
.,0.4569662809371948,0.5593622326850891,0.28320926427841187,0.36683785915374756,0.27393993735313416,0.4645031690597534,0.3244723975658417,0.1552242487668991,0.24482665956020355,0.3594527542591095,0.3077605068683624,0.5934505462646484,0.3682591915130615,0.4130953550338745
