,what,did,tesla,think,nitrous,acid,contributed,to,?
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.3748004138469696,0.21421049535274506,0.1589188426733017,0.2686880826950073,1.0,0.29463258385658264
various,0.26045072078704834,0.19538888335227966,0.09989474713802338,0.22166036069393158,0.2870228886604309,0.20954622328281403,0.22370384633541107,0.33564820885658264,0.12823495268821716
causes,0.1426164209842682,0.13350418210029602,0.07378862798213959,0.1858564019203186,0.20026203989982605,0.18771038949489594,0.2831498086452484,0.2537674903869629,0.19991323351860046
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.31119775772094727,0.1929253190755844,0.250664621591568,0.25505968928337097,0.4645031690597534,0.4130953550338745
,what,did,tesla,think,nitrous,acid,contributed,to,?
he,0.3114890456199646,0.3292143940925598,0.12373391538858414,0.26572662591934204,0.20614196360111237,0.1357450932264328,0.20318038761615753,0.385390967130661,0.2089974731206894
believed,0.32626157999038696,0.3807709813117981,0.08292704075574875,0.4662465453147888,0.20346306264400482,0.17116424441337585,0.2965073585510254,0.35322412848472595,0.17606885731220245
early,0.2454567849636078,0.32047218084335327,0.10564569383859634,0.22186368703842163,0.15943673253059387,0.21434801816940308,0.32109230756759644,0.24557004868984222,0.15272949635982513
on,0.34226128458976746,0.2670976221561432,0.16159376502037048,0.2772510051727295,0.07561501115560532,0.15288880467414856,0.21944350004196167,0.41031414270401,0.2714994251728058
that,0.6297725439071655,0.47518548369407654,0.22102725505828857,0.5798900723457336,0.2920706272125244,0.21727557480335236,0.27004948258399963,0.5436353087425232,0.32716336846351624
damage,0.2590121924877167,0.24770227074623108,0.16247212886810303,0.19714879989624023,0.20190609991550446,0.2543182075023651,0.2721477746963501,0.23714354634284973,0.2121051400899887
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.3748004138469696,0.21421049535274506,0.1589188426733017,0.2686880826950073,1.0,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.3102172613143921,0.20064882934093475,0.17908653616905212,0.2633678913116455,0.535392165184021,0.22068053483963013
skin,0.22670333087444305,0.15159635245800018,0.08597852289676666,0.2606259882450104,0.3285718560218811,0.36405545473098755,0.1659364253282547,0.21441614627838135,0.21488560736179352
was,0.22111038863658905,0.41399896144866943,0.16455206274986267,0.245719313621521,0.2195560485124588,0.14690634608268738,0.301775723695755,0.3636345863342285,0.18412111699581146
not,0.5449194312095642,0.6481515765190125,0.12018213421106339,0.5479815602302551,0.2526666224002838,0.255263090133667,0.24341969192028046,0.5149973034858704,0.41942933201789856
caused,0.22264783084392548,0.2858860194683075,0.05371434986591339,0.19661927223205566,0.255175918340683,0.24219655990600586,0.3523327112197876,0.2414499819278717,0.20679491758346558
by,0.2455483376979828,0.18574509024620056,0.16513796150684357,0.2680226266384125,0.18637019395828247,0.21243371069431305,0.29225775599479675,0.33534231781959534,0.17966607213020325
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.3102172613143921,0.20064882934093475,0.17908653616905212,0.2633678913116455,0.535392165184021,0.22068053483963013
roentgen,0.17643509805202484,0.12845921516418457,0.33316570520401,0.1676432192325592,0.2545115053653717,0.22736431658267975,0.20078937709331512,0.16441710293293,0.18707747757434845
rays,0.20572713017463684,0.1964990496635437,0.1748773455619812,0.17031723260879517,0.2810901403427124,0.25791695713996887,0.08713655173778534,0.24316629767417908,0.12651073932647705
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.3095206320285797,0.19976547360420227,0.20251032710075378,0.2899704575538635,0.44245919585227966,0.31091248989105225
but,0.5029441118240356,0.49033689498901367,0.1549924612045288,0.5420777797698975,0.2745415270328522,0.16832800209522247,0.2521764039993286,0.5542377829551697,0.27921953797340393
by,0.2455483376979828,0.18574509024620056,0.16513796150684357,0.2680226266384125,0.18637019395828247,0.21243371069431305,0.29225775599479675,0.33534231781959534,0.17966607213020325
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.3102172613143921,0.20064882934093475,0.17908653616905212,0.2633678913116455,0.535392165184021,0.22068053483963013
ozone,0.17115569114685059,0.0970415249466896,0.1849561631679535,0.14489053189754486,0.4199836850166321,0.43159446120262146,0.17689086496829987,0.22140559554100037,0.159791961312294
generated,0.2341722995042801,0.14731889963150024,0.2448459267616272,0.23287895321846008,0.22590428590774536,0.2523595988750458,0.298301100730896,0.2428233027458191,0.28358349204063416
in,0.30808621644973755,0.2593238651752472,0.17097744345664978,0.23837615549564362,0.19109892845153809,0.1958887279033661,0.2594258189201355,0.45010748505592346,0.20430970191955566
contact,0.2598453462123871,0.20494778454303741,0.11381082981824875,0.25323736667633057,0.22929085791110992,0.23227465152740479,0.2510887086391449,0.29403218626976013,0.2231319397687912
with,0.2464839518070221,0.25472134351730347,0.16424812376499176,0.2712445855140686,0.23588088154792786,0.227901890873909,0.22952216863632202,0.4239959120750427,0.2433311939239502
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,0.3102172613143921,0.20064882934093475,0.17908653616905212,0.2633678913116455,0.535392165184021,0.22068053483963013
skin,0.22670333087444305,0.15159635245800018,0.08597852289676666,0.2606259882450104,0.3285718560218811,0.36405545473098755,0.1659364253282547,0.21441614627838135,0.21488560736179352
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.3095206320285797,0.19976547360420227,0.20251032710075378,0.2899704575538635,0.44245919585227966,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.19560420513153076,0.30740439891815186,0.24960632622241974,0.24155746400356293,0.2908022403717041,0.48971283435821533,0.20544172823429108
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.3748004138469696,0.21421049535274506,0.1589188426733017,0.2686880826950073,1.0,0.29463258385658264
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.35850703716278076,0.22021956741809845,0.2114526778459549,0.24738897383213043,0.45503583550453186,0.23916715383529663
lesser,0.22745417058467865,0.17610923945903778,0.06657452136278152,0.21146859228610992,0.1201799139380455,0.11337342113256454,0.15278196334838867,0.20995968580245972,0.17708076536655426
extent,0.369102418422699,0.24440979957580566,0.09796749800443649,0.31079500913619995,0.087958425283432,0.145889014005661,0.3220379948616028,0.26711156964302063,0.1940663903951645
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.3095206320285797,0.19976547360420227,0.20251032710075378,0.2899704575538635,0.44245919585227966,0.31091248989105225
by,0.2455483376979828,0.18574509024620056,0.16513796150684357,0.2680226266384125,0.18637019395828247,0.21243371069431305,0.29225775599479675,0.33534231781959534,0.17966607213020325
nitrous,0.19127488136291504,0.18460258841514587,0.24106396734714508,0.2387850433588028,0.9999999403953552,0.5566233396530151,0.15737690031528473,0.21421049535274506,0.12522947788238525
acid,0.16500361263751984,0.17204153537750244,0.2190495878458023,0.19210803508758545,0.5566233396530151,1.0,0.1931271106004715,0.1589188426733017,0.1556670069694519
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.31119775772094727,0.1929253190755844,0.250664621591568,0.25505968928337097,0.4645031690597534,0.4130953550338745
