,how,many,yards,did,brad,nortman,'s,punt,travel,?
panthers,0.1117783859372139,0.14744015038013458,0.33815330266952515,0.189295694231987,0.2691875696182251,0.2159884124994278,0.06940732896327972,0.2257070392370224,0.22407492995262146,0.16608978807926178
players,0.19302120804786682,0.2428085058927536,0.1949184536933899,0.23541630804538727,0.22856193780899048,0.2158566564321518,-0.003934598993510008,0.17102503776550293,0.14390647411346436,0.15925642848014832
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.19512468576431274,0.3420696556568146,-0.0016132977325469255,0.21826523542404175,0.2159072756767273,0.31091248989105225
but,0.43101516366004944,0.46599987149238586,0.16519498825073242,0.49033689498901367,0.11809547990560532,0.18644022941589355,0.04136733338236809,0.18202193081378937,0.18217697739601135,0.27921953797340393
none,0.1746153086423874,0.29603591561317444,0.14259198307991028,0.27973365783691406,0.12589706480503082,0.06719794124364853,0.02524063177406788,0.11232287436723709,0.13590960204601288,0.23397447168827057
of,0.2480744868516922,0.37253960967063904,0.14466260373592377,0.2513895630836487,0.10343866795301437,0.25880298018455505,-0.03817026689648628,0.18623360991477966,0.23167268931865692,0.1826142966747284
them,0.5142028331756592,0.5119333863258362,0.2192636877298355,0.44189682602882385,0.1482047289609909,0.1906690001487732,0.025712676346302032,0.23444853723049164,0.2925659418106079,0.35435691475868225
attempted,0.1899494230747223,0.18546175956726074,0.2595615088939667,0.3748961389064789,0.13743780553340912,0.15522730350494385,0.027993597090244293,0.19199219346046448,0.10478378087282181,0.11123745888471603
to,0.44169697165489197,0.40243685245513916,0.1612969934940338,0.4452643394470215,0.1706085503101349,0.2667658030986786,0.03782717138528824,0.26177287101745605,0.324314147233963,0.29463258385658264
make,0.44417309761047363,0.40827780961990356,0.09519078582525253,0.3602050840854645,0.1569235473871231,0.1276385635137558,0.09622383862733841,0.11299776285886765,0.28152358531951904,0.28314751386642456
a,0.29312583804130554,0.2872205972671509,0.19167225062847137,0.2552328109741211,0.18648700416088104,0.29196542501449585,0.04866964742541313,0.202503502368927,0.2213185727596283,0.23916715383529663
tackle,0.2267550230026245,0.17207637429237366,0.478628009557724,0.17714062333106995,0.24476587772369385,0.16777777671813965,-0.09428390115499496,0.3540503680706024,0.08560303598642349,0.20533707737922668
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.19512468576431274,0.3420696556568146,-0.0016132977325469255,0.21826523542404175,0.2159072756767273,0.31091248989105225
apparently,0.34855177998542786,0.2961949408054352,0.15202128887176514,0.2779636085033417,0.1524672955274582,0.23183196783065796,-0.009250272065401077,0.17435941100120544,0.11405700445175171,0.3236613869667053
thinking,0.43336641788482666,0.3096356689929962,0.10695409774780273,0.33452484011650085,0.1913156509399414,0.1574186235666275,0.03711063414812088,0.07195927202701569,0.18261930346488953,0.3342305123806
norwood,0.07598644495010376,0.16396178305149078,0.30871152877807617,0.15406884253025055,0.2957954704761505,0.439775675535202,-0.0029412375297397375,0.17939233779907227,0.1724054366350174,0.14529889822006226
had,0.2549138069152832,0.40130746364593506,0.19894513487815857,0.540525496006012,0.19546377658843994,0.17919044196605682,-0.004401352722197771,0.20004698634147644,0.18746362626552582,0.20728366076946259
called,0.2869613468647003,0.3552800714969635,0.10897428542375565,0.277748167514801,0.10133735835552216,0.19551832973957062,-0.021773243322968483,0.1791146844625473,0.22924044728279114,0.18963319063186646
a,0.29312583804130554,0.2872205972671509,0.19167225062847137,0.2552328109741211,0.18648700416088104,0.29196542501449585,0.04866964742541313,0.202503502368927,0.2213185727596283,0.23916715383529663
fair,0.19913963973522186,0.22412070631980896,0.11891195923089981,0.2139674574136734,0.1228971779346466,0.1639569103717804,-0.02391761541366577,0.20963570475578308,0.07706864178180695,0.22737592458724976
catch,0.25029826164245605,0.25074586272239685,0.2623574733734131,0.21810436248779297,0.2061966508626938,0.2813865542411804,0.012483660131692886,0.29390332102775574,0.23931270837783813,0.28881779313087463
.,0.3287222981452942,0.3974229395389557,0.17664551734924316,0.35288307070732117,0.17018912732601166,0.3173682987689972,-0.003708066651597619,0.1972125768661499,0.22954578697681427,0.4130953550338745
