,why,did,kublai,'s,successors,lose,control,of,the,rest,of,the,mongol,empire,?
on,0.2698206305503845,0.2670976221561432,0.18782250583171844,0.0026888418942689896,0.13061463832855225,0.22867318987846375,0.2284763753414154,0.3966929316520691,0.5107308030128479,0.30716630816459656,0.3966929316520691,0.5107308030128479,0.13546301424503326,0.1508585810661316,0.2714994251728058
other,0.321101576089859,0.31707024574279785,0.1413787454366684,0.04445967823266983,0.2182493507862091,0.28629663586616516,0.2407509833574295,0.38583824038505554,0.44152235984802246,0.3808116614818573,0.38583824038505554,0.44152235984802246,0.17935317754745483,0.17392708361148834,0.24682199954986572
mongol,0.10090334713459015,0.17534953355789185,0.633603572845459,-0.05976467952132225,0.22167235612869263,0.21635162830352783,0.23836106061935425,0.22712039947509766,0.2924198508262634,0.11557675898075104,0.22712039947509766,0.2924198508262634,1.0000001192092896,0.45230501890182495,0.12849251925945282
lands,0.11135505884885788,0.16305740177631378,0.2839259207248688,0.03704614192247391,0.16756805777549744,0.22473496198654175,0.28903868794441223,0.2730972170829773,0.3190511167049408,0.21753862500190735,0.2730972170829773,0.3190511167049408,0.2610882520675659,0.34306687116622925,0.10082722455263138
across,0.201081782579422,0.165368914604187,0.18388797342777252,0.010988947004079819,0.1316041350364685,0.1060212105512619,0.19957612454891205,0.2936134934425354,0.3816230297088623,0.3304055333137512,0.2936134934425354,0.3816230297088623,0.1364898830652237,0.2153571993112564,0.17034576833248138
asia,0.15254904329776764,0.19509263336658478,0.3220130205154419,0.10478635132312775,0.2669564187526703,0.13025438785552979,0.1443500518798828,0.2372564673423767,0.2838890850543976,0.2386050671339035,0.2372564673423767,0.2838890850543976,0.3416658937931061,0.3024880588054657,0.1340748518705368
",",0.2827242314815521,0.3015086054801941,0.2569756805896759,-0.0016132977325469255,0.15858691930770874,0.28248098492622375,0.20811550319194794,0.4946078956127167,0.4933079481124878,0.3065745532512665,0.4946078956127167,0.4933079481124878,0.2229510098695755,0.27646857500076294,0.31091248989105225
while,0.3304853141307831,0.3330625295639038,0.21775539219379425,0.0011869525769725442,0.18613913655281067,0.2611275017261505,0.2686825096607208,0.3366928696632385,0.39804592728614807,0.4243147373199463,0.3366928696632385,0.39804592728614807,0.2199031561613083,0.15685497224330902,0.21076419949531555
the,0.30742117762565613,0.34736719727516174,0.32886171340942383,-0.01540423184633255,0.20207785069942474,0.29030492901802063,0.32841500639915466,0.733189046382904,1.0,0.41330549120903015,0.733189046382904,1.0,0.2924198508262634,0.32532164454460144,0.22068053483963013
mongols,0.13126856088638306,0.21908389031887054,0.5959007740020752,-0.027451662346720695,0.2552996873855591,0.23301473259925842,0.2699570655822754,0.23517343401908875,0.310281366109848,0.15494690835475922,0.23517343401908875,0.310281366109848,0.905461847782135,0.47929102182388306,0.11517509818077087
beyond,0.19186148047447205,0.21295185387134552,0.19452477991580963,-0.05698573589324951,0.12979599833488464,0.2282828986644745,0.1809736043214798,0.25559017062187195,0.2982341945171356,0.23649418354034424,0.25559017062187195,0.2982341945171356,0.1386324018239975,0.28635531663894653,0.1875571459531784
the,0.30742117762565613,0.34736719727516174,0.32886171340942383,-0.01540423184633255,0.20207785069942474,0.29030492901802063,0.32841500639915466,0.733189046382904,1.0,0.41330549120903015,0.733189046382904,1.0,0.2924198508262634,0.32532164454460144,0.22068053483963013
middle,0.18186889588832855,0.17732174694538116,0.186721533536911,-0.017355401068925858,0.13833388686180115,0.14354848861694336,0.13533610105514526,0.2799445688724518,0.3405749201774597,0.2248668223619461,0.2799445688724518,0.3405749201774597,0.23215407133102417,0.25981786847114563,0.13139553368091583
kingdom,0.12449488788843155,0.15448923408985138,0.23873795568943024,0.04632937163114548,0.2459331452846527,0.13165712356567383,0.2187635898590088,0.3218171298503876,0.3143408000469208,0.20831042528152466,0.3218171298503876,0.3143408000469208,0.18046745657920837,0.41031765937805176,0.12927088141441345
saw,0.2549087405204773,0.4446955919265747,0.21630993485450745,0.04767860472202301,0.21550384163856506,0.20347975194454193,0.16955824196338654,0.28204935789108276,0.318278044462204,0.15116596221923828,0.28204935789108276,0.318278044462204,0.1369016170501709,0.15810291469097137,0.14690998196601868
them,0.4654969573020935,0.44189682602882385,0.2925732731819153,0.025712676346302032,0.19521021842956543,0.3930041193962097,0.2712046802043915,0.34503093361854553,0.4788833558559418,0.40652036666870117,0.34503093361854553,0.4788833558559418,0.2579866647720337,0.19490370154380798,0.35435691475868225
as,0.3103298544883728,0.3596470057964325,0.1864137202501297,-0.05775856226682663,0.2779245972633362,0.23273169994354248,0.18926969170570374,0.3886612355709076,0.48381632566452026,0.22337119281291962,0.3886612355709076,0.48381632566452026,0.17740172147750854,0.21108263731002808,0.27043893933296204
too,0.44862106442451477,0.36231496930122375,0.22301602363586426,-0.055382270365953445,0.19848521053791046,0.40295061469078064,0.24393348395824432,0.22150669991970062,0.26985910534858704,0.3265599012374878,0.22150669991970062,0.26985910534858704,0.14473578333854675,0.16581864655017853,0.33757779002189636
chinese,0.15761412680149078,0.19065357744693756,0.38022753596305847,0.01673142798244953,0.1081278994679451,0.1239144429564476,0.11278767138719559,0.24275560677051544,0.2785343527793884,0.1494915634393692,0.24275560677051544,0.2785343527793884,0.3877440094947815,0.19877436757087708,0.20843194425106049
.,0.32909876108169556,0.35288307070732117,0.2311694622039795,-0.003708066651597619,0.12908315658569336,0.28971824049949646,0.24319837987422943,0.5352458953857422,0.5934505462646484,0.36049437522888184,0.5352458953857422,0.5934505462646484,0.16751837730407715,0.2811720371246338,0.4130953550338745
