,in,1984,",",the,abc,arts,channel,arts,was,merged,with,what,other,channel,?
arts,0.2445804625749588,-0.0044930437579751015,0.2528577744960785,0.23374557495117188,0.1073722392320633,1.0000001192092896,0.10908431559801102,1.0000001192092896,0.25444865226745605,0.1423420011997223,0.19973041117191315,0.15975245833396912,0.2240317463874817,0.10908431559801102,0.09471383690834045
&,0.1358654648065567,0.17730149626731873,0.2516871392726898,0.14992168545722961,0.1936885565519333,0.17612096667289734,0.11825516074895859,0.17612096667289734,0.12134000658988953,0.06999107450246811,0.20013411343097687,0.11141876131296158,0.14744198322296143,0.11825516074895859,0.12596383690834045
entertainment,0.20493005216121674,-0.012329543009400368,0.21458542346954346,0.19077853858470917,0.28069135546684265,0.2809528410434723,0.25154921412467957,0.2809528410434723,0.21684704720973969,0.15221039950847626,0.22968845069408417,0.21648827195167542,0.22955796122550964,0.25154921412467957,0.11855241656303406
television,0.2689782977104187,0.0932668074965477,0.27995240688323975,0.24569597840309143,0.46871840953826904,0.2663433253765106,0.46323826909065247,0.2663433253765106,0.2516675293445587,0.060539234429597855,0.17469868063926697,0.19838058948516846,0.22152510285377502,0.46323826909065247,0.16825827956199646
(,0.3087427020072937,0.2548593580722809,0.6363511681556702,0.33289089798927307,0.183883935213089,0.178902268409729,0.1557239294052124,0.178902268409729,0.2980341613292694,0.16124972701072693,0.29503780603408813,0.2411840260028839,0.25035592913627625,0.1557239294052124,0.40561532974243164
a,0.539380669593811,-9.57133379415609e-05,0.427140474319458,0.5829201340675354,0.21331243216991425,0.21388907730579376,0.20914222300052643,0.21388907730579376,0.4508470594882965,0.1895846575498581,0.3783375024795532,0.3320399522781372,0.2806335389614105,0.20914222300052643,0.23916715383529663
&,0.1358654648065567,0.17730149626731873,0.2516871392726898,0.14992168545722961,0.1936885565519333,0.17612096667289734,0.11825516074895859,0.17612096667289734,0.12134000658988953,0.06999107450246811,0.20013411343097687,0.11141876131296158,0.14744198322296143,0.11825516074895859,0.12596383690834045
e,0.1907322108745575,0.08867878466844559,0.27074310183525085,0.21895931661128998,0.11102833598852158,0.11706710606813431,0.1292877346277237,0.11706710606813431,0.12477705627679825,0.06671088188886642,0.1802608072757721,0.1324329376220703,0.196250319480896,0.1292877346277237,0.1675775796175003
),0.3326910734176636,0.21429310739040375,0.63033527135849,0.3456730246543884,0.18381085991859436,0.2011658251285553,0.19096998870372772,0.2011658251285553,0.3267642855644226,0.1701371967792511,0.3069596290588379,0.26259949803352356,0.26200005412101746,0.19096998870372772,0.42300865054130554
;,0.092739537358284,0.02930908277630806,0.04938793554902077,0.09152708947658539,-0.0012340332614257932,0.05496666580438614,-0.02143828570842743,0.05496666580438614,0.0754367932677269,0.006771509535610676,0.12944702804088593,0.10986888408660889,0.13311924040317535,-0.02143828570842743,0.10349778085947037
the,0.6662389636039734,-0.007670710328966379,0.4933079481124878,1.0,0.2068762183189392,0.23374557495117188,0.2860044836997986,0.23374557495117188,0.48711544275283813,0.22961698472499847,0.4223487675189972,0.42745697498321533,0.44152235984802246,0.2860044836997986,0.22068053483963013
new,0.3758552670478821,0.0946877971291542,0.36073189973831177,0.3845241069793701,0.20663127303123474,0.1954331398010254,0.17762453854084015,0.1954331398010254,0.2748313844203949,0.2739197015762329,0.24325589835643768,0.2130378633737564,0.2957918047904968,0.17762453854084015,0.14782847464084625
channel,0.210372194647789,0.07989519089460373,0.18730267882347107,0.2860044836997986,0.4020179808139801,0.10908431559801102,0.9999999403953552,0.10908431559801102,0.15624403953552246,0.12751832604408264,0.17526158690452576,0.20295917987823486,0.18978659808635712,0.9999999403953552,0.20176179707050323
subsequently,0.21820683777332306,0.035515353083610535,0.1637192815542221,0.2886511981487274,0.19136887788772583,0.11803441494703293,0.15087713301181793,0.11803441494703293,0.3486802279949188,0.1164776012301445,0.192214697599411,0.10897690057754517,0.14435289800167084,0.15087713301181793,0.005594457965344191
leased,0.273445188999176,0.10725320130586624,0.24259689450263977,0.2602766454219818,0.18235959112644196,0.19118545949459076,0.17008627951145172,0.19118545949459076,0.37823230028152466,0.24304993450641632,0.20673954486846924,0.16086313128471375,0.2600874602794647,0.17008627951145172,0.16553069651126862
a,0.539380669593811,-9.57133379415609e-05,0.427140474319458,0.5829201340675354,0.21331243216991425,0.21388907730579376,0.20914222300052643,0.21388907730579376,0.4508470594882965,0.1895846575498581,0.3783375024795532,0.3320399522781372,0.2806335389614105,0.20914222300052643,0.23916715383529663
separate,0.3099668025970459,-0.054325174540281296,0.2999747693538666,0.3612915575504303,0.09727618843317032,0.16570048034191132,0.16322539746761322,0.16570048034191132,0.1980229765176773,0.33786892890930176,0.29082512855529785,0.33215096592903137,0.41537147760391235,0.16322539746761322,0.16835719347000122
satellite,0.18927223980426788,0.05598738044500351,0.20065933465957642,0.22563834488391876,0.18923600018024445,0.11900825053453445,0.3443523049354553,0.11900825053453445,0.21137270331382751,0.2262009084224701,0.10434363782405853,0.17739586532115936,0.1345672905445099,0.3443523049354553,0.13568443059921265
transponder,0.27707523107528687,0.027194185182452202,0.2890995740890503,0.29388874769210815,0.16011206805706024,0.16674749553203583,0.2101975381374359,0.16674749553203583,0.18981944024562836,0.18975716829299927,0.20910115540027618,0.3119793236255646,0.3037170171737671,0.2101975381374359,0.2685214877128601
",",0.5201468467712402,0.1623975932598114,1.0000001192092896,0.4933079481124878,0.2097204476594925,0.2528577744960785,0.18730267882347107,0.2528577744960785,0.45456063747406006,0.2192392498254776,0.4120737314224243,0.3087472915649414,0.4446498453617096,0.18730267882347107,0.31091248989105225
ending,0.3119421899318695,-0.027508269995450974,0.2547510862350464,0.3726840615272522,0.21731898188591003,0.12501031160354614,0.17169250547885895,0.12501031160354614,0.21682487428188324,0.09600257873535156,0.2841153144836426,0.18526051938533783,0.20696718990802765,0.17169250547885895,0.14182089269161224
its,0.3793783485889435,0.02381262183189392,0.33157986402511597,0.559237003326416,0.19045390188694,0.2242184430360794,0.2986595630645752,0.2242184430360794,0.3518870174884796,0.14409181475639343,0.3087116777896881,0.30393704771995544,0.29483991861343384,0.2986595630645752,0.15103481709957123
sharing,0.2204483449459076,-0.08258749544620514,0.22972455620765686,0.2510572373867035,0.1667775958776474,0.21675926446914673,0.2278767228126526,0.21675926446914673,0.1284528374671936,0.16205379366874695,0.38964152336120605,0.2594057321548462,0.40053555369377136,0.2278767228126526,0.16211311519145966
agreement,0.20350398123264313,0.01607901230454445,0.23435252904891968,0.2490699142217636,0.16430042684078217,0.1042754203081131,0.1598290354013443,0.1042754203081131,0.23975293338298798,0.2419571876525879,0.29106786847114563,0.2851087749004364,0.2016534060239792,0.1598290354013443,0.15830197930335999
with,0.4080928862094879,-0.02187938429415226,0.4120737314224243,0.4223487675189972,0.17432008683681488,0.19973041117191315,0.17526158690452576,0.19973041117191315,0.27411898970603943,0.1912609189748764,0.9999999403953552,0.2464839518070221,0.44086363911628723,0.17526158690452576,0.2433311939239502
nickelodeon,0.20842920243740082,0.0705777034163475,0.23327583074569702,0.24017304182052612,0.49629825353622437,0.17793069779872894,0.4177127778530121,0.17793069779872894,0.25526440143585205,0.17834751307964325,0.20007646083831787,0.22431078553199768,0.16851110756397247,0.4177127778530121,0.25098809599876404
to,0.45010748505592346,-0.1508965641260147,0.44245919585227966,0.535392165184021,0.1762417107820511,0.2388276606798172,0.21299093961715698,0.2388276606798172,0.3636345863342285,0.08683764189481735,0.4239959120750427,0.455847829580307,0.4193183183670044,0.21299093961715698,0.29463258385658264
become,0.23238378763198853,-0.07100670039653778,0.29676204919815063,0.31731709837913513,0.06849972158670425,0.14331042766571045,0.10573455691337585,0.14331042766571045,0.3147440552711487,0.20755155384540558,0.2542296051979065,0.27134042978286743,0.2553490996360779,0.10573455691337585,0.19511328637599945
a,0.539380669593811,-9.57133379415609e-05,0.427140474319458,0.5829201340675354,0.21331243216991425,0.21388907730579376,0.20914222300052643,0.21388907730579376,0.4508470594882965,0.1895846575498581,0.3783375024795532,0.3320399522781372,0.2806335389614105,0.20914222300052643,0.23916715383529663
24-hour,0.2176012247800827,0.035910218954086304,0.2810741066932678,0.29263243079185486,0.3326093852519989,0.18845266103744507,0.3566442131996155,0.18845266103744507,0.236908420920372,0.10379976034164429,0.27256354689598083,0.2732880413532257,0.1808667778968811,0.3566442131996155,0.26562008261680603
service,0.1740635335445404,0.011732972227036953,0.2389259785413742,0.22661015391349792,0.22076331079006195,0.2343195527791977,0.3074278235435486,0.2343195527791977,0.22689001262187958,0.15868771076202393,0.20442402362823486,0.16857224702835083,0.19713094830513,0.3074278235435486,0.1676298975944519
.,0.5591574311256409,0.08901527523994446,0.6812511086463928,0.5934505462646484,0.2567209303379059,0.2217400074005127,0.2489151805639267,0.2217400074005127,0.40146201848983765,0.18283970654010773,0.4446153938770294,0.3567904531955719,0.41511186957359314,0.2489151805639267,0.4130953550338745
