,what,color,was,used,to,create,the,50-yard,line,in,levi,'s,stadium,for,the,season,leading,up,to,the,super,bowl,50,game,?
season,0.12117787450551987,0.24341042339801788,0.24797968566417694,0.1434340626001358,0.22382742166519165,0.14279335737228394,0.2507155239582062,0.23568841814994812,0.1613713502883911,0.2184021919965744,0.09874927997589111,0.06624794006347656,0.20871607959270477,0.24490800499916077,0.2507155239582062,1.0,0.1614891141653061,0.19640566408634186,0.22382742166519165,0.2507155239582062,0.2755677402019501,0.3117852509021759,0.06724537163972855,0.3434298038482666,0.16793298721313477
to,0.455847829580307,0.2497486025094986,0.3636345863342285,0.40058770775794983,1.0,0.41124165058135986,0.535392165184021,0.21221671998500824,0.2615616023540497,0.45010748505592346,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.4451248347759247,0.535392165184021,0.22382742166519165,0.260200560092926,0.40375280380249023,1.0,0.535392165184021,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.2540906071662903,0.29463258385658264
tie,0.13305725157260895,0.21301783621311188,0.13822536170482635,0.14183804392814636,0.1873691827058792,0.1956217885017395,0.22106048464775085,0.13313747942447662,0.25157561898231506,0.13505159318447113,0.10950236767530441,0.040681347250938416,0.15882475674152374,0.21001765131950378,0.22106048464775085,0.2842150330543518,0.11450114846229553,0.2540331184864044,0.1873691827058792,0.22106048464775085,0.17262586951255798,0.11696851253509521,0.09516307711601257,0.31759408116340637,0.1004955843091011
into,0.2180619090795517,0.12051166594028473,0.2322220653295517,0.21789848804473877,0.38810545206069946,0.2934595048427582,0.39493247866630554,0.2261684089899063,0.17215849459171295,0.38021373748779297,0.12535536289215088,0.00961404386907816,0.01824663020670414,0.231735959649086,0.39493247866630554,0.1597791612148285,0.20402806997299194,0.38173696398735046,0.38810545206069946,0.39493247866630554,0.178719162940979,0.16612307727336884,-0.04834462329745293,0.16276466846466064,0.15662476420402527
the,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.3718377649784088,0.535392165184021,0.25265660881996155,1.0,0.2974485754966736,0.29789501428604126,0.6662389636039734,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.4739971458911896,1.0,0.2507155239582062,0.3809107840061188,0.38423117995262146,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.285271555185318,0.22068053483963013
``,0.008517155423760414,0.03322875499725342,-0.012679691426455975,0.08103004097938538,0.06720756739377975,-5.6175398640334606e-05,0.029072100296616554,-0.00964099820703268,0.026871055364608765,0.04765888676047325,0.09756965935230255,-0.03416389226913452,-0.05335662513971329,0.01270448137074709,0.029072100296616554,0.030792925506830215,0.13952958583831787,0.1065044030547142,0.06720756739377975,0.029072100296616554,0.012585706077516079,-0.004176590591669083,0.05617367848753929,-0.06292625516653061,0.0685480609536171
golden,0.172581747174263,0.2082231640815735,0.21282179653644562,0.11932680010795593,0.17844271659851074,0.10726173967123032,0.28740859031677246,0.2207096964120865,0.07151967287063599,0.22636684775352478,0.1191108226776123,0.060293689370155334,0.1580667495727539,0.28620874881744385,0.28740859031677246,0.19616377353668213,0.1402040421962738,0.1384139358997345,0.17844271659851074,0.28740859031677246,0.2640960216522217,0.25437235832214355,0.03387100249528885,0.2056734710931778,0.1324693262577057
super,0.13651713728904724,0.16928184032440186,0.21420986950397491,0.18133796751499176,0.17783479392528534,0.21969249844551086,0.21959073841571808,0.17980119585990906,0.1948607861995697,0.18576006591320038,0.08340612053871155,0.09726737439632416,0.1715150624513626,0.22938419878482819,0.21959073841571808,0.2755677402019501,0.13421620428562164,0.12556114792823792,0.17783479392528534,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.3480181396007538,0.166326642036438
bowl,0.15942467749118805,0.21894660592079163,0.21915455162525177,0.19533489644527435,0.16993016004562378,0.1438857913017273,0.21576224267482758,0.18631784617900848,0.09206075221300125,0.17236235737800598,0.1602962166070938,-0.02838491089642048,0.25985562801361084,0.24430087208747864,0.21576224267482758,0.3117852509021759,0.2586188316345215,0.16571862995624542,0.16993016004562378,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.2413962334394455,0.21118052303791046
'',0.08143015950918198,0.03426432982087135,0.04456103965640068,0.050410956144332886,-0.009905828163027763,0.048974115401506424,0.041273195296525955,0.08000627160072327,0.0986538827419281,0.07432962208986282,-0.025527045130729675,-0.04859459400177002,0.024044575169682503,-0.04479556903243065,0.041273195296525955,-0.042570944875478745,0.03937753662467003,0.053049519658088684,-0.009905828163027763,0.041273195296525955,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,0.07443881779909134,0.018684765323996544
;,0.10986888408660889,0.14817428588867188,0.0754367932677269,0.11651374399662018,0.0979827418923378,-0.038857560604810715,0.09152708947658539,-0.019401537254452705,0.01159252692013979,0.092739537358284,-0.014587413519620895,0.006909397430717945,0.06735169887542725,0.0293948445469141,0.09152708947658539,0.05342886224389076,0.01029250118881464,-0.028705401346087456,0.0979827418923378,0.09152708947658539,0.0580664724111557,0.03451862558722496,-0.044462960213422775,0.04804868623614311,0.10349778085947037
gold-tinted,0.25862276554107666,0.2732832729816437,0.3376583755016327,0.2932574152946472,0.23337867856025696,0.176300510764122,0.34194332361221313,0.3108719289302826,0.1790100634098053,0.2650183141231537,0.2423427850008011,-0.008562097325921059,0.19311948120594025,0.3129521608352661,0.34194332361221313,0.2089540809392929,0.22716310620307922,0.21653050184249878,0.23337867856025696,0.34194332361221313,0.21833153069019318,0.3090018332004547,0.095573790371418,0.23619788885116577,0.21912521123886108
logos,0.24573560059070587,0.23626486957073212,0.12409704178571701,0.24431447684764862,0.24047820270061493,0.29212686419487,0.22483909130096436,0.14814169704914093,0.1103443130850792,0.10345860570669174,0.1394146978855133,0.05957450345158577,0.15703682601451874,0.19651250541210175,0.22483909130096436,0.13997763395309448,0.10211392492055893,0.13814082741737366,0.24047820270061493,0.22483909130096436,0.13980142772197723,0.06191003695130348,0.13113391399383545,0.2305726706981659,0.3621874749660492
were,0.22298263013362885,0.12284558266401291,0.590133786201477,0.27636459469795227,0.31913647055625916,0.20919877290725708,0.3906462490558624,0.24769443273544312,0.16909393668174744,0.3815755248069763,0.19408033788204193,0.007088581565767527,0.15496990084648132,0.33592689037323,0.3906462490558624,0.20231115818023682,0.1924321949481964,0.29601457715034485,0.31913647055625916,0.3906462490558624,0.18743500113487244,0.17085392773151398,0.025104328989982605,0.21951238811016083,0.17890112102031708
implemented,0.2723406255245209,0.13211099803447723,0.2312583029270172,0.3692895174026489,0.27309197187423706,0.3576485812664032,0.21611113846302032,0.198145791888237,0.13432827591896057,0.19736117124557495,-0.011601201258599758,0.013039624318480492,0.19048605859279633,0.2980538010597229,0.21611113846302032,0.13286979496479034,0.16817665100097656,0.1734461784362793,0.27309197187423706,0.21611113846302032,0.18682299554347992,0.12407568097114563,0.015530250035226345,0.18054111301898956,0.27067989110946655
across,0.24809791147708893,0.1356656849384308,0.20413610339164734,0.19313064217567444,0.36818596720695496,0.2438599318265915,0.3816230297088623,0.1701916605234146,0.21557706594467163,0.36988839507102966,0.08512730896472931,0.010988947004079819,0.15115104615688324,0.20198741555213928,0.3816230297088623,0.17242152988910675,0.21412047743797302,0.32286134362220764,0.36818596720695496,0.3816230297088623,0.1142096221446991,0.10498353838920593,-0.008373823016881943,0.11572475731372833,0.17034576833248138
the,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.3718377649784088,0.535392165184021,0.25265660881996155,1.0,0.2974485754966736,0.29789501428604126,0.6662389636039734,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.4739971458911896,1.0,0.2507155239582062,0.3809107840061188,0.38423117995262146,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.285271555185318,0.22068053483963013
nfl,0.12579965591430664,0.23169848322868347,0.20145657658576965,0.12976689636707306,0.1526731252670288,0.09976200014352798,0.15305201709270477,0.25576937198638916,0.1069667711853981,0.12599408626556396,0.12570512294769287,0.01630374602973461,0.28547149896621704,0.23749186098575592,0.15305201709270477,0.3929455280303955,0.122229665517807,0.19250789284706116,0.1526731252670288,0.15305201709270477,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.3143478333950043,0.10610254108905792
's,0.02692362666130066,-0.02538621611893177,0.008974763564765453,0.00600846204906702,0.03782717138528824,0.04883107915520668,-0.01540423184633255,0.028544537723064423,-0.06894499808549881,-0.037580832839012146,0.0004511454317253083,0.9999999403953552,0.06718146800994873,-0.07241261005401611,-0.01540423184633255,0.06624794006347656,-0.05591977760195732,-0.08862818777561188,0.03782717138528824,-0.01540423184633255,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,0.07448072731494904,-0.023395681753754616
properties,0.23360128700733185,0.2783186733722687,0.14832323789596558,0.29135963320732117,0.2760433554649353,0.2591916620731354,0.20062518119812012,0.18295666575431824,0.12541154026985168,0.19315902888774872,0.11829768121242523,-0.07409704476594925,0.09238328039646149,0.30291658639907837,0.20062518119812012,0.09868732839822769,0.1193036362528801,0.12912093102931976,0.2760433554649353,0.20062518119812012,0.09991060942411423,0.10915952920913696,0.060957156121730804,0.14093202352523804,0.12601029872894287
and,0.31309178471565247,0.21500243246555328,0.3740963041782379,0.3150506615638733,0.48971283435821533,0.290901243686676,0.5171257257461548,0.2906615734100342,0.24584348499774933,0.4954058527946472,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.5064792633056641,0.5171257257461548,0.2369309365749359,0.34015700221061707,0.4032393991947174,0.48971283435821533,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.25192898511886597,0.20544172823429108
painted,0.19051748514175415,0.23317764699459076,0.2505439817905426,0.29367586970329285,0.17417682707309723,0.1539246141910553,0.18695808947086334,0.25550389289855957,0.13561756908893585,0.17467723786830902,0.1903613656759262,-0.039522379636764526,0.15404042601585388,0.17847150564193726,0.18695808947086334,0.1057722419500351,0.12026003748178482,0.15673670172691345,0.17417682707309723,0.18695808947086334,0.1073715016245842,0.21304813027381897,0.08831141889095306,0.13021312654018402,0.13457663357257843
on,0.34226128458976746,0.20340315997600555,0.3909217119216919,0.24785758554935455,0.41031414270401,0.23459671437740326,0.5107308030128479,0.2211121767759323,0.2094266265630722,0.46853652596473694,0.1284046620130539,0.0026888418942689896,0.16608425974845886,0.36199691891670227,0.5107308030128479,0.2107619047164917,0.19906695187091827,0.34194523096084595,0.41031414270401,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.22967135906219482,0.2714994251728058
fields,0.14054246246814728,0.1414540857076645,0.09075388312339783,0.24607358872890472,0.24277333915233612,0.20000667870044708,0.16397054493427277,0.234532430768013,0.15765519440174103,0.19709080457687378,0.0696747824549675,0.06728911399841309,0.1641005426645279,0.2648622393608093,0.16397054493427277,0.172139972448349,0.1686290204524994,0.1366696059703827,0.24277333915233612,0.16397054493427277,0.08708840608596802,0.16866959631443024,-0.08669588714838028,0.1951676607131958,0.1411406248807907
",",0.3087472915649414,0.20653429627418518,0.45456063747406006,0.3120402991771698,0.44245919585227966,0.2240353375673294,0.4933079481124878,0.24600011110305786,0.22637072205543518,0.5201468467712402,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.4464869201183319,0.4933079481124878,0.2232367992401123,0.25808972120285034,0.34193792939186096,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2653886377811432,0.31091248989105225
the,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.3718377649784088,0.535392165184021,0.25265660881996155,1.0,0.2974485754966736,0.29789501428604126,0.6662389636039734,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.4739971458911896,1.0,0.2507155239582062,0.3809107840061188,0.38423117995262146,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.285271555185318,0.22068053483963013
numbering,0.26612839102745056,0.20506060123443604,0.1521965116262436,0.29369184374809265,0.280720978975296,0.2360704243183136,0.33478236198425293,0.2530485689640045,0.27798381447792053,0.23750828206539154,0.19598929584026337,0.008523679338395596,0.0660887211561203,0.27114859223365784,0.33478236198425293,0.1611819714307785,0.22743716835975647,0.20840762555599213,0.280720978975296,0.33478236198425293,0.18296942114830017,0.08578565716743469,-0.04261156544089317,0.1720624715089798,0.18656331300735474
of,0.33290785551071167,0.1876296103000641,0.4069072902202606,0.3075267970561981,0.41548454761505127,0.23675619065761566,0.733189046382904,0.1965905725955963,0.23765452206134796,0.5696388483047485,0.14476609230041504,-0.03817026689648628,0.17126937210559845,0.4185989499092102,0.733189046382904,0.1598338931798935,0.29180192947387695,0.32945773005485535,0.41548454761505127,0.733189046382904,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.2298848181962967,0.1826142966747284
the,0.42745697498321533,0.21895472705364227,0.48711544275283813,0.3718377649784088,0.535392165184021,0.25265660881996155,1.0,0.2974485754966736,0.29789501428604126,0.6662389636039734,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.4739971458911896,1.0,0.2507155239582062,0.3809107840061188,0.38423117995262146,0.535392165184021,1.0,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.285271555185318,0.22068053483963013
50-yard,0.20699849724769592,0.18793989717960358,0.3158988356590271,0.23079587519168854,0.21221671998500824,0.15408404171466827,0.2974485754966736,1.0,0.21202322840690613,0.2469327449798584,0.2706300616264343,0.028544537723064423,0.1695772260427475,0.2571229338645935,0.2974485754966736,0.23568841814994812,0.22547562420368195,0.21881666779518127,0.21221671998500824,0.2974485754966736,0.17980119585990906,0.18631784617900848,0.011375758796930313,0.2755182683467865,0.11265861243009567
line,0.2245367169380188,0.1994156837463379,0.1765366792678833,0.1764782965183258,0.2615616023540497,0.17365898191928864,0.29789501428604126,0.21202322840690613,1.0000001192092896,0.2258777767419815,0.12818081676959991,-0.06894499808549881,0.1384284347295761,0.2019100785255432,0.29789501428604126,0.1613713502883911,0.20990893244743347,0.25917619466781616,0.2615616023540497,0.29789501428604126,0.1948607861995697,0.09206075221300125,-0.06176300346851349,0.2155837118625641,0.16271452605724335
on,0.34226128458976746,0.20340315997600555,0.3909217119216919,0.24785758554935455,0.41031414270401,0.23459671437740326,0.5107308030128479,0.2211121767759323,0.2094266265630722,0.46853652596473694,0.1284046620130539,0.0026888418942689896,0.16608425974845886,0.36199691891670227,0.5107308030128479,0.2107619047164917,0.19906695187091827,0.34194523096084595,0.41031414270401,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.22967135906219482,0.2714994251728058
fields,0.14054246246814728,0.1414540857076645,0.09075388312339783,0.24607358872890472,0.24277333915233612,0.20000667870044708,0.16397054493427277,0.234532430768013,0.15765519440174103,0.19709080457687378,0.0696747824549675,0.06728911399841309,0.1641005426645279,0.2648622393608093,0.16397054493427277,0.172139972448349,0.1686290204524994,0.1366696059703827,0.24277333915233612,0.16397054493427277,0.08708840608596802,0.16866959631443024,-0.08669588714838028,0.1951676607131958,0.1411406248807907
was,0.22111038863658905,0.15961390733718872,1.0000001192092896,0.23679393529891968,0.3636345863342285,0.17767828702926636,0.48711544275283813,0.3158988356590271,0.1765366792678833,0.45514053106307983,0.22001278400421143,0.008974763564765453,0.20318599045276642,0.3863949179649353,0.48711544275283813,0.24797968566417694,0.27386704087257385,0.24070115387439728,0.3636345863342285,0.48711544275283813,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.2568269371986389,0.18412111699581146
colored,0.18799574673175812,0.5748913884162903,0.15550875663757324,0.2797679901123047,0.23767231404781342,0.25970330834388733,0.23921820521354675,0.16299155354499817,0.1721460521221161,0.2016526460647583,0.11961770057678223,0.05329611152410507,0.09252886474132538,0.24367780983448029,0.23921820521354675,0.19579438865184784,0.14197640120983124,0.19244274497032166,0.23767231404781342,0.23921820521354675,0.16287699341773987,0.23187671601772308,0.09715691953897476,0.18889601528644562,0.17333996295928955
gold,0.15779642760753632,0.21654076874256134,0.24345459043979645,0.14617395401000977,0.19999347627162933,0.06386682391166687,0.27136439085006714,0.1545170247554779,0.1268826425075531,0.21206732094287872,0.17528419196605682,0.095478355884552,0.14812882244586945,0.2409525066614151,0.27136439085006714,0.07105309516191483,0.09614347666501999,0.20839354395866394,0.19999347627162933,0.27136439085006714,0.1844714879989624,0.19331370294094086,0.006151561159640551,0.17084574699401855,0.11542754620313644
",",0.3087472915649414,0.20653429627418518,0.45456063747406006,0.3120402991771698,0.44245919585227966,0.2240353375673294,0.4933079481124878,0.24600011110305786,0.22637072205543518,0.5201468467712402,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.4464869201183319,0.4933079481124878,0.2232367992401123,0.25808972120285034,0.34193792939186096,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2653886377811432,0.31091248989105225
and,0.31309178471565247,0.21500243246555328,0.3740963041782379,0.3150506615638733,0.48971283435821533,0.290901243686676,0.5171257257461548,0.2906615734100342,0.24584348499774933,0.4954058527946472,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.5064792633056641,0.5171257257461548,0.2369309365749359,0.34015700221061707,0.4032393991947174,0.48971283435821533,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.25192898511886597,0.20544172823429108
beginning,0.3351518511772156,0.21635805070400238,0.35191401839256287,0.3053528666496277,0.32582011818885803,0.23306137323379517,0.49622642993927,0.27393847703933716,0.18995027244091034,0.3787442147731781,0.18099352717399597,-0.03033691644668579,0.13604077696800232,0.2987837791442871,0.49622642993927,0.2846515476703644,0.3017001748085022,0.23930491507053375,0.32582011818885803,0.49622642993927,0.1733865588903427,0.17699073255062103,0.04047684744000435,0.21538372337818146,0.19413669407367706
on,0.34226128458976746,0.20340315997600555,0.3909217119216919,0.24785758554935455,0.41031414270401,0.23459671437740326,0.5107308030128479,0.2211121767759323,0.2094266265630722,0.46853652596473694,0.1284046620130539,0.0026888418942689896,0.16608425974845886,0.36199691891670227,0.5107308030128479,0.2107619047164917,0.19906695187091827,0.34194523096084595,0.41031414270401,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.22967135906219482,0.2714994251728058
week,0.2483774870634079,0.19774609804153442,0.24251437187194824,0.14905256032943726,0.27498435974121094,0.17139112949371338,0.28402599692344666,0.20700706541538239,0.17459800839424133,0.2674444317817688,0.13201266527175903,-0.04274718090891838,0.17579275369644165,0.3263654112815857,0.28402599692344666,0.3706488311290741,0.22400985658168793,0.222646102309227,0.27498435974121094,0.28402599692344666,0.18053525686264038,0.2576042413711548,-0.09653012454509735,0.29780805110931396,0.25105318427085876
7,-0.1699475795030594,-0.1588040143251419,0.002381215337663889,-0.19697469472885132,-0.1819358468055725,-0.21966829895973206,-0.1142377033829689,-0.0770498588681221,-0.06723203510046005,-0.02604081481695175,0.051989756524562836,0.09292176365852356,-0.05620652437210083,-0.11536749452352524,-0.1142377033829689,-0.12636680901050568,-0.06673620641231537,-0.10324715822935104,-0.1819358468055725,-0.1142377033829689,-0.11163666844367981,-0.12705844640731812,-0.104477159678936,-0.2161223143339157,-0.15092156827449799
",",0.3087472915649414,0.20653429627418518,0.45456063747406006,0.3120402991771698,0.44245919585227966,0.2240353375673294,0.4933079481124878,0.24600011110305786,0.22637072205543518,0.5201468467712402,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.4464869201183319,0.4933079481124878,0.2232367992401123,0.25808972120285034,0.34193792939186096,0.44245919585227966,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2653886377811432,0.31091248989105225
all,0.41981086134910583,0.2018435001373291,0.23179835081100464,0.2536942958831787,0.42520734667778015,0.28288307785987854,0.4860881567001343,0.1687244176864624,0.24248260259628296,0.3335905969142914,0.11261790245771408,0.03181743621826172,0.11583863198757172,0.41144001483917236,0.4860881567001343,0.21257801353931427,0.26129308342933655,0.3293834626674652,0.42520734667778015,0.4860881567001343,0.26925644278526306,0.2204573154449463,0.10941741615533829,0.28829213976860046,0.29575422406196594
sideline,0.3090035319328308,0.250257670879364,0.23175807297229767,0.14714889228343964,0.20917049050331116,0.12625816464424133,0.2606579065322876,0.2901192009449005,0.19094684720039368,0.2289857119321823,0.1764741688966751,0.05034257844090462,0.32822054624557495,0.27458781003952026,0.2606579065322876,0.3462982177734375,0.21145066618919373,0.2036111056804657,0.20917049050331116,0.2606579065322876,0.2961301803588867,0.33748066425323486,0.005377794615924358,0.34350115060806274,0.2637002468109131
jackets,0.138166144490242,0.34018102288246155,0.1580561101436615,0.24111859500408173,0.23376785218715668,0.1666167825460434,0.22636963427066803,0.22994695603847504,0.1698845475912094,0.21110542118549347,0.24786803126335144,0.01967078447341919,0.19854815304279327,0.2967052459716797,0.22636963427066803,0.29128772020339966,0.22385354340076447,0.2184239774942398,0.23376785218715668,0.22636963427066803,0.1899246871471405,0.2728385329246521,0.0486503541469574,0.21782612800598145,0.0852784663438797
and,0.31309178471565247,0.21500243246555328,0.3740963041782379,0.3150506615638733,0.48971283435821533,0.290901243686676,0.5171257257461548,0.2906615734100342,0.24584348499774933,0.4954058527946472,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.5064792633056641,0.5171257257461548,0.2369309365749359,0.34015700221061707,0.4032393991947174,0.48971283435821533,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.25192898511886597,0.20544172823429108
hats,0.29457175731658936,0.2166050374507904,0.15088391304016113,0.2715889513492584,0.24897365272045135,0.13636930286884308,0.24366404116153717,0.2795272171497345,0.15368527173995972,0.1803412139415741,0.21875466406345367,0.09557977318763733,0.14393164217472076,0.26582539081573486,0.24366404116153717,0.16721928119659424,0.13723531365394592,0.1982051581144333,0.24897365272045135,0.24366404116153717,0.12189412862062454,0.19273144006729126,0.041738152503967285,0.19043521583080292,0.22648833692073822
featured,0.20330384373664856,0.1986236274242401,0.3064519464969635,0.24845808744430542,0.1969822198152542,0.2742837369441986,0.28660184144973755,0.175955131649971,0.09827856719493866,0.2658694386482239,0.13741502165794373,-0.01579626277089119,0.12845496833324432,0.30727413296699524,0.28660184144973755,0.2938557267189026,0.19965201616287231,0.22620642185211182,0.1969822198152542,0.28660184144973755,0.24398969113826752,0.18793275952339172,0.08678045123815536,0.30323514342308044,0.2944096624851227
gold-trimmed,0.3198505938053131,0.3210209012031555,0.30106842517852783,0.3056774437427521,0.29651981592178345,0.23826654255390167,0.3633308410644531,0.2810937464237213,0.2983362674713135,0.3026413023471832,0.30499809980392456,-0.014911431819200516,0.11257241666316986,0.3064876198768616,0.3633308410644531,0.16718672215938568,0.24567687511444092,0.2977633476257324,0.29651981592178345,0.3633308410644531,0.21647635102272034,0.27731314301490784,0.07611178606748581,0.1915670782327652,0.3005979359149933
