,what,was,the,goal,of,john,sheepshanks,considerable,bequest,to,the,museum,?
number,0.23046229779720306,0.1855042725801468,0.35145696997642517,0.2094758152961731,0.2778518795967102,0.1263035535812378,0.1822153627872467,0.24310772120952606,0.1402982771396637,0.2706126868724823,0.35145696997642517,0.10465078800916672,0.19256845116615295
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.1838325709104538,1.0,0.2407056987285614,0.23987549543380737,0.40724071860313416,0.30752936005592346,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
drawings,0.21923324465751648,0.20207679271697998,0.19117170572280884,0.1543593853712082,0.23873206973075867,0.12626059353351593,0.3229633569717407,0.20292168855667114,0.27397391200065613,0.21154889464378357,0.19117170572280884,0.3178909718990326,0.15541397035121918
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.37094977498054504,0.41548454761505127,0.2070634365081787,0.3082112967967987,0.2816513478755951,0.3401663601398468,1.0,0.535392165184021,0.1640389859676361,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.2443244755268097,0.733189046382904,0.2230520099401474,0.33741626143455505,0.34121429920196533,0.27512025833129883,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
museum,0.1771627515554428,0.21266788244247437,0.24861779808998108,0.11041557788848877,0.23314370214939117,0.14412403106689453,0.18640516698360443,0.09230388700962067,0.3421292304992676,0.1640389859676361,0.24861779808998108,1.0000001192092896,0.14128351211547852
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.1991085708141327,0.41827285289764404,0.1736196130514145,0.3228703439235687,0.28840014338493347,0.16671231389045715,0.4239959120750427,0.4223487675189972,0.08185859024524689,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,1.0,0.2443244755268097,0.733189046382904,0.2230520099401474,0.33741626143455505,0.34121429920196533,0.27512025833129883,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
intention,0.3878974914550781,0.2700917720794678,0.25965142250061035,0.34279173612594604,0.20242100954055786,0.16788670420646667,0.1683426797389984,0.29016953706741333,0.24888287484645844,0.37529003620147705,0.25965142250061035,0.15542453527450562,0.27262312173843384
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.1838325709104538,1.0,0.2407056987285614,0.23987549543380737,0.40724071860313416,0.30752936005592346,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
forming,0.18138349056243896,0.16271089017391205,0.3776164948940277,0.17039842903614044,0.36614730954170227,0.14097130298614502,0.2103802114725113,0.3011530637741089,0.115019790828228,0.2519476115703583,0.3776164948940277,0.11846648156642914,0.11404796689748764
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.20853768289089203,0.5052502155303955,0.20638683438301086,0.30057379603385925,0.2919352948665619,0.24805915355682373,0.45503583550453186,0.5829201340675354,0.14725451171398163,0.23916715383529663
'a,0.024343304336071014,0.12322333455085754,0.02646963857114315,0.010875064879655838,0.03202611953020096,0.22114001214504242,-0.018356095999479294,-0.05702323466539383,0.014630532823503017,0.015332612209022045,0.02646963857114315,0.012334097176790237,0.07730923593044281
national,0.16882304847240448,0.2433898150920868,0.32739606499671936,0.20863349735736847,0.3314673602581024,0.12190906703472137,0.12023680657148361,0.240322083234787,0.22801779210567474,0.21067756414413452,0.32739606499671936,0.2500859498977661,0.15643028914928436
gallery,0.1566055566072464,0.1648058146238327,0.19251246750354767,0.08033203333616257,0.1971534639596939,0.12570537626743317,0.19808930158615112,0.18610931932926178,0.3417738378047943,0.19736915826797485,0.19251246750354767,0.5823723077774048,0.18202216923236847
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.1838325709104538,1.0,0.2407056987285614,0.23987549543380737,0.40724071860313416,0.30752936005592346,0.41548454761505127,0.733189046382904,0.23314370214939117,0.1826142966747284
british,0.19255435466766357,0.31934812664985657,0.28973397612571716,0.0555642768740654,0.23701532185077667,0.2667495906352997,0.31396764516830444,0.21009887754917145,0.2238941192626953,0.22690963745117188,0.28973397612571716,0.1519032120704651,0.09711728990077972
art,0.19292277097702026,0.20564036071300507,0.20297785103321075,0.2066521942615509,0.22648051381111145,0.14772957563400269,0.25941646099090576,0.21739862859249115,0.27436313033103943,0.22068513929843903,0.20297785103321075,0.5128974318504333,0.138971745967865
',0.3245812654495239,0.33675912022590637,0.474788099527359,0.1821378618478775,0.39136970043182373,0.19397948682308197,0.2715352773666382,0.08625248819589615,0.30341705679893494,0.34544456005096436,0.474788099527359,0.1479852944612503,0.330942302942276
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2145523726940155,0.4946078956127167,0.23961079120635986,0.3846465051174164,0.28436988592147827,0.3688803017139435,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.20853768289089203,0.5052502155303955,0.20638683438301086,0.30057379603385925,0.2919352948665619,0.24805915355682373,0.45503583550453186,0.5829201340675354,0.14725451171398163,0.23916715383529663
role,0.22614215314388275,0.2561398148536682,0.26607486605644226,0.18153385818004608,0.1797693818807602,0.1990225911140442,0.28213441371917725,0.24131986498832703,0.1985938549041748,0.17841029167175293,0.26607486605644226,0.08189619332551956,0.18676944077014923
since,0.29783400893211365,0.4384658932685852,0.4054957628250122,0.14973147213459015,0.35513219237327576,0.1370808482170105,0.22505106031894684,0.24956494569778442,0.21838638186454773,0.3733763098716736,0.4054957628250122,0.2203783243894577,0.2876587212085724
taken,0.26014965772628784,0.27550867199897766,0.3309854567050934,0.15798254311084747,0.2889742851257324,0.1658785045146942,0.20072928071022034,0.29457566142082214,0.2451515942811966,0.2772596478462219,0.3309854567050934,0.15757493674755096,0.17662954330444336
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.2157920002937317,0.3966929316520691,0.194100484251976,0.32939526438713074,0.2266661822795868,0.29862740635871887,0.41031414270401,0.5107308030128479,0.1697414517402649,0.2714994251728058
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.14687420427799225,0.3646814823150635,0.2502059042453766,0.3757704794406891,0.25971177220344543,0.2555016279220581,0.33534231781959534,0.4408751428127289,0.15592984855175018,0.17966607213020325
tate,0.15044529736042023,0.21971438825130463,0.18388135731220245,0.09847486019134521,0.15911735594272614,0.23915334045886993,0.3812029957771301,0.1312810182571411,0.2942642569541931,0.16125568747520447,0.18388135731220245,0.288246750831604,0.20980916917324066
britain,0.24206450581550598,0.27792006731033325,0.29784059524536133,0.12884384393692017,0.28899943828582764,0.2414906769990921,0.29546239972114563,0.32212352752685547,0.24197618663311005,0.25324371457099915,0.29784059524536133,0.17979341745376587,0.1268460750579834
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.0810844898223877,0.054534342139959335,-0.03077564761042595,-0.010300624184310436,0.0578865185379982,0.021181317046284676,0.0979827418923378,0.09152708947658539,0.11569859832525253,0.10349778085947037
artists,0.19783541560173035,0.21435636281967163,0.2150506228208542,0.15636098384857178,0.18416832387447357,0.1472584307193756,0.28953954577445984,0.18524281680583954,0.21107587218284607,0.2258228361606598,0.2150506228208542,0.22386404871940613,0.1482434719800949
represented,0.139044851064682,0.28321829438209534,0.3256146013736725,0.14550770819187164,0.3891753554344177,0.12029799073934555,0.13725821673870087,0.27116820216178894,0.14391133189201355,0.18846964836120605,0.3256146013736725,0.09223581105470657,0.11276352405548096
are,0.29724663496017456,0.3076191842556,0.40399202704429626,0.15042772889137268,0.39081433415412903,0.12806348502635956,0.3077036142349243,0.2830512821674347,0.11660011857748032,0.3504326641559601,0.40399202704429626,0.12469582259654999,0.24591213464736938
william,0.24990826845169067,0.28444796800613403,0.21537061035633087,0.11025828123092651,0.20272590219974518,0.45851513743400574,0.23687507212162018,0.10228447616100311,0.28073850274086,0.19802416861057281,0.21537061035633087,0.17144906520843506,0.14462219178676605
blake,0.18767528235912323,0.28263112902641296,0.2173265963792801,0.12294063717126846,0.173129603266716,0.31202176213264465,0.35687240958213806,0.11795222759246826,0.2193221151828766,0.18092228472232819,0.2173265963792801,0.19607332348823547,0.1444810926914215
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2145523726940155,0.4946078956127167,0.23961079120635986,0.3846465051174164,0.28436988592147827,0.3688803017139435,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
james,0.20536290109157562,0.2958067059516907,0.22481533885002136,0.13534006476402283,0.18323110044002533,0.4770623743534088,0.2803886830806732,0.07269962877035141,0.22032934427261353,0.22204333543777466,0.22481533885002136,0.15925109386444092,0.12139993160963058
barry,0.151617169380188,0.21638023853302002,0.22098763287067413,0.13698142766952515,0.11729247868061066,0.3074069321155548,0.37693992257118225,0.19864167273044586,0.22520536184310913,0.18275320529937744,0.22098763287067413,0.11160700023174286,0.12684106826782227
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2145523726940155,0.4946078956127167,0.23961079120635986,0.3846465051174164,0.28436988592147827,0.3688803017139435,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
henry,0.1911626160144806,0.31945720314979553,0.2542637586593628,0.11747725307941437,0.2390729784965515,0.3833702504634857,0.3192232847213745,0.19259557127952576,0.25238922238349915,0.2152724415063858,0.2542637586593628,0.18987026810646057,0.16836383938789368
fuseli,0.1612122803926468,0.24281026422977448,0.2640753388404846,0.1465110033750534,0.21708132326602936,0.10718420892953873,0.31310564279556274,0.171552836894989,0.14133422076702118,0.21008466184139252,0.2640753388404846,0.23589324951171875,0.1850273758172989
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2145523726940155,0.4946078956127167,0.23961079120635986,0.3846465051174164,0.28436988592147827,0.3688803017139435,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
sir,0.21176420152187347,0.28069576621055603,0.20237073302268982,0.07679461687803268,0.17569157481193542,0.34155043959617615,0.3368484079837799,0.16617591679096222,0.2824917137622833,0.2122868150472641,0.20237073302268982,0.13743771612644196,0.10503887385129929
edwin,0.21913482248783112,0.2181544005870819,0.19826023280620575,0.06310946494340897,0.1521919071674347,0.33745673298835754,0.2765624225139618,0.11196518689393997,0.2260245382785797,0.160683274269104,0.19826023280620575,0.1810428947210312,0.1910800039768219
henry,0.1911626160144806,0.31945720314979553,0.2542637586593628,0.11747725307941437,0.2390729784965515,0.3833702504634857,0.3192232847213745,0.19259557127952576,0.25238922238349915,0.2152724415063858,0.2542637586593628,0.18987026810646057,0.16836383938789368
landseer,0.2278227061033249,0.27354106307029724,0.3042328953742981,0.260862797498703,0.28116604685783386,0.21170541644096375,0.2821011245250702,0.21697917580604553,0.3484800159931183,0.26678237318992615,0.3042328953742981,0.27642232179641724,0.14386266469955444
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2145523726940155,0.4946078956127167,0.23961079120635986,0.3846465051174164,0.28436988592147827,0.3688803017139435,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
sir,0.21176420152187347,0.28069576621055603,0.20237073302268982,0.07679461687803268,0.17569157481193542,0.34155043959617615,0.3368484079837799,0.16617591679096222,0.2824917137622833,0.2122868150472641,0.20237073302268982,0.13743771612644196,0.10503887385129929
david,0.1299152821302414,0.2655363976955414,0.2237231284379959,0.17063672840595245,0.191870778799057,0.38872188329696655,0.3035207688808441,0.08635962754487991,0.25570106506347656,0.10776355117559433,0.2237231284379959,0.21050193905830383,0.04158485680818558
wilkie,0.15668761730194092,0.2860858142375946,0.2626578211784363,0.2075349986553192,0.19975170493125916,0.3954602777957916,0.39828526973724365,0.15802834928035736,0.31993913650512695,0.2161971777677536,0.2626578211784363,0.19901242852210999,0.12453664839267731
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2145523726940155,0.4946078956127167,0.23961079120635986,0.3846465051174164,0.28436988592147827,0.3688803017139435,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
william,0.24990826845169067,0.28444796800613403,0.21537061035633087,0.11025828123092651,0.20272590219974518,0.45851513743400574,0.23687507212162018,0.10228447616100311,0.28073850274086,0.19802416861057281,0.21537061035633087,0.17144906520843506,0.14462219178676605
mulready,0.3534110486507416,0.3936014175415039,0.37372925877571106,0.2117621898651123,0.3280111849308014,0.29270729422569275,0.4562547206878662,0.29774051904678345,0.3086301386356354,0.3869144022464752,0.37372925877571106,0.1960812360048294,0.2971127927303314
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2145523726940155,0.4946078956127167,0.23961079120635986,0.3846465051174164,0.28436988592147827,0.3688803017139435,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
william,0.24990826845169067,0.28444796800613403,0.21537061035633087,0.11025828123092651,0.20272590219974518,0.45851513743400574,0.23687507212162018,0.10228447616100311,0.28073850274086,0.19802416861057281,0.21537061035633087,0.17144906520843506,0.14462219178676605
powell,0.23683452606201172,0.23695702850818634,0.2418341487646103,0.14836657047271729,0.235233336687088,0.34062889218330383,0.42455947399139404,0.1663151979446411,0.2813284397125244,0.2901201844215393,0.2418341487646103,0.11137969046831131,0.2445029318332672
frith,0.21388262510299683,0.27129900455474854,0.2448570281267166,0.0639592632651329,0.21577191352844238,0.3219396770000458,0.42126354575157166,0.16281306743621826,0.22471030056476593,0.21968485414981842,0.2448570281267166,0.20404669642448425,0.0917111411690712
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2145523726940155,0.4946078956127167,0.23961079120635986,0.3846465051174164,0.28436988592147827,0.3688803017139435,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
millais,0.14321671426296234,0.2700210213661194,0.2509969174861908,0.13997751474380493,0.1970224827528,0.33561190962791443,0.3670482039451599,0.1558496057987213,0.25286591053009033,0.16903768479824066,0.2509969174861908,0.19311584532260895,0.13049952685832977
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.20885969698429108,0.5116966962814331,0.21634717285633087,0.3736935555934906,0.3776419460773468,0.29343608021736145,0.48971283435821533,0.5171257257461548,0.21554097533226013,0.20544172823429108
hippolyte,0.19630812108516693,0.27431192994117737,0.29227396845817566,0.06008338928222656,0.3028835952281952,0.22197283804416656,0.281328946352005,0.19816434383392334,0.21844656765460968,0.21706530451774597,0.29227396845817566,0.08112156391143799,0.1894065886735916
delaroche,0.16616234183311462,0.24756626784801483,0.2932325601577759,0.1857716143131256,0.26778408885002136,0.2327616810798645,0.36352694034576416,0.19521772861480713,0.2329973429441452,0.1919274479150772,0.2932325601577759,0.21311478316783905,0.17048823833465576
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.19919876754283905,0.5352458953857422,0.26428887248039246,0.331969678401947,0.2592910826206207,0.26005375385284424,0.4645031690597534,0.5934505462646484,0.19497929513454437,0.4130953550338745
