,what,reform,was,attempted,following,the,nice,treaty,?
more,0.3484537899494171,0.24415001273155212,0.21525104343891144,0.1680113673210144,0.24484963715076447,0.39758381247520447,0.26717305183410645,0.10572541505098343,0.27894994616508484
transparent,0.24275505542755127,0.13811351358890533,0.07287517935037613,0.11048828065395355,0.17615261673927307,0.23603859543800354,0.20902468264102936,0.10559169948101044,0.2256769835948944
;,0.10986888408660889,-0.03324891999363899,0.0754367932677269,0.017485810443758965,0.019849862903356552,0.09152708947658539,0.07874587178230286,0.08813554793596268,0.10349778085947037
this,0.5489566326141357,0.28253474831581116,0.3638818562030792,0.2242710143327713,0.35762935876846313,0.6274310946464539,0.269681453704834,0.2211783081293106,0.3155723512172699
would,0.45766422152519226,0.27639833092689514,0.41663143038749695,0.34733662009239197,0.277632474899292,0.4133751392364502,0.32899439334869385,0.22269970178604126,0.37178951501846313
have,0.39808809757232666,0.18881796300411224,0.2863433063030243,0.17268702387809753,0.25506630539894104,0.40389683842658997,0.27741843461990356,0.1485895961523056,0.32991164922714233
also,0.42747777700424194,0.2597060799598694,0.4032125174999237,0.20559647679328918,0.3432409465312958,0.6021018624305725,0.2667645215988159,0.2214195728302002,0.21848613023757935
produced,0.1393624097108841,0.060626521706581116,0.28463777899742126,0.09147606790065765,0.08944403380155563,0.22045251727104187,0.023132318630814552,0.08496720343828201,0.1623450517654419
a,0.3320399522781372,0.2380085587501526,0.4508470594882965,0.25313758850097656,0.27489006519317627,0.5829201340675354,0.3455476462841034,0.14753150939941406,0.23916715383529663
single,0.24458327889442444,0.09851720929145813,0.22785933315753937,0.11297239363193512,0.18526054918766022,0.29338565468788147,0.15281744301319122,0.08921118825674057,0.2151121199131012
constitutional,0.24835939705371857,0.43531522154808044,0.2571640908718109,0.24158485233783722,0.19626842439174652,0.2926941215991974,0.14603900909423828,0.4070098400115967,0.2199033498764038
document,0.2726209759712219,0.1771778017282486,0.1502385288476944,0.1507115215063095,0.18778255581855774,0.2833879888057709,0.09480568766593933,0.3152179718017578,0.23232926428318024
.,0.3567904531955719,0.26137542724609375,0.40146201848983765,0.2151479423046112,0.30538758635520935,0.5934505462646484,0.31482741236686707,0.17410176992416382,0.4130953550338745
